id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,endDate,status,active,weight,secondNationality,secondNationalityId,knownName
3ejggtt1du1cui3wc1f8oqx62,Lirim,Qamili,Lirim,Qamili,Male,L. Qamili,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Attacker,player,1998-06-04,Glostrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,left,7.0,2023-01-01Z,2024-08-10Z,active,no,74.0,Albania,17zsm8shejejls2on1ffil3op,NaN
3pk6hii2s8tbv2zux8mvbapec,Nicolaj,Jungvig,Nicolaj,Jungvig,Male,N. Jungvig,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-10-26,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,28.0,2023-03-11Z,NaN,active,yes,NaN,NaN,NaN,NaN
43m33adgmas68tl6m34gkuzth,Tobias,Bendix Thomsen,Tobias,Thomsen,Male,T. Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1992-10-19,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,9.0,2020-08-07Z,2024-06-30Z,active,no,78.0,NaN,NaN,NaN
451liwl34giar3r8y7b295w16,Marcus,Lindberg,Marcus,Lindberg,Male,M. Lindberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-06-27,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,11.0,2019-07-01Z,2024-02-01Z,active,no,75.0,NaN,NaN,NaN
45dqseup0cmujyl4nprr29y0a,Magnus,Fredslund,Magnus,Fredslund,Male,M. Fredslund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-07-26,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,30.0,2018-07-01Z,NaN,active,yes,83.0,NaN,NaN,NaN
4n0krk7oy66clzb1rhztp07v9,Nicolai,Kornum Geertsen,Nicolai,Geertsen,Male,N. Geertsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1991-06-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,NaN,NaN,2023-06-20Z,2024-01-16Z,active,no,79.0,NaN,NaN,NaN
4oxf446ya7jwulq6hxlp8r36d,Jonas,Skjøtt Gemmer,Jonas,Gemmer,Male,J. Gemmer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-01-31,Hvidovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,6.0,2023-07-17Z,2025-06-30Z,active,no,76.0,NaN,NaN,NaN
4qz1pnlx3d0m5wkhpocl0euj8,Anders,Ravn Olsen,Anders,Ravn,Male,A. Ravn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-04-02,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,29.0,2024-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
5e5fuj7mbkpvf0bug32ixxc5x,Simon,Makienok Christoffersen,Simon,Makienok,Male,S. Makienok,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1990-11-21,Næstved,Denmark,5adf60vwiw2f2mibyq1k4ex7i,201.0,right,24.0,2023-08-26Z,2025-06-30Z,active,no,94.0,NaN,NaN,NaN
615e0bjcd0tyge047sy43y5sl,Martin,Spelmann,Martin,Spelmann,Male,M. Spelmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1987-03-21,Hvidovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,right,10.0,2021-07-01Z,NaN,active,yes,72.0,NaN,NaN,NaN
630daj1ef34rczbhng0eoncvd,Malte,Kiilerich Hansen,Malte,Kiilerich,Male,M. Kiilerich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-10-16,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,25.0,2023-09-01Z,NaN,active,yes,82.0,NaN,NaN,NaN
6dzg820946z4848whaa6ny2nd,Nicolai,Clausen,Nicolai,Clausen,Male,N. Clausen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-06-10,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,23.0,2021-09-07Z,NaN,active,yes,NaN,NaN,NaN,NaN
6gi9kejni27hjp7b43djczz6d,Philip,Rejnhold Olsen,Philip,Rejnhold,Male,P. Rejnhold,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-03-21,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,both,3.0,2023-08-25Z,2024-02-02Z,active,no,75.0,NaN,NaN,NaN
6uwvbagahvoavs630k8uksxjp,Mads,Kaalund Larsen,Mads,Kaalund,Male,M. Kaalund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-08-16,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,18.0,2023-06-29Z,NaN,active,yes,75.0,NaN,NaN,NaN
8mswl5vzza12hylodrrsq3zvu,Adrian,Kappenberger,Adrian,Kappenberger,Male,A. Kappenberger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1996-08-25,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,194.0,right,13.0,2023-07-11Z,2024-06-15Z,active,no,84.0,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN
9r07ooissj5mz15g87x5rmbx1,Christian,Greko Jakobsen,Christian,Jakobsen,Male,C. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-03-27,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,right,14.0,2022-07-01Z,2025-06-30Z,active,no,84.0,NaN,NaN,NaN
9xsnwq4svuuisut6fi2htsafp,Matti,Lund Nielsen,Matti,Nielsen,Male,M. Lund Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1988-05-08,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,right,4.0,2021-07-01Z,2024-06-30Z,active,no,74.0,NaN,NaN,Matti Nielsen
a30gduuv9d1s4pkthgu2jhyol,Daniel Kenn,Stenderup,Daniel,Stenderup,Male,D. Stenderup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-05-31,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,2.0,2019-08-16Z,NaN,active,yes,71.0,NaN,NaN,NaN
bcdp9e3dezuaybm8ndrsanbx0,Marc Langskov,Nielsen,Marc,Nielsen,Male,M. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-05-16,Rønne,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,left,26.0,2020-07-01Z,2024-07-20Z,active,no,69.0,NaN,NaN,NaN
bfvdr7ckiersz26ya2kq9f1g4,Ahmed,Iljazovski,Ahmed,Iljazovski,Male,A. Iljazovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Defender,player,1997-07-31,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,15.0,2020-09-02Z,NaN,active,yes,67.0,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
bods9n6ynuqy3s39f0f6cj1zp,Per,Frandsen,Per,Frandsen,Male,P. Frandsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1970-02-06,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2017-07-01Z,2025-06-30Z,active,no,NaN,NaN,NaN,NaN
cokrow7eem1ui6bo2m73czms4,Morten,Voldby Olsen,Morten,Olsen,Male,M. Olsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1998-08-30,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,21.0,2022-07-01Z,2024-01-16Z,active,no,NaN,NaN,NaN,Morten Olsen
d4w0nytrfhhtw8xqh7rofq6z9,Mathias,Krathmann Gehrt,Mathias,Gehrt,Male,M. Gehrt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1992-06-07,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,174.0,right,8.0,2023-06-16Z,2024-12-31Z,active,no,75.0,NaN,NaN,NaN
d9hh01mit4geyadol3gmzco9,Filip,Đukić,Filip,Djukic,Male,F. Đukić,Montenegro,1411jebgwo2ja1erogsq81lg9,Goalkeeper,player,1999-08-06,Hvidovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,NaN,1.0,2021-02-01Z,2025-02-03Z,active,no,72.0,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
dncrhma6gwcn6pxiu7hfc6qz8,Andreas,Kiel Smed,Andreas,Smed,Male,A. Smed,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-03-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,NaN,22.0,2021-07-23Z,NaN,active,yes,73.0,NaN,NaN,NaN
dshwz1df0rbe0fztksawvd0wl,Matti,Bøge Olsen,Matti,Olsen,Male,M. Olsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-06-07,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,5.0,2019-07-01Z,2025-01-29Z,active,no,75.0,NaN,NaN,NaN
dwpns7gcg4s1c35df5td9ow7o,Marius,Holst Papuga,Marius,Papuga,Male,M. Papuga,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-05-13,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,17.0,2022-03-31Z,2024-01-18Z,active,no,NaN,NaN,NaN,NaN
eh7ylngk6zptrar9s7t65zfh0,Benjamin Luka,Kold Rasmussen,Benjamin,Kold,Male,B. Kold,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-05-13,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,33.0,2024-04-27Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
expisj0yt6l9v1kof4or2ak4q,Elias,Rusborg,Elias,Rusborg,Male,E. Rusborg,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,2003-01-10,NaN,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,193.0,right,20.0,2022-07-01Z,2024-02-07Z,active,no,NaN,NaN,NaN,NaN
g2cgdv428rmpmb0om40ldses,Magnus,Lysholm Carsten Petersen,Magnus,Lysholm,Male,M. Lysholm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-01-18,Hvidovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,198.0,both,12.0,2021-11-26Z,2024-01-18Z,active,no,NaN,NaN,NaN,NaN
mi9seytqwwsg48dfji4u7ok4,Christian,Grönbaek,Christian,Grönbaek,Male,C. Grönbaek,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1975-12-27,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2021-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
vrzye4jqrafujmjw3wakjpxw,Thomas,Jørgensen,Thomas,Jørgensen,Male,T. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-09-30,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,right,11.0,2024-01-30Z,2024-06-30Z,active,no,70.0,NaN,NaN,NaN
15fo180vixn0lb65fujttit3p,Jannich Victor,Bøgelund Storch,Jannich,Storch,Male,J. Storch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1993-05-12,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,right,32.0,2023-01-23Z,2025-06-30Z,active,no,78.0,NaN,NaN,NaN
191f96bw3vkg1nt8545rvbw4q,Mads,Juhl Kikkenborg,Mads,Kikkenborg,Male,M. Kikkenborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1999-10-07,Esbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,197.0,right,1.0,2021-08-09Z,2024-01-27Z,active,no,93.0,NaN,NaN,NaN
2sgey1g99rmupumezjo9rkxcl,Kolbeinn Birgir,Finnsson,Kolbeinn,Finnsson,Male,K. Finnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-08-25,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,181.0,left,20.0,2023-01-25Z,2024-08-21Z,active,no,77.0,NaN,NaN,NaN
2wwpfsducpmryacr17y8k70iy,Baptiste Jean,Rolland,Baptiste,Rolland,Male,B. Rolland,France,7gww28djs405rfga69smki84o,Defender,player,2003-01-14,NaN,France,7gww28djs405rfga69smki84o,186.0,right,4.0,2023-01-03Z,2023-08-20Z,active,no,NaN,NaN,NaN,NaN
4bstdc3zla1sn85ev3bcmw1lg,Tobias,Storm,Tobias,Storm,Male,T. Storm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-07-04,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,right,24.0,2021-08-31Z,NaN,active,yes,NaN,Japan,lxyibh89lpdc0bfian1nx0xq,NaN
55qsxtqivxajkxmpdeyccus5w,Anton,Mayland,Anton,Mayland,Male,A. Mayland,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-10-26,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,31.0,2023-04-14Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
5733iw16239m83syv5dm8huj9,Marcel,Ibsen Rømer,Marcel,Rømer,Male,M. Rømer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1991-08-08,Køge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,30.0,2019-08-31Z,2025-04-14Z,active,no,80.0,NaN,NaN,NaN
58o5ram4bf58357786j9jr7kk,Michael,Opoku,Michael,Opoku,Male,M. Opoku,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-07-20,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,15.0,2024-01-24Z,2025-08-15Z,active,no,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
5is9bcj143orulo4biogwxzl6,Lucas Jozef,Lissens,Lucas,Lissens,Male,L. Lissens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2001-07-25,Gent,Belgium,4wbzjcclyefma1ourvjsu4q2j,184.0,right,5.0,2024-01-31Z,2025-06-20Z,active,no,75.0,NaN,NaN,NaN
5kghds186740jygx97bihh6mt,Brian,Tømming Hämäläinen,Brian,Hämäläinen,Male,B. Hämäläinen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-05-29,Lillerød,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,left,3.0,2020-09-12Z,2025-06-16Z,active,no,69.0,Finland,2u07e54v5dprsugdvddpq5ync,NaN
5phv874rxdk8ues3ef6hnd80l,Alfreð,Finnbogason,Alfred,Finnbogason,Male,A. Finnbogason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1989-02-01,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,184.0,right,18.0,2022-03-09Z,2023-08-17Z,active,no,80.0,NaN,NaN,NaN
5q5ph311bi310zt1e45u7i7dh,Andreas,Bjelland,Andreas,Bjelland,Male,A. Bjelland,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1988-07-11,Fredensborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,left,6.0,2022-07-01Z,2025-01-07Z,active,no,85.0,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
5q9rdzlrtjtgbm6rq33pv4u6t,Mikkel,Beckmann,Mikkel,Beckmann,Male,M. Beckmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1983-10-24,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,both,NaN,2024-03-01Z,2025-05-28Z,active,no,81.0,NaN,NaN,NaN
5yt2lw1bzjk68eg53mvpkb1lh,Magne,Hoseth,Magne,Hoseth,Male,M. Hoseth,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1980-10-13,Averøy,Norway,7f16iy4w8u8ogyn6pfooqwv5z,184.0,left,NaN,2024-01-11Z,2024-03-01Z,active,no,79.0,NaN,NaN,NaN
60gs7lod7de72ypcs6qfup8q2,Andri Lucas,Guðjohnsen,Andri,Gudjohnsen,Male,A. Guðjohnsen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2002-01-29,London,England,1fk5l4hkqk12i7zske6mcqju6,187.0,right,22.0,2023-08-18Z,2024-06-15Z,active,no,NaN,England,1fk5l4hkqk12i7zske6mcqju6,NaN
6d0lxiep13vdv32bdb0xwyrys,Lauge,Wesenberg Sandgrav,Lauge,Sandgrav,Male,L. Sandgrav,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-09-16,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,right,14.0,2020-12-15Z,NaN,active,yes,70.0,NaN,NaN,NaN
6n01t1hawduyh0ohpmxdp4lw5,Marc,Muniesa Martínez,Marc,Muniesa Martínez,Male,Muniesa,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1992-03-27,Lloret de Mar,Spain,49ih1pwv3ahshdf8uzrimi54c,180.0,left,5.0,2023-08-30Z,2024-01-30Z,active,no,75.0,NaN,NaN,Muniesa
6ul2nma4j0a7e2li6wyyrpal1,Magnus,Riisgaard Jensen,Magnus,Jensen,Male,M. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-10-27,Viborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,12.0,2023-07-13Z,2025-06-16Z,active,no,95.0,NaN,NaN,NaN
6v4ykv7aw86ql22oksh682kus,William,Kumado,Willy,Kumado,Male,W. Kumado,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2002-10-16,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,167.0,right,7.0,2023-01-31Z,2025-02-10Z,active,no,70.0,NaN,NaN,NaN
6y4tlx3641fhlvuydu97qcmvp,David Jean,Nielsen,David,Nielsen,Male,D. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1976-12-01,Skagen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,NaN,NaN,2024-03-06Z,2024-06-25Z,active,no,NaN,NaN,NaN,NaN
6zhj070huc77sl5o5bx6ey5g4,Gustav,Leone Fraulo,Gustav,Fraulo,Male,G. Fraulo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-04-23,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,19.0,2024-01-30Z,2024-09-02Z,active,no,73.0,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
709tvsyynpz1tx7snba1whwwl,Gylfi Þór,Sigurðsson,Gylfi,Sigurdsson,Male,G. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1989-09-08,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,186.0,right,18.0,2023-08-31Z,2024-03-14Z,active,no,79.0,NaN,NaN,NaN
79b0b6eqck5vn4b3fawxsaok,Peter,Langhoff,Peter,Langhoff,Male,P. Langhoff,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-01-02,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,right,35.0,2023-08-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
7wiychyw6gd8lw6zakd3swmlm,Parfait,Bizoza,Parfait,Bizoza,Male,P. Bizoza,Burundi,5d7e5052i0sb4wwloukhpafuu,Midfielder,player,1999-03-03,Skodje,Norway,7f16iy4w8u8ogyn6pfooqwv5z,187.0,right,8.0,2023-01-31Z,2024-07-17Z,active,no,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
7ww027dxufizyog9kryts9fdg,Emile,Kwimbia Chambo,Emile,Chambo,Male,E. Chambo,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,2006-01-20,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,NaN,2023-11-11Z,2024-06-30Z,active,no,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
81w1fqi66z0ibawynhraybaxg,Sanders,Ngabo,Sanders,Ngabo,Male,S. Ngabo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-07-04,Sundby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,174.0,right,19.0,2021-07-24Z,2023-11-16Z,active,no,NaN,Burundi,5d7e5052i0sb4wwloukhpafuu,NaN
839pm7rmjp6q1bt52f7ek9vys,Johan,Meyer,Johan,Meyer,Male,J. Meyer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-01-05,Hillerød,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,right,16.0,2023-05-20Z,2024-07-30Z,active,no,NaN,NaN,NaN,NaN
8m43xqe06gid1nfq4bls03w9g,Villads,Mølgaard Eskildsen,Villads,Eskildsen,Male,V. Eskildsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-08-13,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,NaN,2023-08-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
9kxm9u9x44fkygeh5xpag7pqs,William Oliver,Rohmann Steindorsson,William,Steindorsson,Male,W. Steindorsson,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-04-21,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,34.0,2023-08-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
9nafz0c0x2qvmo5ldm0djmcq1,Magnus,Kaastrup Refstrup Lauritsen,Magnus,Kaastrup,Male,M. Kaastrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-12-28,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,left,11.0,2023-07-03Z,2023-08-30Z,active,no,70.0,NaN,NaN,NaN
9piw0xnt2pfr68znrf62g7622,Tochi Phil,Chukwuani,Tochi,Chukwuani,Male,T. Chukwuani,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-03-24,Hvidovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,right,42.0,2022-03-09Z,2024-06-30Z,active,no,63.0,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
9pnirb3qt48zeui3su8cvu1ka,Jonathan Oluwadara,Amon,Jonathan,Amon,Male,J. Amon,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1999-04-30,Summerville,USA,7hr2f89v44y65dyu9k92vprwn,175.0,right,17.0,2023-06-30Z,2025-07-01Z,active,no,64.0,NaN,NaN,NaN
ag1psg17osvgbq5fz9xo7kmj8,Zean,Peetz Dalügge,Zean,Dalügge,Male,Z. Dalügge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-07-11,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,15.0,2023-07-01Z,2023-08-30Z,active,no,NaN,NaN,NaN,NaN
an3delk1etc383ib27kmctono,Mads,Kristensen,Mads,Kristensen,Male,M. Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1991-07-04,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2024-03-01Z,2024-10-27Z,active,no,NaN,NaN,NaN,NaN
b867urwc5cf8o6qbs6hbbtudw,Mickael Sebedian,Dosso,Mickael,Dosso,Male,M. Dosso,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2005-08-23,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,right,37.0,2023-08-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
bk9ypbyog2xtu7wmznagf2kt1,Freyr,Alexandersson,Freyr,Alexandersson,Male,F. Alexandersson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1982-11-18,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,2021-07-01Z,2024-01-04Z,active,no,NaN,NaN,NaN,NaN
bpw4cd5vmghjhelb3uxupmqjt,Sævar Atli,Magnússon,Sævar,Magnússon,Male,S. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2000-06-16,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,177.0,right,21.0,2021-08-05Z,2025-06-30Z,active,no,65.0,NaN,NaN,NaN
bqcjd0macjc7hmtz7zx34ym6t,Rezan,Çorlu,Rezan,Corlu,Male,R. Çorlu,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-08-07,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,170.0,left,10.0,2021-08-31Z,2025-02-28Z,active,no,71.0,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
bvw5oc4c040ey5dt5wn0choiy,Gustav Julius,Mortensen,Gustav,Mortensen,Male,G. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,25.0,2021-08-03Z,2024-06-20Z,active,no,NaN,NaN,NaN,NaN
c36ffo382u9flu5foebt4di39,Pascal,Wiberg Gregor,Pascal,Gregor,Male,P. Gregor,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1994-02-18,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,23.0,2020-01-02Z,2025-01-29Z,active,no,74.0,NaN,NaN,NaN
cl3w811fge6189cbclaslb26t,David Raagaard,Jensen,David,Jensen,Male,D. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1992-03-25,Hillerød,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,1.0,2024-01-03Z,2025-02-01Z,active,no,92.0,NaN,NaN,David Jensen
cty7nsrs5yn785m330c2gbwq2,Nikolai,Baden Frederiksen,Nikolai,Baden,Male,N. Baden,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-05-18,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,left,29.0,2024-02-01Z,2024-08-23Z,active,no,70.0,NaN,NaN,NaN
d854rlweyk5wq6d2veyviukq2,Casper,Kaarsbo Winther,Casper,Winther,Male,C. Winther,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-02-11,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,right,13.0,2019-10-03Z,NaN,active,yes,73.0,NaN,NaN,NaN
d85h1t14o7agqal849ca7fehg,Enock Kofi,Otoo,Enock,Otoo,Male,E. Otoo,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2004-06-28,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,175.0,right,33.0,2024-01-26Z,2025-01-06Z,active,no,60.0,NaN,NaN,NaN
