id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,knownName,secondNationality,secondNationalityId
7ibfw77zng0sh9dv2h0srauol,Árni Snær,Ólafsson,Árni,Ólafsson,Á. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1991-08-16,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,12.0,active,yes,NaN,NaN,NaN
9lwlp05boa032ettcmgexynkl,Þórarinn Ingi,Valdimarsson,Thórarinn,Valdimarsson,Þ. Valdimarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1990-04-23,Vestmannaeyjar,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,175.0,73.0,left,15.0,active,yes,NaN,NaN,NaN
9shzoahw01069twqf1vu6nb4k,Róbert Frosti,Þorkelsson,Róbert,Thorkelsson,R. Þorkelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2005-08-18,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,80.0,active,yes,NaN,NaN,NaN
9ug79z9viwockmrnfv1haw44,Örvar Logi,Örvarsson,Örvar,Örvarsson,Ö. Örvarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-07-30,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,32.0,active,yes,NaN,NaN,NaN
ab02e16m1xjpvikw2umu1mjo4,Kjartan Már,Kjartansson,Kjartan,Kjartansson,K. Kjartansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-07-14,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,30.0,active,yes,NaN,NaN,NaN
b4iq9a4k9m5oikufzz92x7mdw,Guðmundur Baldvin,Nökkvason,Gudmundur,Nökkvason,G. Nökkvason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-04-27,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,18.0,active,yes,NaN,NaN,NaN
bmal77uood5fpsa99uqik25uc,Haukur Örn,Brink,Haukur,Brink,H. Brink,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2005-05-03,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,37.0,active,yes,NaN,NaN,NaN
bq76wwpxv4de72yyzzzew7y7d,Örvar,Eggertsson,Örvar,Eggertsson,Ö. Eggertsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-02-28,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,7.0,active,yes,NaN,NaN,NaN
c4y7xn20n4t53v5d1zrjeh2sq,Baldur Logi,Guðlaugsson,Baldur,Gudlaugsson,B. Guðlaugsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2002-01-21,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,28.0,active,yes,NaN,NaN,NaN
clp5nng5i4qyi9iq1vzwgu1ud,Daníel,Laxdal,Daníel,Laxdal,D. Laxdal,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1986-09-22,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,9.0,active,yes,NaN,NaN,NaN
cmlzahx03k5y34hdq0ihn37ys,Alexander Máni,Gudjónsson,Alexander,Gudjónsson,A. Gudjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,NaN,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
dak9whre8q75xl1b1l728amwa,Viktor Reynir,Oddgeirsson,Viktor,Oddgeirsson,V. Oddgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2003-02-24,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,33.0,active,yes,NaN,NaN,NaN
dz6bultylhqk12sxwat70dqay,Þorlákur Breki,Þórarinsson Baxter,Thorlákur,Baxter,Þ. Baxter,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2005-03-12,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,no,NaN,NaN,NaN
em8puitxzajrp033t572fvlcl,Andri,Adolphsson,Andri,Adolphsson,A. Adolphsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1992-12-01,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,17.0,active,yes,NaN,NaN,NaN
14f0iv65bjzpviz5ln4zz4uz9,Kristinn Freyr,Sigurðsson,Kristinn,Sigurdsson,K. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1991-12-25,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,177.0,76.0,NaN,10.0,active,yes,Kristinn Sigurdsson,NaN,NaN
1m50a598kkw0yrk3a0aujchyh,Guðmundur Andri,Tryggvason,Gudmundur,Tryggvason,G. Tryggvason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-11-04,Tromsø,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,182.0,NaN,right,14.0,active,yes,NaN,NaN,NaN
2ks2c22tnwq41pp68qin07bl6,Lúkas Logi,Heimisson,Lúkas,Heimisson,L. Heimisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-04-04,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,17.0,active,yes,NaN,NaN,NaN
2vs1czv5lhrgd9z494mfayl05,Orri Sigurður,Ómarsson,Orri,Ómarsson,O. Ómarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1995-02-18,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,187.0,78.0,NaN,20.0,active,yes,NaN,NaN,NaN
36getp56va89i4kwylyq6e66t,Birkir Már,Sævarsson,Birkir,Sævarsson,B. Sævarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1984-11-11,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,187.0,81.0,right,2.0,active,yes,NaN,NaN,NaN
3cub2xioboxemgef6cg72e9cl,Patrick,Pedersen,Patrick,Pedersen,P. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1991-11-25,Hirtshals,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,NaN,NaN,9.0,active,yes,NaN,NaN,NaN
3fdkeunjv8j6ojf0osj0um8yd,Elfar Freyr,Helgason,Elfar,Helgason,E. Helgason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1989-07-27,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,4.0,active,yes,NaN,NaN,NaN
3tox4xcc3bntuq84jccz4biz9,Arnar,Grétarsson,Arnar,Grétarsson,A. Grétarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1972-02-20,Reykjav,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,180.0,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
709tvsyynpz1tx7snba1whwwl,Gylfi Þór,Sigurðsson,Gylfi,Sigurdsson,G. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1989-09-08,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,186.0,79.0,right,23.0,active,yes,Gylfi Sigurdsson,NaN,NaN
71mjqyembgfq65lhsk3dkvkoa,Adam Ægir,Pálsson,Adam,Pálsson,A. Pálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1998-06-07,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,24.0,active,yes,Adam Pálsson,NaN,NaN
78hkvikknejo7qoescoz7uaqd,Hörður Ingi,Gunnarsson,Hördur,Gunnarsson,H. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1998-08-14,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,184.0,NaN,right,3.0,active,yes,Hördur Gunnarsson,NaN,NaN
89knlnak6w4dwoqxot13y311w,Þorsteinn Emil,Jónsson,Thorsteinn,Jónsson,Þ. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-02-13,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,18.0,active,no,NaN,NaN,NaN
8qfzbbp92yayee5i8esxvfaj8,Ólafur Flóki,Stephensen,Ólafur,Stephensen,Ó. Stephensen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2004-09-29,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,192.0,NaN,left,NaN,active,yes,NaN,NaN,NaN
94t1sbb9p3vaw296h86gmxv8q,Jakob Franz,Pálsson,Jakob,Pálsson,J. Pálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-01-07,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,21.0,active,yes,Jakob Pálsson,NaN,NaN
97bom04546uuqzgc8waq95jv9,Hólmar Örn,Eyjólfsson,Hólmar,Eyjólfsson,H. Eyjólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1990-08-06,Sauðárkrókur,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,190.0,86.0,right,15.0,active,yes,NaN,NaN,NaN
9y5eij3f3g3ycqqbkbwxw5g45,Haukur Páll,Sigurðsson,Haukur,Sigurdsson,H. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,1987-08-05,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,176.0,NaN,right,NaN,active,yes,NaN,NaN,NaN
a43xjbpjl6cewwp2n1mrm8g7o,Óliver Steinar,Guðmundsson,Óliver,Gudmundsson,Ó. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-05-17,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,189.0,NaN,right,NaN,active,no,NaN,NaN,NaN
arakguglkc4oprichyf7guluc,Elmar Freyr,Hauksson,Elmar,Hauksson,E. Hauksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-05-08,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
b8d82j8uf9gtvmkfqh1x4cjbp,Ólafur Karl,Finsen,Ólafur,Finsen,Ó. Finsen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1992-03-30,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,180.0,NaN,right,71.0,active,yes,NaN,NaN,NaN
b9gue5vpvah6wf6wohox1tus4,Tristan Snær,Daníelsson,Tristan,Daníelsson,T. Daníelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,NaN,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,168.0,NaN,right,29.0,active,yes,NaN,NaN,NaN
bf1ditnf4irte4ysghvy7rf85,Sigurður Egill,Lárusson,Sigurdur,Lárusson,S. Lárusson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1992-01-22,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,182.0,NaN,left,11.0,active,yes,NaN,NaN,NaN
c4esrbgbv6v715768v2cb676d,Frederik August,Albrecht Schram,Frederik,Schram,F. Schram,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1995-01-19,Dragør,Denmark,5adf60vwiw2f2mibyq1k4ex7i,198.0,92.0,NaN,1.0,active,yes,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i
cd9b3p88bmvkom0hhhdsa8tpm,Stefán Þór,Ágústsson,Stefán,Ágústsson,S. Ágústsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2001-05-25,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,25.0,active,yes,NaN,NaN,NaN
cn9ai81hab71smr44hbh61d2i,Bjarni Guðjón,Brynjólfsson,Bjarni,Brynjólfsson,B. Brynjólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-02-28,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,22.0,active,no,NaN,NaN,NaN
dwe491bek3ntvw85qejjh63md,Bjarni Mark,Antonsson Duffield,Bjarni,Antonsson,B. Antonsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1995-12-27,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,5.0,active,yes,NaN,NaN,NaN
dydkq2rw9qaxvc28t6yfc8auh,Tryggvi Hrafn,Haraldsson,Tryggvi,Haraldsson,T. Haraldsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-09-30,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,180.0,73.0,NaN,12.0,active,yes,NaN,NaN,NaN
e6aji0rmpd5sho84o6muy90id,Aron,Jóhannsson,Aron,Jóhannsson,A. Jóhannsson,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1990-11-10,Mobile,USA,7hr2f89v44y65dyu9k92vprwn,184.0,70.0,right,7.0,active,yes,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6
e8stcodp9i24gzpb1rc13ot7t,Jónatan Ingi,Jónsson,Jónatan,Jónsson,J. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-03-15,Reykjavik,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,171.0,NaN,both,8.0,active,yes,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j
el4rt0z41y16fiy7fvm3ueyy2,Gísli,Laxdal Unnarsson,Gísli,Unnarsson,G. Unnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2001-01-28,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,16.0,active,yes,NaN,NaN,NaN
11tf3a4t8dl7tm9ciayyo666t,Óskar Örn,Hauksson,Óskar,Hauksson,Ó. Hauksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1984-08-22,Njarðvík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,174.0,74.0,left,18.0,active,yes,NaN,NaN,NaN
1ab7kipb2rwgqb4nimg43gbqi,Danijel Dejan,Djuric,Danijel,Djuric,D. Djuric,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-01-05,Varna,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,174.0,NaN,right,19.0,active,yes,NaN,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt
25ytwmg2c5xcqp5ta12oznm22,Ari,Sigurpálsson,Ari,Sigurpálsson,A. Sigurpálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-03-17,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,17.0,active,yes,NaN,NaN,NaN
2rj24u5gl3j5je4g48ao44qtx,Erlingur,Agnarsson,Erlingur,Agnarsson,E. Agnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1998-03-05,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,7.0,active,yes,NaN,NaN,NaN
2u7zlcfa3dzuntjsgbpufns2d,Arnar,Bergmann Gunnlaugsson,Arnar,Gunnlaugsson,A. Gunnlaugsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1973-03-06,Akranes,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,182.0,76.0,NaN,NaN,active,yes,NaN,NaN,NaN
5ghzqanbf8v432ekwypz71exh,Ingvar,Jónsson,Ingvar,Jónsson,I. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1989-10-18,Keflavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,186.0,77.0,right,1.0,active,yes,Ingvar Jónsson,NaN,NaN
5m7duczik26jv15pycxd78kid,Jón Guðni,Fjóluson,Jón,Fjóluson,J. Fjóluson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1989-04-10,Þorlákshöfn,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,192.0,84.0,left,3.0,active,yes,NaN,NaN,NaN
6u5djuy905cnoyqryybwiou7d,Karl Friðleifur,Gunnarsson,Karl,Gunnarsson,K. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2001-07-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,22.0,active,yes,NaN,NaN,NaN
7n7yfeanjj70l059iu3tntq6t,Sölvi Geir,Ottesen Jónsson,Solvi,Geir,S. Ottesen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,1984-02-18,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,188.0,82.0,right,NaN,active,yes,NaN,NaN,NaN
8e92436hintolh0p1bbw29eqd,Matthías,Vilhjálmsson,Matthías,Vilhjálmsson,M. Vilhjálmsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1987-01-30,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,185.0,85.0,right,27.0,active,yes,NaN,NaN,NaN
8usynge181yxisdxkstt3c3px,Gunnar,Vatnhamar,Gunnar,Vatnhamar,G. Vatnhamar,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,1995-03-29,NaN,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,NaN,NaN,NaN,6.0,active,yes,NaN,NaN,NaN
8yvjubvq7e5ilmr9g2nh6h9lh,Pablo Oshan Battuto,Punyed Dubón,Pablo,Punyed,P. Punyed,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,1990-04-18,Miami,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,10.0,active,yes,NaN,USA,7hr2f89v44y65dyu9k92vprwn
9hufbc18q36y9z42mz3a9qd5g,Daði,Berg Jónsson,Dadi,Jónsson,D. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2006-06-11,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,183.0,NaN,left,30.0,active,yes,Dadi Jónsson,NaN,NaN
aiw3uh190grn75dhh8nihif4k,Bjarki Björn,Gunnarsson,Bjarki,Gunnarsson,B. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2000-06-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,171.0,NaN,NaN,15.0,active,no,Bjarki Gunnarsson,NaN,NaN
alhnldqbziirmyn3kj1ona044,Gísli Gottskálk,Þórðarson,Gísli,Thórdarson,G. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-09-12,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,11.0,active,yes,NaN,NaN,NaN
b3trqgol2gifo82io9qgh03x1,Peter Oliver,Ekroth,Oliver,Ekroth,O. Ekroth,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1992-01-18,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,80.0,right,4.0,active,yes,NaN,NaN,NaN
bgs7djau45zhzknsqvom3wycp,Viktor Örlygur,Andrason,Viktor,Andrason,V. Andrason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2000-02-05,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,8.0,active,yes,NaN,NaN,NaN
bp0zfdagfoiqskgw4a9hmyz8p,Valdimar Þór,Ingimundarson,Valdimar,Ingimundarson,V. Ingimundarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-04-28,Reykjavik,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,181.0,NaN,right,25.0,active,yes,NaN,NaN,NaN
c12rjr5zd7ty807rgwhemtd78,Tómas,Þórisson,Tómas,Thórisson,T. Þórisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-03-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,29.0,active,yes,NaN,NaN,NaN
dah45tl54ccsm2gjern29ndp0,Kári,Vilberg Atlason,Kari,Atlason,K. Atlason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2004-08-31,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
dlwwwbs5p66fun6v9ho76npw5,Nikolaj Andreas,Hansen,Nikolaj,Hansen,N. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1993-03-15,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,79.0,right,23.0,active,yes,NaN,NaN,NaN
doryp28w8ovkynmxjg8bcdrkl,Aron Elís,Þrándarson,Aron,Thrándarson,A. Þrándarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1994-11-10,Reykjavik,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,187.0,83.0,right,21.0,active,yes,NaN,NaN,NaN
dpcd6869zffk9ykjvz19eq02d,Davíð Örn,Atlason,Davíd,Atlason,D. Atlason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1994-08-18,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,24.0,active,yes,NaN,NaN,NaN
dz7dxc3tnt5k8zcud0braoaqy,Pálmi Rafn,Arinbjörnsson,Pálmi,Arinbjornsson,P. Arinbjörnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2003-11-29,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,191.0,NaN,right,16.0,active,yes,NaN,NaN,NaN
ejco4bcx1c9uurhb53n3moxd5,Helgi,Guðjónsson,Helgi,Gudjónsson,H. Guðjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1999-08-04,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,both,9.0,active,yes,NaN,NaN,NaN
em4zanvckl4o7sj8y3njd4jro,Sveinn Gísli,Þorkelsson,Sveinn,Thorkelsson,S. Þorkelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-08-19,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,2.0,active,yes,NaN,NaN,NaN
f3m19trq1w6uzw7mk4m307v11,Halldór Smári,Sigurðsson,Halldór,Sigurdsson,H. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1988-10-04,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,12.0,active,yes,NaN,NaN,NaN
38x18egr7w4191ym72em654np,Arnór,Smárason,Arnór,Smárason,A. Smárason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1988-09-07,Akranes,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,184.0,76.0,right,88.0,active,yes,NaN,NaN,NaN
3kyv8g2q01rmqzns5nzt61sve,Hlynur Sævar,Jónsson,Hlynur,Jónsson,H. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-03-29,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,4.0,active,yes,Hlynur Jónsson,NaN,NaN
3m8qqkzpsw95i5m7vynp3f2p6,Dino,Hodžić,Dino,Hodzic,D. Hodžić,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1995-10-28,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,205.0,NaN,right,31.0,active,yes,NaN,NaN,NaN
3rd9sib3ymvclk5ydpa8tdk9h,Fannar Berg,Gunnólfsson,NaN,NaN,F. Gunnólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,NaN,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
4di0vvjgd5hiokut0nzrbal7t,Steinar,Þorsteinsson,Steinar,Thorsteinsson,S. Þorsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1997-12-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,10.0,active,yes,NaN,NaN,NaN
52upamqi7dxlpo8h69pzx19sl,Marko,Vardić,Marko,Vardic,M. Vardić,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,1995-05-22,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,NaN,19.0,active,yes,NaN,NaN,NaN
5gtmy77ebg930jwh6rotkpilm,Oliver,Stefánsson,Oliver,Stefánsson,O. Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2002-08-03,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,192.0,NaN,left,6.0,active,yes,NaN,NaN,NaN
5p3zrdlynceho454ar7xynund,Hákon Ingi,Einarsson,Hákon,Einarsson,H. Einarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1995-07-08,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,2.0,active,yes,Hákon Einarsson,NaN,NaN
67zsakryr5srq2u6j84hce1ux,Jón Þór,Hauksson,Jón Thór,Hauksson,J. Hauksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1978-05-02,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
6i3uld810t70ouj6sq61m3ehg,Ármann Ingi,Finnbogason,Ármann,Finnbogason,Á. Finnbogason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-06-16,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,7.0,active,yes,NaN,NaN,NaN
707j6nel8nqw8xi3tb4yb09ud,Albert,Hafsteinsson,Albert,Hafsteinsson,A. Hafsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-06-05,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,8.0,active,yes,NaN,NaN,NaN
7hefn4l9qkwg1l7cuyf0q9z9x,Rúnar Már,Sigurlaugarson Sigurjónsson,Rúnar,Sigurjónsson,R. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1990-06-18,Sauðárkrókur,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,178.0,83.0,right,16.0,active,yes,NaN,NaN,NaN
