id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,status,active,foot,knownName,secondNationality,secondNationalityId
87c3mhjp8hnns65k57x63tje2,Muhamed,Šahinović,Muhamed,Sahinovic,Male,M. Šahinović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Goalkeeper,player,2003-09-30,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,191.0,79.0,31.0,active,yes,right,NaN,NaN,NaN
87gc1djnk9bvenuhgmw84f3rp,Anton,Šoltís,NaN,NaN,Male,A. Šoltís,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1976-02-05,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,73.0,NaN,active,yes,NaN,NaN,NaN,NaN
89mrojg2kewrjikl5iugqrz6d,Gino Ronald,van Kessel,Gino,van Kessel,Male,G. van Kessel,Curaçao,5im58ram567ao2fbnz39sm8vk,Attacker,player,1993-03-09,Alkmaar,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,83.0,93.0,active,yes,NaN,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6
91bl9clvc316uzmuajpzljljp,Ondrej,Duda,NaN,NaN,Male,O. Duda,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,assistant coach,NaN,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
91vzmsk4e8on352l32nafqeei,Eduvie Marho,Ikoba,Eduvie,Ikoba,Male,E. Ikoba,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1997-10-26,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,91.0,active,yes,NaN,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p
9kk9g2kgy58sv75pfj9sto5wp,Usman Issa,Adekunle,NaN,NaN,Male,I. Adekunle,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1997-12-20,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,177.0,70.0,7.0,active,yes,NaN,NaN,NaN,NaN
bw7g40ihk5of1c2ax4v0s4p91,Erik,Pačinda,Erik,Pacinda,Male,E. Pačinda,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1989-05-09,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,66.0,11.0,active,yes,left,NaN,NaN,NaN
c7f5qrcnpn4jfthdpud67gvhm,Ivan,Tiurin,NaN,NaN,Male,I. Tiurin,Ukraine,315w6fk6umfzf4qvba3t55u61,Goalkeeper,player,1997-05-21,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,191.0,85.0,23.0,active,yes,right,NaN,NaN,NaN
cdizx56cljv9qrgifqd26rdg,Saša,Marjanović,NaN,NaN,Male,S. Marjanović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2002-02-05,Banja Luka,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN
cflltphsio8xaxhuhn70wx4gl,Igor,Žofčák,Igor,Zofcák,Male,I. Žofčák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1983-04-10,Michalovce,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,75.0,10.0,active,yes,right,NaN,NaN,NaN
co5fpren0lr78oq77d7pysxyh,Tornike,Dzotsenidze,Tornike,Dzotsenidze,Male,T. Dzotsenidze,Georgia,55mqz7j6585f2jhgfhn62lomr,Defender,player,1999-11-07,NaN,Georgia,55mqz7j6585f2jhgfhn62lomr,187.0,73.0,26.0,active,yes,NaN,NaN,NaN,NaN
cz76ey3uk26bq5psphzs653bo,Christos,Makrygiannis,NaN,NaN,Male,C. Makrygiannis,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,2006-11-13,NaN,Greece,6lpgd60z890no2v46zdecrcss,181.0,NaN,30.0,active,yes,left,NaN,NaN,NaN
d8nu4aiee6vg52by1k1snl7xm,Alexandros,Kyziridis,Alexandros,Kyziridis,Male,A. Kyziridis,Greece,6lpgd60z890no2v46zdecrcss,Attacker,player,2000-09-16,Skydra,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,89.0,active,yes,right,NaN,NaN,NaN
dgim6o077wlggrxfw9t8tydat,Patrik,Lukáč,NaN,NaN,Male,P. Lukáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-12-05,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,85.0,1.0,active,yes,right,NaN,NaN,NaN
1awtxdlrr3ph4q7wj62oag4r8,James Willy,Ndjeungoue,James,Ndjeungoue,Male,J. Ndjeungoue,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,2003-04-04,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
1ay3ef800f635ki7nks9w9re,Andrej,Stojchevski,Andrej,Stojchevski,Male,A. Stojchevski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Defender,player,2003-05-26,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,186.0,75.0,18.0,active,yes,right,NaN,NaN,NaN
1n0p6ekr7qvvagju86ggwi49g,Samuel Mawuena,Gidi,Samuel,Gidi,Male,S. Gidi,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2004-04-15,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,11.0,active,yes,NaN,NaN,NaN,NaN
2k1q3fsxypzg3ordb3hmq4xsk,Nikita,Kelembet,NaN,NaN,Male,N. Kelembet,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,2005-02-18,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,4.0,active,yes,NaN,NaN,NaN,NaN
4a7ei643udozfl8xcqdgl9u6s,Timotej,Hranica,Timotej,Hranica,Male,T. Hranica,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-05-28,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,21.0,active,yes,NaN,NaN,NaN,NaN
4ri96hnt93iy3ckt7buigvecq,Denis,Alijagić,Denis,Alijagic,Male,D. Alijagić,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2003-04-10,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,82.0,9.0,active,yes,right,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer
4xk6crcbt40xenux91yy011at,Miroslav,Káčer,Miroslav,Kácer,Male,M. Káčer,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1996-02-02,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,170.0,77.0,66.0,active,yes,right,NaN,NaN,NaN
5087f701jgpsaugp8p39ks2z8,Michal,Mynář,Michal,Mynár,Male,M. Mynář,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2004-02-06,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
5uc8bmbfp3izb9s0gvqwq7yl1,Ján,Minárik,Ján,Minárik,Male,J. Minárik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1997-07-25,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,NaN,23.0,active,yes,left,NaN,NaN,NaN
6kld0n1b5hjwechya9cax3o5w,Samuel,Javorček,Samuel,Javorcek,Male,S. Javorček,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-02-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,28.0,active,yes,NaN,NaN,NaN,NaN
73bt1irnki81xex9jkn7vxxey,Adrián,Kaprálik,Adrián,Kaprálik,Male,A. Kaprálik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2002-06-10,Dolný Kubín,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,63.0,10.0,active,yes,right,NaN,NaN,NaN
7nolt983cv10muw69tyqh6t7u,Patrik,Leitner,Patrik,Leitner,Male,P. Leitner,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-02-07,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
7qd7bou2so81xcsawhogsv4t0,Eric Yves,Bille,Eric,Bille,Male,E. Bille,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2004-12-24,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,181.0,78.0,14.0,active,yes,NaN,NaN,NaN,NaN
7wm8whndx19gcpqxtw9safljp,Peter,Pekarík,Peter,Pekarík,Male,P. Pekarík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1986-10-30,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,73.0,NaN,active,yes,right,NaN,NaN,NaN
82ygb1o73bmez9ojb8xuqxmju,Ľubomír,Belko,Lubomír,Belko,Male,Ľ. Belko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2002-02-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,30.0,active,yes,NaN,NaN,NaN,NaN
8zkcuhb57u6yhqodvq6u3rx0,Xavier Rodrigue,Adang Mveng,Xavier,Adang,Male,X. Adang,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,2004-06-07,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,6.0,active,yes,NaN,NaN,NaN,NaN
8zlfq13hrbxtqb6wi74yr2tqs,Basirou,Badjie,Basirou,Badjie,Male,B. Badjie,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2005-03-20,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,13.0,active,yes,left,NaN,NaN,NaN
929eyaq4a218jj3yahxtoeve2,Tomáš,Nemčík,Tomás,Nemcík,Male,T. Nemčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2001-04-19,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
95bqg4niavcpxnjxwncz7d9uc,Jakub,Badžgoň,Jakub,Badzgon,Male,J. Badžgoň,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2005-06-02,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,83.0,1.0,active,yes,NaN,NaN,NaN,NaN
9ixkbogcqd6mpwu74jz7su99m,Dominik,Javorček,Dominik,Javorcek,Male,D. Javorček,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-11-02,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,27.0,active,no,NaN,NaN,NaN,NaN
9nrps1br9mhbl7huhbuldlyvp,Michal,Ščasný,Michal,Scasny,Male,M. Ščasný,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1978-08-19,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,75.0,NaN,active,yes,NaN,NaN,NaN,NaN
al4py7fz76sgmuoh91qufcpd6,Krisztián,Bari,Krisztián,Bari,Male,K. Bari,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2001-02-06,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,61.0,20.0,active,yes,NaN,NaN,NaN,NaN
asc8atq6vw48onal0eukfih3o,Samuel,Belaník,Samuel,Belaník,Male,S. Belaník,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2003-08-26,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,196.0,NaN,22.0,active,yes,NaN,NaN,NaN,NaN
b63yq9pfi4e8ksbtw4rh784yc,Samuel,Kopásek,Samuel,Kopásek,Male,S. Kopásek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-05-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,NaN,19.0,active,yes,NaN,NaN,NaN,NaN
bjb4ee3aomtv5hz7qqyjlkgoa,Dávid,Ďuriš,Dávid,Duris,Male,D. Ďuriš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1999-03-22,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,80.0,29.0,active,yes,right,NaN,NaN,NaN
c6o9o0acmpv92q9s0cazftmju,Samuel,Ďatko,NaN,NaN,Male,S. Ďatko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-06-24,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,24.0,active,no,NaN,NaN,NaN,NaN
c83z5v68ti7pbyjp2yfpat9be,Patrik,Iľko,Patrik,Ilko,Male,P. Iľko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-02-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,72.0,16.0,active,yes,NaN,NaN,NaN,NaN
d08hduq5rv8kkzclfivjk0tn8,Tomáš,Jaššo,Tomás,Jasso,Male,T. Jaššo,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2004-03-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,5.0,active,yes,NaN,NaN,NaN,NaN
d0byc0mdhvvkvt1vkr28i6f9x,Tomáš,Hubočan,Tomás,Hubocan,Male,T. Hubočan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1985-09-17,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,70.0,15.0,active,yes,both,NaN,NaN,NaN
dgkk1v0my1dy8wk18uamcuwwk,Mário,Sauer,Mário,Sauer,Male,M. Sauer,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-05-15,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,NaN,37.0,active,yes,NaN,NaN,NaN,NaN
dw2kvzu6l204zcj1a9hztxfkk,Tobiáš,Pališčák,Tobiás,Paliscák,Male,T. Pališčák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2007-10-25,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,2.0,active,yes,NaN,NaN,NaN,NaN
i7qk4b3p4it7q401oh95f66s,Vladimír,Vaľko,Vladimír,Valko,Male,V. Vaľko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2005-01-13,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
sd73yki6ae3b83djm76r5mvo,František,Kóša,Frantisek,Kósa,Male,F. Kóša,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2006-03-02,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,active,yes,NaN,NaN,NaN,NaN
10ema67rh45t75v9ia2hud6vo,Nino,Marcelli,Nino,Marcelli,Male,N. Marcelli,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-05-29,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,NaN,18.0,active,yes,NaN,NaN,NaN,NaN
1hs134ygzqubfqku26rytkmol,Vladimír,Weiss,Vladimír,Weiss,Male,V. Weiss,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1964-09-22,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
1p2ugub44nhzuqv0p19ri8wt0,Martin,Mišovič,Martin,Misovic,Male,M. Mišovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2004-01-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,5.0,active,yes,NaN,NaN,NaN,NaN
24m1p3nyfn9nurqdvnvn2mrx1,Kenan,Bajrič,Kenan,Bajric,Male,K. Bajrič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,1994-12-20,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,189.0,83.0,12.0,active,yes,right,NaN,NaN,NaN
2x41wpt2f9djuf4jf42eewa1,Danylo,Ihnatenko,Danylo,Ignatenko,Male,D. Ihnatenko,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,1997-03-13,Zaporizhzhia,Ukraine,315w6fk6umfzf4qvba3t55u61,189.0,84.0,77.0,active,yes,right,NaN,NaN,NaN
3oip8q5n34zx901vkv450vpck,Andrej,Mikoláš,Andrej,Mikolás,Male,A. Mikoláš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-08-11,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,30.0,active,yes,NaN,NaN,NaN,NaN
4duf40rwyzgm6t3iuemifqb8q,Samuel,Habodasz,Samuel,Habodasz,Male,S. Habodasz,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2000-05-26,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
4g2foiwsex0h0r1w9eywkgydw,Maxim,Mateáš,Maxim,Mateás,Male,M. Mateas,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2008-05-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,16.0,active,yes,NaN,NaN,NaN,NaN
4rg5d1oo8rtclemhci81i6xg5,Róbert,Mak,Róbert,Mak,Male,R. Mak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1991-03-08,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,78.0,21.0,active,yes,right,NaN,NaN,NaN
5jd3xi68273u2xl2d1gsonc2d,Lukáš,Pauschek,Lukás,Pauschek,Male,L. Pauschek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1992-12-09,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,78.0,25.0,active,yes,right,NaN,NaN,NaN
5qwergu94zpb6wglhk008qbro,Idjessi Yethro,Metsoko,Idjessi,Metsoko,Male,I. Metsoko,Togo,3jiuckrqd0zejkm452st5dyq7,Attacker,player,2002-03-14,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,93.0,active,yes,NaN,NaN,France,7gww28djs405rfga69smki84o
6trb4r92tklh2460s6y53xofd,Martin,Trnovský,Martin,Trnovsky,Male,M. Trnovský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2000-06-07,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,84.0,31.0,active,yes,NaN,NaN,NaN,NaN
78rxvyelnj7orbbzs4u1fghrd,César Rodolfo,Blackman Camarena,César,Blackman,Male,C. Blackman,Panama,5nhk7v9jq6dqmfbn4hiihhofv,Defender,player,1998-04-02,Ciudad de Panamá,Panama,5nhk7v9jq6dqmfbn4hiihhofv,174.0,70.0,28.0,active,yes,right,NaN,NaN,NaN
7ocbj4fxn53jakzel1q5pie39,Vladimír,Weiss,Vladimír,Weiss,Male,V. Weiss,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1989-11-30,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,71.0,7.0,active,yes,right,NaN,NaN,NaN
7s7qpbwbprkfliinikth7rieh,Matúš,Vojtko,Matús,Vojtko,Male,M. Vojtko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2000-10-05,Michalovce,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,76.0,27.0,active,yes,left,NaN,NaN,NaN
7tsv54aoaiyjj1s7hhx12505w,Elvis Akpooghene,Isaac,Elvis,Isaac,Male,E. Isaac,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2002-08-15,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
7u4btq4mxa8yha36hcn4gc4bt,Marko,Tolić,Marko,Tolic,Male,M. Tolić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1996-07-05,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,10.0,active,yes,right,NaN,NaN,NaN
9m0c5nlso2paawkh2y1zrrzrp,Jurij,Medveděv,Jurij,Medvedev,Male,J. Medveděv,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1996-06-18,Badamsha,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,180.0,74.0,17.0,active,yes,right,NaN,Kazakhstan,6kewn14jj4ncyzghlbu61hna6
9s3bc4i84ab8ar9c17lts3pp1,Kyriakos,Savvidīs,Kyriakos,Savvidis,Male,K. Savvidīs,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,1995-06-20,Thessaloniki,Greece,6lpgd60z890no2v46zdecrcss,181.0,78.0,88.0,active,yes,right,NaN,NaN,NaN
a3pp88a52x123muu26sg4maxh,Kevin,Wimmer,Kevin,Wimmer,Male,K. Wimmer,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,1992-11-15,Wels,Austria,hcs1bd49qliqqity6o268jyt,187.0,85.0,6.0,active,yes,left,NaN,NaN,NaN
adngqbiq4kicxj5ewcixxw4ph,Guram,Kashia,Guram,Kashia,Male,G. Kashia,Georgia,55mqz7j6585f2jhgfhn62lomr,Defender,player,1987-07-04,Tbilisi,Georgia,55mqz7j6585f2jhgfhn62lomr,185.0,87.0,4.0,active,yes,right,NaN,NaN,NaN
b6h33b82fqk8rc31a8k5sg60a,Alen,Mustafić,Alen,Mustafic,Male,A. Mustafić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1999-07-05,Tuzla,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,78.0,20.0,active,yes,right,NaN,NaN,NaN
bivdfi1qduw62buuhtw4sodg4,Adam,Hrdina,Adam,Hrdina,Male,A. Hrdina,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-02-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,194.0,NaN,35.0,active,yes,NaN,NaN,NaN,NaN
cioh30lqc9p0e5n3cmjnk1979,Július,Szöke,Július,Szöke,Male,J. Szöke,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1995-08-01,Hnúšťa,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,70.0,37.0,active,yes,right,NaN,NaN,NaN
czlv3j3qotjfr6z77midggeeh,Siemen,Voet,Siemen,Voet,Male,S. Voet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2000-02-03,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,81.0,2.0,active,yes,left,NaN,NaN,NaN
d3ppqv1v0qgjcjrf6q9xlvap5,Dominik,Takáč,Dominik,Takác,Male,D. Takáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1999-01-12,Galanta,Slovakia,7dybe8679n9bgyrcxi383pq3y,195.0,82.0,71.0,active,yes,left,NaN,NaN,NaN
dliitj4cijcpe3dxgn56a65be,Sharani,Zuberu,Sharani,Zuberu,Male,S. Zuberu,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-01-07,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,183.0,NaN,23.0,active,yes,NaN,NaN,NaN,NaN
e1n8z01dq1qvm7krrjwk3y61g,Artur,Gajdoš,Artur,Gajdos,Male,A. Gajdoš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-01-20,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,26.0,active,yes,NaN,NaN,NaN,NaN
earki4hdejtjz2fmlmt2z60ut,Juraj,Kucka,Juraj,Kucka,Male,J. Kucka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1987-02-26,Bojnice,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,81.0,33.0,active,yes,right,NaN,NaN,NaN
eprihatu8znb0vq6kuaj38z1m,David,Strelec,David,Strelec,Male,D. Strelec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-04-04,Nové Zámky,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,73.0,13.0,active,yes,left,NaN,NaN,NaN
sws2q3l7q1o36ynck0cfl5h,Tigran,Barseghyan,Tigran,Barseghyan,Male,T. Barseghyan,Armenia,687vx665s4d88stgnq72a84k6,Midfielder,player,1993-09-22,Yerevan,Armenia,687vx665s4d88stgnq72a84k6,179.0,NaN,11.0,active,yes,left,NaN,NaN,NaN
1lxsyoos06fqbsi6skcm974a2,Adam,Danko,Adam,Danko,Male,A. Danko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2003-06-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,NaN,28.0,active,yes,NaN,NaN,NaN,NaN
2h8ono3z5nscm9pngv3mak0oa,Roland,Galčík,Roland,Galcík,Male,R. Galčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-07-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,active,yes,NaN,NaN,NaN,NaN
3bc1w51ucrvl6kice2eoojkes,Ridwan,Sanusi,NaN,NaN,Male,R. Sanusi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-09-21,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,27.0,active,yes,NaN,NaN,NaN,NaN
3j8xwqfdkhecuepoh6s6sh4gl,Pavol,Bajza,Pavol,Bajza,Male,P. Bajza,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1991-09-04,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,195.0,89.0,91.0,active,yes,right,NaN,NaN,NaN
3yvh2wn1zvnzdl0y1d6n3x7th,Samuel,Štefánik,Samuel,Stefánik,Male,S. Štefánik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1991-11-16,Bánovce nad Bebravou,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,74.0,26.0,active,yes,right,NaN,NaN,NaN
422xuec0ym5ekah9gyvc4jys,Samuel,Mašlej,NaN,NaN,Male,S. Mašlej,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2005-02-01,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,21.0,active,yes,NaN,NaN,NaN,NaN
4fa76tep2ca1r03vokdzgbsh5,Adrián,Slávik,NaN,NaN,Male,A. Slávik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-04-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,23.0,active,yes,NaN,NaN,NaN,NaN
4fuzlwry4gqghvvzem4fvxlhw,Alex,Markovic,Alex,Markovic,Male,A. Markovic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2002-06-10,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,18.0,active,yes,NaN,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo
