id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,secondNationality,secondNationalityId,weight,knownName
3z0aknj901kdnvsp4sld6ejv8,Vivaldo Leandro,Semedo Moura Sousa,Vivaldo Leandro,Semedo Moura Sousa,Vivaldo Semedo,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,2005-01-28,Luanda,Angola,3k53bkrjx5zsxchc6e3mcd834,192.0,left,9.0,active,yes,Angola,3k53bkrjx5zsxchc6e3mcd834,85.0,Vivaldo Semedo
4e7r8r60jzkwtdhilhcyuqv4k,Luc,van Koeverden,Luc,van Koeverden,L. van Koeverden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-07-24,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,44.0,active,yes,NaN,NaN,NaN,NaN
4sunqn5rh61b4lmywcei3d17u,Chadwick Zachary,Booth,Chadwick,Booth,Z. Booth,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2004-02-17,NaN,USA,7hr2f89v44y65dyu9k92vprwn,184.0,right,7.0,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,79.0,Zach Booth
4wi7cw12r11f7rob9h04mh15g,Francisco Miguel,Reyes,Francisco,Marizan,F. Marizán,Dominican Republic,za9wn9847gulllfsey917tmk,Defender,player,2006-03-28,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,NaN,35.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,70.0,NaN
51svn858w89qc79a0nxt7qdm2,Matthias,Kohler,Matthias,Kohler,M. Kohler,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1991-06-09,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
52liicvtc6bw5t025xzydy8t0,Nash,Bijnoe,Nash,Bijnoe,N. Bijnoe,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-03-30,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,left,15.0,active,yes,NaN,NaN,NaN,NaN
57j3s3mh2mpliqwc1kl8lxw5w,Diego Gustavo,Rodrigues de Lima,Diego Gustavo,Rodrigues de Lima,Diego Gustavo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,2004-06-19,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,180.0,right,18.0,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,70.0,Diego Gustavo
5shfqpd5fj05qrp1jlzd08ftg,Calvin,Twigt,Calvin,Twigt,C. Twigt,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-01-30,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,17.0,active,yes,NaN,NaN,74.0,NaN
6bklt91zc5vietmdc8r31zl2i,Déron,Payne,Déron,Payne,D. Payne,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-09-25,Hoofddorp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,right,26.0,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,74.0,NaN
6d77z8z1zvsfuz3tt0k0lzk7o,Rob,Tol,Rob,Tol,R. Tol,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2003-09-20,Volendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,29.0,active,yes,NaN,NaN,75.0,NaN
6jqn5grsuhuo5at81pzahr6xh,Robert,Mühren,Robert,Mühren,R. Mühren,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1989-05-18,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,right,21.0,active,yes,NaN,NaN,79.0,NaN
6m158yzashjy4y3dcbresua22,Darius,Johnson,Darius,Johnson,D. Johnson,Grenada,187lxllgvpivhdcyw002tue8m,Attacker,player,2000-03-15,London,England,1fk5l4hkqk12i7zske6mcqju6,182.0,right,38.0,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,76.0,NaN
6mdc3sgndh5xy0bogwwm4a2ac,Quincy Anthony Edgar Nathan,Hoeve,Quincy,Hoeve,Q. Hoeve,Bonaire,8775iogxt9cbmdo3aqgq41psl,Attacker,player,2003-04-03,Kralendijk,Bonaire,8775iogxt9cbmdo3aqgq41psl,190.0,right,27.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,86.0,NaN
6ta1z3xjdmq81gwglcm9ghno4,Milan,de Haan,Milan,de Haan,M. de Haan,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-11-20,Monnickendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,36.0,active,yes,NaN,NaN,74.0,NaN
792zq4joba1qgt0lusvrjantg,Lequincio,Zeefuik,Lequincio,Zeefuik,L. Zeefuik,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-11-26,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,197.0,right,25.0,active,no,Suriname,31vay1njxmbs7vtbfp1wo2dx1,80.0,NaN
7qzban9gm72aznhn11qyxwtg4,Kayne,van Oevelen,Kayne,van Oevelen,K. van Oevelen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2003-08-07,Zaandam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,199.0,both,20.0,active,yes,NaN,NaN,84.0,NaN
8822s8ns7oyvjqade4oaxzg0l,Oskar,Buur Rasmussen,Oskar,Buur,O. Buur,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-03-31,Skanderborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,2.0,active,yes,NaN,NaN,73.0,NaN
8ozlo6qrdavr86guhclwvh84q,Brian,Plat,Brian,Plat,B. Plat,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2000-04-05,Volendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,3.0,active,yes,NaN,NaN,82.0,NaN
95q8qzd44maw7usczq9z2iaz8,Mika,van der Horst,Mika,van der Horst,M. van der Horst,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-05-11,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,46.0,active,yes,NaN,NaN,NaN,NaN
a02jtmvlc1tlstvt96pa1hisq,Derry John,Murkin,Derry John,Murkin,D. Murkin,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1999-07-27,Colchester,England,1fk5l4hkqk12i7zske6mcqju6,183.0,left,5.0,active,no,NaN,NaN,NaN,NaN
a21sngx9u0boxf3n6u5qbkdlh,Carel Willem Hendrik,Eiting,Carel,Eiting,C. Eiting,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1998-02-11,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,left,NaN,active,no,NaN,NaN,72.0,NaN
a5rk4aefn3gzqwspp4tpqq49g,Joey,Antonioli,Joey,Antonioli,J. Antonioli,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-12-15,Woerden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,right,37.0,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,74.0,NaN
awkcni8hs06o4bfpopikjvspg,Imran,Nazih,Imran,Nazih,I. Nazih,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2006-01-25,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,right,16.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,67.0,NaN
b2h6iojtnu8rzb81vw4rbfrop,George Frederick,Cox,George,Cox,G. Cox,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1998-01-14,Worthing,England,1fk5l4hkqk12i7zske6mcqju6,177.0,left,5.0,active,yes,NaN,NaN,70.0,NaN
b4hb7nvompt0rzlqchdb6chlg,Caner,Demircioglu,Caner,Demircioglu,C. Demircioglu,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2002-07-30,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,39.0,active,yes,NaN,NaN,NaN,NaN
bdurpi6c2ipwtcuyndq0e6ve2,Barry,Lauwers,Barry,Lauwers,B. Lauwers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1999-11-29,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,left,22.0,active,yes,NaN,NaN,79.0,NaN
blu3rrhzier5ivp5p9u78448a,Koen,Blommestijn,Koen,Blommestijn,K. Blommestijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1999-10-14,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,right,19.0,active,no,NaN,NaN,NaN,NaN
c9epkro6fot3km9zak1kswfhm,Xavier,Tshimanga Kamaluba Ntite Mukendi Mpoyi Mbuyamba,Xavier,Mbuyamba,X. Mbuyamba,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-12-31,Maastricht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,196.0,right,31.0,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,84.0,NaN
ca8qw8jztjxwxuc2foa6dfckq,Joshua,Hughson Flint,Josh,Flint,J. Flint,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,2000-10-13,Waterlooville,England,1fk5l4hkqk12i7zske6mcqju6,186.0,left,28.0,active,yes,NaN,NaN,64.0,NaN
dbkr1w2xlwnyssid1tv0jlujt,Benaissa,Benamar,Benaissa,Benamar,B. Benamar,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,1997-04-08,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,6.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,85.0,NaN
dn00381nbniepgi4qj7yjkv84,Axel Thurel Sahuye,Guessand,Axel,Guessand,A. Guessand,France,7gww28djs405rfga69smki84o,Defender,player,2004-11-06,Schiltigheim,France,7gww28djs405rfga69smki84o,184.0,left,50.0,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,79.0,NaN
dnyy30xb9biyituq11td12gpg,Myron,Mau-Asam,Myron,Mau-Asam,M. Mau-Asam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-04-01,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,51.0,active,yes,NaN,NaN,NaN,NaN
dz5odw2c0d2hyx60oxorrf9hx,Robin,Maulun,Robin,Maulun,R. Maulun,France,7gww28djs405rfga69smki84o,Midfielder,player,1996-11-23,Pessac,France,7gww28djs405rfga69smki84o,176.0,right,10.0,active,yes,NaN,NaN,67.0,NaN
e3akocgpppdty3ayxty1gf6xh,Damon,Mirani,Damon,Mirani,D. Mirani,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1996-05-13,Monnickendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,4.0,active,yes,NaN,NaN,80.0,NaN
e3g6htjvpnl86f7ehg7txz4es,Safouane,Karim,Safouane,Karim,S. Karim,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-07-18,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,30.0,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN
e8esddei2xouu6qd1n72iz3f8,Bram,van Driel,Bram,van Driel,B. van Driel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-05-28,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,right,48.0,active,yes,NaN,NaN,77.0,NaN
eayvrkzzkk0xu4c5rrxgzlroq,Achraf,Douiri,Achraf,Douiri,A. Douiri,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-11-27,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,24.0,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,73.0,NaN
nw48ayorxrpxwcxbdhxy44k4,Billy,van Duijl,Billy,van Duijl,B. van Duijl,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-10-04,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,23.0,active,yes,NaN,NaN,72.0,NaN
11ceernyer8po8soj8dmygatx,Timon Janis,Wellenreuther,Timon,Wellenreuther,T. Wellenreuther,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1995-12-03,Karlsruhe,Germany,36min0qztu8eydwvpv8t1is0m,188.0,right,22.0,active,yes,NaN,NaN,80.0,NaN
1957std7hji9ca7bd29y8at7u,Jens Patrik,Wålemark,Patrik,Wålemark,P. Wålemark,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-10-14,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,left,23.0,active,no,NaN,NaN,75.0,NaN
1i3tivo0q0tbzui8egvdlhg45,Mark,Diemers,Mark,Diemers,M. Diemers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1993-10-11,Leeuwarden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,NaN,active,no,NaN,NaN,70.0,NaN
1pezvbb0n8z7hu5063jysg2s4,Leo,Sauer,Leo,Sauer,L. Sauer,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2005-12-16,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,right,25.0,active,yes,NaN,NaN,NaN,NaN
1vyh50nfaq2kq5pmivpkc1psl,Dávid,Hancko,Dávid,Hancko,D. Hancko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1997-12-13,Prievidza,Slovakia,7dybe8679n9bgyrcxi383pq3y,188.0,left,33.0,active,yes,NaN,NaN,82.0,NaN
2fbolmn7pyvn5oto4zoeqguwa,Neraysho Meritchio,Kasanwirjo,Neraysho,Kasanwirjo,N. Kasanwirjo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-02-18,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,right,28.0,active,no,Suriname,31vay1njxmbs7vtbfp1wo2dx1,68.0,NaN
4ej8uchqe3rt1s5h6phjo3310,Gjivai,Zechiël,Gjivai,Zechiël,G. Zechiël,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-06-01,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,24.0,active,yes,NaN,NaN,NaN,NaN
4fcjml5xkrwp4jykruzrzub1m,Quilindschy,Hartman,Quilindschy,Hartman,Q. Hartman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-11-14,Zwijndrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,left,5.0,active,yes,Curaçao,5im58ram567ao2fbnz39sm8vk,77.0,NaN
4yyekuopwb7otz18rqfgwjht5,Lutsharel,Geertruida,Lutsharel,Geertruida,L. Geertruida,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2000-07-18,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,right,4.0,active,yes,Curaçao,5im58ram567ao2fbnz39sm8vk,69.0,NaN
50lnmkk33eoivv4ksly77hkpg,Yankuba,Minteh Moat,Yankuba,Minteh,Y. Minteh,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2004-07-22,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,180.0,left,19.0,active,yes,NaN,NaN,65.0,NaN
5bjdj7hrhuxjbsa8wc1kw42c5,Gernot,Trauner,Gernot,Trauner,G. Trauner,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,1992-03-25,Linz,Austria,hcs1bd49qliqqity6o268jyt,183.0,right,18.0,active,yes,NaN,NaN,82.0,NaN
5v3kwio58999yd888sqphu49g,Nesto,Groen,Nesto,Groen,N. Groen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-07-22,Spijkenisse,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,44.0,active,no,NaN,NaN,NaN,NaN
5vsr5aylntbln91iqj7vh5duy,Ezequiel Eduardo,Bullaude,Ezequiel,Bullaude,E. Bullaude,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,2000-10-26,Maipú,Argentina,2vovxa97k7v7ofa85dah2xktb,184.0,right,30.0,active,no,NaN,NaN,71.0,NaN
672cwl9zj2d6lce6jda350vvu,Mats,Wieffer,Mats,Wieffer,M. Wieffer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1999-11-16,Borne,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,right,20.0,active,yes,NaN,NaN,78.0,NaN
6smh3nwy4forlce6x7qvu9jh1,Ondřej,Lingr,Ondrej,Lingr,O. Lingr,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1998-10-07,Karviná,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,both,32.0,active,yes,NaN,NaN,70.0,NaN
7pbjw44cc92daxb1beoyua0b8,Mikki Avelon Leander,van Sas,Mikki,van Sas,M. van Sas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2004-02-29,Utrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,193.0,right,39.0,active,yes,NaN,NaN,NaN,NaN
891zjrm0zjc2e3ebjx11p2y38,Jaden Fernando,Slory,Jaden,Slory,J. Slory,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-05-09,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,63.0,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,NaN
8d0ffyx2qnnp0limf5aou92ei,Ayase,Ueda,Ayase,Ueda,A. Ueda,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,1998-08-28,Mito,Japan,lxyibh89lpdc0bfian1nx0xq,182.0,right,9.0,active,yes,NaN,NaN,76.0,NaN
8yzkg8fy3471d3nz5prck7tp0,Mannou,Berger,Mannou,Berger,M. Berger,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2004-10-15,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,41.0,active,yes,NaN,NaN,NaN,NaN
9pgr69ub37hmr76gwbfw7lhw5,Justin,Bijlow,Justin,Bijlow,J. Bijlow,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1998-01-22,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,right,1.0,active,yes,NaN,NaN,76.0,NaN
9tgbdheyuooa8cfz06l577end,Calvin,Stengs,Calvin,Stengs,C. Stengs,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1998-12-18,Nieuw-Vennep,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,10.0,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,74.0,NaN
a339o11ut8s1o9odm6ybc4pka,Thomas,van den Belt,Thomas,van den Belt,T. van den Belt,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-06-18,Zwolle,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,16.0,active,yes,NaN,NaN,67.0,NaN
a8cgbwioykhqztfjgztfn7dud,Alireza,Jahanbakhsh Jirandeh,Alireza,Jahanbakhsh,A. Jahanbakhsh,Iran,e53g9hr2d3kasm34uumbg8r4,Attacker,player,1993-08-11,Jirandeh,Iran,e53g9hr2d3kasm34uumbg8r4,181.0,right,7.0,active,yes,NaN,NaN,78.0,NaN
aajft01g5yggw0is5fbfh3105,Bart,Nieuwkoop,Bart,Nieuwkoop,B. Nieuwkoop,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1996-03-07,Bergen op Zoom,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,2.0,active,yes,NaN,NaN,75.0,NaN
aap8yja02t6bxnlsatig6wu1g,Djomar,Giersthove,Djomar,Giersthove,D. Giersthove,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-03-05,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,67.0,active,yes,NaN,NaN,NaN,NaN
aboxil79ulfa73pckzsdnwp62,Santiago Tomás,Giménez,Santiago,Giménez,S. Giménez,Mexico,5trdr3jf42i20zj1hnkvcytr6,Attacker,player,2001-04-18,Buenos Aires,Argentina,2vovxa97k7v7ofa85dah2xktb,182.0,left,29.0,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,69.0,NaN
abpsiff0nd1wk64pvbl8wvfmx,Sipke,Hulshoff,Sipke,Hulshoff,S. Hulshoff,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1975-01-12,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
atca0d383at1y0hxzbhok2zmd,Arne,Slot,Arne,Slot,A. Slot,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1978-09-17,Bergentheim,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,NaN,NaN,active,yes,NaN,NaN,75.0,NaN
b03bvby523gixk6h38xfbpplh,Marino,Pusic,Marino,Pusic,M. Pusic,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1971-08-18,Mostar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
bmgl3szbbebwx79jzglf9v209,Luka,Ivanušec,Luka,Ivanusec,L. Ivanušec,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1998-11-26,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,175.0,right,17.0,active,yes,NaN,NaN,76.0,NaN
c3mpk7pjhma4lwkjl8v5mhox6,Ramon,Hendriks,Ramon,Hendriks,R. Hendriks,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-07-18,Dordrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,left,26.0,active,no,NaN,NaN,76.0,NaN
cec6shf8ln2n1dibq00ez84yc,Antoni-Djibu,Milambo,Antoni,Milambo,A. Milambo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-04-03,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,right,27.0,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,68.0,NaN
dc119ejc7lls2rd3ywigl2smi,Ramiz Larbi,Zerrouki,Ramiz,Zerrouki,R. Zerrouki,Algeria,1ayprcriqhb8iv10ch70clppu,Midfielder,player,1998-05-26,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,6.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,76.0,NaN
dmrznrol8qp7yk53r6ajhnkt0,Thomas,Beelen,Thomas,Beelen,T. Beelen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-06-11,Harderwijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,NaN,3.0,active,yes,NaN,NaN,80.0,NaN
dux0skggr99ydjz3kn58p3wmh,Marcos Johan,López Lanfranco,Marcos,López,M. López,Peru,2uib9hdovpcye4re2l3omr4dl,Defender,player,1999-11-20,Lima,Peru,2uib9hdovpcye4re2l3omr4dl,176.0,left,15.0,active,yes,NaN,NaN,68.0,NaN
dy8wa8cciiae72q2ynm80rlcl,Javairô Joreno Faustino,Dilrosun,Javairô,Dilrosun,J. Dilrosun,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1998-06-22,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,11.0,active,no,Suriname,31vay1njxmbs7vtbfp1wo2dx1,74.0,NaN
e0cy0gwf04lohf0xjef0af8fe,Igor Guilherme,Barbosa da Paixão,Igor Guilherme,Barbosa da Paixão,Igor Paixão,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,2000-06-28,Macapá,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,168.0,right,14.0,active,yes,NaN,NaN,65.0,Igor Paixão
e5xuwwa4qs6zxjd7y52tslih,Quinten Ryan Crispito,Timber,Quinten,Timber,Q. Timber,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-06-17,Utrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,right,8.0,active,yes,Curaçao,5im58ram567ao2fbnz39sm8vk,71.0,NaN
e6xexn53yyoxmdt5naduyx8bu,Marcus,Holmgren Pedersen,Marcus,Pedersen,M. Pedersen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2000-07-16,Hammerfest,Norway,7f16iy4w8u8ogyn6pfooqwv5z,184.0,right,NaN,active,no,NaN,NaN,76.0,NaN
ecqjg6wtntf1guejvm10redck,Givairo,Read,Givairo,Read,G. Read,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-06-02,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,26.0,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,NaN
emuhqfrh7daavple8wlrljhm1,Francesco,Antonucci,Francesco,Antonucci,F. Antonucci,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1999-06-20,Charleroi,Belgium,4wbzjcclyefma1ourvjsu4q2j,171.0,right,NaN,active,no,NaN,NaN,NaN,NaN
eoodvdqfvhql03i8kv9l14qvo,Thijs,Kraaijeveld,Thijs,Kraaijeveld,T. Kraaijeveld,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2007-05-03,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
etvamcwttnlg4sfxfulgzm7yt,Konstantinos,Lamprou,Kostas,Lamprou,K. Lamprou,Greece,6lpgd60z890no2v46zdecrcss,Goalkeeper,player,1991-09-18,Athena,Greece,6lpgd60z890no2v46zdecrcss,178.0,left,31.0,active,yes,NaN,NaN,84.0,NaN
19wuvqpmewphgvsfzi4yjl756,Iman,Griffith,Iman,Griffith,I. Griffith,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2001-12-02,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,170.0,right,17.0,active,yes,NaN,NaN,65.0,NaN
1df9uegp2hsbc4813no3mdvx1,Alessio Sergio Fernando,da Cruz,Alessio Sergio Fernando,da Cruz,Alessio da Cruz,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Attacker,player,1997-01-18,Almere,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,right,23.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,74.0,Alessio da Cruz
1e12w0zsray39tnhemg3jy5t5,Loreintz,Rosier,Loreintz,Rosier,L. Rosier,France,7gww28djs405rfga69smki84o,Midfielder,player,1998-08-14,Gonesse,France,7gww28djs405rfga69smki84o,190.0,right,32.0,active,yes,NaN,NaN,82.0,NaN
