id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,status,active,foot,secondNationality,secondNationalityId,knownName
10ema67rh45t75v9ia2hud6vo,Nino,Marcelli,Nino,Marcelli,N. Marcelli,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-05-29,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,NaN,18.0,active,yes,NaN,NaN,NaN,NaN
193lutcpwhqwo1darizxpz59m,Alexander,Tóth,Alexander,Tóth,A. Tóth,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2001-08-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,16.0,active,yes,NaN,NaN,NaN,NaN
1hs134ygzqubfqku26rytkmol,Vladimír,Weiss,Vladimír,Weiss,V. Weiss,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1964-09-22,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
1p2ugub44nhzuqv0p19ri8wt0,Martin,Mišovič,Martin,Misovic,M. Mišovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2004-01-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,2.0,active,yes,NaN,NaN,NaN,NaN
1r2cv2esah8yndrasqxds8zbp,Jaba,Kankava,Jaba,Kankava,J. Kankava,Georgia,55mqz7j6585f2jhgfhn62lomr,Midfielder,player,1986-03-18,Tbilissi,Georgia,55mqz7j6585f2jhgfhn62lomr,178.0,76.0,20.0,active,yes,both,NaN,NaN,NaN
24m1p3nyfn9nurqdvnvn2mrx1,Kenan,Bajrič,Kenan,Bajric,K. Bajrič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,1994-12-20,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,189.0,83.0,12.0,active,yes,right,NaN,NaN,NaN
2dd2x7yrnumrilidnzlmw4mei,Filip,Lichý,Filip,Lichy,F. Lichý,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-01-25,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,26.0,active,yes,both,NaN,NaN,NaN
2hxf7t0ba60uqwyv0lsy1u6dx,Jaromír,Zmrhal,Jaromír,Zmrhal,J. Zmrhal,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1993-08-02,Žatec,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,79.0,8.0,active,yes,left,NaN,NaN,NaN
2tuivjaotzbx9jv83wi7d5rrp,Gerson Leal,Rodrigues Gouveia,Gerson,Rodrigues,G. Rodrigues,Luxembourg,f2r46apchse9eg3n9c9pupfs,Attacker,player,1995-06-20,Pragal,Portugal,1nbm5i9a0403zzvltn17lxinc,188.0,82.0,10.0,active,yes,right,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN
373oftzyos8vnsulcskeudboq,Rudolf,Božík,Rudolf,Bozik,R. Božík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-02-11,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
39f0bq9uk4etkf75uzu6qyrmy,Abdul Malik,Abubakari,Malik,Abubakari,M. Abubakari,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-05-10,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,185.0,78.0,15.0,active,no,right,NaN,NaN,NaN
3oip8q5n34zx901vkv450vpck,Andrej,Mikoláš,Andrej,Mikolás,A. Mikoláš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-08-11,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,32.0,active,yes,NaN,NaN,NaN,NaN
3oz349uss092g2kxi8adsj4l,Milan,Borjan,Milan,Borjan,M. Borjan,Canada,1iaoypzp6syf32cz9l15pzp7e,Goalkeeper,player,1987-10-23,Knin,Croatia,37hlakrwxyuzovaeoo4sezusp,195.0,80.0,82.0,active,yes,right,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
410p7dcz1zqvkje53kev8jk6h,Richard,Križan,Richard,Krizan,R. Križan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1997-09-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,85.0,5.0,active,yes,right,NaN,NaN,NaN
4duf40rwyzgm6t3iuemifqb8q,Samuel,Habodasz,Samuel,Habodasz,S. Habodasz,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2000-05-26,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,29.0,active,yes,NaN,NaN,NaN,NaN
5jd3xi68273u2xl2d1gsonc2d,Lukáš,Pauschek,Lukás,Pauschek,L. Pauschek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1992-12-09,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,78.0,25.0,active,yes,right,NaN,NaN,NaN
5ued3tuo8kbnrgn8nidw2qfv9,Ivan,Šaponjić,Ivan,Saponjic,I. Šaponjić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1997-08-02,Nova Varoš,Serbia,5w4ve503bjdsshwx9ho6jxzx0,190.0,86.0,9.0,active,no,right,NaN,NaN,NaN
6ic5sfkz3qshtmltl3kar3cpg,Tomáš,Marušin,Tomás,Marusin,T. Marušin,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-02-19,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN
6rsvijhgdwuxpsu5dzlhv91w5,Uche Henry,Agbo,Uche,Agbo,U. Agbo,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,1995-12-04,Kano City,Nigeria,63pvdwrsiq5b07mzi8igqei9p,185.0,76.0,3.0,active,no,right,NaN,NaN,NaN
6trb4r92tklh2460s6y53xofd,Martin,Trnovský,Martin,Trnovsky,M. Trnovský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2000-06-07,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,84.0,31.0,active,yes,NaN,NaN,NaN,NaN
78rxvyelnj7orbbzs4u1fghrd,César Rodolfo,Blackman Camarena,César,Blackman,C. Blackman,Panama,5nhk7v9jq6dqmfbn4hiihhofv,Defender,player,1998-04-02,Ciudad de Panamá,Panama,5nhk7v9jq6dqmfbn4hiihhofv,174.0,70.0,28.0,active,yes,right,NaN,NaN,NaN
7amuf5plpwip1k6kygscerlqt,Spyros,Risvanis,Spyros,Risvanis,S. Risvanis,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,1994-01-03,Kalamata,Greece,6lpgd60z890no2v46zdecrcss,196.0,85.0,44.0,active,yes,right,NaN,NaN,NaN
7ocbj4fxn53jakzel1q5pie39,Vladimír,Weiss,Vladimír,Weiss,V. Weiss,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1989-11-30,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,71.0,7.0,active,yes,right,NaN,NaN,NaN
7s7qpbwbprkfliinikth7rieh,Matúš,Vojtko,Matús,Vojtko,M. Vojtko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2000-10-05,Michalovce,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,76.0,27.0,active,yes,left,NaN,NaN,NaN
7tsv54aoaiyjj1s7hhx12505w,Elvis Akpooghene,Isaac,Elvis,Isaac,E. Isaac,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2002-08-15,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,21.0,active,yes,NaN,NaN,NaN,NaN
7u4btq4mxa8yha36hcn4gc4bt,Marko,Tolić,Marko,Tolic,M. Tolić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1996-07-05,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,24.0,active,yes,right,NaN,NaN,NaN
9s3bc4i84ab8ar9c17lts3pp1,Kyriakos,Savvidīs,Kyriakos,Savvidis,K. Savvidīs,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,1995-06-20,Thessaloniki,Greece,6lpgd60z890no2v46zdecrcss,181.0,78.0,88.0,active,yes,right,NaN,NaN,NaN
a3pp88a52x123muu26sg4maxh,Kevin,Wimmer,Kevin,Wimmer,K. Wimmer,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,1992-11-15,Wels,Austria,hcs1bd49qliqqity6o268jyt,187.0,85.0,6.0,active,yes,left,NaN,NaN,NaN
adngqbiq4kicxj5ewcixxw4ph,Guram,Kashia,Guram,Kashia,G. Kashia,Georgia,55mqz7j6585f2jhgfhn62lomr,Defender,player,1987-07-04,Tbilisi,Georgia,55mqz7j6585f2jhgfhn62lomr,186.0,87.0,4.0,active,yes,right,NaN,NaN,NaN
bivdfi1qduw62buuhtw4sodg4,Adam,Hrdina,Adam,Hrdina,A. Hrdina,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-02-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,194.0,NaN,35.0,active,yes,NaN,NaN,NaN,NaN
cdgv2l9ykhwysyyxdvm4bnzzd,Adler,Da Silva Parreira,Adler,Da Silva,A. Da Silva,Switzerland,3bh70jgvc5mn58x0byjkuda17,Attacker,player,1998-12-28,Genève,Switzerland,3bh70jgvc5mn58x0byjkuda17,186.0,76.0,NaN,active,no,right,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN
cytrj0rdy43gxm1rezqcp9p7t,Lucas,Lovat,Lucas,Lovat,Lucas Lovat,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,1997-01-15,Florianópolis,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,178.0,70.0,36.0,active,no,left,NaN,NaN,Lucas Lovat
czlv3j3qotjfr6z77midggeeh,Siemen,Voet,Siemen,Voet,S. Voet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2000-02-03,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,81.0,2.0,active,no,left,NaN,NaN,NaN
dliitj4cijcpe3dxgn56a65be,Sharani,Zuberu,Sharani,Zuberu,S. Zuberu,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-01-07,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,183.0,NaN,23.0,active,yes,NaN,NaN,NaN,NaN
dqq3px7u6o8xk5kertyfznkes,Branislav,Spáčil,Branislav,Spacil,B. Spáčil,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-09-20,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,14.0,active,yes,NaN,NaN,NaN,NaN
earki4hdejtjz2fmlmt2z60ut,Juraj,Kucka,Juraj,Kucka,J. Kucka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1987-02-26,Bojnice,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,86.0,33.0,active,yes,right,NaN,NaN,NaN
ebh7z1ffyix180f2twk9g2jth,Ezekiel Isoken,Henty,Ezekiel,Henty,E. Henty,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1993-05-13,Lagos,Nigeria,63pvdwrsiq5b07mzi8igqei9p,185.0,90.0,NaN,active,no,right,NaN,NaN,NaN
eoczejus2tqlxh9u7j8by4ij9,Aleksandar,Čavrić,Aleksandar,Cavric,A. Čavrić,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1994-05-18,Vukovar,Croatia,37hlakrwxyuzovaeoo4sezusp,186.0,75.0,77.0,active,no,right,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
eprihatu8znb0vq6kuaj38z1m,David,Strelec,David,Strelec,D. Strelec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-04-04,Nové Zámky,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,73.0,13.0,active,yes,NaN,NaN,NaN,NaN
qhrrhmah9i9caqvlpdqpr5lg,Maximilián,Marko,Maximilian,Marko,M. Marko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-04-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN
sws2q3l7q1o36ynck0cfl5h,Tigran,Barseghyan,Tigran,Barseghyan,T. Barseghyan,Armenia,687vx665s4d88stgnq72a84k6,Midfielder,player,1993-09-22,Yerevan,Armenia,687vx665s4d88stgnq72a84k6,179.0,NaN,11.0,active,yes,left,NaN,NaN,NaN
ur2404fxethixu8254s2ihg,Matúš,Spišák,Matús,Spisák,M. Spišák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2006-05-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,30.0,active,yes,NaN,NaN,NaN,NaN
11jugv1inf3t7js8o4vw8ha8k,Lekan,Okunola,NaN,NaN,L. Okunola,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2003-08-04,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
1lxsyoos06fqbsi6skcm974a2,Adam,Danko,Adam,Danko,A. Danko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2003-06-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,NaN,28.0,active,yes,NaN,NaN,NaN,NaN
2h8ono3z5nscm9pngv3mak0oa,Roland,Galčík,Roland,Galcík,R. Galčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-07-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,active,yes,NaN,NaN,NaN,NaN
39fyeup5b7tx2b4p2kx1sllnt,Jozef,Špyrka,NaN,NaN,J. Špyrka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-05-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,10.0,active,no,NaN,NaN,NaN,NaN
3bc1w51ucrvl6kice2eoojkes,Ridwan,Sanusi,NaN,NaN,R. Sanusi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2002-09-21,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,27.0,active,yes,NaN,NaN,NaN,NaN
3c1jbixfsfzjuaj2ti8jj9ihh,Marek,Kuzma,NaN,NaN,M. Kuzma,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1988-06-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,80.0,29.0,active,no,NaN,NaN,NaN,NaN
4fuzlwry4gqghvvzem4fvxlhw,Alex,Markovic,Alex,Markovic,A. Markovic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2002-06-10,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,18.0,active,yes,NaN,NaN,NaN,NaN
4ulmyxbdy819pi7mnlxs8lrf8,Muhammed,Hydara,NaN,NaN,M. Hydara,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Midfielder,player,NaN,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
4wtqt7xl5c6mltvdxjc5oo0k5,Roman,Skuhravý,NaN,NaN,R. Skuhravý,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1975-01-06,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
5eqw9xo4lpkewsehpiauhsui2,Mário,Mrva,Mário,Mrva,M. Mrva,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-02-16,Ružomberok,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,85.0,5.0,active,yes,NaN,NaN,NaN,NaN
6a33ylquco39t515pwi5itk2x,Matej,Oravec,Matej,Oravec,M. Oravec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-03-30,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,74.0,4.0,active,yes,right,NaN,NaN,NaN
6csqfvbvn2v9jc3sofpx7qaga,Mikuláš,Bakaľa,NaN,NaN,M. Bakaľa,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2001-01-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,23.0,active,yes,NaN,NaN,NaN,NaN
6fzf142lf0n3l00ctfnad9jze,Alex,Molčan,NaN,NaN,A. Molčan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-03-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,22.0,active,no,NaN,NaN,NaN,NaN
6l5nyyhk1f31h85a0lsyb74lw,Šimon,Faško,NaN,NaN,S. Faško,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2006-04-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,25.0,active,yes,NaN,NaN,NaN,NaN
6tx2gl3bxb555xzy5w7q42r8q,Martin,Talakov,Martin,Talakov,M. Talakov,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,2003-03-09,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN,19.0,active,yes,NaN,NaN,NaN,NaN
71qm1lehurrqnmu0npfmc11m2,Richard,Ludha,NaN,NaN,R. Ludha,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2000-11-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,1.0,active,no,NaN,NaN,NaN,NaN
7oycboprr3g5tsfan8lm55nca,Ivan,Rehák,NaN,NaN,I. Rehák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2001-04-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,41.0,active,yes,NaN,NaN,NaN,NaN
8fisdnvstq0pks7ppqlfsyr6c,Ousman,Kujabi,NaN,NaN,O. Kujabi,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2005-11-19,Kafuta,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
8g66huzw03lik7hmo4tuco5jo,Filip,Mielke,Filip,Mielke,F. Mielke,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-04-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN
8oou13mz7ha5tajr50bhcq710,Alex,Lajčiak,NaN,NaN,A. Lajčiak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2007-12-17,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,22.0,active,yes,NaN,NaN,NaN,NaN
8wny8hakn0dgh86k3gaxdorje,Peter,Kováčik,NaN,NaN,P. Kováčik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-12-01,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,20.0,active,yes,NaN,NaN,NaN,NaN
9r4kbfepg1z7ja7utufy2385w,Maksym,Khiminets,NaN,NaN,M. Khiminets,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,NaN,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,33.0,active,yes,NaN,NaN,NaN,NaN
a3q75g4ni6a5w8ajin85rsacq,Christophe,Kabongo,Christophe,Kabongo,C. Kabongo,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2003-08-27,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,77.0,active,yes,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN
anbbua2r96lbr4revtn24a8lw,Michal,Lukáč,Michal,Lukác,M. Lukáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2005-09-14,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,81.0,active,no,NaN,NaN,NaN,NaN
bs25e89htou4kucgz3c9thej9,René,Paraj,NaN,NaN,R. Paraj,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1992-08-14,Žiar nad Hronom,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN
bse78hbpbf32wr6nboc5zds0k,Musa,Jatta,NaN,NaN,M. Jatta,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2004-12-20,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
buj5uugmme0xy5bkkocffnys,Lukáš,Domaniský,NaN,NaN,L. Domaniský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-08-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,70.0,active,yes,NaN,NaN,NaN,NaN
c6o9o0acmpv92q9s0cazftmju,Samuel,Ďatko,NaN,NaN,S. Ďatko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-06-24,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,11.0,active,no,NaN,NaN,NaN,NaN
cmurrshqh5xp283cemfwpi4x6,Marek Kristián,Bartoš,Marek,Bartos,M. Bartoš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-10-13,Puchov,Slovakia,7dybe8679n9bgyrcxi383pq3y,193.0,81.0,39.0,active,yes,NaN,NaN,NaN,NaN
cxvice5160oird04qkfcwkzjd,Matej,Grešák,NaN,NaN,M. Grešák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-05-31,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,14.0,active,yes,NaN,NaN,NaN,NaN
cz8rap253qxnx9l0g1sj6dt04,Mahmudu,Bajo,Mahmudu,Bajo,M. Bajo,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Midfielder,player,2004-08-15,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,178.0,NaN,6.0,active,yes,NaN,NaN,NaN,NaN
d2ua4dqxer9zjh1ulsulmbz6x,Patrik,Blahút,NaN,NaN,P. Blahút,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1997-10-07,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,34.0,active,no,NaN,NaN,NaN,NaN
dl0x7b845s1z8lqx3kwxkgxlg,Martin,Ľupták,NaN,NaN,M. Ľupták,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-02-28,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
dmfmrf7s9rwpndtqzmzjkah1x,Patrik,Macej,Patrik,Macej,P. Macej,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1994-06-11,Ostrava,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,83.0,16.0,active,yes,right,NaN,NaN,NaN
dyne11pf74cddy5qm9q0cbqc4,Vincent,Chyla,Vincent,Chyla,V. Chyla,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-01-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,13.0,active,yes,NaN,NaN,NaN,NaN
ei19ti3mk9b1bo1tg6ymea6ms,Pavol,Kuťka,NaN,NaN,P. Kuťka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2006-04-14,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,9.0,active,yes,NaN,NaN,NaN,NaN
eu6y488eb9zhaf6cqp9gu16ok,Andy,Masaryk,Andy,Masaryk,A. Masaryk,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2005-04-07,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,30.0,active,yes,NaN,NaN,NaN,NaN
ezec1c8uli4wz18eaysm5fuok,Alasana,Yirajang,NaN,NaN,A. Yirajang,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2004-11-12,Kartong,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,11.0,active,yes,NaN,NaN,NaN,NaN
f4qwc6qrz09uai8tubid9qk9g,Mark,Osei Assinor,NaN,NaN,M. Assinor,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-07-13,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,90.0,active,yes,NaN,NaN,NaN,NaN
l48q4t0ucy9dq43rnz8fk1zo,Matej,Jurička,NaN,NaN,M. Jurička,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2005-08-11,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,202.0,75.0,NaN,active,no,right,NaN,NaN,NaN
18443jomfufijc5n6b35ejlcl,Lukáš,Skovajsa,Lukás,Skovajsa,L. Skovajsa,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1994-03-27,Trenčín,Slovakia,7dybe8679n9bgyrcxi383pq3y,181.0,77.0,25.0,active,yes,NaN,NaN,NaN,NaN
1b1vsi0l9xd0xy42q4p1bdk44,Lucas,Demitra,NaN,NaN,L. Demitra,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-04-09,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
1dluk435oh06er5avj9ilstpm,Chinonso,Emeka,Chinonso,Emeka,C. Emeka,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2001-08-30,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,189.0,NaN,9.0,active,yes,NaN,NaN,NaN,NaN
1lv56r20p7k323vzhpfew7pqs,Shehu Abdullahi,Aliyu,NaN,NaN,S. Aliyu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,NaN,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,active,no,right,NaN,NaN,NaN
1lzqnhtefu81ttvcpe6a4e6l1,Damián,Bariš,NaN,NaN,D. Bariš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-12-09,Trenčín,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,75.0,27.0,active,yes,right,NaN,NaN,NaN
218jan56ksky7oqrakbci8962,Adam,Gaži,Adam,Gazi,A. Gaži,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-03-01,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,NaN,77.0,active,no,NaN,NaN,NaN,NaN
29ani26a4nmug5mesyj8wp1xw,Emmanuel,Chimeroucheya Uchegbu,Emmanuel,Uchegbu,E. Uchegbu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2005-02-05,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,85.0,active,yes,NaN,NaN,NaN,NaN
