id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,status,active,shortFirstName,shortLastName,height,foot,placeOfBirth,weight,secondNationality,secondNationalityId,endDate,knownName
aco37fgydar4vib9ebupyjbbo,Jesper,Myhrmann,Male,J. Myhrmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1980-08-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ak7b5swa1gewohz14estdf4lw,Niklas Benjamin,Toft Kristiansen,Male,N. Kristiansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-06-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,10.0,2021-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar1spezo2fexfnrh6f9flt61h,Aleksandar,Lazarevic,Male,A. Lazarevic,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1991-09-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,9.0,2025-02-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b908qp9stk1j5rpr28sqdebdg,Asbjørn Sylvester,Brinck Larsen,Male,A. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-12-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-07-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bgzm0tzll55qwopknc4a8gz6c,Nikola,Bursac,Male,N. Bursac,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-09-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,7.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c3gijvqqahofojnh18dnlb9jo,Abdoulie,Manneh,Male,A. Manneh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-05-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,21.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cdfm08a0t0v4ox0y2zfseprmc,Hakim,Sighaoui,Male,H. Sighaoui,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-03-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-07-24Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d4u128yleoj91tujn0zjwfqp5,Daniel,Thorup Børner,Male,D. Thorup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-03-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eklnmhlcypx2bi4jjhtp8kbca,Frederik,Tönsberg,Male,F. Tönsberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-08-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2020-01-01Z,active,yes,NaN,NaN,181.0,left,NaN,NaN,NaN,NaN,NaN,NaN
enm4rchtvcw5nppmiz06a6vbo,Tim,Vittrup Lund,Male,T. Lund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1992-09-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
esadtimghgod8ft9m2u3bj1n8,Karl-Emil,Östergaard Andersen,Male,K. Östergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-01-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
nba1o9mwzkndgxwzgqodn14a,Emmanual,Ikeocha,Male,E. Ikeocha,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2001-06-30,USA,7hr2f89v44y65dyu9k92vprwn,NaN,2024-07-29Z,active,yes,Emmanual,Ikeocha,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ri0do6li1xvy6invnd9gof10,Thomas,Gall Kiani,Male,T. Gall,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1997-11-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,1.0,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
th6jngk7mfan5bb7347o8pas,Philip,Nielsen,Male,P. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1996-03-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,90.0,2021-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18fi8n77sr1qs4zc6tlnnmhp0,Søren,Kirkegaard Aaby,Male,S. Kirkegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,14.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1eccxjy7b3uc4ch80962s5zbo,Magnus,Ørsberg,Male,M. Ørsberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,17.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1kb9tujh0irl2lqo9fen62az8,Peter,Nørris Nielsen,Male,P. Nørris,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,5.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25mj4ewqa4bng8tnfda9emxp0,Janus,Hofmann Lading,Male,J. Hofmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3ttq6d6hf2fv97jeb87elsbh0,Jakob,Oliver Nielsen,Male,J. Oliver,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,11.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3wb2wd42j7f9d9yt75ea4gh04,William,Jensen,Male,W. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40uhlxuzm696j55u4arq6fo,Lau,Bjerring,Male,L. Bjerring,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-06-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,10.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48q9eaa1camnyn8lx8kzt2m8k,Nikolaj,Clausen,Male,N. Clausen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,19.0,2025-08-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5jkb8ar6hkqt1fneucz6pnwno,Asmus Peder,Suurballe Frederiksen,Male,A. Suurballe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,7.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5np3fiugfpwkefusmcsh7qb6c,Emil,Nordstrøm,Male,E. Nordstrøm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5qhguz1n8fi5p9i13jc2po9as,Tommy,Nguyen,Male,T. Nguyen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5ybetm9hlzj8k4ac57t29y39w,Martin,Raahauge Stalfelt,Male,M. Raahauge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,12.0,2025-08-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69umbbrrore0jzk46yn6l3wus,Christian,Riddersholm Høj,Male,C. Riddersholm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6o5tl01g2m2snih3dv5x6f5zo,Oliver,Laursen,Male,O. Laursen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
790dpotz4lxwhapb913yjnbpw,Kasper,Augustinus,Male,K. Augustinus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,6.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7kf5gvp9drxzxb6aswjk882dw,Marko,Freno,Male,M. Freno,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7khwc9e846x0znvxiivrfc36c,Malthe,Forsing,Male,M. Forsing,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,8.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8xmb56682wzigk3gbchkkvcpg,Jonas,Carlsen,Male,J. Carlsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,4.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aayhlgygkjjr70wwkqukstgr8,Kaspar,Wesselhoff,Male,K. Wesselhoff,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aoimu19n8bw1h72rj7nj2wiz8,André,Christensen,Male,A. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,9.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
as10bx81m0n9op6t1grng4mc4,Svend,Roløkke Larsen,Male,S. Roløkke,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c4izv9f7u5pvbgf5ylk3wldzo,Emil,Lund,Male,E. Lund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,13.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cw8uctncshddvx2pdppy455as,Nichlas,Baadsgaard,Male,N. Baadsgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cwgawrezf6u20onuebemu1o2c,Emil,Stangerup,Male,E. Stangerup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,18.0,2025-08-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cyqv5ocfgfkvdnvas23os9z4k,Christian,Elstoft,Male,C. Elstoft,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d4cc0q0c5i62fac5sz273ddsk,Mike,Brusen Andersen,Male,M. Brusen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,3.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d51vn6n9gz33ke31lqezvsro4,Rasmus,Leth,Male,R. Leth,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
di0t9sw5sxqn3yhsof8135m38,Mathias,Pedersen,Male,M. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ejnqdbz6dnnrxbo428ppesn4k,Mike,Seifert Larsen,Male,M. Seifert,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
gsj4nb1vqtficlqbnd9qcrv8,Rasmus,Jeppesen,Male,R. Jeppesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,1.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1becl18yljrs5f6mdp2pquy38,Marco,Vinterberg,Male,M. Vinterberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-09-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,13.0,2025-07-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24reh2z3geldmrcv5guswszfu,Philip Nzeyimana,Oslev,Male,P. Oslev,Burundi,5d7e5052i0sb4wwloukhpafuu,Defender,player,1994-11-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,14.0,2023-07-01Z,active,yes,Philip,Oslev,NaN,NaN,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
3flwj7xkoex0m6wc4wzy8m5n8,Casper,Froulund,Male,C. Froulund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-12-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,22.0,2024-07-01Z,active,yes,NaN,NaN,185.0,NaN,NaN,76.0,NaN,NaN,NaN,NaN
3s3cw7y8y924wxhqr2sl3mqdw,Marco Courtney,Kruse,Male,M. Kruse,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-03-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,21.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4tmnavrb3dnfslkt5zw9jip04,Nicolas Christian,Ljungberg Brøndum,Male,N. Brøndum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-06-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,11.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53bzy2j0hh1j9h4urde4rs8pg,Alex,Batista Lindström,Male,A. Lindström,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-06-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,20.0,2025-08-01Z,active,yes,NaN,NaN,179.0,right,NaN,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN
5l4gputgu1kti0fygivtpf7u2,Emil,Wass,Male,E. Wass,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-02-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,9.0,2025-07-01Z,active,yes,Emil,Wass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5w4pxpa0xg36e1kd63r4ot1qs,Mikkel,Lohmann Eslund,Male,M. Eslund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-01-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,18.0,2025-07-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67pvh8pkmeejq2i4j9btja5ex,Daniel,Warmbach,Male,D. Warmbach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-07-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,6.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6bkuzenpse2kzirt9q7qeisd0,Marc,Winkel,Male,M. Winkel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-05-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,25.0,2025-01-31Z,active,yes,NaN,NaN,172.0,both,NaN,NaN,NaN,NaN,NaN,NaN
6skb7jlo3ee9eyebd0woj0mqc,Asger,Danelund Hemmingsen,Male,A. Hemmingsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-07-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,29.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7548wp08g8k6evfbkkm0y2txw,Tobias,Søderstrøm,Male,T. Søderstrøm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2003-07-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,27.0,2024-02-01Z,active,yes,NaN,NaN,196.0,NaN,NaN,90.0,NaN,NaN,NaN,NaN
7j7msbwp1i7994rpr7yz6t905,Christoffer,Kongsted Remmer,Male,C. Remmer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1993-01-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2.0,2024-07-01Z,active,yes,Christoffer,Remmer,182.0,NaN,Hvidovre,79.0,NaN,NaN,NaN,NaN
7pbzgnyig3427nvsukz1bqq6s,Frederik,Vestergaard Kristensen,Male,F. Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-02-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,8.0,2024-10-08Z,active,yes,NaN,NaN,NaN,right,NaN,NaN,NaN,NaN,NaN,NaN
9cw2pftvm9venmrtsxbenumt,Daniel,Pedersen,Male,D. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1989-03-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-01-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9dsjnoe6cjt6wz2rckkwbfhex,Andreas,Probst Hermansen,Male,A. Hermansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-10-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,4.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a863roxyrxj39pv1y8h9eqvx0,Rasmus,Fink Hansen,Male,R. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-07-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,12.0,2025-07-18Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
anbsjfgu3vdki2tgs1ksv87bo,Nicholas Frydenlund,Sejr,Male,N. Sejr,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-04-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,26.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bc0ur3lj6s5sqe0f7xojvsb56,Thor,Høholt,Male,T. Høholt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-03-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,16.0,2025-07-30Z,active,yes,Thor,Høholt,188.0,right,NaN,NaN,NaN,NaN,NaN,NaN
bn5dujfa2rw4th59gfgp5i2hg,Henrik,Gundersen,Male,H. Gundersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1972-01-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2023-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ch6aml3aph3mm3ot05etioxlg,Magnus,Krabbenhøft,Male,M. Krabbenhøft,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-03-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,30.0,2025-08-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
clazfivk2850835j2bahjsvmc,Gustav,Overgaard Hansen,Male,G. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-07-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,5.0,2023-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cvbhrs1zgct01lzk6q6ybfqc4,Malthe,Karsberg Rasmussen,Male,M. Karsberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-03-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,17.0,2024-07-01Z,active,yes,NaN,NaN,187.0,NaN,NaN,85.0,NaN,NaN,NaN,NaN
d7jz7x2tg7x6if4s35lc5fzf8,Lucas,Dinesen Wernblad,Male,L. Wernblad,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-07-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,1.0,2025-07-30Z,active,yes,Lucas,Wernblad,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dd0u1c4lyds7gtp7n3ldpnkk5,Justin Kwabena,Shaibu,Male,J. Shaibu,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-10-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,10.0,2025-07-01Z,active,yes,Justin,Shaibu,181.0,both,København,84.0,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN
dryf569dt5003bczurwztzml0,Tekin,Sinan Abdulovski,Male,T. Abdulovski,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-08-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,28.0,2025-07-18Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN
ekvg09s730esg36feu8ni2exg,Jonathan Nicolas,Canto Nielsen,Male,J. Canto,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-01-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,15.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN
ep35nch0q6i716cuttwfzi4gk,Gustav Ring,Lorentzen,Male,G. Lorentzen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-01-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,23.0,2025-07-21Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ep98hmm7897632br9z6dz61w4,Emil,Schou Jørgensen,Male,E. Schou Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-09-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,3.0,2021-07-01Z,active,yes,NaN,NaN,194.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eqo7kpjasmbr9knlqu2v2iaz8,Diyar,Avci,Male,D. Avci,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-01-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2023-07-01Z,active,yes,NaN,NaN,NaN,both,NaN,NaN,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN
1os9px9vw8q98xm9usq1gspw4,Casper,Vedel-Birch Andersen,Male,C. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1997-07-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,1.0,2025-07-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24ngh92r1pwq6msa4bpx6x2qc,Victor,Schönewolf-Greulich,Male,V. Schönewolf-Greulich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-02-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,24.0,2024-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2ouz465owl5n7x7aa29rb3i8k,Alexander,Larsø Petræus,Male,A. Petræus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2002-06-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,25.0,2024-01-31Z,active,yes,Alexander,Petraeus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3bf4r3xgrs0ttlhgzb93as5t6,Mads,Høyer Julø,Male,M. Julø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-03-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,5.0,2024-08-09Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4uj23hkp1zsjbt3pjkrrk1f1m,Andrass,Hildibjartur Johansen,Male,A. Johansen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Midfielder,player,2001-11-16,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,70.0,2025-07-31Z,active,yes,Andrass,Johansen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
