id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,status,active,endDate,placeOfBirth,foot,secondNationality,secondNationalityId,knownName
6l7m7ckhqogx54zy19v3g7l2i,Max,Normann Williamsen,Max,Williamsen,Male,M. Williamsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2003-07-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,81.0,17.0,2021-09-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
6rfyer2rek8oez224ue12dces,Adrian,Kurd Rønning,Adrian,Rønning,Male,A. Rønning,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2006-03-17,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,27.0,2024-08-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
7fsqcwqftmk6lms6f6u8lpdlg,Sander,Hestetun Kilen,Sander,Kilen,Male,S. Kilen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2005-05-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,9.0,2025-03-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
82dyshdwqwkvyba38j4a1kpas,Awet,Ermias Alemseged,Awet,Alemseged,Male,A. Alemseged,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-04-27,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,24.0,2025-01-01Z,active,no,2025-07-30Z,NaN,NaN,NaN,NaN,NaN
8jn4wq3d1ro8f89lttw4b9rzd,Alioune,Badou Ndour,Alioune,Ndour,Male,A. Ndour,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1997-10-21,Senegal,6hhqyhr5cwq2pfprlazyposyk,183.0,NaN,25.0,2025-01-30Z,active,yes,2025-12-31Z,Dakar,right,NaN,NaN,NaN
8qmrc7p7k4bod8ojxl5ib6ot0,David,Tufekčić,David,Tufekcic,Male,D. Tufekčić,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-01-22,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,16.0,2024-06-17Z,active,yes,NaN,NaN,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
8u1ii0vmhpub1p2gbsk1w7yzt,Michael Ryan,Lansing,Michael,Lansing,Male,M. Lansing,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1994-06-13,USA,7hr2f89v44y65dyu9k92vprwn,193.0,84.0,1.0,2024-01-31Z,active,yes,NaN,Randolph,right,NaN,NaN,NaN
94s19kazaywfzrg007vsha6wa,Ruben,Kristensen Alte,Ruben,Alte,Male,R. Alte,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2000-02-28,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,8.0,2024-01-31Z,active,no,2025-07-18Z,NaN,NaN,NaN,NaN,NaN
967mt42odhjqtdjxsf4epxxw,Sander,Rød,Sander,Rød,Male,S. Rød,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2005-03-16,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,40.0,2025-03-16Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
a7upy78sew3kqehgcfm9ho5ck,Frederik,Flintholm Flex,Frederik,Flex,Male,F. Flex,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,3.0,2025-01-30Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
apfogknoboqpug4o4b9kkvkl,Amund,Robertsen Skiri,Amund,Skiri,Male,A. Skiri,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1978-02-25,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,76.0,NaN,2023-08-28Z,active,yes,NaN,Åndalsnes,right,NaN,NaN,NaN
bqcjd0macjc7hmtz7zx34ym6t,Rezan,Çorlu,Rezan,Corlu,Male,R. Çorlu,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-08-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,170.0,71.0,10.0,2025-02-28Z,active,yes,NaN,København,left,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
chibd7bdsrd7bcgc7viu5q1as,Marius,Weidel,Marius,Weidel,Male,M. Weidel,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2005-06-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,80.0,29.0,2021-08-27Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
d0phfsg3amx6r0xblx5wia9k9,Franklin Daliba,Nyenetue,Franklin,Nyenetue,Male,F. Nyenetue,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2000-11-16,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,11.0,2024-01-25Z,active,no,2025-08-01Z,NaN,NaN,NaN,NaN,NaN
dfinorpyitke7fsso0fkgz28k,Niklas,Ødegård,Niklas,Ødegård,Male,N. Ødegård,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-03-29,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,88.0,18.0,2025-03-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
dn00381nbniepgi4qj7yjkv84,Axel Thurel Sahuye,Guessand,Axel,Guessand,Male,A. Guessand,France,7gww28djs405rfga69smki84o,Defender,player,2004-11-06,France,7gww28djs405rfga69smki84o,192.0,79.0,6.0,2025-03-04Z,active,yes,NaN,Schiltigheim,left,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN
drm5tfmv1euhll43vhsyz5las,Aksel,Nordvik Brattøy,Aksel,Brattøy,Male,A. Brattøy,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2007-05-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-04-12Z,active,no,2025-04-30Z,NaN,NaN,NaN,NaN,NaN
dt6oacdhzssj4bu3a9rp8jdas,Haakon,Haugen,Haakon,Haugen,Male,H. Haugen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2007-01-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,33.0,2023-09-29Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
evp0uxt65iugdfwf403qqub6c,Leander,Næss Alvheim,Leander,Alvheim,Male,L. Alvheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-09-15,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
10jjf6ittt34mqsrihtotv1g4,Daniel,Demenenge Daga,Daniel,Daga,Male,D. Daga,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2007-01-10,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,27.0,2025-01-30Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
1fa7jrmfyw2tmkhxt3xg4a95,Birk,Risa,Birk,Risa,Male,B. Risa,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-02-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,79.0,33.0,2025-07-14Z,active,yes,NaN,Stavanger,left,NaN,NaN,NaN
1mzv5asyhii2emb6je663xy50,Faveur,Ndayizeye,Faveur,Ndayizeye,Male,F. Ndayizeye,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2008-04-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,56.0,2025-05-03Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
231ztw19x6jhv5i1hcqf7whzo,Filip,Heggdal Kristoffersen,Filip,Heggdal Kristoffersen,Male,F. Kristoffersen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2004-03-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,25.0,2025-01-01Z,active,no,2025-07-02Z,NaN,NaN,NaN,NaN,NaN
26lyiy5yb1jbhfmrdjcikl0mi,Jacob Steen Vestergaard,Christensen,Jacob,Christensen,Male,J. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-06-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,69.0,NaN,2025-09-01Z,active,yes,NaN,København,right,NaN,NaN,NaN
2abb7npbxo203f42h3q6mqal0,Igor Fabian,Gosik,Igor,Gosik,Male,I. Gosik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2008-02-07,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,53.0,2025-05-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2cxec9t3rzoa5eja6sg06e1p0,Oskar,Spiten-Nysæter,Oskar,Spiten-Nysæter,Male,O. Spiten-Nysæter,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2007-08-29,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,25.0,2025-07-21Z,active,yes,NaN,NaN,right,NaN,NaN,NaN
2fbolmn7pyvn5oto4zoeqguwa,Neraysho Meritchio,Kasanwirjo,Neraysho,Kasanwirjo,Male,N. Kasanwirjo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-02-18,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,68.0,NaN,2025-09-02Z,active,yes,2026-06-30Z,Amsterdam,right,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
2hwemaa18hwlq3c4i208lbbo5,Kristian,Eriksen,Kristian,Eriksen,Male,K. Eriksen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1995-07-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,177.0,74.0,20.0,2022-08-02Z,active,yes,NaN,Løten,right,NaN,NaN,NaN
2i92r2eksw9ty9kis974k3uqy,Valdemar,Lund Jensen,Valdemar,Lund,Male,V. Lund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-05-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,193.0,78.0,4.0,2024-02-01Z,active,no,2025-08-18Z,NaN,left,NaN,NaN,NaN
2rfdbxta1ako8hu4pg7kv07h1,Sean,McDermott,Sean,McDermott,Male,S. McDermott,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Goalkeeper,player,1993-05-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,83.0,34.0,2024-06-01Z,active,yes,NaN,Kristiansand,right,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
2y89r1uyyagwssn9m67ihdo7p,Jacob,Karlstrøm,Jacob,Karlstrøm,Male,J. Karlstrøm,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1997-01-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,200.0,90.0,1.0,2025-01-01Z,active,yes,NaN,NaN,right,NaN,NaN,NaN
3heip59j9g8dsrvlb02tulct0,Peder,Hoel Lervik,Peder,Lervik,Male,P. Lervik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2005-04-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,88.0,NaN,2025-04-28Z,active,no,2025-06-03Z,NaN,NaN,NaN,NaN,NaN
3qe0mkctopr68r841nrp2740k,Samukelo Alucious,Kabini,Samukelo,Kabini,Male,S. Kabini,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Defender,player,2004-03-15,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN,NaN,26.0,2025-03-20Z,active,yes,NaN,NaN,left,NaN,NaN,NaN
4348ovvnom9gdbun5vjntlg5,Martin,Bjørnbak,Martin,Bjørnbak,Male,M. Bjørnbak,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1992-03-22,Norway,7f16iy4w8u8ogyn6pfooqwv5z,193.0,90.0,2.0,2019-01-17Z,active,no,2025-09-02Z,Moi Rana,right,NaN,NaN,NaN
4h3vzty8vvzn5bdgfhnpskb9w,Mario,Chavez,Mario,Chavez,Male,M. Chavez,Chile,32tb8d7824xg4i0ybxzssczu0,NaN,assistant coach,1989-11-21,Chile,32tb8d7824xg4i0ybxzssczu0,NaN,NaN,NaN,2025-04-05Z,active,yes,NaN,NaN,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN
4v1zs5vyf4m4bbeop3n2msgve,Casper,Øyvann,Casper,Øyvann,Male,C. Øyvann,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1999-12-07,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,3.0,2023-08-23Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
5al9uyujlrlb17o4r5sapkkk4,Mads,Enggård,Mads,Enggård,Male,M. Enggård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-01-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,74.0,10.0,2024-08-19Z,active,no,2025-08-19Z,Silkeborg,right,NaN,NaN,NaN
5p8387bgyjiuekkccl4j6kamt,Eirik,Hestad,Eirik,Hestad,Male,E. Hestad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1995-06-26,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,75.0,5.0,2023-07-07Z,active,yes,NaN,Molde,left,NaN,NaN,NaN
5w0p51an11m21e5hnpjtukx04,Wolji Jalal,Abdullai,Jalal,Abdullai,Male,J. Abdullai,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2005-01-05,Ghana,2q2sw72utw5gu9t5y4knckwba,186.0,80.0,9.0,2025-03-26Z,active,yes,2025-12-31Z,NaN,right,NaN,NaN,NaN
5xgx325eede1ap2sipgqdpyzu,Johan,Johanessen Bakke,Johan,Bakke,Male,J. Bakke,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-05-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,71.0,24.0,2022-01-24Z,active,no,2025-07-11Z,NaN,NaN,NaN,NaN,NaN
617qfwb824ko8xrulrp6b86ad,Veton,Berisha,Veton,Berisha,Male,V. Berisha,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1994-04-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,75.0,14.0,2023-01-24Z,active,no,2025-08-05Z,Egersund,right,NaN,NaN,NaN
6hfh81884cw22q8ekjmiezq39,Kristoffer,Haugen,Kristoffer,Haugen,Male,K. Haugen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1994-02-21,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,77.0,28.0,2018-01-12Z,active,no,2025-07-12Z,Stavanger,left,NaN,NaN,Kristoffer Haugen
6mzoir7lrrfehbzgu7gmnwyl0,Sondre Milian,Granaas,Sondre,Granaas,Male,S. Granaas,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-08-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,23.0,2024-01-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
6ybcevijvdov8qj1hxcbw3dd6,Alwande Benedict,Roaldsøy,Alwande,Roaldsøy,Male,A. Roaldsøy,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-06-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-08-27Z,active,yes,NaN,NaN,NaN,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN
7m4f590x3kc3935gpg72xhg45,Magnus,Wolff Eikrem,Magnus,Eikrem,Male,M. Eikrem,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1990-08-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,173.0,69.0,7.0,2018-07-25Z,active,yes,NaN,Molde,right,NaN,NaN,NaN
82aw6tri00q0g2f01lw4mto9g,Trond,Strande,Trond,Strande,Male,T. Strande,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,assistant coach,1970-10-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,178.0,NaN,NaN,2015-07-01Z,active,yes,NaN,Molde,NaN,NaN,NaN,NaN
864mk13xqt9p7s22wdsdhnpat,Martin,Linnes,Martin,Linnes,Male,M. Linnes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1991-09-20,Norway,7f16iy4w8u8ogyn6pfooqwv5z,177.0,72.0,21.0,2021-08-17Z,active,yes,NaN,Kongsvinger,right,NaN,NaN,NaN
97aigdp5c2m2sd1eoq143q8kp,Halldor,Østervold Stenevik,Halldor,Stenevik,Male,H. Stenevik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2000-02-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,70.0,18.0,2024-01-31Z,active,yes,NaN,NaN,right,NaN,NaN,NaN
9fu1wk5unisycn8mt5j1p04ph,Fredrik Aasmundrud,Gulbrandsen,Fredrik,Gulbrandsen,Male,F. Gulbrandsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1992-09-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,79.0,8.0,2023-08-31Z,active,yes,NaN,Lillestrøm,right,NaN,NaN,NaN
9mt0cpw6rkuv6ndn4jbon6hg5,Eirik,Haugan,Eirik,Haugan,Male,E. Haugan,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1997-08-27,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,70.0,19.0,2022-02-07Z,active,yes,NaN,Aalesund,right,NaN,NaN,NaN
a11ysbaok4ynl8d3athis7n4l,Per-Mathias,Høgmo,Per-Mathias,Høgmo,Male,P. Høgmo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1959-12-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-01-09Z,active,yes,NaN,Tromsø,NaN,NaN,NaN,NaN
aujrzzcpo0moo58oyr8u35x7u,Albert,Posiadała,Albert,Posiadala,Male,A. Posiadała,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2003-02-25,Poland,27baqb7359ywdvsxxklx1kn11,193.0,78.0,22.0,2024-02-01Z,active,no,2025-08-15Z,Siedlce,NaN,NaN,NaN,NaN
azgn1hgiep0jbrbdirnkut2zu,Isak Helstad,Amundsen,Isak,Amundsen,Male,I. Amundsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1999-10-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,74.0,6.0,2024-02-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
b95r3rmf3rzra4sp1mkutd5ka,Caleb,Zady Sery,Caleb,Zady Sery,Male,C. Zady Sery,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,1999-12-20,Côte d'Ivoire,tin6kf561ywonqan0mettr98,177.0,69.0,11.0,2025-03-25Z,active,yes,NaN,Agbeille,both,France,7gww28djs405rfga69smki84o,NaN
birdlua3bxdp0lln5sjbx13pw,Mathias,Silseth Mork,Mathias,Mork,Male,M. Mork,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2007-07-27,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,46.0,2025-02-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
bkg782fes23fcpasb90b4feac,Magnus,Fjørtoft Løvik,Magnus,Løvik,Male,M. Fjørtoft Løvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2005-10-07,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,36.0,2025-03-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
bn9pgf8kpdv5zdbaze1pwpdsk,Adrian,Viken,Adrian,Viken,Male,A. Viken,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2004-07-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,35.0,2025-05-10Z,active,no,2025-08-08Z,NaN,NaN,NaN,NaN,NaN
cdqa1j5yeh8u9ll0ijx28oyj9,Mats,Møller Dæhli,Mats,Møller Dæhli,Male,M. Møller Dæhli,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1995-03-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,172.0,70.0,17.0,2024-01-31Z,active,yes,NaN,Oslo,right,NaN,NaN,NaN
cv38uxcibt3cwwj54m9ydg86i,Emil,Varhaugvik Breivik,Emil,Breivik,Male,E. Breivik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2000-06-11,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,82.0,16.0,2021-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
d1ljh6tagau0xuz8lgn34xkic,Daniel Risan,Nakken,Daniel,Nakken,Male,D. Nakken,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2008-05-26,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,58.0,2025-02-12Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
e0j0uakuzduvis9wqsocngwrt,Markus André,Kaasa,Markus,Kaasa,Male,M. Kaasa,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1997-07-15,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,70.0,15.0,2022-01-17Z,active,no,2025-09-01Z,NaN,right,NaN,NaN,NaN
edbd8rzppbzcfekw83i1psufo,Gustav,Kjølstad Nyheim,Gustav,Nyheim,Male,G. Nyheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2006-02-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,29.0,2023-05-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
1jp22ouky3tqtk04bvbfao7l6,Santeri Leevi Oliver,Väänänen,Santeri,Väänänen,Male,S. Väänänen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-01-01,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,6.0,2023-01-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
1lz298822pkgdar8bjjk7g1gq,Per Henry Karl,Sletsjøe,Henry,Sletsjøe,Male,H. Sletsjøe,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2000-03-27,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,22.0,2025-01-30Z,active,no,2025-08-05Z,NaN,NaN,NaN,NaN,NaN
2u8ylwu9kogk0jorpe517812i,Adrian Nilsen,Pereira,Adrian,Pereira,Male,A. Pereira,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1999-08-31,Norway,7f16iy4w8u8ogyn6pfooqwv5z,177.0,NaN,19.0,2021-08-25Z,active,yes,NaN,Stavanger,left,NaN,NaN,NaN
4rno6i48ma0v6q2t5b4r6vw2c,Jørgen,Sønstebø,Jørgen,Sønstebø,Male,J. Sønstebø,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-11-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,48.0,2023-03-31Z,active,no,2025-07-16Z,NaN,NaN,NaN,NaN,NaN
4xnll2f9tb69wrezm04ayg76y,Emil,Konradsen Ceïde,Emil,Ceïde,Male,E. Ceïde,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2001-09-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,71.0,35.0,2025-07-11Z,active,yes,NaN,Finnsnes,right,NaN,NaN,Emil Ceïde
544reefy86rc8827sl3xh3oph,Ole Kristian,Selnæs,Ole,Selnæs,Male,O. Selnæs,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1994-07-07,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,80.0,10.0,2023-09-06Z,active,yes,NaN,Trondheim,left,NaN,NaN,NaN
5k2hgogp2g5ivgdnq99ejp27e,Ísak Snær,Þorvaldsson,Ísak,Thorvaldsson,Male,Í. Þorvaldsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2001-05-01,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,182.0,NaN,17.0,2025-01-01Z,active,no,2025-07-11Z,Mosfellsbær,right,NaN,NaN,NaN
5o5f3xj6e86sw0pupxxx2nomi,Ole Christian,Hammerfjell Sæter,Ole,Sæter,Male,O. Sæter,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1996-03-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,9.0,2022-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
5occq5bmrhcs8rtxwsdi18bf9,Moustafa,Zeidan Khalili,Moustafa,Zeidan Khalili,Male,Moustafa Zeidan,Palestine,1iq272xbm8xx01hiu7thq4tgt,Midfielder,player,1998-06-07,Sweden,1z6l2c33w2kyz9rdefs1d68nb,169.0,74.0,5.0,2024-08-13Z,active,yes,NaN,NaN,both,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Moustafa Zeidan
606hufq6dapf3qxcgilbc8tt5,Simen,Bolkan Nordli,Simen,Nordli,Male,S. Nordli,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1999-12-25,Norway,7f16iy4w8u8ogyn6pfooqwv5z,181.0,74.0,7.0,2025-07-21Z,active,yes,NaN,Elverum,right,NaN,NaN,NaN
6k7khwtkxpem9z17bl5rrf2p6,Emil,Frederiksen,Emil,Frederiksen,Male,E. Frederiksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-09-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,NaN,NaN,2025-07-01Z,active,no,2025-07-09Z,Viborg,left,NaN,NaN,NaN
75a8i1fdchwk62zm1g3f13gt1,Aslak,Fonn Witry,Aslak,Witry,Male,A. Witry,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1996-03-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,178.0,67.0,16.0,2025-07-11Z,active,yes,NaN,Trondheim,right,NaN,NaN,NaN
77qqernxxe31qen3lhxoja0wk,Aleksander,Borgersen,Alexander,Borgersen,Male,A. Borgersen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2009-06-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,left,NaN,NaN,NaN
7hs9c25dq0dbn8vrlgihjgay2,Mikkel,Konradsen Ceïde,Mikkel,Ceïde,Male,M. Ceïde,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2001-09-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,NaN,38.0,2023-09-01Z,active,yes,NaN,NaN,right,NaN,NaN,Mikkel Ceïde
8cjgce68a2vla1ebamgac4nx0,Marius,Sivertsen Broholm,Marius,Broholm,Male,M. Broholm,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-12-26,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,7.0,2024-01-01Z,active,no,2025-06-18Z,NaN,NaN,NaN,NaN,NaN
