id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,status,active,endDate,secondNationality,secondNationalityId,weight,knownName
d7nx940m1bs3895u6vnu8ah1x,Birnir Snær,Ingason,Birnir,Ingason,Male,B. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-12-04,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,186.0,right,7.0,2024-02-01Z,active,no,2025-07-18Z,NaN,NaN,78.0,NaN
e9q5sweea5ymhqqwh5tucuzth,Niilo Juhani,Mäenpää,Niilo,Mäenpää,Male,N. Mäenpää,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1998-01-14,Hämeenlinna,Finland,2u07e54v5dprsugdvddpq5ync,182.0,right,8.0,2024-07-15Z,active,yes,NaN,NaN,NaN,75.0,NaN
eacqkvqbdrk7h93nzhwk0jff9,Blair Sebastian,Turgott,Blair,Turgott,Male,B. Turgott,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1994-05-22,London,England,1fk5l4hkqk12i7zske6mcqju6,183.0,right,14.0,2024-07-01Z,active,yes,NaN,England,1fk5l4hkqk12i7zske6mcqju6,65.0,NaN
edzj7i715cpyuuumcttajkc0l,Joel Emil Martin,Allansson,Joel,Allansson,Male,J. Allansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1992-11-03,Nybro,Sweden,1z6l2c33w2kyz9rdefs1d68nb,174.0,right,6.0,2019-01-12Z,active,yes,NaN,NaN,NaN,69.0,NaN
eikthetfmpxyeqsisa7vs3hsl,Gísli,Eyjólfsson,Gísli,Eyjólfsson,Male,G. Eyjólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1994-05-31,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,180.0,right,13.0,2024-02-06Z,active,yes,NaN,NaN,NaN,77.0,NaN
l7librn1vzdub2poztkj3fv8,Måns Ingvar,Andersson,Måns,Andersson,Male,M. Andersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2005-08-11,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,26.0,2024-03-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
x624jie7b1ncpzqpklibjok4,Marvin,Illary,Marvin,Illary,Male,M. Illary,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2006-10-17,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,19.0,2025-03-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
1ojl4m8rsuzsjufucdotav4es,Erik Hampus,Skoglund,Hampus,Skoglund,Male,H. Skoglund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2004-03-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,2.0,2024-03-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
1rkikvibo6lmhhtyfbg21jtp0,Noah Karl Anders,Persson,Noah,Persson,Male,N. Persson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2003-07-16,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,left,16.0,2025-08-29Z,active,yes,NaN,NaN,NaN,79.0,NaN
2e1xnfe3hisebv1tytnkzk178,Frank,Junior Adjei,Frank,Adjei,Male,F. Adjei,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2004-03-20,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,177.0,right,28.0,2025-07-15Z,active,yes,NaN,NaN,NaN,76.0,NaN
2rvopmj69lbwtn0eevmn8cn9x,Oscar Nils Per,Johansson Schellhas,Oscar,Johansson Schellhas,Male,O. Johansson Schellhas,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1995-05-06,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,right,11.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
2v1tnyzorjyx7pyf3auj73ytw,Montader Harith,Madjed,Montader Harith,Madjed,Male,Montader Madjed,Iraq,1uzblzx1s42jn6zk6hivjzby8,Attacker,player,2005-04-24,Malmö,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,left,26.0,2022-08-10Z,active,yes,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,75.0,Montader Madjed
3ps6k3a0bwrb9lgxd9441045w,Yusei,Shima,Yusei,Shima,Male,Y. Shima,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,2007-05-31,NaN,Japan,lxyibh89lpdc0bfian1nx0xq,175.0,left,NaN,2025-07-08Z,active,no,2025-07-09Z,NaN,NaN,NaN,NaN
3uj9aygyfvo2sm844e72oeesq,Frederik Franck,Winther,Frederik,Winther,Male,F. Winther,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-01-04,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,left,3.0,2024-03-27Z,active,yes,NaN,NaN,NaN,78.0,NaN
460xz8iwsvauibq518xzojxuc,Saah,Moses jr.,Saah,Moses,Male,S. Moses,Liberia,78fh41lat89a3xaqjqcdzb4ul,Midfielder,player,2007-07-10,NaN,Liberia,78fh41lat89a3xaqjqcdzb4ul,NaN,NaN,NaN,2025-07-16Z,active,no,2025-07-17Z,NaN,NaN,NaN,NaN
467ykpwj32c3eip2ga0yts60a,Saidou,Alioum Moubarak,Saidou,Alioum,Male,S. Alioum,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,2003-07-25,Maroua,Cameroon,4eb9feio6u267dd1jcwaf38mt,174.0,right,NaN,2025-07-01Z,active,no,2025-07-08Z,NaN,NaN,NaN,NaN
48ffxxjaqagvfy72i4qvuvdnt,Nikola Karađorđe,Vasić,Nikola,Vasic,Male,N. Vasić,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1991-10-04,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,196.0,right,NaN,2025-08-19Z,active,yes,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,93.0,NaN
4mroygq2ruxkml5c5j4awwted,Tesfaldet Simon,Tekie,Tesfaldet,Tekie,Male,T. Tekie,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1997-06-04,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,right,5.0,2024-02-01Z,active,yes,NaN,Eritrea,76fkjar42okgr6loos2xb6ka1,65.0,NaN
5e2tf15sp7zo70njveqg1b2z9,Jacob Åke Stefan,Ouro Ortmark,Jacob,Ortmark,Male,J. Ortmark,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1997-08-29,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,174.0,NaN,22.0,2025-03-26Z,active,yes,NaN,NaN,NaN,70.0,NaN
5ib5990rsa8y9pf2bu4risjqh,Abdelrahman,Boudah Saidi,Abdelrahman,Boudah,Male,A. Boudah,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1999-08-13,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,right,23.0,2025-01-01Z,active,no,2025-07-25Z,Algeria,1ayprcriqhb8iv10ch70clppu,70.0,NaN
5msckfem6wvr8h2egmxqgn5zo,Jardell,Kanga,Jardell,Kanga,Male,J. Kanga,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2005-12-13,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,170.0,left,30.0,2024-07-13Z,active,no,2025-04-02Z,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN
5s647zr10m1nxt4xxpxkpgmw9,Pavle,Vagić,Pavle,Vagic,Male,P. Vagić,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2000-01-24,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,6.0,2024-01-01Z,active,yes,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,80.0,NaN
68g4r734ed6xsjsg285juwwes,Mamane Moustapha Amadou,Sabo,Mamane Amadou,Sabo,Male,M. Sabo,Niger,1mhgvne4pkksmt32259xg7vec,Midfielder,player,2004-09-14,NaN,Niger,1mhgvne4pkksmt32259xg7vec,NaN,NaN,NaN,2025-07-01Z,active,no,2025-07-14Z,NaN,NaN,NaN,NaN
6mworg0saiu0e3pfg8sqopo2c,Adrian Adriano,Lahdo,Adrian,Lahdo,Male,A. Lahdo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2007-12-26,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,15.0,2023-04-14Z,active,yes,NaN,NaN,NaN,NaN,NaN
7d1yx4r4omxp8q8n5ft2l9fys,Gent,Elezaj,Gent,Elezaj,Male,G. Elezaj,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,2005-04-11,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,16.0,2024-02-25Z,active,no,2025-08-11Z,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN
7eo3ceto09y3x4j4gh9m91kvd,Shaquille Riley Graciano,Pinas,Shaquille,Pinas,Male,S. Pinas,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,1998-03-19,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,19.0,2022-07-15Z,active,no,2025-08-31Z,Netherlands,6hzi5pltnz67q4la8yli9qfv6,71.0,NaN
83uml6n0wlgtirmi30sa2ihd6,Sebastian,Tounekti,Sebastian,Tounekti,Male,S. Tounekti,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Attacker,player,2002-07-13,Tromsø,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,right,18.0,2025-02-21Z,active,no,2025-09-01Z,NaN,NaN,68.0,NaN
8fle9xgnd83jth2i2d6vh0k16,Ibrahima,Breze Fofana,Ibrahima,Fofana,Male,I. Fofana,Guinea,4i9sg55wigitrfx7290f59ceo,Defender,player,2002-08-15,Conakry,Guinea,4i9sg55wigitrfx7290f59ceo,182.0,right,17.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
8hq0so8nzsuzmsffae5nwdwmi,Paulos Johannes,Abraham,Paulos,Abraham,Male,P. Abraham,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2002-07-16,Solna,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,both,7.0,2025-01-09Z,active,yes,NaN,Eritrea,76fkjar42okgr6loos2xb6ka1,68.0,NaN
8ky8z9454s7m2qhomcf8fd15g,Bernard,Acheampong,Bernard,Acheampong,Male,B. Acheampong,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2007-01-31,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,32.0,2025-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
8rsdzl4458hk8tju88uq7jbop,Kim Alexander,Hellberg,Kim,Hellberg,Male,K. Hellberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1988-02-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2024-04-26Z,active,yes,NaN,NaN,NaN,NaN,NaN
8wojr77rwwqwqy1t9s46rlroq,Kjell Dennis,Collander,Dennis,Collander,Male,D. Collander,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-05-09,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,right,14.0,2022-01-12Z,active,yes,NaN,NaN,NaN,63.0,NaN
9s3boszvqn3fzsx0r1xswqyqy,Victor Kim Ludwig,Eriksson,Victor,Eriksson,Male,V. Eriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2000-09-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,192.0,right,4.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN,NaN
au1cbzehllmo4yyt6s0d16rkk,Jusef,Erabi,Jusef,Erabi,Male,J. Erabi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-06-08,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,right,9.0,2021-03-05Z,active,no,2025-09-02Z,Afghanistan,6xne7xe59eujck02uovziom7p,NaN,NaN
b1sztx2xd79amygbbvdia24et,Simon August Love,Strand,Simon,Strand,Male,S. Strand,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1993-05-25,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,left,21.0,2023-03-07Z,active,yes,NaN,NaN,NaN,70.0,NaN
bkbbh2g63eevda6n5cgah9dlg,Elton Sakarias,Fischerström Opančar,Elton,Fischerström,Male,E. Fischerström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2007-01-02,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,NaN,25.0,2024-11-09Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN
ch1ehgr9guufs2wmz5dbvmvo5,Warner Lloyd,Hahn,Warner,Hahn,Male,W. Hahn,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Goalkeeper,player,1992-06-15,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,1.0,2024-07-17Z,active,yes,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,88.0,NaN
chzhwdk4l54t2kf606bkuiaqd,Nahir,Besara,Nahir,Besara,Male,N. Besara,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1991-02-25,Södertälje,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,right,20.0,2022-02-03Z,active,yes,NaN,Syria,3tsnzfkszhsktmhsmwar1tvp8,76.0,NaN
cp6wq9yycl773piudi3we5b84,Wilson Elliot,Lindberg Uhrström,Wilson,Uhrström,Male,W. Uhrström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2006-03-23,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,34.0,2024-11-09Z,active,yes,NaN,NaN,NaN,NaN,NaN
cyfvxg9z9aqfsoydhz7sr3qxg,Markus Carl Olof,Karlsson,Markus,Karlsson,Male,M. Karlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2004-01-20,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,right,8.0,2023-02-24Z,active,yes,NaN,NaN,NaN,NaN,NaN
dwmmr57jqlzrzvkpxr01fnt3o,Moïse Elohim Victoire,Kaboré,Moïse,Kaboré,Male,M. Kaboré,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2006-12-20,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,29.0,2025-01-29Z,active,yes,NaN,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,NaN,NaN
ec8biuf2bhu7sjwni7dhirz6x,Felix Konrad Erik,Jakobsson,Felix,Jakobsson,Male,F. Jakobsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1999-09-16,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,27.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
efr3cwm9xs8mg2g2bgfj3oyz8,Emil Eduardo,Reyes Rigö,Emil,Reyes Rigö,Male,E. Reyes Rigö,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2008-04-21,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2024-09-15Z,active,yes,NaN,Peru,2uib9hdovpcye4re2l3omr4dl,NaN,NaN
etz2bmorno30rw9efxkc0ufo,Obilor Denzel,Okeke,Obilor,Okeke,Male,O. Okeke,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2002-07-23,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,170.0,NaN,23.0,2025-08-15Z,active,yes,NaN,NaN,NaN,70.0,NaN
p4vij77v1xw1bl68jl4jts0k,Jonathan Gustav,Karlsson,Jonathan,Karlsson,Male,J. Karlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2003-11-27,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,both,13.0,2025-01-29Z,active,no,2025-08-26Z,Sri Lanka,5yei7oqz4ku57trm484fgw1gr,NaN,Jonathan Karlsson
17zz0x6tm20e9yfh4q5ehaf9x,Serge-Junior Bertil Nicolas,Martinsson Ngouali,Serge-Junior,Martinsson Ngouali,Male,S. Martinsson Ngouali,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,Midfielder,player,1992-01-23,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,right,5.0,2024-08-27Z,active,yes,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,75.0,NaN
1902oagnhlo7x9xpumxvg1t78,Lukas Edvin,Björklund,Lukas,Björklund,Male,L. Björklund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2004-02-16,Malmö,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,NaN,2025-08-28Z,active,yes,NaN,NaN,NaN,74.0,NaN
253za05jf3mmaqkjndm10d2lm,Hlynur Freyr,Karlsson,Hlynur,Karlsson,Male,H. Karlsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2004-04-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,174.0,right,2.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN,NaN
2lyhi7j3id7emsh54ehdva3ca,Carl Oliver,Zandén,Oliver,Zandén,Male,O. Zandén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-08-14,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,left,6.0,2025-01-29Z,active,yes,NaN,NaN,NaN,75.0,NaN
2q8b8wr2yaub4fqlwoo8yoydw,Evans,Botchway,Evans,Botchway,Male,E. Botchway,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2006-02-23,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,173.0,both,29.0,2024-04-19Z,active,yes,NaN,NaN,NaN,NaN,NaN
32xfhqnf7sa2pyyttqac9u385,Nabil,Bahoui,Nabil,Bahoui,Male,N. Bahoui,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,1991-02-05,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,39.0,2025-03-25Z,active,yes,NaN,NaN,NaN,84.0,NaN
3bjcqym12w7vgefmo40f3h8us,Charlie David Fabian,Nildén,Charlie,Nildén,Male,C. Nildén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2006-12-30,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,12.0,2024-02-16Z,active,yes,NaN,NaN,NaN,NaN,NaN
3slq45oyri6a8smz52fezhct0,Kamilcan,Sever,Kamilcan,Sever,Male,K. Sever,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2006-09-02,NaN,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,14.0,2024-04-23Z,active,yes,NaN,NaN,NaN,NaN,NaN
47ymu9whey6w61nk2nx7gpv6c,David,Isso,David,Isso,Male,D. Isso,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2007-08-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,34.0,2025-03-28Z,active,yes,NaN,NaN,NaN,NaN,NaN
48ffxxjaqagvfy72i4qvuvdnt,Nikola Karađorđe,Vasić,Nikola,Vasic,Male,N. Vasić,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1991-10-04,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,196.0,right,9.0,2022-01-26Z,active,no,2025-08-19Z,Serbia,5w4ve503bjdsshwx9ho6jxzx0,93.0,NaN
49am49vrh40bdq3lp83sy5zpw,Issiaga,Camara,Issiaga,Camara,Male,I. Camara,Guinea,4i9sg55wigitrfx7290f59ceo,Midfielder,player,2005-02-02,Conakry,Guinea,4i9sg55wigitrfx7290f59ceo,175.0,right,20.0,2025-07-23Z,active,yes,2026-06-30Z,France,7gww28djs405rfga69smki84o,65.0,Issiaga Camara
4b7bubqmagki7cvuqfuqgafpw,Adam Edward,Stroud,Adam,Stroud,Male,A. Stroud,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2005-04-12,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,8.0,2025-07-08Z,active,yes,NaN,NaN,NaN,NaN,NaN
4smb0sorl9dms1k26si6tbqzu,Frederik,Ørsøe Christensen,Frederik,Christensen,Male,F. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-06-07,Ikast,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,left,77.0,2024-02-01Z,active,no,2025-07-01Z,NaN,NaN,NaN,NaN
4yzhx4io71t5wxd461rf2s1sk,Alfons Leo Peter,Lohake,Alfons,Lohake,Male,A. Lohake,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2006-07-28,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,18.0,2024-02-19Z,active,yes,NaN,NaN,NaN,NaN,NaN
562k2k6a13bijco9zddcofis5,Fredrik,Landén,Fredrik,Landen,Male,F. Landén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1994-01-21,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,NaN,NaN,2025-01-01Z,active,yes,NaN,NaN,NaN,81.0,NaN
6a6ki8j5n8w1oa3wvdc00chqt,Nils Eric Roland,Björkander,Eric,Björkander,Male,E. Björkander,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1996-06-11,Karlskrona,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,4.0,2024-02-01Z,active,yes,NaN,NaN,NaN,72.0,NaN
6wedex8oautauykl7wrrhtmvo,Faye,El-Hadji Fallou,Faye,El-Hadji,Male,F. El-Hadji,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,2005-12-28,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,15.0,2025-03-07Z,active,yes,NaN,NaN,NaN,NaN,NaN
70lyipfn8aid9cjzhsqc16sd0,Liam Jonatan,Tahwildaran,Liam,Tahwildaran,Male,L. Tahwildaran,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2004-03-05,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,NaN,22.0,2023-02-18Z,active,yes,NaN,Iran,e53g9hr2d3kasm34uumbg8r4,NaN,NaN
7qgiqoaaarr6c2bs4yffqwju2,Victor,Stange Lind,Victor,Lind,Male,V. Lind,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-07-12,Løgumkloster,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,left,7.0,2025-01-29Z,active,yes,NaN,NaN,NaN,69.0,NaN
7srm9q1vlw55g0p0tugtlr3ai,Martin,Vetkal,Martin,Vetkal,Male,M. Vetkal,Estonia,64smib5liu1qh78iaylufxj99,Midfielder,player,2004-02-21,Tallinn,Estonia,64smib5liu1qh78iaylufxj99,181.0,NaN,20.0,2024-08-20Z,active,no,2025-07-18Z,NaN,NaN,NaN,NaN
838qmht4vr302b22in8587fh0,Emir Akram,El Kathemi,Emir,El Kathemi,Male,E. El Kathemi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2006-07-04,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,13.0,2025-01-29Z,active,no,2025-07-19Z,NaN,NaN,NaN,NaN
89ow55pri5urh5lk857koiihg,Karl Leo,Cavallius,Leo,Cavallius,Male,L. Cavallius,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2005-02-20,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,40.0,2024-08-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
8unnvgvft6knxupbp9oxh621h,Even,Hovland,Even,Hovland,Male,E. Hovland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1989-02-14,Vadheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,191.0,right,3.0,2025-02-13Z,active,yes,NaN,NaN,NaN,90.0,NaN
8vl4hue7ixvxh4dtner52sfrp,Davor,Blažević,Davor,Blazevic,Male,D. Blažević,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1993-02-07,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,right,25.0,2025-01-29Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,87.0,NaN
979zct21c4rx9amacupthuac5,Isak,Ssali Ssewankambo,Isak,Ssewankambo,Male,I. Ssewankambo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1996-02-27,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,28.0,2025-06-28Z,active,yes,NaN,Uganda,1j6yonplolalz6goyopv7xd1k,80.0,NaN
9niqy9wbsy6b03fa5iyx22gic,Ezekiel Kwame,Alladoh,Ezekiel,Alladoh,Male,E. Alladoh,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2005-09-13,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,191.0,left,23.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
a50t6mmm9lljdt0b9vp1w7vu1,Liam Jonathan,Jordan,Liam,Jordan,Male,L. Jordan,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Attacker,player,1998-07-30,Durban,South Africa,1kiwby3xmt97m3ejw76qs4i6k,178.0,right,NaN,2023-03-07Z,active,no,2025-07-12Z,New Zealand,wcq2y28a27syx5do1k2i2nj8,73.0,NaN
aqjwz3wm0it916o2vb5tz9vxl,Alex Emilio,Timossi Andersson,Alex,Timossi Andersson,Male,A. Timossi Andersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-01-19,Helsingborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,170.0,right,21.0,2023-08-31Z,active,yes,NaN,NaN,NaN,70.0,NaN
av9lz5umeimwlq7v4q4d7twr8,Anton,Kurochkin,Anton,Kurochkin,Male,A. Kurochkin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-07-20,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,173.0,right,17.0,2025-01-29Z,active,no,2025-08-29Z,Russia,7kfg68kh6n16fs4ap3xjiudr,69.0,NaN
aw75jdzi3u012jkwj7t0eln2s,Carl Peter,Wilmer Odefalk,Wilmer,Odefalk,Male,W. Odefalk,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2004-11-21,Täby,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,right,10.0,2023-07-07Z,active,no,2025-09-03Z,NaN,NaN,70.0,NaN
