id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,endDate,knownName,dateOfDeath
3lj502akb99vtwed76g6asgk5,Luca-Milan,Zander,Luca-Milan,Zander,Male,L. Zander,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-08-09,Weyhe,Germany,36min0qztu8eydwvpv8t1is0m,186.0,73.0,right,19.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
47zolhvx20eiuirjchnok1rdh,Timo,Königsmann,Timo,Königsmann,Male,T. Königsmann,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1997-04-05,Hannover,Germany,36min0qztu8eydwvpv8t1is0m,186.0,86.0,right,22.0,2022-10-21Z,active,yes,NaN,NaN,NaN,NaN,NaN
48xe58xmo6zkf1x4p5o58dx3p,Alexander,Mühling,Alexander,Mühling,Male,A. Mühling,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1992-09-05,Oberhausen,Germany,36min0qztu8eydwvpv8t1is0m,186.0,84.0,right,15.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
4abv1df5ouuu2bd2bcvs40jdg,Richard Christian,Meier,Richard,Meier,Male,R. Meier,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2004-02-11,Burg,Germany,36min0qztu8eydwvpv8t1is0m,193.0,88.0,right,8.0,2023-07-04Z,active,yes,NaN,NaN,NaN,NaN,NaN
534ylw9crqzja7acgjj6j31ed,Markus,Pink,Markus,Pink,Male,M. Pink,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1991-02-24,Klagenfurt,Austria,hcs1bd49qliqqity6o268jyt,188.0,87.0,right,23.0,2024-01-18Z,active,no,NaN,NaN,2024-08-28Z,NaN,NaN
536qm2sw4cj48jqaz8dsv0wr9,Sebastian,Stolze,Sebastian,Stolze,Male,S. Stolze,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-01-29,Leinefelde,Germany,36min0qztu8eydwvpv8t1is0m,180.0,76.0,right,36.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
5h7yf05ito7dhzx9neptwb4rt,Lion,Schuster,Lion,Schuster,Male,L. Schuster,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,2000-08-09,Wien,Austria,hcs1bd49qliqqity6o268jyt,183.0,76.0,right,5.0,2023-08-03Z,active,no,NaN,NaN,2025-02-03Z,NaN,NaN
6go1e6kiezmwexizbpo7pp0yc,Livan Baha,Burcu,Livan,Burcu,Male,L. Burcu,Türkiye,6kd6webenogylfgwt2aa9l6vx,Attacker,player,2004-09-28,NaN,Germany,36min0qztu8eydwvpv8t1is0m,178.0,68.0,right,11.0,2023-07-01Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,2024-07-20Z,NaN,NaN
735ufna8vlzsplqzb7les2pnu,Max,Geschwill,Max,Geschwill,Male,M. Geschwill,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2001-07-07,Schwäbisch Hall,Germany,36min0qztu8eydwvpv8t1is0m,182.0,70.0,both,14.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
78ei2y2j33s472hl4gs0lm3mx,David,Otto,David,Otto,Male,D. Otto,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-03-03,Pforzheim,Germany,36min0qztu8eydwvpv8t1is0m,185.0,82.0,right,17.0,2023-07-25Z,active,yes,NaN,NaN,NaN,NaN,NaN
7noop6iqxjfshyz496y5lxihh,Nikolai,Rehnen,Nikolai,Rehnen,Male,N. Rehnen,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1997-02-04,Köln,Germany,36min0qztu8eydwvpv8t1is0m,191.0,82.0,right,1.0,2021-09-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
7q5nbwcmkae0iwoqmg4n88991,Danny,Galm,Danny,Galm,Male,D. Galm,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1986-03-17,Miltenberg,Germany,36min0qztu8eydwvpv8t1is0m,179.0,74.0,NaN,NaN,2023-06-19Z,active,no,NaN,NaN,2023-10-23Z,NaN,NaN
7tuoeukrhzc6jjczbvenvc8ru,Jonas,Weik,Jonas,Weik,Male,J. Weik,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-03-31,Schwetzingen,Germany,36min0qztu8eydwvpv8t1is0m,176.0,67.0,left,31.0,2023-09-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
7yybbynkk0bhuhxhq8ukq40d1,Patrick,Greil,Patrick,Greil,Male,P. Greil,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,1996-09-08,Stockerau,Austria,hcs1bd49qliqqity6o268jyt,184.0,70.0,right,24.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
83csgslmefc0x90878qfhp8lx,Yassin,Ben Balla,Yassin,Ben Balla,Male,Y. Ben Balla,France,7gww28djs405rfga69smki84o,Midfielder,player,1996-02-24,Valenciennes,France,7gww28djs405rfga69smki84o,181.0,73.0,right,26.0,2023-07-04Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
9oe9gr7xdyvfl9mfu24zxvt62,Lucas,Laux,Lucas,Laux,Male,L. Laux,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-10-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,27.0,2023-07-11Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
9yiugi0a3i3stym12j4q7ypsk,Joseph Charles,Richardson II,Joseph,Richardson,Male,J. Richardson,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2001-11-01,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,7.0,2023-07-01Z,active,no,NaN,NaN,2024-07-16Z,NaN,NaN
axtq66ensp9f5fiyussdlpyxg,Dennis,Egel,Dennis,Egel,Male,D. Egel,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-02-21,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,right,35.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
c7nq7mou1gyrzl60ho7pmaok5,Dennis,Diekmeier,Dennis,Diekmeier,Male,D. Diekmeier,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1989-10-20,Thedinghausen,Germany,36min0qztu8eydwvpv8t1is0m,188.0,79.0,right,18.0,2019-01-03Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
cw0h9iiyfcfv0fjbx8ib66s5w,Diamant,Lokaj,Diamant,Lokaj,Male,D. Lokaj,Kosovo,86u6edbqifdjsn49mbp2anw7p,Midfielder,player,2005-01-24,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,188.0,NaN,right,32.0,2023-07-01Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
cx9rdybwiq92qqs4dywjq4zfu,Felix,Göttlicher,Felix,Göttlicher,Male,F. Göttlicher,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-03-20,NaN,Germany,36min0qztu8eydwvpv8t1is0m,193.0,NaN,both,21.0,2023-07-28Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
dlekf02rexguz2rtf28oajzkl,Tim,Knipping,Tim,Knipping,Male,T. Knipping,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1992-11-24,Kassel,Germany,36min0qztu8eydwvpv8t1is0m,191.0,90.0,left,4.0,2023-07-01Z,active,no,NaN,NaN,2024-08-06Z,NaN,NaN
e8rkgb64vflng66vfa8kpk639,Alexander,Fuchs,Alexander,Fuchs,Male,A. Fuchs,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-01-05,München,Germany,36min0qztu8eydwvpv8t1is0m,186.0,76.0,right,16.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
el9ylvj60iestpxwpwtgcbco9,Franck Junior,Evina,Franck,Evina,Male,F. Evina,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,2000-07-05,Yaoundé,Cameroon,4eb9feio6u267dd1jcwaf38mt,180.0,77.0,right,9.0,2023-01-01Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,2024-07-16Z,NaN,NaN
em6eks420u9cwpazt0yaaavze,Christoph,Ehlich,Christoph,Ehlich,Male,C. Ehlich,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-02-02,Ebersberg,Germany,36min0qztu8eydwvpv8t1is0m,170.0,58.0,left,3.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
x94hccxpk3uzs9c14t0r4ct1,Edvinas,Girdvainis,Edvinas,Girdvainis,Male,E. Girdvainis,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,Defender,player,1993-01-17,Klaipėda,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,188.0,80.0,right,2.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
17x4fqsde2cdp2s9q5odmkr8p,Kelvin,Arase,Kelvin,Arase,Male,K. Arase,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,1999-01-15,Benin City,Nigeria,63pvdwrsiq5b07mzi8igqei9p,172.0,62.0,both,36.0,2023-08-11Z,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN
19tf2je0p36y26nltv5kg9bhm,Luca,Bolay,Luca,Bolay,Male,L. Bolay,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-07-25,Leonberg,Germany,36min0qztu8eydwvpv8t1is0m,173.0,73.0,left,25.0,2023-01-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
1vd40hn9czj4oicl2rc20s89,Malte,Karbstein,Malte,Karbstein,Male,M. Karbstein,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-01-30,Neuruppin,Germany,36min0qztu8eydwvpv8t1is0m,190.0,80.0,left,15.0,2022-07-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
26wddzksogwoh2z4jc4urbv11,Julian,Riedel,Julian,Riedel,Male,J. Riedel,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1991-08-10,Leverkusen,Germany,36min0qztu8eydwvpv8t1is0m,182.0,76.0,both,3.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
2wkf95hz8anwdqokust5taqc5,Rüdiger,Rehm,Rüdiger,Rehm,Male,R. Rehm,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1978-11-22,Heilbronn,Germany,36min0qztu8eydwvpv8t1is0m,184.0,NaN,NaN,NaN,2023-07-01Z,active,no,NaN,NaN,2024-01-31Z,NaN,NaN
2z801kg3dqfbulk2gli2g5v4l,Jonas Benedikt,Carls,Jonas,Carls,Male,J. Carls,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-03-25,Haan,Germany,36min0qztu8eydwvpv8t1is0m,179.0,70.0,left,28.0,2023-07-01Z,active,no,NaN,NaN,2024-08-30Z,NaN,NaN
3cj248snkrltyqpwq7ycge978,Malwin,Zok,Malwin,Zok,Male,M. Zok,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-07-22,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,27.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
3u05uuu1hxkeg8tczbyu0hp0p,Jan-Christoph,Bartels,Jan-Christoph,Bartels,Male,J. Bartels,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1999-01-13,Wiesbaden,Germany,36min0qztu8eydwvpv8t1is0m,188.0,80.0,right,1.0,2020-07-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
4ztde6imqmsn758mwh9zrgel1,Lukas,Klünter,Lukas,Klünter,Male,L. Klünter,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1996-05-26,Euskirchen,Germany,36min0qztu8eydwvpv8t1is0m,184.0,76.0,right,24.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
54kpjj82qf6wpjpc5p2s9jjyt,Asif,Šarić,Asif,Saric,Male,A. Šarić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,assistant coach,1965-01-15,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,NaN,2023-03-10Z,active,yes,NaN,NaN,NaN,NaN,NaN
5m7g9gg8drcqu44iavj7gwvrp,Laurent,Jans,Laurent,Jans,Male,L. Jans,Luxembourg,f2r46apchse9eg3n9c9pupfs,Defender,player,1992-08-05,Lëtzebuerg,Luxembourg,f2r46apchse9eg3n9c9pupfs,175.0,72.0,right,18.0,2022-08-19Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
5tfj6xaqtijqde8yy88ha2noq,Jonas Madéno,Albenas,Jonas,Albenas,Male,M. Albenas,Algeria,1ayprcriqhb8iv10ch70clppu,Defender,player,2002-07-07,Metz,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,26.0,2023-08-11Z,active,no,France,7gww28djs405rfga69smki84o,2025-01-13Z,NaN,NaN
5xqgljcvv8hxb3ih1661rxtgq,Lucien,Hawryluk,Lucien,Hawryluk,Male,L. Hawryluk,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2000-10-05,Dortmund,Germany,36min0qztu8eydwvpv8t1is0m,192.0,82.0,right,30.0,2021-07-23Z,active,yes,NaN,NaN,NaN,NaN,NaN
69cv3q6loo1wbrzkh7s4kh1jo,Kennedy Onyedika,Okpala,Kennedy,Okpala,Male,K. Okpala,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2004-12-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,185.0,NaN,NaN,32.0,2023-03-24Z,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN
6gzcjly6i4l29l5cq13fem8yx,Julian,Rieckmann,Julian,Rieckmann,Male,J. Rieckmann,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-08-01,NaN,Germany,36min0qztu8eydwvpv8t1is0m,186.0,80.0,right,21.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
7f1v2yvt7rq9ipf48zfl4covd,Omer,Hanin,Omer,Hanin,Male,O. Hanin,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,Goalkeeper,player,1998-05-14,Rishon LeZion,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,190.0,80.0,both,12.0,2024-02-09Z,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,NaN
7tjguurexixlasgd9vi47auzu,Berkan,Taz,Berkan,Taz,Male,B. Taz,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-12-19,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,175.0,72.0,both,33.0,2022-07-01Z,active,no,Türkiye,6kd6webenogylfgwt2aa9l6vx,2024-01-18Z,NaN,NaN
8m5vmhhjiufjjfyobhtje40d1,Marcel,Seegert,Marcel,Seegert,Male,M. Seegert,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1994-04-29,Mannheim,Germany,36min0qztu8eydwvpv8t1is0m,186.0,74.0,both,5.0,2019-01-03Z,active,yes,NaN,NaN,NaN,NaN,NaN
98a0xulrii3crpg802vk2s6lm,Minos,Gouras,Minos,Gouras,Male,M. Gouras,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1998-06-07,Speyer,Germany,36min0qztu8eydwvpv8t1is0m,175.0,69.0,both,9.0,2023-07-01Z,active,no,NaN,NaN,2024-12-31Z,NaN,NaN
ajy78y3czm0zn7vkd2kw5eqxh,Heinrich Bentley,Baxter Bahn,Bentley,Baxter Bahn,Male,B. Baxter,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1992-08-28,Hamburg,Germany,36min0qztu8eydwvpv8t1is0m,180.0,71.0,right,7.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
b08tl26j9xx6vmvigbynhk1nu,Per,Lockl,Per,Lockl,Male,P. Lockl,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-03-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,20.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
bbulep9mu02l0euzi79w65lka,Angelo,Gattermayer,Angelo,Gattermayer,Male,A. Gattermayer,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,2002-06-06,Wien,Austria,hcs1bd49qliqqity6o268jyt,182.0,73.0,right,23.0,2023-07-10Z,active,no,NaN,NaN,2023-12-31Z,NaN,NaN
bnywa5e8kl2xappzb3edugoa1,Marco,Antwerpen,Marco,Antwerpen,Male,M. Antwerpen,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1971-10-05,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2024-01-31Z,active,no,NaN,NaN,2024-09-17Z,NaN,NaN
boa49w2wcus0elqel65syhn1l,Kevin,Goden,Kevin,Goden,Male,K. Goden,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-02-22,Bonn,Germany,36min0qztu8eydwvpv8t1is0m,183.0,80.0,right,14.0,2024-01-07Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
c82umtdnxng9vgwogrbznr1be,Jalen,Hawkins,Jalen,Hawkins,Male,J. Hawkins,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2001-01-24,Regensburg,Germany,36min0qztu8eydwvpv8t1is0m,177.0,73.0,right,11.0,2023-07-01Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,2024-06-30Z,NaN,NaN
co058dsqi7gh5kgau92xw5otl,Adrian,Małachowski,Adrian,Malachowski,Male,A. Małachowski,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1998-03-10,Bydgoszcz,Poland,27baqb7359ywdvsxxklx1kn11,183.0,75.0,right,6.0,2022-07-01Z,active,no,NaN,NaN,2023-08-18Z,NaN,NaN
cusi1r0je5yknmqcszb1xkve1,Samuel,Abifade,Samuel,Abifade,Male,S. Abifade,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-09-17,Braunschweig,Germany,36min0qztu8eydwvpv8t1is0m,186.0,84.0,left,17.0,2023-07-10Z,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN
d0hdy4qxltsfy99ks2uj9yod1,Fridolin,Wagner,Fridolin,Wagner,Male,F. Wagner,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-09-23,Leipzig,Germany,36min0qztu8eydwvpv8t1is0m,182.0,78.0,right,8.0,2021-07-01Z,active,no,NaN,NaN,2024-07-30Z,NaN,NaN
drbo6u9vtcwz3ntskbk4acj6c,Kritsana,Pummarrin,Kritsana,Pummarrin,Male,K. Pummarrin,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2005-02-09,Frankfurt am Main,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,40.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
drotvhye58lsjfdgejj20ug2d,Martin,Kobylański,Martin,Kobylanski,Male,M. Kobylański,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1994-03-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,178.0,84.0,both,33.0,2024-02-01Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
edi3t79zgcknggoq4vmdtqz11,Terrence Anthony,Boyd,Terrence,Boyd,Male,T. Boyd,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1991-02-16,Bremen,Germany,36min0qztu8eydwvpv8t1is0m,188.0,82.0,right,13.0,2024-01-10Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
emaf4mjxn2255qlcn1pcxn36x,Charles-Jesaja,Herrmann,Jesaja,Herrmann,Male,J. Herrmann,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2000-02-08,Kiel,Germany,36min0qztu8eydwvpv8t1is0m,190.0,83.0,both,19.0,2023-08-09Z,active,no,Ghana,2q2sw72utw5gu9t5y4knckwba,2024-07-30Z,NaN,NaN
eonldx36uxxjrfkayggov3yll,Tim,Sechelmann,Tim,Sechelmann,Male,T. Sechelmann,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-01-15,NaN,Germany,36min0qztu8eydwvpv8t1is0m,186.0,81.0,right,4.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
euacbt4mq1ttfcg38hn5jcpud,Yann Kévin,Mabella,Yann,Mabella,Male,Y. Mabella,Congo,1s2y6o0lwj69dj5ib5pid8f6r,Attacker,player,1996-02-22,Toulouse,France,7gww28djs405rfga69smki84o,182.0,73.0,right,22.0,2023-07-11Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
rcr44w891temqnmcarnfal79,Pascal,Sohm,Pascal,Sohm,Male,P. Sohm,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1991-11-02,Künzelsau,Germany,36min0qztu8eydwvpv8t1is0m,187.0,80.0,both,10.0,2022-01-13Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
1ylnuxdod8cacuhjf75sznpp1,Roman,Tyce,Roman,Tyce,Male,R. Tyce,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1977-05-07,Roudnice,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,73.0,NaN,NaN,2020-08-17Z,active,no,NaN,NaN,2024-12-31Z,NaN,NaN
21tex3bbjdz93kobw1pwfruju,Josef,Gottmeier,Josef,Gottmeier,Male,J. Gottmeier,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-02-15,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,35.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
2az99uplhqmelyz50b4ousu8k,Tim,Hannemann,Tim,Hannemann,Male,T. Hannemann,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2006-05-29,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,18.0,2023-12-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
2cq3vjcwekctnv3qofiraip78,Gibson Nana,Adu,Gibson Nana,Adu,Male,G. Adu,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2008-02-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,42.0,2024-02-16Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
2e69yfvq9rqrtp5qvavkg5ze2,Benedikt,Bauer,Benedikt,Bauer,Male,B. Bauer,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-08-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,179.0,74.0,both,26.0,2021-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
2x4wlkg3axvb9gc7tziyg7o5,Simon,Skarlatidis,Simon,Skarlatidis,Male,S. Skarlatidis,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1991-06-06,Waiblingen,Germany,36min0qztu8eydwvpv8t1is0m,174.0,71.0,right,30.0,2021-08-17Z,active,yes,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,NaN
3uv71lzbj9hgzvvkpeb03yesq,Aaron,Keller,Aaron,Keller,Male,A. Keller,Switzerland,3bh70jgvc5mn58x0byjkuda17,Attacker,player,2004-05-15,Kilchberg,Switzerland,3bh70jgvc5mn58x0byjkuda17,180.0,77.0,right,16.0,2021-07-01Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,2024-06-30Z,NaN,NaN
4jh9rzbt4u7d9w5cvl3qfl4ru,Timon,Obermeier,Timon,Obermeier,Male,T. Obermeier,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-04-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,15.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
4qv3l4vcit09j7duh6gapuui,Viktor,Zentrich,Viktor,Zentrich,Male,V. Zentrich,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2003-06-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,186.0,NaN,NaN,2.0,2020-06-30Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
4u7hcnjy7t0xdkkdzgkbbsley,Max,Lamby,Max,Lamby,Male,M. Lamby,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-02-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,3.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
4w3n65rw88fnz905q691z6tm2,Hannes,Heilmair,Hannes,Heilmair,Male,H. Heilmair,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2004-01-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,45.0,2021-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
52p5qge410cvt70ron7dqgw5x,Patrick,Hobsch,Patrick,Hobsch,Male,P. Hobsch,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1994-10-10,Bremen,Germany,36min0qztu8eydwvpv8t1is0m,183.0,81.0,right,34.0,2021-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
549qau4qmxaaydnhp27qcf3rp,Markus Josef,Schwabl,Markus,Schwabl,Male,M. Schwabl,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1990-08-26,Tegernsee,Germany,36min0qztu8eydwvpv8t1is0m,184.0,75.0,right,23.0,2018-07-02Z,active,yes,NaN,NaN,NaN,NaN,NaN
54zk6m8npg15dip3wex3baitx,Yannick,Stark,Yannick,Stark,Male,Y. Stark,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1990-10-28,Darmstadt,Germany,36min0qztu8eydwvpv8t1is0m,185.0,81.0,right,4.0,2024-02-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
64qkjpiijd9px8mo2bxswj8mi,Raphael,Schifferl,Raphael,Schifferl,Male,R. Schifferl,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,1999-07-29,Wolfsberg,Austria,hcs1bd49qliqqity6o268jyt,195.0,83.0,right,37.0,2023-07-28Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
676ekqyh4n19bxkncn59o5kut,Mathias,Fetsch,Mathias,Fetsch,Male,M. Fetsch,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1988-09-30,Malsch,Germany,36min0qztu8eydwvpv8t1is0m,189.0,80.0,right,11.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
6f4ny5e09kqe6xvfauftk46lm,Tizian,Zimmermann,Tizian,Zimmermann,Male,T. Zimmermann,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-01-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,21.0,2021-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
