id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,shirtNumber,status,active,secondNationality,secondNationalityId,placeOfBirth,weight,foot,knownName
f5f9sfvtizyppg8kqtmp9y3ca,Muhamed Tehe,Olawale,Tehe,Olawale,Male,T. Olawale,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,1999-02-20,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,18.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
11xqkd2im28nwotbqeuhflcd1,Joni Onni Kristian,Mäkelä,Joni,Mäkelä,Male,J. Mäkelä,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1993-09-28,Finland,2u07e54v5dprsugdvddpq5ync,175.0,7.0,active,yes,NaN,NaN,NaN,65.0,NaN,NaN
19xsgxk4g4gf1ickmbc92uzu,Miska,Ylitolva,Miska,Ylitolva,Male,M. Ylitolva,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-05-23,Finland,2u07e54v5dprsugdvddpq5ync,NaN,19.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
2obkr9n79ufn8wxgsmfargs9g,Alen,Harbas,Alan,Harbas,Male,A. Harbas,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,2004-02-26,Australia,u5ieemi69z72c3bgczyy68lo,187.0,30.0,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,73.0,right,NaN
2rrt0ya9hvxu58vd0y5zoh756,Jack Winston,De Vries,Jack,De Vries,Male,J. De Vries,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2002-03-28,USA,7hr2f89v44y65dyu9k92vprwn,178.0,28.0,active,no,NaN,NaN,Akron,66.0,NaN,NaN
2ua3d1tyg1xo5g1xexbq7ub1m,Gabriel Ragnar Hilmer,Sandberg,Gabriel,Sandberg,Male,G. Sandberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2003-03-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,21.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
49jv5vhtejmn94ytnsqdiyexg,Eelis,Silvo,Eelis,Silvo,Male,E. Silvo,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-01-11,Finland,2u07e54v5dprsugdvddpq5ync,NaN,44.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
4j6mmz3hmflimj5vv4r184yqd,Juha,Malinen,Juha,Malinen,Male,J. Malinen,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1958-07-16,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
4zizd9804wk2k5v0l7ph0u0kq,Anttoni,Huttunen,Anttoni,Huttunen,Male,A. Huttunen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2001-12-17,Finland,2u07e54v5dprsugdvddpq5ync,172.0,16.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
50363loqmiiab4vh6oogap2vp,Georgios,Manthatis,Georgios,Manthatis,Male,G. Manthatis,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,1997-05-11,Greece,6lpgd60z890no2v46zdecrcss,174.0,27.0,active,no,NaN,NaN,Athína,74.0,right,NaN
69zdszenib7vq1xlonwfm3i7d,Luis Willis,Alvés Furtado,Luis Willis,Alvés Furtado,Male,Willis Furtado,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Attacker,player,1997-09-04,France,7gww28djs405rfga69smki84o,182.0,10.0,active,no,France,7gww28djs405rfga69smki84o,NaN,NaN,left,Willis Furtado
6i2n7bcfphn89v0eccet2fop,Rasmus,Leislahti,Rasmus,Leislahti,Male,R. Leislahti,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2000-06-16,Finland,2u07e54v5dprsugdvddpq5ync,184.0,1.0,active,no,NaN,NaN,NaN,NaN,right,NaN
6iaszy97sphbfkhfxdwd93g15,Michael Olusoji,Ogungbaro,Michael,Ogungbaro,Male,M. Ogungbaro,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,1996-07-10,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,5.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
7gu42wcpqbolejfq3t5ea4161,Willian,Pozo-Venta Angell,Willian,Pozo,Male,W. Pozo,Cuba,ws166hrbk0nwte3ypn8mm36g,Attacker,player,1997-08-27,Cuba,ws166hrbk0nwte3ypn8mm36g,184.0,11.0,active,no,NaN,NaN,La Habana,76.0,right,NaN
84use7mb9ngwgnj1qy56j9yax,Valtteri Jussi Pekka,Vesiaho,Valtteri,Vesiaho,Male,V. Vesiaho,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1999-02-10,Finland,2u07e54v5dprsugdvddpq5ync,183.0,6.0,active,yes,NaN,NaN,Helsinki,NaN,right,NaN
8bk1u1zlolcgphg6dwdezdre,Juho,Lehtiranta,Juho,Lehtiranta,Male,J. Lehtiranta,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2002-09-27,Finland,2u07e54v5dprsugdvddpq5ync,NaN,14.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
8m0q0h2sea05ukg17ykbfzlgq,Nathael Kenzo,Ishii,Nathael,Ishii,Male,N. Ishii,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,1999-05-04,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,22.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
953p5u65skyng9hwq62zxgj8q,Matias,Niemelä,Matias,Niemelä,Male,M. Niemelä,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2002-03-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,25.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
9bd4vf4tdzfipobqzp2r7gbft,Matias,Paavola,Matias,Paavola,Male,M. Paavola,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2000-06-30,Finland,2u07e54v5dprsugdvddpq5ync,185.0,26.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
aiqmq08cx5jg3n97gnp5da47p,Lassi,Nurmos,Lassi,Nurmos,Male,L. Nurmos,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-07-24,Finland,2u07e54v5dprsugdvddpq5ync,176.0,3.0,active,no,NaN,NaN,Haukipudas,NaN,NaN,NaN
aksd92m1et7bs1miu6cfdcfyt,Matias Antero,Lindfors,Matias,Lindfors,Male,M. Lindfors,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1997-02-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,23.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
asxmxsrstdn3ll0d2z9ebvvmd,Miguel Ángel,Junco Martínez,Miguel Ángel,Junco Martínez,Male,Mika,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1993-03-18,Spain,49ih1pwv3ahshdf8uzrimi54c,175.0,29.0,active,no,NaN,NaN,Santander,75.0,NaN,Mika
bbdn714bofx0cbmha6zd3otii,Miska,Rautiola,Miska,Rautiola,Male,M. Rautiola,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1998-06-20,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
bbhlit8e3m7s5ozw080bn9x0q,Jussi,Leppälahti,Jussi,Leppälahti,Male,J. Leppälahti,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1986-08-22,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
bqmu5ivy58poeflzo7iw5mprd,Daan,Klinkenberg,Daan,Klinkenberg,Male,D. Klinkenberg,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1996-01-12,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,4.0,active,no,NaN,NaN,Beinsdorp,79.0,left,NaN
btr893a8ljoe8av97ji8kwr11,Aleksi,Tarvonen,Aleksi,Tarvonen,Male,A. Tarvonen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1994-07-19,Finland,2u07e54v5dprsugdvddpq5ync,181.0,9.0,active,no,NaN,NaN,NaN,68.0,NaN,NaN
cwkxk8jed2wura49njxrag5at,Simo,Roiha,Simo,Roiha,Male,S. Roiha,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1990-12-27,Finland,2u07e54v5dprsugdvddpq5ync,187.0,20.0,active,no,NaN,NaN,NaN,87.0,NaN,NaN
cwu85ftvfakdt5gstwtc3trai,Damiano Daniele,Pecile,Damiano,Pecile,Male,D. Pecile,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2002-04-11,Canada,1iaoypzp6syf32cz9l15pzp7e,183.0,18.0,active,no,NaN,NaN,Burnaby,77.0,right,NaN
cxkwg2vq69fmgsrzltmede7yt,David,Ramadingaye,David,Ramadingaye,Male,D. Ramadingaye,Chad,3ym55p50ylho3bfxpfmv9x5wb,Midfielder,player,1989-09-14,Finland,2u07e54v5dprsugdvddpq5ync,176.0,32.0,active,no,Finland,2u07e54v5dprsugdvddpq5ync,Oulu,69.0,NaN,NaN
d14nx1unv8mvz32e9tz9qecr8,Mikko,Viitsalo,Mikko,Vitsalo,Male,M. Viitsalo,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1989-10-12,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
dl6lfojhwzis2gboqxonxu904,Maksym,Zhuk,Maksym,Zhuk,Male,M. Zhuk,Ukraine,315w6fk6umfzf4qvba3t55u61,Goalkeeper,player,2003-08-18,Ukraine,315w6fk6umfzf4qvba3t55u61,191.0,33.0,active,yes,NaN,NaN,NaN,75.0,NaN,NaN
evhx6c4jwj43sc8ajh3apmxn9,Vesa Johannes,Laaksonen,Johannes,Laaksonen,Male,J. Laaksonen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1990-12-13,Finland,2u07e54v5dprsugdvddpq5ync,183.0,8.0,active,yes,NaN,NaN,Kotka,NaN,right,NaN
f2ab1zbzm717i2z80l869obqi,Nikolas,Talo,Nikolas,Talo,Male,N. Talo,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-03-24,Finland,2u07e54v5dprsugdvddpq5ync,NaN,34.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
1b0rwzo6ph64v5c00yajvgjmy,Eliton,Pardinho Toreta Júnior,Eliton,Pardinho Torreta Junior,Male,Eliton Júnior,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1998-01-26,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,181.0,10.0,active,no,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,Eliton Junior
289f8ysumkm0ilmx2z472cei2,Ibrahim,Cissé,Ibrahim,Cissé,Male,I. Cissé,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,1999-01-11,Côte d'Ivoire,tin6kf561ywonqan0mettr98,188.0,15.0,active,yes,NaN,NaN,Kounfao,84.0,right,NaN
2eibwkyep3uk1zbe1u1lyo4fe,Taneli,Hämäläinen,Taneli,Hämäläinen,Male,T. Hämäläinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-04-16,Finland,2u07e54v5dprsugdvddpq5ync,NaN,33.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2vvnbkdgeje34aivohozzvm5l,Arttu,Heinonen,Arttu,Heinonen,Male,A. Heinonen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1999-04-22,Finland,2u07e54v5dprsugdvddpq5ync,180.0,17.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2z3qtvpnuakbbzmwvhro4bbv9,Sixten,Boström,NaN,NaN,Male,S. Boström,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1963-09-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,yes,NaN,NaN,Helsinki,NaN,NaN,NaN
373sfhgbmoa3o5aua8595vufp,Jani,Honkavaara,Jani,Honkavaara,Male,J. Honkavaara,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1976-02-02,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
3alfw3kf3bv1d4g1dr93kxno4,Miilo,Pitkänen,Miilo,Pitkänen,Male,M. Pitkänen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2006-06-29,Finland,2u07e54v5dprsugdvddpq5ync,NaN,37.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
3k7jnqlybr19k9vqoktiqv0gk,Collins,Lusaka Sichenje,Collins,Sichenje,Male,C. Sichenje,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,Defender,player,2003-09-19,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,189.0,3.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
3ks64tr66jzzltk41xhgvui38,Onni,Viljamaa,Onni,Viljamaa,Male,O. Viljamaa,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2004-04-30,Finland,2u07e54v5dprsugdvddpq5ync,NaN,24.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
46ei03boc1jm6xt1x3fe4yq51,Jake Mario,Jervis,Jake,Jervis,Male,J. Jervis,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,1991-09-17,England,1fk5l4hkqk12i7zske6mcqju6,193.0,44.0,active,no,NaN,NaN,Wolverhampton,82.0,right,NaN
50pntfz4g78co2q68kno332z9,Jasse Sakari,Tuominen,Jasse,Tuominen,Male,J. Tuominen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1995-11-12,Finland,2u07e54v5dprsugdvddpq5ync,187.0,9.0,active,no,NaN,NaN,Lahti,74.0,right,NaN
591dk1t1d09awfh7pet4lgf84,Ivan,Dominić,Ivan,Dominic,Male,I. Dominić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2003-01-07,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,23.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
5irotktf4k5ynobf0zugdom0a,Clinton,Antwi,Clinton,Antwi,Male,C. Antwi,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1999-11-06,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,25.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
5skki9qedwo05d1scee0obu1h,Saku,Savolainen,Saku,Savolainen,Male,S. Savolainen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1996-08-13,Finland,2u07e54v5dprsugdvddpq5ync,183.0,6.0,active,yes,NaN,NaN,NaN,NaN,right,NaN
5u9vko9or6rpeadmjv69yg5jo,Tete,Yengi,Tete,Yengi,Male,T. Yengi,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,2000-11-28,Australia,u5ieemi69z72c3bgczyy68lo,197.0,23.0,active,no,England,1fk5l4hkqk12i7zske6mcqju6,Adelaide,83.0,right,NaN
6znjv9ltk2z3de1r6wweerz6x,Matar,Dieye,Matar,Dieye,Male,M. Dieye,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1998-01-10,Senegal,6hhqyhr5cwq2pfprlazyposyk,191.0,29.0,active,no,NaN,NaN,NaN,84.0,left,NaN
74m58jsznzu8l89b8h7rkh1bd,Christian Emil Tue,Jensen,Christian,Jensen,Male,C. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-03-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,20.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
74od0bd25ox7cv2sfmebf72s5,Anton,Popovitch,Anton,Popovitch,Male,A. Popovitch,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1996-07-11,Finland,2u07e54v5dprsugdvddpq5ync,185.0,14.0,active,no,Russia,7kfg68kh6n16fs4ap3xjiudr,Valkeakoski,64.0,right,NaN
89q9x7p2gfaqti89xc1obr5rd,Axel,Vidjeskog,Axel,Vidjeskog,Male,A. Vidjeskog,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2001-04-14,Finland,2u07e54v5dprsugdvddpq5ync,NaN,26.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
965y7z513tlxlsc19helfdffu,Tony,Miettinen,Tony,Miettinen,Male,T. Miettinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2002-09-23,Finland,2u07e54v5dprsugdvddpq5ync,NaN,38.0,active,no,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,NaN,NaN,NaN,NaN
9u9kdi0y3tqcj3h8i6h8kyled,Henri Olavi,Toivomäki,Henri,Toivomäki,Male,H. Toivomäki,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1991-02-21,Finland,2u07e54v5dprsugdvddpq5ync,184.0,22.0,active,no,NaN,NaN,Hyvinkää,78.0,right,NaN
a30y638aa4uo6vudqgrcjvpat,Joona,Veteli,Joona,Veteli,Male,J. Veteli,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1995-04-21,Finland,2u07e54v5dprsugdvddpq5ync,180.0,7.0,active,no,NaN,NaN,Kemi,73.0,NaN,NaN
aa40go6nrv6mpdny6zdc1jeg9,Jaakko Tapio,Oksanen,Jaakko,Oksanen,Male,J. Oksanen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2000-11-07,Finland,2u07e54v5dprsugdvddpq5ync,180.0,13.0,active,yes,NaN,NaN,Helsinki,77.0,right,NaN
aazw5ummp38ikc8f0jwojyktl,Urho,Nissilä,Urho,Nissilä,Male,U. Nissilä,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1996-04-04,Finland,2u07e54v5dprsugdvddpq5ync,174.0,10.0,active,no,NaN,NaN,Kuopio,69.0,both,NaN
aq8emkcjejbav0fys17iqv2ll,Justin,Bakker,Justin,Bakker,Male,J. Bakker,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-03-03,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,2.0,active,no,NaN,NaN,Amsterdam,74.0,left,NaN
b0nx02ox1748qfpgwf7i59vit,Pasi,Tuutti,Pasi,Tuutti,Male,P. Tuutti,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1979-03-21,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
b6uchs6rc43tlb0qj2tw3xzh1,Johannes,Kreidl,Johannes,Kreidl,Male,J. Kreidl,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,1996-03-07,Austria,hcs1bd49qliqqity6o268jyt,193.0,1.0,active,yes,NaN,NaN,NaN,86.0,right,NaN
c0ijcsbmjfnl0ldvkzqthz0iy,Seth,Saarinen,Seth,Saarinen,Male,S. Saarinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-05-05,Finland,2u07e54v5dprsugdvddpq5ync,NaN,18.0,active,yes,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,NaN,NaN,NaN
dkc69jkzi4e9ysgmwldz249as,Matias,Siltanen,Matias,Siltanen,Male,M. Siltanen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2007-03-29,Finland,2u07e54v5dprsugdvddpq5ync,NaN,28.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
dpegzp0t66wtgyc69v4rj6cyc,Samuli Rasmus,Miettinen,Samuli,Miettinen,Male,S. Miettinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-06-16,Finland,2u07e54v5dprsugdvddpq5ync,188.0,16.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
dssxj3ymyofvhfjgmpg1ftuga,Hemmo,Riihimäki,Hemmo,Riihimäki,Male,H. Riihimäki,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2003-06-03,Finland,2u07e54v5dprsugdvddpq5ync,NaN,12.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
dtp4jarpvexxmwc659ijk68ve,Gabriel,Bispo dos Santos,Gabriel,Bispo dos Santos,Male,Gabriel Bispo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1997-03-05,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,19.0,active,no,NaN,NaN,NaN,NaN,NaN,Gabriel Bispo
ekwr8l88dx3d2jvw2y7lyt7qi,Pyry,Lampinen,Pyry,Lampinen,Male,P. Lampinen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2002-03-07,Finland,2u07e54v5dprsugdvddpq5ync,176.0,11.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
u8remrfu8ug41xu71brhukmh,Sebastian,Dahlström,Sebastian,Dahlström,Male,S. Dahlström,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1996-11-05,Finland,2u07e54v5dprsugdvddpq5ync,180.0,8.0,active,no,NaN,NaN,Helsinki,NaN,NaN,NaN
17p2jqe16w5j9qh5f8yr80g7o,Oskari,Väistö,Oskari,Väistö,Male,O. Väistö,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-09-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
18p445rm69t2xc13vggv5oueh,Ville,Tikkanen,Ville,Tikkanen,Male,V. Tikkanen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1999-08-08,Finland,2u07e54v5dprsugdvddpq5ync,NaN,17.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
1vw6twdjys1rwby79jsf92tck,Miguel Antonio,Rodríguez Agurcia,Miguel,Rodríguez,Male,M. Rodríguez,Nicaragua,4of7fctqcqbj3rai95vd4jk26,Goalkeeper,player,2003-06-13,Nicaragua,4of7fctqcqbj3rai95vd4jk26,NaN,25.0,active,yes,NaN,NaN,Ocotal,NaN,NaN,NaN
1zud0qdtf6c6wzkgqhz6b94a1,Martti Mikael,Haukioja,Martti,Haukioja,Male,M. Haukioja,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1999-10-06,Finland,2u07e54v5dprsugdvddpq5ync,188.0,3.0,active,no,NaN,NaN,NaN,NaN,left,NaN
23ngtx061omtotnlvbzlgd3bo,Tuomas,Koivisto,Tuomas,Koivisto,Male,T. Koivisto,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-01-07,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2qks3nbpd8o6igkqjl9e4po4q,Babacar,Fati,Babacar,Fati,Male,Babacar Fati,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2000-02-01,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,6.0,active,yes,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,NaN,NaN,NaN,Babacar Fati
33va022bhya45v496wz8usn6y,Otto,Kemppainen,Otto,Kemppainen,Male,O. Kemppainen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-10-27,Finland,2u07e54v5dprsugdvddpq5ync,NaN,16.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
3c7clw4qjaatc4yle0s9149h,Markus,Uusitalo,Markus,Uusitalo,Male,M. Uusitalo,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1997-05-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,30.0,active,no,NaN,NaN,Espoo,NaN,NaN,NaN
3tpjeq8mn2sy9v6a8hcesp9wq,Tuomas,Kaukua,Tuomas,Kaukua,Male,T. Kaukua,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2000-10-13,Finland,2u07e54v5dprsugdvddpq5ync,176.0,19.0,active,yes,NaN,NaN,NaN,NaN,right,NaN
49zml10hvn7jqpoxr1nh0l27e,Weslen Júnior,Faustino de Melo,Weslen Júnior,Faustino de Melo,Male,Weslen Júnior,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1999-11-12,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,7.0,active,no,NaN,NaN,NaN,NaN,NaN,Weslen Júnior
4a8qjfagq2xr6wqsv875jth0q,Vertti,Hänninen,Vertti,Hänninen,Male,V. Hänninen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-06-01,Finland,2u07e54v5dprsugdvddpq5ync,NaN,28.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
4yxmgubsmsvwacumvkbg5aiqy,Matias,Vainionpää,Matias,Vainionpää,Male,M. Vainionpää,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-10-02,Finland,2u07e54v5dprsugdvddpq5ync,NaN,4.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
50hdx94sn7xqvim615ruj6k2c,Lewis,Bush,Lewis,Bush,Male,L. Bush,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,NaN,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
56k105nhacidtllq47rv36g44,Ibrahim,Cissé,Ibrahim,Cisse,Male,I. Cissé,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,2003-12-06,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,15.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
5ojtb45gyd00i0chyku6btuxh,Jaime José,Moreno Ciorciari,Jaime,Moreno,Male,J. Moreno,Nicaragua,4of7fctqcqbj3rai95vd4jk26,Attacker,player,1995-03-30,Venezuela,1er0616j12s9yghuzvsx76d5v,183.0,9.0,active,yes,Venezuela,1er0616j12s9yghuzvsx76d5v,Puerto La Cruz,82.0,NaN,NaN
62idwr1q06p7sk9tqfsa31dlg,Eemeli,Honkola,Eemeli,Honkola,Male,E. Honkola,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-01-28,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
7ddd7xvczzdgiy94c0uqh4ve1,Murilo,Henrique de Araujo Santos,Murilo Henrique,de Araujo Santos,Male,Murilo Henrique,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1995-12-02,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,11.0,active,no,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,NaN,Murilo Henrique
9b817au9f9cqsycf8pcb940ve,Nooa Hamzah,Laine,Nooa Hamzah,Laine,Male,Nooa Laine,Malaysia,2nkhuc4d9vq5llknmxpa0wbhy,Midfielder,player,2002-11-22,Finland,2u07e54v5dprsugdvddpq5ync,176.0,23.0,active,no,Finland,2u07e54v5dprsugdvddpq5ync,NaN,77.0,right,Nooa Laine
9d5y2h37atuod2wqlqfax2ru2,Samson Ebuka,Obioha,Samson,Ebuka,Male,S. Obioha,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1999-11-29,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,27.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
