id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,status,active,weight,endDate,knownName
9tk51jm5jw6h1tn753ktf5a8k,Darius Ionuț,Paharnicu,Darius,Paharnicu,Male,D. Paharnicu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2005-04-10,Galați,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,12.0,2021-01-01Z,active,no,NaN,2025-07-30Z,NaN
a39opt3hogu8nsl9dbr77zgq2,Vadik,Murria Soriano,Vadik,Murria,Male,Vadik Murria,Spain,49ih1pwv3ahshdf8uzrimi54c,Russia,7kfg68kh6n16fs4ap3xjiudr,Defender,player,2001-09-03,Soneja,Spain,49ih1pwv3ahshdf8uzrimi54c,188.0,NaN,5.0,2025-07-16Z,active,no,80.0,2025-12-24Z,NaN
a3kcss3qeo6fatk4yufk4wbh0,Ștefan Daniel,Bană,Stefan,Bana,Male,Ș. Bană,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2004-10-29,Băilești,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,11.0,2025-06-19Z,active,yes,NaN,2026-06-30Z,NaN
aqmbmuslee5hhe1dn4sdvi99m,Julián Andres,Bonilla Tovar,Julián,Bonilla,Male,J. Bonilla,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Defender,player,1996-11-21,Bogotá,Colombia,6kby8rq1p01fg5ds38ckkrcs5,192.0,left,3.0,2025-01-15Z,active,yes,84.0,NaN,NaN
c8f27ynacud4dz99rhjt3l04,Matei,Frunză,Matei,Frunza,Male,M. Frunză,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2006-03-12,București,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,NaN,30.0,2025-07-12Z,active,yes,NaN,NaN,NaN
caczqvr2l880frsd32nbjorxm,André Miguel,Pinto Lopes,André Miguel,Pinto Lopes,Male,Andrézinho,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Attacker,player,1996-12-01,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,174.0,right,7.0,2025-07-01Z,active,yes,58.0,NaN,Andrézinho
ckgsp6mkhwy3kabyr4aqioafp,Pedro Nuno,Fernandes Ferreira,Pedro Nuno,Fernandes Ferreira,Male,Pedro Nuno,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Midfielder,player,1995-01-13,Figueira da Foz,Portugal,1nbm5i9a0403zzvltn17lxinc,174.0,right,27.0,2025-08-21Z,active,yes,68.0,NaN,Pedro Nuno
czaot9rtt67egvxja6xs72ig9,Christian Kendji,Wagatsuma Ferreira,Christian Kendji,Wagatsuma Ferreira,Male,Kazu,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,2000-03-18,Maringá (PR),Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,176.0,left,88.0,2025-06-27Z,active,yes,72.0,NaN,Kazu
dcaso2vxa9rhq9f2uu7kufjzd,Victor,Naicu,Victor,Naicu,Male,V. Naicu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,1973-10-29,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-01-17Z,active,yes,NaN,NaN,NaN
ytwk9cens2p0yruslz72dn85,Milen,Zhivkov Zhelev,Milen,Zhelev,Male,M. Zhelev,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,NaN,Defender,player,1992-07-15,NaN,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,NaN,2.0,2023-06-19Z,active,yes,NaN,NaN,NaN
15waxp2s2sccz6nr2fmait3sa,Aldaír,Caputa Ferreira,Aldaír,Caputa Ferreira,Male,Aldaír,Angola,3k53bkrjx5zsxchc6e3mcd834,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,1998-03-26,Luanda,Angola,3k53bkrjx5zsxchc6e3mcd834,175.0,left,8.0,2024-01-16Z,active,yes,68.0,NaN,Aldaír
23o79a82f29qtrjj17ivo1btg,Narcis Cosmin,Ilaș,Narcis,Ilas,Male,N. Ilaș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2007-03-27,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,73.0,2025-07-01Z,active,yes,NaN,NaN,NaN
3gsvsgy8lf95thw96fi1y189g,David Mirel,Ciurel,David,Ciurel,Male,D. Ciurel,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-07-26,Lugoj,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,20.0,2025-07-16Z,active,yes,NaN,NaN,NaN
3gx5ignwbo7d4q8mzy6i6byeh,Sebastian Árpád,Mailat,Sebastian,Mailat,Male,S. Mailat,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,1997-12-12,Timişoara,Romania,17oj2qrzqlkhdjvazum10sx2i,173.0,right,7.0,2025-07-01Z,active,yes,NaN,NaN,NaN
3jff6egen3zi0i5emfof1fuok,Luca Mario,Popa,Luca,Popa,Male,L. Popa,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2005-12-14,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,190.0,NaN,16.0,2025-04-05Z,active,yes,NaN,NaN,NaN
3l8o8bclm3jqun22tfsprwv6d,Hervin,Scicchitano Ongenda,Hervin,Ongenda,Male,H. Ongenda,France,7gww28djs405rfga69smki84o,NaN,NaN,Attacker,player,1995-06-24,Paris,France,7gww28djs405rfga69smki84o,171.0,right,26.0,2024-09-06Z,active,yes,62.0,NaN,NaN
3phaickpero80gdbg5bxfzhg4,Alin,Ciobanu,Alin,Ciobanu,Male,A. Ciobanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2008-02-16,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,13.0,2023-07-01Z,active,yes,NaN,NaN,NaN
3tuaik0yt50goyo00m1hewqy2,George Alexandru,Cîmpanu,George,Cîmpanu,Male,G. Cîmpanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2000-10-08,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,77.0,2025-01-01Z,active,yes,NaN,NaN,NaN
55n6r4atn5ejueiwz68hagaac,Adams,Friday,Adams,Friday,Male,A. Friday,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Midfielder,player,2002-11-23,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,12.0,2023-08-13Z,active,yes,NaN,NaN,NaN
58vlioxqr80y2jywn3ys4zgiy,John Charles,Petro,Charles,Petro,Male,C. Petro,Malawi,4u57ibmgq0277hizshm4bfa3n,NaN,NaN,Defender,player,2001-02-08,NaN,Malawi,4u57ibmgq0277hizshm4bfa3n,NaN,NaN,28.0,2023-01-17Z,active,yes,NaN,NaN,NaN
59yjxsks1zbg91or6k1sme4lx,Luka,Kukić,Luka,Kukic,Male,L. Kukić,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Goalkeeper,player,1996-05-16,Mostar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,189.0,NaN,1.0,2024-02-23Z,active,yes,NaN,NaN,NaN
5rzmu6szitr1b7mbp815hqfis,Gabriel Eugen,David,Gabriel,David,Male,G. David,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2003-02-11,Botoșani,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,33.0,2022-01-23Z,active,yes,NaN,NaN,NaN
62kuc93kkx23pme7481jkm4x6,Enzo Adrián,López,Enzo,López,Male,E. López,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Attacker,player,1998-03-10,Paraná,Argentina,2vovxa97k7v7ofa85dah2xktb,181.0,right,9.0,2024-02-01Z,active,yes,74.0,NaN,NaN
6wazu2d5n98gcgo879ou0usph,Leo-Florian,Grozavu,Leontin,Grozavu,Male,L. Grozavu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,coach,1967-08-19,Ilișești,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-01-17Z,active,yes,NaN,NaN,NaN
74yhcgmul19at95twfbmw5s7o,Zoran,Mitrov,Zoran,Mitrov,Male,Z. Mitrov,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2002-01-29,Timișoara,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,NaN,11.0,2024-01-16Z,active,yes,NaN,NaN,NaN
7d416c2khkrla17neoac33s9h,Enriko,Papa,Enriko,Papa,Male,E. Papa,Albania,17zsm8shejejls2on1ffil3op,NaN,NaN,Midfielder,player,1993-03-12,Kuçovë,Albania,17zsm8shejejls2on1ffil3op,178.0,right,67.0,2025-01-08Z,active,yes,NaN,NaN,NaN
8l77nt77uaaveedzext5cbcnp,Giannis,Anestis,Giannis,Anestis,Male,G. Anestis,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,Goalkeeper,player,1991-03-09,Chalkida,Greece,6lpgd60z890no2v46zdecrcss,198.0,right,99.0,2024-10-01Z,active,yes,93.0,NaN,NaN
8og5oteudjv9r0ae10lhs5a3u,Miguel,Muñoz Fernández,Miguel,Muñoz,Male,Miguel Muñoz,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Defender,player,1996-11-22,Madrid,Spain,49ih1pwv3ahshdf8uzrimi54c,182.0,right,18.0,2025-07-24Z,active,yes,73.0,NaN,NaN
8zfk08r7jf5esl9ethe2hqehh,Romario,Sandu Benzar,Romario,Benzar,Male,R. Benzar,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1992-03-26,Timișoara,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,right,20.0,2023-09-05Z,active,no,79.0,2025-09-05Z,NaN
96by80ybl789qzad9x7csxez8,George Andrei,Gligor,George,Gligor,Male,G. Gligor,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2004-12-13,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,70.0,2023-07-27Z,active,no,NaN,2025-11-05Z,NaN
9atu0taf4r5uw7bm299en2bbp,George Andrei,Miron,Andrei,Miron,Male,A. Miron,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1994-05-28,Galaţi,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,right,4.0,2024-01-16Z,active,yes,80.0,NaN,NaN
9bgzn8tdgfb79bwliy50au5pm,Michael,Pavlovič,Michael,Pavlovic,Male,M. Pavlovič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Defender,player,2001-06-12,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,3.0,2024-06-18Z,active,yes,NaN,NaN,NaN
ak2p1ryk06emr2ggol77s1k9h,Mihai Cătălin,Bordeianu,Mihai,Bordeianu,Male,M. Bordeianu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1991-11-18,Flămânzi,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,NaN,37.0,2025-07-01Z,active,yes,NaN,NaN,NaN
aljhkiu6wpt7kxdsqbu458xk9,Elhadji Pape Djibril,Diaw,Djibril,Diaw,Male,D. Diaw,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Defender,player,1994-12-31,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,191.0,left,23.0,2025-08-25Z,active,yes,91.0,NaN,NaN
aso5obys6za8cledj6znyrxm1,Ioan Andrei Vasile,Dumiter,Andrei,Dumiter,Male,A. Dumiter,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,1999-04-10,Timişoara,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,41.0,2025-07-01Z,active,yes,NaN,NaN,NaN
ayd9fi9c163ubap387nn6tryt,Alexandru,Țigănașu,Alexandru,Tiganasu,Male,A. Țigănașu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1990-06-12,Săveni,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,left,30.0,2019-07-01Z,active,yes,74.0,NaN,NaN
ayp3wwf60y7nvfcdtwrwzhnv8,Șerban Petru,Tomache,Serban,Tomache,Male,Ș. Tomache,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2004-02-07,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2022-02-01Z,active,yes,NaN,NaN,NaN
bplo4giinn7s95b56jj4chvkk,Răzvan,Bogdan Creţ,Razvan,Cret,Male,R. Creţ,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2006-05-29,Oradea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,5.0,2025-07-01Z,active,yes,NaN,NaN,NaN
bxpfnmwurpg1l4mxe3zp132tw,Denis Șerban,Ștefan,Denis,Stefan,Male,D. Ștefan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2006-08-09,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,15.0,2024-07-14Z,active,yes,NaN,NaN,NaN
cx9926sciirvu06gtbf75g3dg,Antonio Mihai,Dumitru,Antonio,Dumitru,Male,Antonio Dumitru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2004-11-02,Târgoviște,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,right,19.0,2025-06-17Z,active,yes,NaN,NaN,Antonio Dumitru
de52jdw4z5pzmt2f1scp50xgq,Riad,Šuta,Riad,Suta,Male,R. Šuta,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,Defender,player,2002-06-29,Mostar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,6.0,2025-07-01Z,active,yes,NaN,NaN,NaN
dklj80wget5dxl7y8rwyv6ju1,Rijad,Sadiku,Rijad,Sadiku,Male,R. Sadiku,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,Defender,player,2000-01-18,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,187.0,right,44.0,2022-08-19Z,active,yes,NaN,NaN,NaN
dqxh3f9qy6lhrwabvnbb6erro,Andrei Dan,Dumitru,Andrei,Dumitru,Male,Andrei Dumitru,Canada,1iaoypzp6syf32cz9l15pzp7e,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2006-10-28,Toronto,Canada,1iaoypzp6syf32cz9l15pzp7e,185.0,right,22.0,2025-08-10Z,active,yes,82.0,NaN,Andrei Dumitru
f3kan9j9zame1m8jz9848h6cq,Ștefan,Bodișteanu,Stefan,Bodisteanu,Male,Ș. Bodișteanu,Moldova,389mdnq78a55g2gr040a3mmtj,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2003-02-01,Chișinău,Moldova,389mdnq78a55g2gr040a3mmtj,176.0,NaN,10.0,2024-07-10Z,active,yes,65.0,NaN,NaN
f4m4arf3drdgp851d3gyoy385,Andrei Alexandru,Patache,Andrei,Patache,Male,A. Patache,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,1987-10-29,Botoșani,Romania,17oj2qrzqlkhdjvazum10sx2i,174.0,right,NaN,2023-11-04Z,active,yes,69.0,NaN,NaN
vp6h0xp021cxx19930t67omi,Ștefan Călin,Pănoiu,Stefan,Panoiu,Male,Ș. Pănoiu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2002-09-23,Râmnicu Vâlcea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,17.0,2024-08-12Z,active,yes,NaN,NaN,NaN
w05u9zw2tnm9cojdgr8jv36d,Mykola,Kovtaliuk,Mykola,Kovtalyuk,Male,M. Kovtaliuk,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,Attacker,player,1995-04-26,Sambir,Ukraine,315w6fk6umfzf4qvba3t55u61,191.0,right,25.0,2025-07-30Z,active,yes,87.0,NaN,NaN
16oqpcy7w0d6j3hmx08sdcv84,Alexandru Andrei,Ionică,Andrei,Ionica,Male,A. Ionică,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2005-03-02,Călinești,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,right,80.0,2025-07-01Z,active,no,NaN,2025-07-30Z,NaN
1bog0vr2yja84z1zviy6wpjbo,Godwin,Udosen,Godwin,Udosen,Male,G. Udosen,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Midfielder,player,2008-03-03,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,188.0,both,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN
21kiyrclsze4durklsbobc8h5,Maxime,Sivis,Maxime,Sivis,Male,M. Sivis,France,7gww28djs405rfga69smki84o,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,1998-04-01,Cholet,France,7gww28djs405rfga69smki84o,173.0,right,27.0,2024-07-17Z,active,yes,73.0,NaN,NaN
2hiyhf4glh8unh2tsbb1fjx0p,Hakim Djamel,Abdallah,Hakim,Abdallah,Male,H. Abdallah,Madagascar,4pidpq12frm06h0wij6mzhhdz,France,7gww28djs405rfga69smki84o,Attacker,player,1998-01-09,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,19.0,2023-07-01Z,active,no,NaN,2025-07-19Z,NaN
45a4nzekrld37gb8pzux7d7je,Valentin Constantin,Țicu,Valentin,Ticu,Male,V. Țicu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2000-09-19,Ploieşti,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2026-01-02Z,active,yes,NaN,NaN,NaN
4o8chmedmg833c4dw5plg68t0,Vadym,Kyrychenko,Vadim,Kyrycsenko,Male,V. Kyrychenko,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,Attacker,player,2006-01-06,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,37.0,2025-07-01Z,active,no,NaN,2025-07-30Z,NaN
4vp7lb9jk5ma0b1xwg63hgjys,Costin Gabriel,Ungureanu,Costin Gabriel,Ungureanu,Male,C. Ungureanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,NaN,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,33.0,2025-10-23Z,active,yes,NaN,NaN,NaN
5ga4ehs6vzvm6vugcoltfkaok,Cristian Petrișor,Mihai,Cristian,Mihai,Male,C. Mihai,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2004-09-23,Arad,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,21.0,2025-06-17Z,active,yes,NaN,NaN,NaN
5h0wtfhr24simiuow5aur0zdg,Adrian Iulian,Caragea,Adrian,Caragea,Male,A. Caragea,Romania,17oj2qrzqlkhdjvazum10sx2i,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2005-09-07,Jaen,Spain,49ih1pwv3ahshdf8uzrimi54c,182.0,right,24.0,2024-06-18Z,active,yes,NaN,NaN,NaN
5sdp0dekxh3yk27g7u8n6blzo,Denis,Oncescu,Denis,Oncescu,Male,D. Oncescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2004-06-29,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,91.0,2025-07-01Z,active,yes,NaN,NaN,NaN
61vazuq6eeaciayw367yoqswl,Vhakka Eddy Stelh,Gnahoré,Eddy,Gnahoré,Male,E. Gnahoré,France,7gww28djs405rfga69smki84o,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,1993-11-14,Villeneuve-la-Garenne,France,7gww28djs405rfga69smki84o,188.0,right,8.0,2024-01-17Z,active,yes,85.0,NaN,NaN
6a0e28nxlyyw7ghe4wzumlzh1,Stipe,Perica,Stipe,Perica,Male,S. Perica,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Attacker,player,1995-07-07,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,192.0,right,18.0,2025-02-02Z,active,yes,76.0,NaN,NaN
723vjb07tcxgdesziiawxeln8,Yanis Nikolas,Neculai,NaN,NaN,Male,Y. Neculai,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,NaN,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-01Z,active,no,NaN,2025-07-30Z,NaN
74inmxz61pi3efqsd9seh8l5g,Luca Mario,Bărbulescu,Luca,Barbulescu,Male,L. Bărbulescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2007-03-31,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,48.0,2025-06-17Z,active,yes,NaN,NaN,NaN
74wy8c4dt4d5y0mu6oxksegb8,Alexandru-Simion,Tabuncic,Alexandru,Tabuncic,Male,A. Tabuncic,Moldova,389mdnq78a55g2gr040a3mmtj,NaN,NaN,Defender,player,2006-05-27,NaN,Moldova,389mdnq78a55g2gr040a3mmtj,NaN,NaN,13.0,2025-07-11Z,active,yes,NaN,NaN,NaN
7ae28gzy0373ldpixxk8oqhd6,Răzvan Bogdan,Paşcalău,Razvan,Pascalau,Male,R. Paşcalău,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2004-05-05,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,189.0,right,5.0,2024-06-18Z,active,no,NaN,2025-09-07Z,NaN
7az1r6wu957mdjrhkqnfrzgno,Believe Maapia,Peter,NaN,NaN,Male,M. Peter,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2006-01-06,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,2025-07-01Z,active,no,NaN,2025-08-01Z,NaN
7g1w8k9tdur51i1zrx4t8f5cl,Georgi,Ventsislavov Milanov,Georgi,Milanov,Male,G. Milanov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,NaN,Midfielder,player,1992-02-19,Levski,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,184.0,left,17.0,2024-01-19Z,active,yes,70.0,NaN,NaN
7m7gf7bm3durxzcwgfi09v8k4,Yanis Ilie,Găgeatu,Yanis,Gageatu,Male,Y. Găgeatu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2006-07-11,Craiova,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,39.0,2025-07-01Z,active,no,NaN,2025-09-10Z,NaN
7qirhp2v0034pkiwvnmsfd785,Dévis Rogers,Epassy Mboka,Dévis,Epassy,Male,D. Epassy,Cameroon,4eb9feio6u267dd1jcwaf38mt,France,7gww28djs405rfga69smki84o,Goalkeeper,player,1993-02-02,Soisy-sous-Montmorency,France,7gww28djs405rfga69smki84o,187.0,right,1.0,2025-07-09Z,active,yes,77.0,NaN,NaN
8dfudq63tw7kvz8xrz8wupi50,Alexandru Marian,Musi,Alexandru,Musi,Male,A. Musi,Romania,17oj2qrzqlkhdjvazum10sx2i,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2004-07-17,București,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,right,7.0,2025-06-17Z,active,yes,70.0,NaN,NaN
8i410v0ey2ccoxmxfj9uvyh62,Iulius Andrei,Mărginean,Andrei,Marginean,Male,A. Mărginean,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2001-07-03,Zlatna,Romania,17oj2qrzqlkhdjvazum10sx2i,190.0,right,90.0,2025-07-01Z,active,yes,NaN,NaN,NaN
8j64s5gyqv5pzazq9596vx6hg,Cristian Mihail,Licsandru,Cristian,Licsandru,Male,C. Licsandru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2003-03-27,Ploiești,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,6.0,2024-04-10Z,active,yes,NaN,NaN,NaN
92pqeimoc3gxnb3pjfpzwbaad,Željko,Kopić,Zeljko,Kopic,Male,Ž. Kopić,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,coach,1977-09-10,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,2023-12-01Z,active,yes,NaN,NaN,NaN
97zx7hqzq6b910fpr7tc21nu1,Raul Marian,Opruț,Raul,Oprut,Male,R. Opruț,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1998-01-04,Caransebeș,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,left,3.0,2025-06-17Z,active,yes,78.0,NaN,NaN
990xw7pn0jvwpszq4u1wf8tg4,Vlad Alexandru,Serafim,Vlad,Serafim,Male,V. Serafim,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-10-27,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,36.0,2025-07-01Z,active,no,NaN,2025-08-09Z,NaN
9pw4tu24nj31uqjcpn1s9u6dx,Jordan,Ikoko,Jordan,Ikoko,Male,J. Ikoko,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,France,7gww28djs405rfga69smki84o,Defender,player,1994-02-03,Montereau,France,7gww28djs405rfga69smki84o,177.0,right,32.0,2025-07-09Z,active,yes,60.0,NaN,NaN
9tbs38kwcxzwyq1rrqmawk6j8,Adrian,Mazilu,Adrian,Mazilu,Male,A. Mazilu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2005-09-13,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,left,19.0,2025-08-31Z,active,yes,NaN,NaN,NaN
9z0xcc7yot7royqle0nn6fdn9,Daniel Charles,Armstrong,Danny,Armstrong,Male,D. Armstrong,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1997-10-11,Taunton,England,1fk5l4hkqk12i7zske6mcqju6,175.0,left,77.0,2025-07-01Z,active,yes,70.0,NaN,NaN
akzudb6jd4ye9vgjo21fyfrbo,Matei,Marin,Matei,Marin,Male,M. Marin,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2006-05-19,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-09-03Z,active,no,NaN,2025-09-05Z,NaN
ap1c2hgwlh8a9exwhxyn23dp0,Casian Ștefan,Soare,Casian,Soare,Male,C. Soare,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2006-11-24,Sibiu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,both,22.0,2025-01-20Z,active,yes,NaN,NaN,NaN
