id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,foot,shirtNumber,startDate,endDate,status,active,placeOfBirth,height,weight,knownName
6yj6hm3d1szk4jjh5k2u9awwk,Simone,Pozzato,Simone,Pozzato,Male,S. Pozzato,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2004-10-18,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-02-02Z,2024-08-30Z,active,no,Vicenza,NaN,NaN,NaN
77rlcutvhuyfqy2308p3uen10,Fabio,Abiuso,Fabio,Abiuso,Male,F. Abiuso,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2003-02-02,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,90.0,2025-02-03Z,2025-06-30Z,active,yes,NaN,185.0,77.0,NaN
7gd80qladpxaxxdo9imc4nc2x,Giorgio,Altare,Giorgio,Altare,Male,G. Altare,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1998-08-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,26.0,2025-01-27Z,2028-06-30Z,active,yes,Bergamo,190.0,75.0,NaN
7hip0grdm805meud4ddz1c1rd,Gianluca,Cristaldi,Gianluca,Cristaldi,Male,G. Cristaldi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,assistant coach,1977-01-25,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-08-30Z,2024-12-09Z,active,no,NaN,NaN,NaN,NaN
7jgh8oyi458ci81c4s049wyqx,Marco,Curto,Marco,Curto,Male,M. Curto,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1999-01-05,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,2.0,2025-01-24Z,2025-06-30Z,active,yes,Napoli,191.0,75.0,NaN
7pg3pp94ogsdq07gr7285lyc4,Andrey,Nikolaev Krastev,Andrey,Krastev,Male,A. Krastev,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,NaN,Goalkeeper,player,2008-08-04,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,right,34.0,2025-02-14Z,NaN,active,yes,Burgas,NaN,NaN,NaN
7xsr4dtwqzu8zxp8m8tanidxw,Simone,Leonardi,Simone,Leonardi,Male,S. Leonardi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2005-07-18,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,34.0,2024-01-13Z,2025-02-03Z,active,no,Catania,NaN,NaN,NaN
8h5f35tia4ew3ngevsfs4znkk,Paolo,Vismara,Paolo,Vismara,Male,P. Vismara,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2003-03-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,1.0,2024-08-08Z,2025-02-03Z,active,no,NaN,195.0,75.0,NaN
8m40wao3p52gtklegqx07w7h1,Antonio,Barreca,Antonio,Barreca,Male,A. Barreca,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1995-03-18,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,3.0,2023-07-18Z,2025-02-03Z,active,no,Torino,183.0,70.0,NaN
93237ztqyi3r4hu3rmgzrgudx,Marco,Silvestri,Marco,Silvestri,Male,M. Silvestri,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1991-03-02,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,33.0,2024-08-31Z,2025-01-30Z,active,no,Castelnovo nè Monti,191.0,80.0,NaN
98ggh2a4bh6i2w67xeyqp2dbd,Giuseppe,Sibilli,Giuseppe,Sibilli,Male,G. Sibilli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1996-08-07,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,33.0,2025-01-31Z,2025-06-30Z,active,yes,Napoli,180.0,77.0,NaN
9ejageyf74hgdw1n0uvnbc74k,Giovanni,Leoni,Giovanni,Leoni,Male,G. Leoni,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2006-12-21,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,5.0,2024-07-01Z,2024-08-27Z,active,no,NaN,189.0,76.0,NaN
9h01w81t6g5f5owrtipn9ybpx,Simone,Romagnoli,Simone,Romagnoli,Male,S. Romagnoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1990-02-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,6.0,2024-07-21Z,2025-06-30Z,active,yes,Cremona,193.0,85.0,NaN
9ik51limpi4f3blp1r60hb27d,Rémi,Oudin,Rémi,Oudin,Male,R. Oudin,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,1996-11-18,France,7gww28djs405rfga69smki84o,left,20.0,2025-01-24Z,2027-06-30Z,active,yes,Châlons-en-Champagne,185.0,79.0,NaN
9jx56wcoj1htd69i749wfwkx5,Samuele,Perisan,Samuele,Perisan,Male,S. Perisan,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1997-08-21,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,13.0,2025-01-30Z,2025-06-30Z,active,yes,San Vito al Tagliamento,192.0,84.0,NaN
9qk1hoxri8dee6yat0cateqxh,M'Baye Babacar,Niang,M'Baye,Niang,Male,M. Niang,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,1994-12-19,France,7gww28djs405rfga69smki84o,right,19.0,2025-01-15Z,NaN,active,yes,Meulan-en-Yvelines,184.0,75.0,NaN
9t01rxgvs04cvdxh4f28mnyl1,Fabio,Borini,Fabio,Borini,Male,F. Borini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1991-03-29,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,16.0,2023-07-10Z,NaN,active,yes,Bentivoglio,180.0,73.0,NaN
a06hyhphwys08jn6jc7saxv6c,Nicholas,Scardigno,Nicholas,Scardigno,Male,N. Scardigno,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2006-01-24,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,12.0,2024-07-01Z,NaN,active,yes,Messina,189.0,NaN,NaN
a5osbwnlrkpg8tcsw6rjobutx,Andrea,Sottil,Andrea,Sottil,Male,A. Sottil,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1974-01-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-08-30Z,2024-12-11Z,active,no,Venaria Reale,NaN,NaN,NaN
a8r2b7wlaaj5ru0xenmkvoixh,Massimo,Coda,Massimo,Coda,Male,M. Coda,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1988-11-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,9.0,2024-07-12Z,NaN,active,yes,Cava de' Tirreni,184.0,72.0,NaN
acu7qab9ahj23mp51qk0pknp,Nicholas,Ioannou,Nicholas,Ioannou,Male,N. Ioannou,Cyprus,3om8cj5nhmq1rzzkykubm5icj,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1995-11-10,Cyprus,3om8cj5nhmq1rzzkykubm5icj,left,44.0,2024-08-01Z,2025-06-30Z,active,yes,Limassol,183.0,75.0,NaN
aii9ha4ztnxw3e4f1uipt3s6i,Alessandro Pio,Riccio,Alessandro Pio,Riccio,Male,A. Riccio,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2002-02-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,5.0,2024-08-28Z,NaN,active,yes,NaN,187.0,78.0,NaN
at56dg2cbdhcr0dt7q75u6p04,Leon,Zeqiraj,Leon,Zeqiraj,Male,L. Zeqiraj,Kosovo,86u6edbqifdjsn49mbp2anw7p,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-07-02,Germany,36min0qztu8eydwvpv8t1is0m,both,32.0,2024-07-01Z,NaN,active,yes,NaN,190.0,NaN,NaN
awpcf5w245iug4znjqctuebpx,Nicola,Ravaglia,Nicola,Ravaglia,Male,N. Ravaglia,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1988-12-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,30.0,2020-09-01Z,2025-02-03Z,active,no,Forlì,184.0,75.0,NaN
b54gn7o2rtmrryskbk33wbztg,Mateo,Breivik Fisher,Mateo,Fisher,Male,M. Fisher,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Defender,player,2007-04-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,right,35.0,2025-01-10Z,NaN,active,yes,NaN,194.0,NaN,NaN
b8oi3tf2wrx8g1ngnmtlmqtbd,Antonino,La Gumina,Antonino,La Gumina,Male,A. La Gumina,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1996-03-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,20.0,2024-07-01Z,2025-01-09Z,active,no,Palermo,182.0,78.0,NaN
bqxiylgm0j7z6q08vzkh41syx,Matteo,Stoppa,Matteo,Stoppa,Male,M. Stoppa,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2000-09-27,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,19.0,2024-07-01Z,2024-08-30Z,active,no,Biella,NaN,NaN,NaN
bwidvw0d22al8ohttylbvn28k,Simone,Giordano,Simone,Giordano,Male,S. Giordano,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2001-12-21,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,21.0,2023-07-01Z,2025-01-07Z,active,no,Genova,184.0,76.0,NaN
cxb8ue6jhyzcnacu7k4jy2ne1,Ronaldo Augusto,Vieira Nan,Ronaldo,Vieira,Male,R. Vieira,England,1fk5l4hkqk12i7zske6mcqju6,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Midfielder,player,1998-07-19,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,right,4.0,2023-07-01Z,NaN,active,yes,Bissau,178.0,70.0,NaN
cyu70p2aieaij86ksctr8dj4k,Nicolò,Uberti,Nicolò,Uberti,Male,N. Uberti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2004-07-25,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-02-16Z,2024-08-30Z,active,no,NaN,NaN,NaN,NaN
d0k6m51gk0fkn205rtj32sb9w,Mattia,Vitale,Mattia,Vitale,Male,M. Vitale,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2004-10-17,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-07-01Z,2024-08-30Z,active,no,NaN,NaN,NaN,NaN
d8cxurdt9g5gezqlfwae7ooru,Melle,Meulensteen,Melle,Meulensteen,Male,M. Meulensteen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1999-07-04,Netherlands,6hzi5pltnz67q4la8yli9qfv6,right,17.0,2024-07-25Z,NaN,active,yes,Boxmeer,184.0,76.0,NaN
e2tgmngp5fa465yi3ma6qhhqs,Estanislau,Pedrola Fortuny,Estanislau,Pedrola Fortuny,Male,Estanis Pedrola,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Attacker,player,2003-08-24,Spain,49ih1pwv3ahshdf8uzrimi54c,right,11.0,2024-07-01Z,2025-02-03Z,active,no,Cambrils,185.0,78.0,Estanis Pedrola
e3n7v3gpc0bxjfxnaz5pqzllg,Luca,Polli,Luca,Polli,Male,L. Polli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2004-04-05,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-07-01Z,2024-08-30Z,active,no,Bolzano,NaN,NaN,NaN
eaxihdqxqyuwj24q3klhkb85w,Samuel,Ntanda-Lukisa,Samuel,Ntanda,Male,S. Ntanda,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2005-06-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,43.0,2023-06-03Z,2024-08-30Z,active,no,NaN,NaN,NaN,NaN
egtk22pcg0u2j4xt0y9qp8m0a,Leonardo,Benedetti,Leonardo,Benedetti,Male,L. Benedetti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2000-06-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,80.0,2023-07-01Z,NaN,active,yes,NaN,182.0,76.0,NaN
eiiwft9lsmromhp5tspds1ses,Davide,Veroli,Davide,Veroli,Male,D. Veroli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2003-01-29,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,72.0,2024-08-10Z,2025-06-30Z,active,yes,Ancona,188.0,76.0,NaN
i4yzdkusjs6qn4v06oxj6qxh,Lorenzo,Venuti,Lorenzo,Venuti,Male,L. Venuti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1995-04-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,18.0,2024-07-18Z,NaN,active,yes,Montevarchi,180.0,76.0,NaN
jk8n72zhngmdw2ek47zx7f11,Bartosz,Bereszyński,Bartosz,Bereszynski,Male,B. Bereszyński,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Defender,player,1992-07-12,Poland,27baqb7359ywdvsxxklx1kn11,right,24.0,2024-07-01Z,NaN,active,yes,Poznań,183.0,77.0,NaN
14ab3po6xw9nh7pzga824hy0a,Filippo Maria,Pittarello,Filippo,Pittarello,Male,F. Pittarello,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1996-10-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,90.0,2024-07-25Z,2025-06-30Z,active,yes,Padova,185.0,NaN,NaN
18kxf07sv48gca9wsvpt8gd4a,Ludovico,Gelmi,Ludovico,Gelmi,Male,L. Gelmi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2001-05-02,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,25.0,2025-01-17Z,2025-06-30Z,active,yes,NaN,NaN,NaN,NaN
18yip8wsirmu6s0idhvapnaad,Marco,D'Alessandro,Marco,D'Alessandro,Male,M. D'Alessandro,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1991-02-17,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,70.0,2024-08-30Z,NaN,active,yes,Roma,173.0,71.0,NaN
1o73y64cb8wd3kehw4tqv6x91,Fabio,Caserta,Fabio,Caserta,Male,F. Caserta,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1978-09-24,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-07-05Z,NaN,active,yes,Melito di Porto Salvo,180.0,71.0,NaN
1r35ds2obqkw03f7hfpfsqqui,Giacomo,Quagliata,Giacomo,Quagliata,Male,G. Quagliata,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2000-02-19,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,3.0,2025-01-18Z,2025-06-30Z,active,yes,Palermo,177.0,63.0,NaN
299oqmvn46kq6863opnmj9w,Francesco,Karol Maiolo,Francesco,Maiolo,Male,F. Maiolo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2007-04-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,61.0,2024-07-01Z,NaN,active,yes,NaN,184.0,NaN,NaN
2cajtnsze4786hxetb0b4yj11,Tommaso,Biasci,Tommaso,Biasci,Male,T. Biasci,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1994-11-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,28.0,2022-07-01Z,NaN,active,yes,San Giuliano Terme,182.0,NaN,NaN
2katt0cvxr3e1yp4ysp1rr8fe,Giovanni,Volpe,Giovanni,Volpe,Male,G. Volpe,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2002-07-13,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,77.0,2024-07-13Z,2025-01-03Z,active,no,Napoli,NaN,NaN,NaN
3evexszkkjtw95uvevxw5pm21,Marco,Pompetti,Marco,Pompetti,Male,M. Pompetti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2000-05-22,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,21.0,2023-07-01Z,NaN,active,yes,Pescara,176.0,70.0,NaN
3g5otiyvry7bckl524r22iqui,Mattia,Compagnon,Mattia,Compagnon,Male,M. Compagnon,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2001-11-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,7.0,2024-07-15Z,2025-06-30Z,active,yes,NaN,171.0,NaN,NaN
3na1nldzg38ermwsn8ya8o6c4,Marcello,Piras,Marcello,Piras,Male,M. Piras,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2004-08-21,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,2.0,2024-07-01Z,2025-01-06Z,active,no,NaN,190.0,NaN,NaN
4y8pwqsza1i0ajso1gxk61qz9,Andrea,Dini,Andrea,Dini,Male,A. Dini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1996-02-20,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,1.0,2024-07-19Z,2025-01-17Z,active,no,Cattolica,184.0,78.0,NaN
4zdd98fzvctloekbfsge7xzsa,Riccardo,Turicchia,Riccardo,Turicchia,Male,R. Turicchia,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2003-02-05,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,3.0,2024-07-31Z,2025-01-16Z,active,no,Imola,184.0,NaN,NaN
53kuvlizyc26oitfbb6p1mhas,Gabriel,Arditi,Gabriel,Arditi,Male,G. Arditi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2006-10-13,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,91.0,2025-04-11Z,NaN,active,yes,Reggio Calabria,172.0,NaN,NaN
61hqgbqwak3oel4i492t4n2l1,Mario,Šitum,Mario,Situm,Male,M. Šitum,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Defender,player,1992-04-04,Croatia,37hlakrwxyuzovaeoo4sezusp,right,92.0,2022-09-01Z,NaN,active,yes,Zagreb,177.0,76.0,NaN
6zerxodnjkvpko1ogfwd2hgyc,Rareş Andrei,Ilie,Rares,Ilie,Male,R. Ilie,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2003-04-19,Romania,17oj2qrzqlkhdjvazum10sx2i,right,8.0,2025-01-24Z,2025-06-30Z,active,yes,București,185.0,75.0,NaN
7aveyn9mclotzw9zzt7eb1uqd,Nicolò,Brighenti,Nicolò,Brighenti,Male,N. Brighenti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1989-08-01,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,23.0,2022-07-16Z,NaN,active,yes,Bussolengo,178.0,75.0,NaN
81y9a8b70uo6s47mo0k46e0yy,Federico,Bonini,Federico,Bonini,Male,F. Bonini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2001-08-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,6.0,2024-07-15Z,2025-06-30Z,active,yes,Massa,185.0,NaN,NaN
8ltc4bscapk9ykqkml19iyeol,Jacopo,Petriccione,Jacopo,Petriccione,Male,J. Petriccione,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1995-02-22,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,10.0,2024-01-25Z,NaN,active,yes,Gorizia,186.0,76.0,NaN
8vqodsq1l2m5ublbnp6xtdq1g,Alfonso,Rizzuto,Alfonso,Rizzuto,Male,A. Rizzuto,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2004-07-07,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,12.0,2021-09-01Z,2024-08-22Z,active,no,NaN,NaN,NaN,NaN
8wt051ikhoooxmzbrb21pyms5,Salvatore,Accursi,Salvatore,Accursi,Male,S. Accursi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,assistant coach,1978-02-03,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-07-05Z,NaN,active,yes,Locri,186.0,80.0,NaN
8ybjql42v2hzfx10nh3996wb8,Riccardo,Pagano,Riccardo,Pagano,Male,R. Pagano,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2004-11-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,24.0,2024-07-26Z,2025-06-30Z,active,yes,Tivoli,175.0,NaN,NaN
936uvis6fa5dc0tnlkf6rpgwl,Andrea,La Mantia,Andrea,La Mantia,Male,A. La Mantia,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1991-05-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,19.0,2024-08-30Z,2025-06-30Z,active,yes,Marino,190.0,81.0,NaN
9l9c2ao30e78jy9u565vwuvbo,Cristian,Aloisio,Cristian,Aloisio,Male,C. Aloisio,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2008-02-25,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,33.0,2025-03-28Z,NaN,active,yes,NaN,NaN,NaN,NaN
9voekt8gmx6qkolwj3xazx2j8,Christian,Corradi,Christian,Corradi,Male,C. Corradi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2005-02-21,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,82.0,2025-02-03Z,2025-06-30Z,active,yes,NaN,190.0,83.0,NaN
a2rjxibqk9d2yatzz2dx04nx0,Demba,Seck,Demba,Seck,Male,D. Seck,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,2001-02-10,Senegal,6hhqyhr5cwq2pfprlazyposyk,left,29.0,2024-08-20Z,2025-06-30Z,active,yes,Guédiawaye,190.0,76.0,NaN
a55wyjsw93jemkb2sq9toh2vp,Stefano,Scognamillo,Stefano,Scognamillo,Male,S. Scognamillo,Italy,25f2cmb2r8mk5rj92tzer6kvv,Russia,7kfg68kh6n16fs4ap3xjiudr,Defender,player,1994-05-04,Russia,7kfg68kh6n16fs4ap3xjiudr,right,14.0,2021-08-03Z,NaN,active,yes,Sankt-Peterburg,183.0,NaN,NaN
a7sgbnxjjlkaw13mwc7aley21,Enrico,Brignola,Enrico,Brignola,Male,E. Brignola,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1999-07-08,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,17.0,2023-07-01Z,2025-02-03Z,active,no,Caserta,180.0,72.0,NaN
a9uld1bh33t6dtz3qco6knjzd,Simone,Pontisso,Simone,Pontisso,Male,S. Pontisso,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1997-03-20,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,20.0,2022-07-05Z,NaN,active,yes,San Daniele del Friuli,184.0,74.0,NaN
ar2ne2k5hhhlmmnvek9hlbkd1,Luka,Krajnc,Luka,Krajnc,Male,L. Krajnc,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Defender,player,1994-09-19,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,left,32.0,2023-08-23Z,2024-09-07Z,active,no,Ptuj,187.0,86.0,NaN
avlpzi62l8zll11bhxhlbcxqt,Pietro,Iemmello,Pietro,Iemmello,Male,P. Iemmello,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1992-03-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,9.0,2022-07-08Z,NaN,active,yes,Catanzaro,186.0,78.0,NaN
d66zz1skk9ekn23b3glyz225m,Andrea,Ceresoli,Andrea,Ceresoli,Male,A. Ceresoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2003-03-25,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,27.0,2024-08-09Z,2025-02-03Z,active,no,NaN,177.0,NaN,NaN
d67bnz0mjtm4urgozt84ab71m,Nicolò,Buso,Nicoló,Buso,Male,N. Buso,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2000-02-01,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,45.0,2024-08-27Z,2025-06-30Z,active,yes,Treviso,176.0,NaN,NaN
dgpeulo81jiws5zua2okfsu1g,Gabriel Giacinto,Rafele,Giacint,Rafele,Male,G. Rafele,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2005-06-08,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,63.0,2024-05-04Z,NaN,active,yes,NaN,186.0,NaN,NaN
dt8fn83chgvokyo98mlvguuax,Mamadou,Coulibaly,Mamadou,Coulibaly,Male,M. Coulibaly,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Midfielder,player,1999-03-02,Senegal,6hhqyhr5cwq2pfprlazyposyk,right,80.0,2024-08-30Z,NaN,active,yes,Thies,183.0,75.0,NaN
du1u4pei042uevpn0j3i1t7md,Mirko,Pigliacelli,Mirko,Pigliacelli,Male,M. Pigliacelli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1993-06-30,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,22.0,2024-07-16Z,NaN,active,yes,Roma,184.0,83.0,NaN
e3o8o5b5sxbjd2s17w14rmga,Tommaso,Cassandro,Tommaso,Cassandro,Male,T. Cassandro,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2000-01-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,84.0,2024-08-21Z,2025-06-30Z,active,yes,Dolo,185.0,75.0,NaN
edaw98sy1kz8b2f8lsrx1y1gp,Matias,Antonini Lui,Matias,Antonini,Male,Matias Antonini,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1998-04-09,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,right,4.0,2024-01-21Z,NaN,active,yes,Porto Alegre,191.0,82.0,NaN
er54jhqxgadjbl53bpmgjdz4k,Edoardo,Borrelli,Edoardo,Borrelli,Male,E. Borrelli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2004-07-23,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,99.0,2023-07-26Z,NaN,active,yes,Roma,187.0,80.0,NaN
