id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,status,active,shortFirstName,shortLastName,placeOfBirth,foot,endDate,secondNationality,secondNationalityId,knownName
48ol3s0iff4t2dwah72oon2tw,Tomáš,Buchvaldek,Male,T. Buchvaldek,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2002-10-12,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,22.0,2025-07-21Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4ca5gdkj9g34op6vdk5rj5my2,Lukáš,Endl,Male,L. Endl,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2003-06-17,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,36.0,2025-08-15Z,active,yes,Lukás,Endl,NaN,NaN,2026-06-30Z,NaN,NaN,NaN
4fa76tep2ca1r03vokdzgbsh5,Adrián,Slávik,Male,A. Slávik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-04-12,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,2025-06-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53esz84pfvicb6dj9gw6s4jqh,Martin,Šulek,Male,M. Šulek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-01-15,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,65.0,18.0,2025-07-10Z,active,yes,Martin,Sulek,Trenčín,NaN,NaN,NaN,NaN,NaN
57ieklwt78roetp55kcgiczu2,Alexander,Mojžiš,Male,A. Mojžiš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-01-02,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,82.0,2.0,2024-02-03Z,active,yes,Alexander,Mojzis,Krupina,NaN,NaN,NaN,NaN,NaN
58l0v9fir69gpbtfdgsh4rk0k,Martin,Bačík,Male,M. Bačík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2007-03-07,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,15.0,2025-07-23Z,active,yes,Martin,Bacík,NaN,NaN,NaN,NaN,NaN,NaN
5dl5nz5hp5lazq2pnru8slnh0,David,Jackuliak,Male,D. Jackuliak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-08-02,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,86.0,13.0,2025-07-01Z,active,yes,David,Jackuliak,NaN,NaN,NaN,NaN,NaN,NaN
5nq8a77t1enm36la314v0h5ka,Oliver,Luterán,Male,O. Luterán,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-09-06,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,73.0,4.0,2021-01-01Z,active,yes,Oliver,Luterán,Kendice,right,NaN,NaN,NaN,NaN
5nrmy96rd53lt1lob9q0zaynd,Marián,Chobot,Male,M. Chobot,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-08-31,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,NaN,20.0,2023-07-20Z,active,yes,Marián,Chobot,Topoľčany,left,NaN,NaN,NaN,NaN
5on7xtjzijxmmc9lgld14wsx6,Timotej,Múdry,Male,T. Múdry,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2000-04-04,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,6.0,2023-06-16Z,active,yes,Timotej,Múdry,NaN,NaN,NaN,NaN,NaN,NaN
5zlm5c7bgdms0370tbxewxeqx,Ondřej,Šašinka,Male,O. Šašinka,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1998-03-21,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,81.0,38.0,2025-07-31Z,active,yes,Ondrej,Sasinka,NaN,left,NaN,NaN,NaN,NaN
7nolt983cv10muw69tyqh6t7u,Patrik,Leitner,Male,P. Leitner,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-02-07,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,2025-07-01Z,active,yes,Patrik,Leitner,NaN,NaN,NaN,NaN,NaN,NaN
7rm486tjegylupfinowalv4lw,Tomáš,Král,Male,T. Král,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2004-10-26,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,83.0,5.0,2025-09-08Z,active,yes,Tomás,Král,NaN,NaN,2026-06-30Z,NaN,NaN,NaN
7zp84rnke5blo9z4rkug0m5ed,Martin,Chrien,Male,M. Chrien,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1995-09-08,Slovakia,7dybe8679n9bgyrcxi383pq3y,188.0,80.0,10.0,2022-08-30Z,active,yes,Martin,Chrien,Banská Bystrica,right,NaN,NaN,NaN,NaN
8i6qvsnql164tc432z7q0445w,Dominik,Ťapaj,Male,D. Ťapaj,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-05-10,Slovakia,7dybe8679n9bgyrcxi383pq3y,193.0,85.0,1.0,2022-01-01Z,active,yes,Dominik,Tapaj,NaN,NaN,NaN,NaN,NaN,NaN
8qo2ay0eobs7lyol641ljiv2t,Daniel,Köstl,Male,D. Köstl,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-05-23,Czechia,5md5tpwr2nmqao528prx43jr7,188.0,81.0,16.0,2024-06-15Z,active,yes,Daniel,Köstl,NaN,NaN,NaN,NaN,NaN,NaN
948hkubnsmkrwesqk0ylmvkr9,Ondřej,Smetana,Male,O. Smetana,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1982-09-04,Czechia,5md5tpwr2nmqao528prx43jr7,198.0,94.0,NaN,2025-04-08Z,active,yes,Ondrej,Smetana,Ostrava - Vítkovice,NaN,NaN,NaN,NaN,NaN
98iq8bnn6wbcfaim9yc7hzlsk,Lukáš,Fila,Male,L. Fila,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-01-07,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,67.0,NaN,2025-09-08Z,active,yes,Lukás,Fila,NaN,right,2026-06-30Z,NaN,NaN,NaN
9n54ox1i7fskj6esi9h8xvfqi,Alexander,Selecký,Male,A. Selecký,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-10-08,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,71.0,28.0,2021-07-16Z,active,yes,Alexander,Selecký,NaN,NaN,NaN,NaN,NaN,NaN
aepfg6oyeyfxw5pyq62zfo0a2,Adam,Tučný,Male,A. Tučný,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2002-05-21,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,72.0,17.0,2022-07-01Z,active,yes,Adam,Tucny,Dunajská Streda,NaN,NaN,NaN,NaN,NaN
an42om3qvdrdni1fte93q4zx1,Peter,Tomko,Male,P. Tomko,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,assistant coach,1984-05-01,Slovakia,7dybe8679n9bgyrcxi383pq3y,188.0,85.0,NaN,2023-10-24Z,active,yes,Peter,Tomko,NaN,NaN,NaN,NaN,NaN,NaN
bes2338p41qjcga6bs5q4zitw,Samuel,Grygar,Male,S. Grygar,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-08-09,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,25.0,2025-07-15Z,active,yes,Samuel,Grygar,NaN,NaN,2026-06-30Z,NaN,NaN,NaN
byyv7bl9m3sh4on62lvuc11bd,Jan,Hladík,Male,J. Hladík,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1993-09-21,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,75.0,14.0,2023-09-06Z,active,yes,Jan,Hladík,NaN,NaN,NaN,NaN,NaN,NaN
c62viv3wvtsmc6m8yh64byj8p,Marko,Kelemen,Male,M. Kelemen,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2000-04-29,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,75.0,26.0,2025-07-01Z,active,yes,Marko,Kelemen,Rožňava,NaN,NaN,NaN,NaN,NaN
ce4u3ot9a2z4i7bsuf0ir61yi,Martin,Gomola,Male,M. Gomola,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-01-08,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,19.0,2024-06-15Z,active,yes,Martin,Gomola,NaN,NaN,NaN,NaN,NaN,NaN
cegvtqj8897ggq8tg63m3pjo,Giuliano Antonio,Marek,Male,G. Marek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-03-05,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,23.0,2025-07-01Z,active,no,Giuliano,Marek,NaN,NaN,2025-09-06Z,NaN,NaN,NaN
e5ifxbnnw1cusmhnh18sge2vo,Patrik,Jevos,Male,P. Jevos,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2007-08-20,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ellfertz7z7nftuv5pl4ukh9m,Kristóf,Domonkos,Male,K. Domonkos,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1998-08-17,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,73.0,8.0,2022-01-03Z,active,yes,Kristóf,Domonkos,Galanta,NaN,NaN,NaN,NaN,NaN
eq8r2oz3d20atrubbgvigedxw,Dávid,Húska,Male,D. Húska,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2003-09-30,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,34.0,2025-01-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1b2m4zad7wyzenhffh69krpbd,David,Oulehla,Male,D. Oulehla,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1983-09-26,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,2024-09-03Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1c2chlc4b6b98wmjqmfwul711,Martin,Nagy,Male,M. Nagy,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1990-09-05,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,71.0,18.0,2018-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1lzqnhtefu81ttvcpe6a4e6l1,Damián,Bariš,Male,D. Bariš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-12-09,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,75.0,27.0,2025-07-01Z,active,yes,Damián,Baris,Trenčín,right,NaN,NaN,NaN,NaN
1sl3e9ggat5c4trxtnbtjoqcq,Niko,Vukančić,Male,N. Vukančić,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-02-16,Germany,36min0qztu8eydwvpv8t1is0m,186.0,81.0,44.0,2025-07-23Z,active,no,Niko,Vukancic,Hannover,left,2025-09-11Z,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
1xq8r9g0n0zp1augg3wrihlg5,Martin,Junas,Male,M. Junas,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1996-03-09,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,84.0,39.0,2018-03-27Z,active,yes,NaN,NaN,NaN,right,NaN,NaN,NaN,NaN
218jan56ksky7oqrakbci8962,Adam,Gaži,Male,A. Gaži,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-03-01,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,NaN,25.0,2024-02-08Z,active,yes,Adam,Gazi,NaN,NaN,NaN,NaN,NaN,NaN
2tim10de6mjduagwk6r8dcrca,Lukáš,Šimko,Male,L. Šimko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-06-30,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,2.0,2025-06-20Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3fywyjkdfmfso47rbwv8r9gd0,Šimon,Beňa,Male,S. Beňa,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,1.0,2025-08-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
417pgu52k0kpuqk56tp11wzu2,Martin,Mášík,Male,M. Mášík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-01-08,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,72.0,19.0,2017-10-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4i7dd05oy00jxibiziqxkc9d6,Lukáš,Leginus,Male,L. Leginus,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2000-04-24,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,71.0,2024-06-15Z,active,yes,Lukás,Leginus,NaN,NaN,NaN,NaN,NaN,NaN
53wk65c7o2wgykzq7q2e4n4h6,Mário,Hollý,Male,M. Hollý,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2000-04-25,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,74.0,22.0,2018-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575otdgx03uptp8eufj1dmi38,Michal,Gulíšek,Male,M. Gulíšek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-08-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5nb31ongtpuay1rn17e7e9coa,Petr,Pudhorocký,Male,P. Pudhorocký,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2001-06-13,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,17.0,2025-01-25Z,active,yes,Petr,Pudhorocky,NaN,NaN,2026-06-30Z,NaN,NaN,NaN
6sdt0s0rs32ng3ohq67krgx04,Adam,Ravas,Male,A. Ravas,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2007-11-27,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,21.0,2024-09-13Z,active,yes,NaN,NaN,NaN,right,NaN,NaN,NaN,NaN
72ixyt1sslnz7qadoiwxl58bu,Tomáš,Smejkal,Male,T. Smejkal,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1998-07-07,Czechia,5md5tpwr2nmqao528prx43jr7,176.0,65.0,24.0,2025-01-25Z,active,yes,Tomás,Smejkal,NaN,NaN,NaN,NaN,NaN,NaN
7gnxkbi9lqsxd7lgkkjk37179,Roman,Potočný,Male,R. Potočný,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1991-04-25,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,80.0,91.0,2025-07-23Z,active,yes,Roman,Potocny,Roudnice nad Labem,NaN,NaN,NaN,NaN,NaN
7lpe0cmrran5r7uqb0vamj3f8,Marek,Švec,Male,M. Švec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-12-31,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,2025-07-03Z,active,yes,Marek,Svec,NaN,NaN,NaN,NaN,NaN,NaN
8iyjpvoaxz8zy0pp8ueaidgx5,Mario,Šuver,Male,M. Šuver,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1999-09-23,Germany,36min0qztu8eydwvpv8t1is0m,186.0,87.0,23.0,2025-01-25Z,active,yes,Mario,Suver,Stuttgart,both,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN
9n6cczdnnmgfvhgxk6wqfob11,Michal,Ranko,Male,M. Ranko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1994-02-19,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,76.0,5.0,2023-07-01Z,active,yes,NaN,NaN,Trenčín,NaN,NaN,NaN,NaN,NaN
a0eof0c5ifjrxf1nbyfropdjp,Erik,Daniel,Male,E. Daniel,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1992-02-04,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,75.0,77.0,2025-08-29Z,active,yes,Erik,Daniel,Bratislava,right,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN
alnhvswa0mkn6ls9x2fomlexh,Adam,Morong,Male,A. Morong,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1993-06-16,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,NaN,9.0,2023-01-04Z,active,yes,Adam,Morong,Galanta,NaN,NaN,NaN,NaN,NaN
as9w12k4pcyxfkpuvtld9skph,Martin,Černek,Male,M. Černek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1994-12-30,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b0mehh1xcp7wkpb0u9oefyr4l,Oliver,Podhorín,Male,O. Podhorín,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1992-07-06,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,73.0,20.0,2022-07-01Z,active,yes,NaN,NaN,Michalovciach,NaN,NaN,NaN,NaN,NaN
c28hzqnfij7iarhugnygwaqj9,Maurizio,Macorig,Male,M. Macorig,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-04-08,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,4.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
dk9ecr9edakhzf3xxynn0qjqi,Erik,Riška,Male,E. Riška,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2002-04-09,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,93.0,33.0,2025-07-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dl90d850oatu4vm24jwq00il0,Michal,Hornáček,Male,M. Hornáček,Slovakia,7dybe8679n9bgyrcxi383pq3y,Unknown,player,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dnzbafthal4rwaudpc54ew5m2,Samuel,Sul'a,Male,S. Sul'a,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2000-04-12,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,13.0,2025-07-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ebr9v3bqkf7c6vqmtekn802ui,Sean-Andreas,Seitz,Male,S. Seitz,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2002-03-30,Germany,36min0qztu8eydwvpv8t1is0m,177.0,67.0,10.0,2025-07-01Z,active,yes,Sean-Andreas,Seitz,Karlsruhe,right,NaN,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
eh68vlclvqqtjt3it7sk0y8rt,Marek,Fábry,Male,M. Fábry,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1998-08-07,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,86.0,11.0,2024-06-15Z,active,yes,Marek,Fábry,Nitra,right,NaN,NaN,NaN,NaN
2c82zo4uxt5hsojmq5eoxbytw,Dávid,Petrík,Male,D. Petrík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-06-14,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-07-01Z,active,yes,Dávid,Petrík,NaN,NaN,NaN,NaN,NaN,NaN
2epom5c0lfo6kxj7pqvz8m6zt,Abdul Musa,Zubairu,Male,A. Zubairu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,1998-10-03,Nigeria,63pvdwrsiq5b07mzi8igqei9p,162.0,62.0,4.0,2023-09-01Z,active,yes,Abdul,Zubairu,NaN,NaN,NaN,NaN,NaN,NaN
3bepm9aue2iygu0hln7faasr8,Lazar,Zaknič,Male,L. Zaknič,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2004-03-16,Serbia,5w4ve503bjdsshwx9ho6jxzx0,192.0,83.0,NaN,2025-09-05Z,active,yes,Lazar,Zaknic,Beograd,right,NaN,NaN,NaN,NaN
3l9tawvteu62tvyy8ontwyln8,Adam,Žulevič,Male,A. Žulevič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2007-09-14,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,97.0,2024-07-01Z,active,no,NaN,NaN,NaN,NaN,2025-08-01Z,NaN,NaN,NaN
3s6h7ah3aw6x091rky1zu3tka,Samuel Antonio,Ramos Linares,Male,Samuel Ramos,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2000-08-18,Spain,49ih1pwv3ahshdf8uzrimi54c,184.0,NaN,21.0,2024-01-22Z,active,yes,Samuel,Ramos,Santa Cruz de Tenerife,left,NaN,NaN,NaN,NaN
3y1hr2kxzhzcmv1dllixjbo5w,Artúr,Musák,Male,A. Musák,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Midfielder,player,2005-10-17,Ukraine,315w6fk6umfzf4qvba3t55u61,182.0,NaN,55.0,2023-07-01Z,active,no,NaN,NaN,NaN,NaN,2025-09-05Z,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN
4n1s49nvjwknaqepz9nk6okyc,Henry Franck,Bahi,Male,F. Bahi,Guinea,4i9sg55wigitrfx7290f59ceo,Defender,player,1999-12-20,Guinea,4i9sg55wigitrfx7290f59ceo,180.0,NaN,12.0,2023-07-11Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54vrwxfvshcftu7ffssh1reac,Luka,Lemishko,Male,L. Lemishko,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,2006-08-20,Ukraine,315w6fk6umfzf4qvba3t55u61,187.0,NaN,NaN,2025-07-04Z,active,yes,NaN,NaN,Lviv,right,NaN,NaN,NaN,NaN
5jd3xi68273u2xl2d1gsonc2d,Lukáš,Pauschek,Male,L. Pauschek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1992-12-09,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,78.0,25.0,2025-07-01Z,active,yes,Lukás,Pauschek,Bratislava,right,NaN,NaN,NaN,NaN
5vodunnkte79ynloneecnr190,Orestis,Kalemi,Male,O. Kalemi,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,2006-03-09,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,NaN,2025-08-01Z,active,no,NaN,NaN,NaN,NaN,2025-08-30Z,Albania,17zsm8shejejls2on1ffil3op,NaN
65bqjqjk6iq391jo1wkqxxm2,Gytis,Paulauskas,Male,G. Paulauskas,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,Attacker,player,1999-09-27,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,NaN,NaN,9.0,2025-07-08Z,active,yes,Gytis,Paulauskas,Vilnius,NaN,NaN,NaN,NaN,NaN
6t5oxqh51c5n135n742u1qkt1,Kingsley,Madu,Male,K. Madu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,1995-12-12,Nigeria,63pvdwrsiq5b07mzi8igqei9p,174.0,79.0,13.0,2025-01-25Z,active,yes,Kingsley,Madu,Kaduna,left,NaN,NaN,NaN,NaN
7df6qaqpcx2den2tkq1qfi5be,Alden,Šuvalija,Male,A. Šuvalija,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,2002-03-03,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,37.0,2025-01-25Z,active,no,Alden,Suvalija,NaN,NaN,2025-08-01Z,NaN,NaN,NaN
7rqcv7y6zuzt0atl86srsww2y,José Ángel,López López,Male,J. López,Mexico,5trdr3jf42i20zj1hnkvcytr6,Attacker,player,1999-08-25,Mexico,5trdr3jf42i20zj1hnkvcytr6,175.0,70.0,11.0,2025-08-07Z,active,yes,José,López,Coatzacoalcos,NaN,NaN,NaN,NaN,NaN
7zmtrgppv7pv6kbxz7tff31n8,Yushi,Shimamura,Male,Y. Shimamura,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,1999-12-20,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,8.0,2022-02-18Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82lo0di4kinipycvz4zhl7ld5,Martin,Bednár,Male,M. Bednár,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-04-22,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,79.0,66.0,2023-06-16Z,active,yes,Martin,Bednar,Prešov,right,NaN,NaN,NaN,NaN
86iv7jtj1e50c7vnvopoph6mt,Stanislav,Danko,Male,S. Danko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-03-17,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,73.0,51.0,2023-07-22Z,active,yes,NaN,NaN,Michalovce,NaN,NaN,NaN,NaN,NaN
87gc1djnk9bvenuhgmw84f3rp,Anton,Šoltís,Male,A. Šoltís,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1976-02-05,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,73.0,NaN,2024-06-28Z,active,yes,NaN,NaN,Košice,NaN,NaN,NaN,NaN,NaN
91bl9clvc316uzmuajpzljljp,Ondrej,Duda,Male,O. Duda,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,assistant coach,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2021-04-30Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aekbf0mi3il1ts0s2xlheolqs,Kai Omoko,Brosnan,Male,K. Brosnan,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,2002-04-28,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,7.0,2025-07-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ahc80yrizqhc61yxl97sw1fro,William Joseph,François,Male,W. François,Mauritius,7cypj0lbirqhd1l81ulhflstr,Midfielder,player,2004-12-02,Mauritius,7cypj0lbirqhd1l81ulhflstr,NaN,NaN,6.0,2025-07-01Z,active,yes,William,François,NaN,NaN,NaN,NaN,NaN,NaN
c1fcxha3l058brl1925muv2l1,Adam,Jakubech,Male,A. Jakubech,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1997-01-02,Slovakia,7dybe8679n9bgyrcxi383pq3y,188.0,85.0,16.0,2025-02-06Z,active,yes,Adam,Jakubech,Presov,right,NaN,NaN,NaN,NaN
cflltphsio8xaxhuhn70wx4gl,Igor,Žofčák,Male,I. Žofčák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1983-04-10,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,75.0,10.0,2025-07-01Z,active,no,Igor,Zofcák,Michalovce,right,2025-08-25Z,NaN,NaN,NaN
