id,firstName,lastName,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,status,active,shirtNumber,dateOfBirth,height,foot,shortFirstName,shortLastName,weight,knownName,placeOfBirth,secondNationality,secondNationalityId
6jbpnskcz72y537pbcv18ihp0,Balder,Nelson Stensgaard,B. Stensgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,29.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
873lse3pewccqdb2momyrcatx,Sylvester,Seeger-Hansen,S. Seeger-Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,7.0,1994-12-05,185.0,NaN,NaN,NaN,72.0,NaN,NaN,NaN,NaN
8c0qyjp37al7m4xfitzg802s4,Salieu,Drammeh,S. Drammeh,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,active,yes,11.0,2003-03-28,175.0,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8ll08tkes05hih5mifoavavh1,Kristian,Ladewig Lindberg,K. Lindberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,18.0,1994-02-14,184.0,right,Kristian,Lindberg,76.0,NaN,NaN,NaN,NaN
94wpbfvyrpdjnc07o8a145lw4,Christoffer,Balle,C. Balle,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1988-05-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9aa2zm54ixqzfr6d9wqj61ous,Jacob,Iskov,J. Iskov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a81g8xrxrgcs6b5biubgwbpat,Rasmus Steen,Louie Larsen,R. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,21.0,1993-04-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aajgld24isoem1ycoysyxxp1w,Zamir,Aliji,Z. Aliji,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,26.0,2004-02-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aqu5be6chv7po7mweyd9qod1w,David,Koch Christensen,D. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,12.0,2004-09-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b3hm1h1i1x2e4m804ybryi4no,Rasmus,Grønne Jensen,R. Grønne Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,16.0,1994-08-16,195.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bn5dujfa2rw4th59gfgp5i2hg,Henrik,Gundersen,H. Gundersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bnup4zkh2r8sijnykdyo306xg,Zakaria,Alla,Z. Alla,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
clazfivk2850835j2bahjsvmc,Gustav,Overgaard Hansen,G. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,5.0,2003-07-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dd9o9mk9pzx9t2dbe2hzf8xec,Rasmus,Nilsson,R. Nilsson,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,27.0,2002-10-21,NaN,NaN,Rasmus,Nilsson,NaN,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i
eowpr79sfpcb8yf20hui8npt6,Tobias,Noer,T. Noer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,8.0,1998-07-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ep98hmm7897632br9z6dz61w4,Emil,Schou Jørgensen,E. Schou Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,3.0,1998-09-25,194.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eqo7kpjasmbr9knlqu2v2iaz8,Diyar,Avci,D. Avci,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,19.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
exc26xocm6togxx5e3wqhezv8,Marius,Rybner,M. Rybner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,17.0,2004-05-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f24nl7rfcka36awwfta5a4o2x,Mikkel,Foged Hansen,M. Foged,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,22.0,1999-03-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pk215j3sugum6r9wp6y1uf3d,Viktor Emil,Anker,V. Anker,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1.0,1998-01-10,194.0,NaN,Viktor,Anker,NaN,NaN,NaN,NaN,NaN
1j48dmn5tafd2gp4rjmjlbm6s,Muhammad,Huzaifa Khan,Muhammad Huzaifa,Pakistan,4pjfgdjadjcfgts4nljt6mh0s,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,23.0,2006-08-05,NaN,NaN,Muhammad,Huzaifa Khan,NaN,Muhammad Huzaifa,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i
2gxvele61txnvuc7sxszfqaga,Jacob,Haahr Steffensen,J. Haahr,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,5.0,2002-03-10,NaN,NaN,Jacob,Haahr,NaN,NaN,NaN,NaN,NaN
2pm5oqzyonn0dysa5nszgq3xm,Hans Christian,Bonnesen,H. Bonnesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,14.0,2001-03-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2z8p2izfjojv8t2p99xgbzeuh,Peter,Jul Hoffenzits Nielsen,P. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,15.0,1996-03-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36ti12xtnape00fss5swtib6c,Magnus,Ravn Thøfner,M. Ravn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,NaN,2003-01-06,181.0,left,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4aoxqvupucqudpoohslnvv85w,Louis,Keita,L. Keita,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4uzrikmx400kp0cyembxbrfh0,Zilas,Hughes Grandt,Z. Grandt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,28.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5416jjjb46eql3zcokf4i45ck,Mikka,Basse Jr. Heller,M. Heller,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,19.0,2004-09-18,193.0,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5lg73st9i1lo7vduvkaxaxbf8,Otto,Dupont,O. Dupont,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2.0,2002-02-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5s6gqsxhvveb5h5rbql3mpgbt,Lucas,Janus Ravn-Haren,L. Haren,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,7.0,1997-10-13,180.0,NaN,NaN,NaN,72.0,NaN,NaN,NaN,NaN
6bkuzenpse2kzirt9q7qeisd0,Marc,Winkel,M. Winkel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,22.0,2004-10-17,172.0,both,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6cknq63g3qwm6v4nb0m08vl5h,Carit,Falch,C. Falch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1976-12-16,NaN,NaN,Carit,Falch,NaN,NaN,NaN,NaN,NaN
6fuxm1o2nrxkehxxl7yt0spn9,Mikkel,Andersen,M. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1.0,1988-12-17,195.0,right,Mikkel,Andersen,80.0,NaN,Herlev,NaN,NaN
6x2pv8dectaqszw6pxbtbvdp0,Hjalte Emil,Mcguire,H. Mcguire,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,21.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7apuo8j6dbzbr264gwsckrr4k,Hans,Høllsberg,H. Høllsberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2002-01-03,197.0,right,Hans,Høllsberg,NaN,NaN,NaN,NaN,NaN
7ra87fhzqxl2gwnvp9bq6bt3o,Mohamad,Ibrahim,M. Ibrahim,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7whapfmawq2lj90js2wy36gwk,Paolo,Medina,P. Medina,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2003-07-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
804d2xsd2ozgac8lp87euiui1,Christian Thobo,Køhler,C. Køhler,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,20.0,1996-04-10,177.0,NaN,Christian,Køhler,73.0,NaN,København,NaN,NaN
81gka3mi69fh8gyehyy8xo9as,Cornelius,Allen,C. Allen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,17.0,2003-07-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8imj58lf4zhq0tlo5g87adihh,Mads,Hinrichsen Aaquist,M. Aaquist,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,13.0,1994-12-31,176.0,right,Mads,Aaquist,NaN,NaN,NaN,NaN,NaN
agozt4cflsnnjmnvaprfriluc,Bertram,Manniche,B. Manniche,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,25.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
am9dec9ijdwbkbv9o9kemd6nd,Mikkel,Fossum Basse,M. Basse,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,16.0,1996-08-31,180.0,NaN,Mikkel,Basse,78.0,NaN,NaN,NaN,NaN
bop31qof3lon7u6rvmb68ktzp,Markus,Strøm Bay,M. Bay,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,10.0,1997-02-17,NaN,right,NaN,NaN,NaN,NaN,Brøndby,NaN,NaN
bpjdgm4ougs7dyvkyhx525mac,Alexander,Banda Sørensen,A. Banda,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c40qjxps6m0zywwzfm3axxlw4,Mads Magnus,Gernsøe,M. Gernsøe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,18.0,2004-10-19,NaN,left,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cce9l31xd4mme7intvz7f47o,Semir,Duracak,S. Duracak,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,27.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cjwvy3nqouuyszll96ggxva50,David,Ballisager,D. Ballisager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,29.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d2o7m90rwpi4qh5dgb0virl9m,Timur,Daguev,T. Daguev,Russia,7kfg68kh6n16fs4ap3xjiudr,NaN,assistant coach,Russia,7kfg68kh6n16fs4ap3xjiudr,active,yes,NaN,1990-01-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dlkn1pgwtmejsshjxlh5oihp0,Hüseyin,Tümtürk,H. Tümtürk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,26.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dzw0gk7icd1fqgffube3il3v9,Christoffer,Boateng,C. Boateng,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,45.0,1995-05-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f1mn7hl9ythw3bblz9lguqtjo,Kasper,Nygaard Andersen,K. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,8.0,1997-09-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hhf61z145g2u0982psox3fje,Oliver,Fløe Stenberg Funch,O. Funch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,24.0,2001-03-08,NaN,NaN,Oliver,Funch,NaN,NaN,NaN,NaN,NaN
nrca0f02tu3jepvg749588ic,Mohamed,Belmaillah,M. Belmaillah,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1s867jksnvp9jwrpp7w59qwwk,Kasper,Tindbæk,K. Tindbæk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1994-02-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2054us9llwt7zxtwyshm09ams,Hans,Nørgaard Rasmussen,H. Rasmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2amrmfc0elxixvfgtecdceyhg,Oscar,Brodersen,O. Brodersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,15.0,2000-10-22,NaN,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2gtk3gc9ntlef0qij7bflrf2s,Mads,Hadberg,M. Hadberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2z12lawpj1ztttk9thdx9ktt5,Casper,Lykke Jensen,C. Lykke,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1998-01-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31tsb38nj39f242riryoqzcwk,Martin Bern,Madsen,M. Madsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,17.0,1996-08-20,NaN,right,NaN,NaN,NaN,NaN,Svendborg,NaN,NaN
3h6k805b8uctczootde93gums,Thomas Sylvester,Thygesen,T. Thygesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3qb5rjlyrzkr1ex9pjoeon4es,Anders,Sture Müller,A. Sture Müller,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2000-02-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46a55yr42285dvflesw6oxhck,Niels,Mathias Toft,N. Toft,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,10.0,1996-05-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
498c69xu9ikn8nrawopproclx,Christian S.,Nissen,C. S. Nissen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,11.0,1994-06-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4iywah20iaywz8c4m5mtlkcet,Jonathan,Aronsø,J. Aronsø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1995-10-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4o8wteveus9eu8c0uit1ax80l,Daniel,Anusic,D. Anusic,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,13.0,1996-04-25,170.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5s3b1lc4l3xo52aibng9h3lsk,Albert,Middelfart Christensen,A. Middelfart Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,21.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6edpw1h0dxijyvvws7ys6ppsl,David Nørlund,Müller,D. Müller,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Attacker,player,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,active,yes,9.0,1998-06-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6oe8vsge3enrgk767dy61mdck,Jona Ismael,Vega Hansen,J. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,19.0,1995-04-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75zy8ejfo2rgltsg8z6nonml0,Jonas Emil,Tøttrup,J. Tøttrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,14.0,1996-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7m5sdcjhtdlw14wxv1ygkuas4,Alexander,Neubarth,A. Neubarth,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1992-12-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7up45n6dtee5g6yd6c7vllg5w,Christian,Kold,C. Kold,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,3.0,1998-02-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86hnxn1bxd9a7mulm0hy3nxuc,Gustav,Skov Hansen,G. Skov Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1999-02-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8kzhm5etaotg5enrl3zjumcwl,Søren,Smedegård Bach,S. Smedegård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,7.0,1989-04-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8mz4ci2olh02kb4owy9kqvo5w,Sebastian,Karlsen,S. Karlsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9gy2zrxrwcn0iuyk69h1ee2hg,Jakob Bisgaard,Jensen,J. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,36.0,1995-10-07,NaN,NaN,NaN,NaN,NaN,NaN,Ikast,NaN,NaN
9o54fmnwr0dcatmdug2jzpxqs,Jakob,Skaaning Jakobsen,J. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1997-01-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9t8fdqgl7t25sddf9ablyoxlg,Felix,Bojlen,F. Bojlen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9ur589giajlqmewfl1krm0b8,Gustav,Fink-Jensen,G. Fink-Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1995-11-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9z7sbhdw4ozsudy36ec6yh9uc,Patrick,Dam,P. Dam,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1996-12-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a9gfy4xnmcx6zwca2xacyruok,Mads Janell,Søndergaard,M. Søndergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1996-10-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
adua0nhtojxtrqngo41yonndg,Philip,Rosendal,P. Rosendal,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,33.0,1992-10-26,189.0,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
alak5k2cdh9v10nacdwnz9ejt,Frederik Peter,Sundstrup,F. Sundstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,8.0,1993-12-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b0qzg19zk954r69s5894bkowk,Armin,Saronjic,A. Saronjic,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1997-09-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2v61mdsx3bw0qjnfv46cisr8,Esajas,Ammitzbøll La Cour,E. La Cour,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1998-08-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b848pd3uuskxto9hutdptiwic,Mads,Tranberg,M. Tranberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
brvo5awxgcthuzq8w5v9jnp5g,Frederik,Levinsen,F. Levinsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d84u1rs5e0b8ah908ia8rdel0,August,Munk Plum,A. Munk Plum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dfnlbd999xhxv6fjubrujjwgk,Mattias,Gorse Knockaert,M. Knockaert,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
