id,firstName,lastName,shortFirstName,shortLastName,gender,knownName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,status,active,foot,height,weight,placeOfBirth,endDate,secondNationality,secondNationalityId
cb59uowtjb4yxlce9liih4glw,Gunnar,Bergmann Sigmarsson,Gunnar,Sigmarsson,Male,NaN,G. Sigmarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2001-06-03,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,2022-02-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
clq5q6r9rlmsuf2d9o0tjwtlh,Benjamin,Stokke,Benjamin,Stokke,Male,NaN,B. Stokke,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1990-08-20,Norway,7f16iy4w8u8ogyn6pfooqwv5z,20.0,2025-04-29Z,active,yes,left,191.0,90.0,Oslo,NaN,NaN,NaN
cm4fit6ak4zf9cmg2rurklmfp,Bjarni Páll,Linnet Runólfsson,Bjarni,Runólfsson,Male,NaN,B. Runólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-09-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,2023-02-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
czigi6eshubl1h40tgl5kkmc4,Birkir,Haraldsson,Birkir,Haraldsson,Male,NaN,B. Haraldsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2004-10-20,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-02-01Z,active,no,NaN,NaN,NaN,NaN,2025-04-30Z,NaN,NaN
dnjtbedr8xsbcpz2u07m4uor9,Sigurpáll,Melberg Pálsson,Sigurpáll,Pálsson,Male,NaN,S. Pálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1996-09-13,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,2024-02-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dof1lrtacn58xun5jmhgo5ln9,Axel Óskar,Andrésson,Axel,Andrésson,Male,Axel Andrésson,A. Andrésson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1998-01-27,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,2025-02-05Z,active,yes,NaN,NaN,NaN,Mosfellsbær,NaN,NaN,NaN
don13z5ywnv0du0y057n5y66t,Olíver,Sigurjónsson,Olíver,Sigurjónsson,Male,NaN,O. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1995-03-03,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,2025-02-05Z,active,yes,right,NaN,NaN,NaN,NaN,NaN,NaN
du437ll7tc2yeeng8ebxtmne1,Þórður Gunnar,Hafþórsson,Thórdur,Hafthórsson,Male,NaN,Þ. Hafþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2001-08-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e0gzc3yla0ion50bk0sdq7mc,Hrannar Snær,Magnússon,Hrannar,Magnússon,Male,NaN,H. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2001-12-27,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,77.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e5k4pu9qjkyld7hgr4n07s639,Þórður,Ingason,Thórdur,Ingason,Male,NaN,Þ. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1988-03-30,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,2025-02-05Z,active,yes,right,189.0,NaN,NaN,NaN,NaN,NaN
e70qoihoxt1m6qatw6hyreoes,Enes,Cogic,Enes,Cogic,Male,NaN,E. Cogic,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,1968-08-13,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2020-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mv0di6ipem1n4awh2uc6w7x0,Arnar Daði,Jóhannesson,Arnar,Jóhannesson,Male,NaN,A. Jóhannesson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2005-07-27,Norway,7f16iy4w8u8ogyn6pfooqwv5z,12.0,2021-06-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
vj1ghfw2r5p6jbdk0bdkzdas,Sævar Atli,Hugason,Sævar,Hugason,Male,NaN,S. Hugason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-11-28,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,19.0,2021-09-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1pjcqjqqgmh70fwjbbqn2q0ut,Guðmundur,Kristjánsson,Gudmundur,Kristjánsson,Male,NaN,G. Kristjánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1989-03-01,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,2023-02-02Z,active,yes,right,181.0,84.0,Kópavogur,NaN,NaN,NaN
2bimykmr2tv7dfsuuz4je7uy2,Alpha Bedor,Conteh,Alpha,Conteh,Male,NaN,A. Conteh,Sierra Leone,7kilikg56sxc0dsd6168dr57b,Midfielder,player,2000-05-01,Sierra Leone,7kilikg56sxc0dsd6168dr57b,NaN,2025-08-13Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2q00nmrl2v3qic916ejnli6i2,Adolf Daði,Birgisson,Adolf,Birgisson,Male,NaN,A. Birgisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2004-06-03,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2019-09-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
447qp45kw88o9v852cayq8g7o,Benjamín,Björnsson,Benjamín,Björnsson,Male,NaN,B. Björnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2010-05-09,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-08-16Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56nnk29ozbtcvizdhkdmn66ms,Ísak Aron,Víðisson,Ísak,Vídisson,Male,NaN,Í. Víðisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2008-03-08,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2024-08-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5dpd9ax8lpgnpo5f7zeoi0t05,Emil,Atlason,Emil,Atlason,Male,NaN,E. Atlason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1993-07-22,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2020-02-22Z,active,yes,right,189.0,NaN,NaN,NaN,NaN,NaN
5ds9kukpnp7f0573poulv40yx,Aron Dagur,Birnuson,Aron,Birnuson,Male,NaN,A. Birnuson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1999-07-03,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5i0xqzky9nw3mh6xbhkybzt2h,Sindri Þór,Ingimarsson,Sindri,Ingimarsson,Male,NaN,S. Ingimarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1998-11-24,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,2022-02-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5w4htmknzrbnl4rsyl2aokt7t,Þórri Mar,Þórisson,Thórri,Thórisson,Male,NaN,Þ. Þórisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-08-13,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,2025-02-13Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5zutmrdtp207dz89p8io8nxpm,Jóhann Árni,Gunnarsson,Jóhann,Gunnarsson,Male,NaN,J. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2001-04-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,2022-02-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6f7qf1pw9xrj7dx1lpmevdlp0,Jón Hrafn,Barkarson,Jón,Barkarson,Male,NaN,J. Barkarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-09-15,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2024-07-24Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6hpyhie5ce8a8opv053zidcyx,Daníel Finns,Matthíasson,Daníel,Matthíasson,Male,NaN,D. Matthíasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2000-06-21,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,19.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6i0o4wiye3mj6n84krywcz2s5,Heiðar,Ægisson,Heidar,Ægisson,Male,NaN,H. Ægisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1995-08-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,2023-02-24Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6uq72ygspmh2jzmxv4qjow0yx,Alex Þór,Hauksson,Alex,Hauksson,Male,NaN,A. Hauksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-11-26,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76fo08rpwoutaqqdaxzub7axg,Sigurður Gunnar,Jónsson,Sigurdur,Jónsson,Male,NaN,S. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2004-12-03,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,2024-07-20Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7d1qvibmymbwcr2fu2bcr2p04,Óttar,Baldursson,Óttar,Baldursson,Male,NaN,O. Baldursson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Unknown,player,2008-08-26,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-08-16Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7f27b2vpbb41wldxjxio29o7p,Jökull,Ingason Elísabetarson,Jökull,Elisabetarson,Male,NaN,J. Elísabetarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1984-04-26,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-05-12Z,active,yes,NaN,175.0,65.0,NaN,NaN,NaN,NaN
7ibfw77zng0sh9dv2h0srauol,Árni Snær,Ólafsson,Árni,Ólafsson,Male,NaN,Á. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1991-08-16,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,12.0,2023-02-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82l5nfs4tbphdh1w7415grbbo,Henrik Máni B.,Hilmarsson,Henrik,Hilmarsson,Male,NaN,H. Hilmarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-02-16,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,31.0,2025-02-01Z,active,no,NaN,NaN,NaN,NaN,2025-04-29Z,NaN,NaN
8upp3bsqi532h62c0zja5vaxg,Hrafn,Guðmundsson,Hrafn,Gudmundsson,Male,Hrafn Gudmundsson,H. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-02-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,2025-02-05Z,active,no,NaN,NaN,NaN,NaN,2025-04-29Z,NaN,NaN
9lc9ufqy9qvu0158o4s3pekus,Elvar Máni,Guðmundsson,Elvar,Gudmundsson,Male,Elvar Gudmundsson,E. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-01-26,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,47.0,2023-02-02Z,active,no,NaN,NaN,NaN,NaN,2025-04-29Z,NaN,NaN
9nb8qp0toyuanfhftzin3d785,Steven Roy,Caulker,Steven,Caulker,Male,NaN,S. Caulker,Sierra Leone,7kilikg56sxc0dsd6168dr57b,NaN,assistant coach,1991-12-29,England,1fk5l4hkqk12i7zske6mcqju6,NaN,2025-07-17Z,active,yes,right,191.0,76.0,London,NaN,England,1fk5l4hkqk12i7zske6mcqju6
9ug79z9viwockmrnfv1haw44,Örvar Logi,Örvarsson,Örvar,Örvarsson,Male,NaN,Ö. Örvarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-07-30,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,32.0,2022-07-27Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ab02e16m1xjpvikw2umu1mjo4,Kjartan Már,Kjartansson,Kjartan,Kjartansson,Male,NaN,K. Kjartansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-07-14,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,2022-07-01Z,active,no,NaN,NaN,NaN,NaN,2025-07-03Z,NaN,NaN
abqtr6iqqkfwyw38tlpfis4yc,Aron,Freyr Heimisson,Aron,Freyr,Male,NaN,A. Freyr,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2009-08-31,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,42.0,2024-08-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
awfpep442cehmhy9n8fuhmdck,Gísli Snaer Weywadt,Gíslason,Gísli,Gíslason,Male,NaN,G. Gíslason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,43.0,2025-05-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b4iq9a4k9m5oikufzz92x7mdw,Guðmundur Baldvin,Nökkvason,Gudmundur,Nökkvason,Male,NaN,G. Nökkvason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-04-27,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bmal77uood5fpsa99uqik25uc,Haukur Örn,Brink,Haukur,Brink,Male,NaN,H. Brink,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2005-03-03,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,37.0,2023-04-23Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bnu63rbp6dpkeuw2dkd6rbfh0,Bjarki,Hauksson,Bjarki,Hauksson,Male,NaN,B. Hauksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-07-04,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,78.0,2025-01-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bq76wwpxv4de72yyzzzew7y7d,Örvar,Eggertsson,Örvar,Eggertsson,Male,NaN,Ö. Eggertsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1999-02-28,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
brqptr56zeku3bgqbixje0hxx,Damil Serena,Dankerlui Wadilie,Damil,Dankerlui,Male,NaN,D. Dankerlui,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,1996-08-24,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,2025-08-13Z,active,yes,right,172.0,64.0,Amsterdam,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6
c3syeig8njhifqyzfuh53zac4,Guðmundur Rafn,Ingason,Gudmundur,Ingason,Male,NaN,G. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2004-08-13,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-02-05Z,active,no,NaN,NaN,NaN,NaN,2025-04-29Z,NaN,NaN
c4y7xn20n4t53v5d1zrjeh2sq,Baldur Logi,Guðlaugsson,Baldur,Gudlaugsson,Male,NaN,B. Guðlaugsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2002-01-21,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,28.0,2023-03-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c61tckkrrqqt1k36hs7k5fzf8,Ibrahim,Turay,Ibrahim,Turay,Male,Ibrahim Turay,I. Turay,Sierra Leone,7kilikg56sxc0dsd6168dr57b,Midfielder,player,2000-10-12,Sierra Leone,7kilikg56sxc0dsd6168dr57b,NaN,2025-08-13Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c6i4rhajpikr2bmv109qvpj9x,Samúel Kári,Friðjónsson,Samúel,Fridjónsson,Male,NaN,S. Friðjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-02-22,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2025-02-05Z,active,yes,NaN,186.0,76.0,NaN,NaN,NaN,NaN
c84w4w0savfxsgmz4j0zpay95,Benedikt V.,Warén,Benedikt,Warén,Male,NaN,B. Warén,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2001-10-03,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cmlzahx03k5y34hdq0ihn37ys,Alexander Máni,Guðjónsson,Alexander,Gudjónsson,Male,NaN,A. Guðjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2009-06-17,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,41.0,2024-04-23Z,active,no,NaN,NaN,NaN,NaN,2025-06-29Z,NaN,NaN
d5cr08904507nhy1dlayyjaj8,Bjarki Hrafn,Garðarsson,Bjarki,Gardarsson,Male,NaN,B. Garðarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2010-02-11,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,45.0,2025-05-13Z,active,yes,left,194.0,NaN,NaN,NaN,NaN,NaN
dvxr5q7207g9wcadkon6brnx1,Andri Rúnar,Bjarnason,Andri,Bjarnason,Male,NaN,A. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1990-11-12,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,99.0,2025-02-05Z,active,yes,NaN,193.0,NaN,NaN,NaN,NaN,NaN
em8puitxzajrp033t572fvlcl,Andri,Adolphsson,Andri,Adolphsson,Male,NaN,A. Adolphsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1992-12-01,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,2023-02-24Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14f0iv65bjzpviz5ln4zz4uz9,Kristinn Freyr,Sigurðsson,Kristinn,Sigurdsson,Male,NaN,K. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1991-12-25,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2023-02-02Z,active,yes,NaN,177.0,76.0,NaN,NaN,NaN,NaN
15jhidms1ol8av9ci1tmtlrrp,Srdjan,Tufegdzic,Srdjan,Tufegdzic,Male,NaN,S. Tufegdzic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1980-04-06,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,2024-08-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2ks2c22tnwq41pp68qin07bl6,Lúkas Logi,Heimisson,Lúkas,Heimisson,Male,Lúkas Heimisson,L. Heimisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2003-04-04,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,2023-02-03Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2suf90on78mq0i37dzr8lmhas,Birkir Jakob,Jónsson,Birkir,Jónsson,Male,Birkir Jónsson,B. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2005-06-14,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,97.0,2025-02-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2vs1czv5lhrgd9z494mfayl05,Orri Sigurður,Ómarsson,Orri,Ómarsson,Male,NaN,O. Ómarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1995-02-18,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,2019-02-21Z,active,yes,NaN,187.0,78.0,NaN,NaN,NaN,NaN
3cub2xioboxemgef6cg72e9cl,Patrick,Pedersen,Patrick,Pedersen,Male,NaN,P. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1991-11-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,9.0,2019-07-01Z,active,yes,NaN,179.0,NaN,Hirtshals,NaN,NaN,NaN
3id109ui2dalt4xel2wf2x1p1,Ögmundur,Kristinsson,Ögmundur,Kristinsson,Male,Ögmundur Kristinsson,Ö. Kristinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1989-06-19,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,2024-07-19Z,active,yes,right,192.0,89.0,Reykjavík,NaN,NaN,NaN
4wnmhjnck8x0iywmjtzgv7uok,Kristján Oddur,Bergmann Haagensen Kristjánsson,Kristján,Kristjánsson,Male,NaN,K. Kristjánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2007-08-16,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,13.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4xxbn7svjccaglqvvcvgvs7x0,Þórður Sveinn,Einarsson,NaN,NaN,Male,NaN,Þ. Einarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-02-22,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,45.0,2025-04-05Z,active,no,right,176.0,NaN,NaN,2025-08-01Z,NaN,NaN
5r8plrthoglaofkvf2930hujt,Markus,Lund Nakkim,Markus,Nakkim,Male,NaN,M. Nakkim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1996-07-21,Norway,7f16iy4w8u8ogyn6pfooqwv5z,4.0,2025-02-05Z,active,yes,NaN,187.0,82.0,Oslo,NaN,NaN,NaN
5wwomuez6o9rkzra1psvt2itx,Marius,Lundemo,Marius,Lundemo,Male,NaN,M. Lundemo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1994-04-11,Norway,7f16iy4w8u8ogyn6pfooqwv5z,22.0,2025-03-10Z,active,yes,right,189.0,82.0,Bærum,NaN,NaN,NaN
64ojg6wn6c2e2zw5yu5cxx1ck,Flóki,Skjaldarson,Flóki,Skjaldarson,Male,NaN,F. Skjaldarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2008-07-05,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,2025-04-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6yd7dqsgsmm7lbsmdvbxpixas,Sverrir Þór,Kristinsson,Sverrir,Kristinsson,Male,Sverrir Kristinsson,S. Kristinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-11-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71mjqyembgfq65lhsk3dkvkoa,Adam Ægir,Pálsson,Adam,Pálsson,Male,Adam Pálsson,A. Pálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1998-06-07,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,2025-04-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78hkvikknejo7qoescoz7uaqd,Hörður Ingi,Gunnarsson,Hördur,Gunnarsson,Male,NaN,H. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1998-08-14,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,2024-04-25Z,active,yes,right,184.0,NaN,Reykjavík,NaN,NaN,NaN
7h5v55ilpid220pr3u6f80d1w,Emil,Nönnu Sigurbjörnsson,Emil,Sigurbjörnsson,Male,NaN,E. Sigurbjörnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2007-03-12,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,27.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8edccxdv51iafg5z1leoidzbo,Stefán Gísli,Stefánsson,Stefán,Stefánsson,Male,NaN,S. Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2006-05-16,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,2025-04-20Z,active,yes,right,NaN,NaN,NaN,NaN,NaN,NaN
8qfzbbp92yayee5i8esxvfaj8,Ólafur Flóki,Stephensen,Ólafur,Stephensen,Male,NaN,Ó. Stephensen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-09-29,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,66.0,2024-02-01Z,active,yes,left,192.0,NaN,NaN,NaN,NaN,NaN
8w0dh7ofet61bhphpiuj5mb1m,Orri Hrafn,Kjartansson,Orri,Kjartansson,Male,NaN,O. Kjartansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2002-02-05,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,19.0,2024-08-14Z,active,no,NaN,NaN,NaN,NaN,2025-08-05Z,NaN,NaN
94t1sbb9p3vaw296h86gmxv8q,Jakob Franz,Pálsson,Jakob,Pálsson,Male,Jakob Pálsson,J. Pálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-01-07,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97bom04546uuqzgc8waq95jv9,Hólmar Örn,Eyjólfsson,Hólmar,Eyjólfsson,Male,NaN,H. Eyjólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1990-08-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,2022-02-17Z,active,yes,right,190.0,86.0,Sauðárkrókur,NaN,NaN,NaN
9w7m8t0nflcklduvwy3v457o4,Mattías,Kjeld,Mattías,Kjeld,Male,NaN,M. Kjeld,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2009-09-21,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,2024-09-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
