id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,status,active,position,shirtNumber,secondNationality,secondNationalityId,height,weight,foot,knownName
771esqj42l5e5lzrqqshj28yx,Fran,Karačić,Fran,Karacic,Male,F. Karačić,Australia,u5ieemi69z72c3bgczyy68lo,player,1996-05-12,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,13.0,Croatia,37hlakrwxyuzovaeoo4sezusp,181.0,75.0,right,NaN
828zwk02b3vmbuamleomgzp7u,Jon,Mersinaj,Jon,Mersinaj,Male,J. Mersinaj,Albania,17zsm8shejejls2on1ffil3op,player,1999-02-08,Tiranë,Albania,17zsm8shejejls2on1ffil3op,active,yes,Defender,5.0,NaN,NaN,NaN,NaN,NaN,NaN
8lcxi0m7b35jp5pdyw8vrivbo,Ivor,Ribar,NaN,NaN,Male,I. Ribar,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-11-25,Karlovac,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Defender,21.0,NaN,NaN,NaN,NaN,NaN,NaN
8sfl7wmd6e659aox61bzl7bbo,Fran,Žilinski,Fran,Zilinski,Male,F. Žilinski,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-04-04,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,26.0,NaN,NaN,NaN,NaN,NaN,NaN
902jmc2xafide5kx5f6e9o2qd,Marko,Pajač,Marko,Pajac,Male,M. Pajač,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1993-05-11,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,17.0,NaN,NaN,185.0,70.0,left,NaN
9a3z6tc282sjof1m7swsi625m,Balša,Tošković,NaN,NaN,Male,B. Tošković,Montenegro,1411jebgwo2ja1erogsq81lg9,player,2003-04-10,NaN,Montenegro,1411jebgwo2ja1erogsq81lg9,active,yes,Attacker,24.0,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN
9r6op9gcbp3jjoy7emai42904,Mody,Boune,NaN,NaN,Male,M. Boune,France,7gww28djs405rfga69smki84o,player,2002-03-08,Paris,France,7gww28djs405rfga69smki84o,active,yes,Defender,2.0,NaN,NaN,NaN,NaN,NaN,NaN
9trixhh7nc58ustceg2w7dous,Pedro Henrique,Oliveira da Dalto,NaN,NaN,Male,Pedro Henrique,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,player,2003-03-23,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,active,yes,Midfielder,4.0,NaN,NaN,186.0,80.0,right,NaN
9tsa5z27vsqultqqmtglptzis,Luka,Vrbančić,Luka,Vrbancic,Male,L. Vrbančić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-07-04,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,21.0,NaN,NaN,NaN,NaN,NaN,NaN
a9g461rp6okildaajf5cxy39w,Vito,Matijević,NaN,NaN,Male,V. Matijević,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-01-07,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aas9wlsr1lq236ppmnvgzp1ck,Ivan,Canjuga,Ivan,Canjuga,Male,I. Canjuga,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-11-30,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,28.0,NaN,NaN,NaN,NaN,NaN,NaN
adq3bdee2d6btj0vl2r29os9g,Luka,Išlić,Luka,Islic,Male,L. Išlić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-01-27,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Midfielder,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,NaN,NaN
anwyv6atorknagoji7hitip5h,Krunoslav,Hendija,Krunoslav,Hendija,Male,K. Hendija,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1989-03-19,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,12.0,NaN,NaN,NaN,NaN,NaN,NaN
bg87626x43yo70hsn774ugsiy,Ilija,Mašić,Ilija,Masic,Male,I. Mašić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1999-04-08,Tomislavgrad,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,no,Defender,4.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN
bgqkzs4p57krleupbrsi64650,Ivan,Kukavica,Ivan,Kukavica,Male,I. Kukavica,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-02-02,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bu9pjk71n8dzvtddno11pve38,Feta,Fetai,Feta,Fetai,Male,F. Fetai,Albania,17zsm8shejejls2on1ffil3op,player,2005-05-11,Skopje,North Macedonia,1lesyxylc5eza0a4z87t9azcc,active,yes,Midfielder,23.0,North Macedonia,1lesyxylc5eza0a4z87t9azcc,172.0,NaN,right,NaN
c0z3fmu0gss39ngvnyvqvxyxg,Mirko,Sušak,NaN,NaN,Male,M. Sušak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-06-15,Metković,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,25.0,NaN,NaN,NaN,NaN,NaN,NaN
ci59nfb6e2ruyr60hmtcup5hw,Kristijan,Čabrajić,Kristijan,Cabrajic,Male,K. Čabrajić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-06-12,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN
db4zz1wfrrkxgkl5mwce73q50,Fabijan,Krivak,Fabijan,Krivak,Male,F. Krivak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-02-24,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dce6dm0li1ntghkf1au7neoes,Marko,Batur,Marko,Batur,Male,M. Batur,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-06-26,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ddf6fy7cnco7hp5f0vxrktc2y,Tino,Agić,Tino,Agic,Male,T. Agić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-04-30,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ddnkboo7e8sjz6w45wht05z2t,Duje,Čop,Duje,Cop,Male,D. Čop,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1990-02-01,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,9.0,NaN,NaN,184.0,72.0,right,NaN
dii4qplqyo40o2zi8o98sojro,Filip,Čuić,Filip,Cuic,Male,F. Čuić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2003-02-22,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,11.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN
dsnzjzdfvk40qzb5ij3jzt0d0,Luka,Savatović,NaN,NaN,Male,L. Savatović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-07-06,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dvhascbjoe2j7xraw7o6y7fv8,Bartol,Kardum,Bartol,Kardum,Male,B. Kardum,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-07-18,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dxv0c2ngspqu75o8lq5xllnca,Dušan,Vuković,Dusan,Vukovic,Male,D. Vuković,Montenegro,1411jebgwo2ja1erogsq81lg9,player,2002-08-06,NaN,Montenegro,1411jebgwo2ja1erogsq81lg9,active,yes,Attacker,30.0,NaN,NaN,NaN,NaN,NaN,NaN
ei16hiclm02z4njppojjd49ka,Blaž,Bošković,Blaz,Boskovic,Male,B. Bošković,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2001-12-15,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Midfielder,6.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN
ejeagwkwh1ijuwgfpiya8cel1,Denis,Kolinger,Denis,Kolinger,Male,D. Kolinger,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-01-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,Defender,20.0,Germany,36min0qztu8eydwvpv8t1is0m,199.0,92.0,right,NaN
evyk938tt0eebkhxrwejaonv9,Domagoj,Antolić,Domagoj,Antolic,Male,D. Antolić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1990-06-30,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,10.0,NaN,NaN,174.0,72.0,right,NaN
f2jitddxqol27k8dgny4ojq0a,Silvio,Goričan,Silvio,Gorican,Male,S. Goričan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-02-27,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,7.0,NaN,NaN,NaN,NaN,NaN,NaN
ncjhzo101vx03otarw1h3s44,Ante,Utrobičić,Ante,Utrobicic,Male,A. Utrobičić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-07-12,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN
tvj0v96atajghnm8yn78tnxm,Viktor,Kanižaj,Viktor,Kanizaj,Male,V. Kanižaj,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-02-02,Čakovec,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1gl82ymzh9vpitix6v645awa,Darko,Nejašmić,Darko,Nejasmic,Male,D. Nejašmić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-01-25,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Midfielder,6.0,NaN,NaN,183.0,74.0,NaN,NaN
1o47wjociihmi2mepaw1mgacq,Luka,Jelenić,Luka,Jelenic,Male,L. Jelenić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-05-24,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,26.0,NaN,NaN,187.0,NaN,right,NaN
25dvrlk761wv7ikzp7ulnbk7o,Filip,Živković,Filip,Zivkovic,Male,F. Živković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-08-01,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,24.0,NaN,NaN,NaN,NaN,NaN,NaN
2brqv5u308bnnevhaqhxjfmdw,Anton,Matković,Anton,Matkovic,Male,A. Matković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-02-19,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,34.0,NaN,NaN,NaN,NaN,NaN,NaN
2kdhtc8edoric7mds710ogu6t,Kristijan,Lovrić,Kristijan,Lovric,Male,K. Lovrić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-12-01,Ogulin,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Attacker,44.0,NaN,NaN,NaN,NaN,NaN,NaN
3i1kpv2tubyml2vwhvongbz3e,Kristian,Fućak,Kristian,Fucak,Male,K. Fućak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-11-14,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Attacker,8.0,NaN,NaN,NaN,NaN,NaN,NaN
41dpaf86yifqltfknko0ow9yi,Marko,Soldo,Marko,Soldo,Male,M. Soldo,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-11-22,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Midfielder,14.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,right,NaN
44g3gj1lpougjwjpq9houab4l,Alessandro,Tuia,Alessandro,Tuia,Male,A. Tuia,Italy,25f2cmb2r8mk5rj92tzer6kvv,player,1990-06-08,Civitacastellana,Italy,25f2cmb2r8mk5rj92tzer6kvv,active,yes,Defender,13.0,NaN,NaN,184.0,78.0,right,NaN
67oqlfraqrq5b8bsxrsnwoglw,Luka,Zebec,Luka,Zebec,Male,L. Zebec,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-09-11,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Defender,35.0,NaN,NaN,NaN,NaN,NaN,NaN
69szgsi2dingj12ras4c0tfpx,Marko,Malenica,Marko,Malenica,Male,M. Malenica,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-02-08,Nova Gradiška,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,31.0,NaN,NaN,192.0,84.0,right,NaN
6yut93jq3pmmtje7tzzwqxous,Dominik,Babić,Dominik,Babic,Male,D. Babić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-09-05,Bjelovar,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,NaN,NaN,NaN,NaN,NaN,right,NaN
7lc9kv6j8ubytzrf3bb2m1lgp,Petar,Pušić,Petar,Pusic,Male,P. Pušić,Switzerland,3bh70jgvc5mn58x0byjkuda17,player,1999-01-25,Schaffhausen,Switzerland,3bh70jgvc5mn58x0byjkuda17,active,yes,Midfielder,66.0,Croatia,37hlakrwxyuzovaeoo4sezusp,169.0,63.0,left,NaN
8i6cjao5lwxzaomilei61kbxm,Ricuenio,Kewal,Ricuenio,Kewal,Male,R. Kewal,Netherlands,6hzi5pltnz67q4la8yli9qfv6,player,2002-06-06,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,active,yes,Attacker,11.0,Suriname,31vay1njxmbs7vtbfp1wo2dx1,175.0,68.0,both,NaN
8ihhnktdwp52p8ew65bgxw2l0,Tin,Sajko,Tin,Sajko,Male,T. Sajko,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-03-07,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,15.0,NaN,NaN,NaN,NaN,NaN,NaN
95970d8pyp4eg8h6c0e7jr23u,Nikola,Čavlina,Nikola,Cavlina,Male,N. Čavlina,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-06-02,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,1.0,NaN,NaN,NaN,NaN,NaN,NaN
9tjpmvcgtk66mt6t57mp9clqs,Ivano,Kolarik,Ivano,Kolarik,Male,I. Kolarik,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-05-20,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,49.0,NaN,NaN,NaN,NaN,NaN,NaN
9umh99q51xm5fg8exex3lmb1m,Roko,Jurišić,Roko,Jurisic,Male,R. Jurišić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-09-28,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,22.0,NaN,NaN,173.0,NaN,NaN,NaN
a93cs6sqqb6hj95qayyq2ib1m,Tiago Filipe,Oliveira Dantas,Tiago Filipe,Oliveira Dantas,Male,Tiago Dantas,Portugal,1nbm5i9a0403zzvltn17lxinc,player,2000-12-24,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,active,yes,Midfielder,20.0,NaN,NaN,170.0,58.0,right,Tiago Dantas
ac4ouoa1te0amymnflpgkbf9w,Nail,Omerović,Nail,Omerovic,Male,N. Omerović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2002-10-20,Tutla,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Defender,36.0,NaN,NaN,NaN,NaN,NaN,NaN
aeq5j9up9xf65v3nktsbzc8pg,Pedro,Lima Barros,Pedro,Lima Barros,Male,Pedro Lima,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,player,2003-03-27,Brasília,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,active,yes,Midfielder,10.0,NaN,NaN,185.0,79.0,left,Pedro Lima
aki1uxiiixvn17gsuy2h08i96,Federico,Coppitelli,Federico,Coppitelli,Male,F. Coppitelli,Italy,25f2cmb2r8mk5rj92tzer6kvv,coach,1984-10-14,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
amn8vn07f3zhf172wwyz9f0et,Vedran,Jugović,Vedran,Jugovic,Male,V. Jugović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1989-09-10,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,7.0,NaN,NaN,178.0,69.0,NaN,NaN
apdpezlk1a3tg8wzdv8axk6c4,Krešimir,Vrbanac,Kresimir,Vrbanac,Male,K. Vrbanac,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-04-24,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,4.0,NaN,NaN,NaN,NaN,NaN,NaN
apjgf0d7fwwdsb06vdlsjyc45,Hernâni Jorge,Santos Fortes,Hernâni Jorge,Santos Fortes,Male,Hernâni,Portugal,1nbm5i9a0403zzvltn17lxinc,player,1991-08-20,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,active,yes,Attacker,27.0,Cabo Verde,7235kgq23bu1v4qwk491u58h0,179.0,72.0,left,Hernâni
as4jvedixvsykxbhle6qetzvt,Kemal,Ademi,Kemal,Ademi,Male,K. Ademi,Switzerland,3bh70jgvc5mn58x0byjkuda17,player,1996-01-23,Villingen-Schweningen,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,Attacker,9.0,Germany,36min0qztu8eydwvpv8t1is0m,197.0,90.0,right,NaN
b5o4vzbns7xgj4p566ltn5i50,Domagoj,Bukvić,Domagoj,Bukvic,Male,D. Bukvić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-02-22,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,39.0,NaN,NaN,NaN,NaN,NaN,NaN
b6jprfgeba37jbn8wqyt614b8,Ivan,Barić,Ivan,Baric,Male,I. Barić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-01-10,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,46.0,NaN,NaN,NaN,NaN,NaN,NaN
cfrpp8kjcpr4a73agsm8ge25m,Renan,Guedes Borges,Renan,Guedes Borges,Male,Renan Guedes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,player,1998-01-19,São Paulo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,active,yes,Defender,42.0,NaN,NaN,177.0,69.0,right,Renan Guedes
chc75apbz82r6alzet0ws33vu,Emin,Hasić,Emin,Hasic,Male,E. Hasić,Sweden,1z6l2c33w2kyz9rdefs1d68nb,player,2003-02-08,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,Defender,33.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,191.0,NaN,right,NaN
cjhdwdgmajac004g4nsr85jis,Marin,Prekodravac,Marin,Prekodravac,Male,M. Prekodravac,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-03-03,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Midfielder,20.0,NaN,NaN,NaN,NaN,NaN,NaN
czcf1wuv1mkuttmmec85i82s4,Niko,Farkaš,Niko,Farkas,Male,N. Farkaš,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-11-29,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,18.0,NaN,NaN,NaN,NaN,NaN,NaN
dg3p9qjatikgj69258fitrwiy,Franko,Kolić,Franko,Kolic,Male,F. Kolić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-02-07,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dn83ihv2nin325b79pfgzlp05,Arnel,Jakupovic,Arnel,Jakupovic,Male,A. Jakupovic,Austria,hcs1bd49qliqqity6o268jyt,player,1998-05-29,NaN,Austria,hcs1bd49qliqqity6o268jyt,active,yes,Attacker,17.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,186.0,81.0,left,NaN
drmylh22to3psgrr293uxd5hw,Jan,Hlapčić,Jan,Hlapcic,Male,J. Hlapčić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-04-07,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,38.0,NaN,NaN,NaN,NaN,NaN,NaN
dwe6jwf7g7iocf81zut0f5jhl,Ramón Nazareno,Miérez,Ramón,Miérez,Male,R. Miérez,Argentina,2vovxa97k7v7ofa85dah2xktb,player,1997-05-13,Resistencia,Argentina,2vovxa97k7v7ofa85dah2xktb,active,no,Attacker,13.0,NaN,NaN,182.0,78.0,right,NaN
dwtp161u3kvml1axfn7x1kj1m,Luka,Branšteter,Luka,Bransteter,Male,L. Branšteter,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-06-19,Slavonski Brod,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,37.0,NaN,NaN,NaN,NaN,NaN,NaN
e36vq0hj7nf11yryjeyzv56,Styopa,Mkrtchyan,Styopa,Mkrtchyan,Male,S. Mkrtchyan,Armenia,687vx665s4d88stgnq72a84k6,player,2003-02-17,NaN,Armenia,687vx665s4d88stgnq72a84k6,active,yes,Defender,5.0,NaN,NaN,190.0,NaN,left,NaN
epthyqu8q1zhe9xwl8j83ss89,André,Lourenço Duarte,André,Lourenço Duarte,Male,André Duarte,Portugal,1nbm5i9a0403zzvltn17lxinc,player,1997-09-12,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,active,no,Defender,3.0,NaN,NaN,195.0,70.0,NaN,André Duarte
ey7hw41hs05di8j2yfb5vhr10,Šimun,Mikolčić,Simun,Mikolcic,Male,Š. Mikolčić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-01-21,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,98.0,NaN,NaN,NaN,NaN,NaN,NaN
ia0gbmz8j5hdx14agb7p1ck,Ivan,Cvijanović,Ivan,Cvijanovic,Male,I. Cvijanović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-10-09,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,55.0,NaN,NaN,NaN,NaN,NaN,NaN
15r55ma7s8vur0wzg5jonap5h,Marko,Lešković,Marko,Leskovic,Male,M. Lešković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1991-04-27,Našice,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,13.0,NaN,NaN,188.0,86.0,NaN,NaN
1civr1l0vrwp3rao9jt0x1xih,Filip,Hlevnjak,NaN,NaN,Male,F. Hlevnjak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-08-05,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,20.0,NaN,NaN,186.0,75.0,right,NaN
1lmmj72kbw2j2fwqy1n4ifwlx,Alen,Grgić,Alen,Grgic,Male,A. Grgić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-08-10,Nova Gradiška,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,27.0,NaN,NaN,187.0,NaN,NaN,NaN
21kx918rf82xsvq8jf1ccn7my,Bujar,Pllana,Bujar,Pllana,Male,B. Pllana,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,2001-10-29,Mitrovica,Kosovo,86u6edbqifdjsn49mbp2anw7p,active,no,Defender,5.0,NaN,NaN,190.0,73.0,right,NaN
2ehr8108qu2cltqkicscz3fmd,Luka,Lučić,NaN,NaN,Male,L. Lučić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-01-02,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,35.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,182.0,NaN,NaN,NaN
2fg3nirn8jevg7d0942w1x7f9,Ivan,Radeljić,NaN,NaN,Male,I. Radeljić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,coach,1980-09-14,Imotski,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,NaN,NaN,NaN,NaN,189.0,88.0,NaN,NaN
2uoqktyygd6quotp195rvo6lm,Ivan,Ćubelić,Ivan,Cubelic,Male,I. Ćubelić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-06-02,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,15.0,NaN,NaN,NaN,NaN,NaN,NaN
2yl9v5sa2ym64tlvz2yf58zdg,Zvonimir,Katalinić,Zvonimir,Katalinic,Male,Z. Katalinić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-04-15,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,2.0,NaN,NaN,NaN,NaN,NaN,NaN
3cib29fyaavdzkkuu7a9472ll,Antonio,Bosec,NaN,NaN,Male,A. Bosec,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-08-28,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,33.0,NaN,NaN,178.0,73.0,NaN,NaN
3eaqhkcm5om70ugd18y6smw9,Ivan,Sušak,NaN,NaN,Male,I. Sušak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-10-06,Metković,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,25.0,NaN,NaN,NaN,NaN,NaN,NaN
3ebbinbrmvd0h0ildavulm8dl,Karlo,Butić,Karlo,Butic,Male,K. Butić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-08-21,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,45.0,NaN,NaN,187.0,78.0,left,NaN
4846b6wupzwh9pj4fa0627fmd,Dominik,Martinović,Dominik,Martinovic,Male,D. Martinović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-03-25,Stuttgart,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,Attacker,17.0,Germany,36min0qztu8eydwvpv8t1is0m,179.0,81.0,right,NaN
4an8xrcoiz0th7347aradjo5w,Ante,Šuto,NaN,NaN,Male,A. Šuto,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-06-19,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,22.0,NaN,NaN,185.0,NaN,left,NaN
4ws81wv8sdepalorjf7u7faax,Ivan Borna,Jelić Balta,Ivan,Jelic Balta,Male,I. Jelić Balta,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1992-09-17,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,88.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,196.0,85.0,left,NaN
