id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,secondNationality,secondNationalityId,knownName
cddcvpf0xvnp89blyuv89onis,Nick,Stepantsev,Nick,Stepantsev,Male,N. Stepantsev,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-06-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,184.0,NaN,NaN,8.0,active,yes,NaN,NaN,NaN
cdiis8btibxp13g0hcaekzyms,Montell Chinonso,Ndikom,Montell,Ndikom,Male,M. Ndikom,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2005-02-05,Osnabrück,Germany,36min0qztu8eydwvpv8t1is0m,181.0,79.0,left,NaN,active,yes,NaN,NaN,NaN
cwtmqdivvzt9tgop9wl2j4a2,Alexander,Babitsch,Alexander,Babitsch,Male,A. Babitsch,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-10-03,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,15.0,active,yes,NaN,NaN,NaN
cx9rdybwiq92qqs4dywjq4zfu,Felix,Göttlicher,Felix,Göttlicher,Male,F. Göttlicher,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-03-20,NaN,Germany,36min0qztu8eydwvpv8t1is0m,193.0,NaN,both,4.0,active,yes,NaN,NaN,NaN
da6lfkwvd5qonjihpylme4avo,Nick-Elias,Meier,Nick-Elias,Meier,Male,N. Meier,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-11-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,left,20.0,active,yes,NaN,NaN,NaN
dkrdnje2v5n8md8wh5wgai8lw,Noah,Engelbreth,Noah,Engelbreth,Male,N. Engelbreth,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-06-12,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,6.0,active,yes,NaN,NaN,NaN
dnfm28ygp404p18guuvbiwfkl,Max,Besuschkow,Max,Besuschkow,Male,M. Besuschkow,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-05-31,Tübingen,Germany,36min0qztu8eydwvpv8t1is0m,187.0,81.0,right,NaN,active,yes,NaN,NaN,NaN
dwfy7zhktruk22ygsgy0wizv8,Michel,Dammeier,Michel,Dammeier,Male,M. Dammeier,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-04-30,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,17.0,active,yes,NaN,NaN,NaN
e1nswwkqf4qogy746c9jiow0k,Mark,Gevorgyan,Mark,Gevorgyan,Male,M. Gevorgyan,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-06-01,NaN,Germany,36min0qztu8eydwvpv8t1is0m,174.0,NaN,right,28.0,active,yes,NaN,NaN,NaN
eplcksjklph0e6yb70h81dpbe,Melkamu Benjamin Daniel,Frauendorf,Melkamu,Frauendorf,Male,M. Frauendorf,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-01-12,NaN,Ethiopia,5rbnsdndc8mp36d76dwuzd2ow,NaN,NaN,right,14.0,active,yes,NaN,NaN,NaN
f2ew09iry5vrew93i1gyg0ydw,Kolja Nuno,Oudenne,Kolja,Oudenne,Male,K. Oudenne,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2001-11-11,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,183.0,72.0,right,NaN,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
f2k1aw4bxk2tpm82fmmbciot0,Jeremie,Niklaus,Jeremie,Niklaus,Male,J. Niklaus,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2005-01-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,29.0,active,yes,NaN,NaN,NaN
j15c25ldu7ff8e02a3fwe99m,Robin Tristan,Kalem,Robin,Kalem,Male,R. Kalem,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-07-14,Stühlingen,Germany,36min0qztu8eydwvpv8t1is0m,181.0,71.0,right,24.0,active,yes,NaN,NaN,NaN
kw9fmd7pfvjh1pmozo5vunmc,Sean,Busch,Sean,Busch,Male,S. Busch,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2004-01-19,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,both,9.0,active,yes,NaN,NaN,NaN
2umlr5eiztka3wdiwnh7lin10,Nicolai,Schulte-Kellinghaus,Nicolai,Schulte-Kellinghaus,Male,N. Schulte-Kellinghaus,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2007-07-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
34z7e2n3yy2o9k02eldiidqeh,José-Enrique,Ríos Alonso,José-Enrique,Ríos Alonso,Male,J. Ríos Alonso,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-08-13,Stuttgart,Germany,36min0qztu8eydwvpv8t1is0m,182.0,77.0,right,23.0,active,yes,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN
3dds8p375helzo6koo89kt46i,Nils Florian,Kaiser,Nils,Kaiser,Male,N. Kaiser,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-02-03,NaN,Germany,36min0qztu8eydwvpv8t1is0m,178.0,NaN,both,18.0,active,yes,NaN,NaN,NaN
47mqzzzcgkauxzvbjhzb7i9qt,Michael,Schultz,Michael,Schultz,Male,M. Schultz,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1993-05-30,Landau,Germany,36min0qztu8eydwvpv8t1is0m,194.0,88.0,right,4.0,active,yes,NaN,NaN,NaN
53c1km8vj4lsibxkgymqwqkiy,Mustafa,Kourouma,Mustafa,Kourouma,Male,M. Kourouma,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-01-09,NaN,Germany,36min0qztu8eydwvpv8t1is0m,183.0,77.0,right,16.0,active,yes,Guinea,4i9sg55wigitrfx7290f59ceo,NaN
5d57rssywlhqtf3a70gh2ra7e,Eric Josef Arno,Voufack,Eric,Voufack,Male,E. Voufack,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2001-09-25,NaN,Germany,36min0qztu8eydwvpv8t1is0m,182.0,NaN,right,19.0,active,yes,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN
5ghjnuqhf7kvbwqlo8jqv0bqi,Robbie,D'Haese,Robbie,D'Haese,Male,R. D'Haese,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1999-02-25,Ostend,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,70.0,right,NaN,active,yes,NaN,NaN,NaN
614z4ma4o7wopgacvo7wuawru,Dion,Berisha,Dion,Berisha,Male,D. Berisha,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,2003-05-09,Lyon,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,21.0,active,yes,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN
6s6vzgye7gyx5920caby7jy3u,Leonardo,Vonić,Leonardo,Vonic,Male,L. Vonić,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2003-07-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,9.0,active,yes,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
6wthd0cj365pg3ntkgrjop785,Ole,Springer,Ole,Springer,Male,O. Springer,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1991-11-29,Uelzen,Germany,36min0qztu8eydwvpv8t1is0m,189.0,83.0,right,31.0,active,yes,NaN,NaN,NaN
71s9wql5ay3n77lnsmle9pgtm,Moussa,Doumbouya,Moussa,Doumbouya,Male,M. Doumbouya,Guinea,4i9sg55wigitrfx7290f59ceo,Attacker,player,1997-12-12,Conakry,Guinea,4i9sg55wigitrfx7290f59ceo,188.0,85.0,right,29.0,active,yes,NaN,NaN,NaN
8a1mr1y5j6ar9l43m9cqyymll,Jakob Karl Gerhard,Golz,Jakob,Golz,Male,J. Golz,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1998-08-16,Hamburg,Germany,36min0qztu8eydwvpv8t1is0m,187.0,85.0,both,1.0,active,yes,NaN,NaN,NaN
8ph29uixl5q80zj74jo339be1,Torben,Müsel,Torben,Müsel,Male,T. Müsel,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-07-25,Grünstadt,Germany,36min0qztu8eydwvpv8t1is0m,185.0,74.0,right,26.0,active,yes,NaN,NaN,NaN
8s8dqooc8j4o54syz0zxbbp0q,Ekin,Çelebi,Ekin,Çelebi,Male,E. Çelebi,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-06-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,184.0,74.0,NaN,17.0,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
aksjicf4keobpav3tuujngell,Manuel Paul,Wintzheimer,Manuel,Wintzheimer,Male,M. Wintzheimer,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-01-10,Arnstein,Germany,36min0qztu8eydwvpv8t1is0m,180.0,77.0,both,NaN,active,yes,NaN,NaN,NaN
am8d8igp5ecz2p63v05obvb2t,Andreas,Wiegel,Andreas,Wiegel,Male,A. Wiegel,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1991-07-21,Paderborn,Germany,36min0qztu8eydwvpv8t1is0m,179.0,70.0,right,7.0,active,yes,NaN,NaN,NaN
b229okcdelkic4y5py3pyoufo,Tom Ludovic Jean-Baptiste,Moustier,Tom,Moustier,Male,T. Moustier,France,7gww28djs405rfga69smki84o,Midfielder,player,2002-05-02,Aubagne,France,7gww28djs405rfga69smki84o,185.0,NaN,right,28.0,active,yes,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN
bju6aqep3e0g5ykur52vw7bl6,Felix Bernd,Wienand,Felix,Wienand,Male,F. Wienand,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2002-06-27,Bocholt,Germany,36min0qztu8eydwvpv8t1is0m,190.0,80.0,right,35.0,active,yes,NaN,NaN,NaN
bp6mjrecgqxs0ec6jid0kuwnp,Christoph,Dabrowski,Christoph,Dabrowski,Male,C. Dabrowski,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1978-07-01,Katowice,Poland,27baqb7359ywdvsxxklx1kn11,195.0,82.0,right,NaN,active,yes,NaN,NaN,NaN
btwjh42n7oh2ovbvoe347tjvt,Tobias Manuel,Kraulich,Tobias,Kraulich,Male,T. Kraulich,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-03-24,Erfurt,Germany,36min0qztu8eydwvpv8t1is0m,191.0,85.0,left,33.0,active,yes,NaN,NaN,NaN
bv0ha83fclswgcr2cz6yt59lh,Ahmet Metin,Arslan,Ahmet,Arslan,Male,A. Arslan,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1994-03-30,Memmingen,Germany,36min0qztu8eydwvpv8t1is0m,179.0,77.0,right,6.0,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
c0i743mo4b157ywn9sxtlaulm,Lucas,Brumme,Lucas,Brumme,Male,L. Brumme,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-09-25,NaN,Germany,36min0qztu8eydwvpv8t1is0m,187.0,78.0,left,14.0,active,yes,NaN,NaN,NaN
cvs95se45p6w4jobysm6fillh,Thomas,Eisfeld,Thomas,Eisfeld,Male,T. Eisfeld,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1993-01-18,Finsterwalde,Germany,36min0qztu8eydwvpv8t1is0m,177.0,76.0,right,10.0,active,yes,NaN,NaN,NaN
d9g9k6zyb93sxi7wfykh5gu8k,Ramien,Safi,Ramien,Safi,Male,R. Safi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1999-10-17,Groningen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,NaN,right,11.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
e1rx2ohahvyrq933xb0nzmz8,Gianluca,Swajkowski,Gianluca,Swajkowski,Male,G. Swajkowski,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-04-05,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,39.0,active,yes,NaN,NaN,NaN
e6jkldz6za7ln3jqxaw50i2qy,Jimmy Adrian,Kaparos,Jimmy,Kaparos,Male,J. Kaparos,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-12-25,Arnhem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,72.0,right,8.0,active,yes,Dominican Republic,za9wn9847gulllfsey917tmk,NaN
e9wuk86uktm83atn5kfsn5y0a,Aaron,Frimpong Manu,Aaron,Manu,Male,A. Manu,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-12-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,194.0,85.0,right,3.0,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
euqxg6258mb41llonhz56kc7p,Carsten,Wolters,Carsten,Wolters,Male,C. Wolters,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1969-07-25,Gelsenkirchen,Germany,36min0qztu8eydwvpv8t1is0m,180.0,72.0,NaN,NaN,active,yes,NaN,NaN,NaN
mn7okxsijfkd9a8cm7kajaj8,Berkant,Gedikli,Berkant,Gedikli,Male,B. Gedikli,Türkiye,6kd6webenogylfgwt2aa9l6vx,Defender,player,2005-02-27,NaN,Germany,36min0qztu8eydwvpv8t1is0m,180.0,NaN,right,36.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
2tlr0ntg9gu1vbgm9si1ske6t,Alexander,Ende,Alexander,Ende,Male,A. Ende,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1979-09-19,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
2yrjmbzqyzdgs6sw7gqtlmzh0,Marco,Mannhardt,Marco,Mannhardt,Male,M. Mannhardt,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-07-04,Trostberg,Germany,36min0qztu8eydwvpv8t1is0m,183.0,67.0,both,22.0,active,yes,NaN,NaN,NaN
3enp6k1qxfs1wa05zrukiqga,Fynn,Otto,Fynn,Otto,Male,F. Otto,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-03-08,Gießen,Germany,36min0qztu8eydwvpv8t1is0m,192.0,78.0,both,34.0,active,yes,NaN,NaN,Fynn Otto
3mhnaw75njyb91vtzkywl4atx,Jonas,Arweiler,Jonas,Arweiler,Male,J. Arweiler,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1997-04-10,Püttlingen,Germany,36min0qztu8eydwvpv8t1is0m,188.0,79.0,left,9.0,active,yes,NaN,NaN,NaN
3quwf8qumnqd575zimle6zb3d,Tobias-Mbunjiro,Knost,Tobias-Mbunjiro,Knost,Male,T. Knost,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,Defender,player,2000-05-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,178.0,75.0,right,21.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
466b5lgooz7uihzi6pbpuyrmy,Lukas,Demming,Lukas,Demming,Male,L. Demming,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-02-12,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,6.0,active,yes,NaN,NaN,NaN
47wbeeo0jqxvgowrknvwk8lw5,Niko,Kijewski,Niko,Kijewski,Male,N. Kijewski,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1996-03-28,Osnabrück,Germany,36min0qztu8eydwvpv8t1is0m,176.0,74.0,left,19.0,active,yes,NaN,NaN,NaN
668yrof29rgf3srxalhu5qpk9,Dominik Patryk,Steczyk,Dominik,Steczyk,Male,D. Steczyk,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,1999-05-04,Katowice,Poland,27baqb7359ywdvsxxklx1kn11,185.0,75.0,both,11.0,active,yes,NaN,NaN,NaN
6fwp35py11q0xy2k27hp7y6wa,Philipp,Schulze,Philipp,Schulze,Male,P. Schulze,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-01-29,Neustadt am Rügenberge,Germany,36min0qztu8eydwvpv8t1is0m,189.0,82.0,NaN,1.0,active,yes,NaN,NaN,NaN
6omb83e9k9kgcigl0mehc41k9,Michel Julius,Stöcker,Michel,Stöcker,Male,M. Stöcker,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-04-14,Köln,Germany,36min0qztu8eydwvpv8t1is0m,187.0,78.0,left,24.0,active,yes,NaN,NaN,NaN
6sw8khen1j7cofljf3n4him09,Marcel,Benger,Marcel,Benger,Male,M. Benger,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-07-02,Krefeld,Germany,36min0qztu8eydwvpv8t1is0m,188.0,73.0,right,23.0,active,yes,NaN,NaN,NaN
7qul2vnov7ax55lvkinr41fro,Tim,Köhler,Tim,Köhler,Male,T. Köhler,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-05-02,Leipzig,Germany,36min0qztu8eydwvpv8t1is0m,190.0,NaN,right,3.0,active,yes,NaN,NaN,NaN
7tjguurexixlasgd9vi47auzu,Berkan,Taz,Berkan,Taz,Male,B. Taz,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-12-19,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,175.0,72.0,both,10.0,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
7xy9418g44o51ghiwci25k5at,Sergej,Schmik,Sergej,Schmik,Male,S. Schmik,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1989-11-27,Olgino,Germany,36min0qztu8eydwvpv8t1is0m,179.0,80.0,both,NaN,active,yes,NaN,NaN,NaN
8gtjbmdgsrf1pwqd4vmtcvcru,Fabio,Gruber,Fabio,Gruber,Male,F. Gruber,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-09-03,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,2.0,active,yes,Peru,2uib9hdovpcye4re2l3omr4dl,NaN
8xrwbjb27vvhswu3civcbhvro,Ilya,Polyakov,Ilya,Polyakov,Male,I. Polyakov,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-03-20,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,26.0,active,yes,NaN,NaN,NaN
9pccniajj2cqpyxri1ret9hat,Daniel,Mikić,Daniel,Mikic,Male,D. Mikić,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1992-07-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,180.0,78.0,right,4.0,active,yes,NaN,NaN,NaN
9qn7p844h67gebha3zzi1gefo,Konstantin Laurin,Gerhardt,Konstantin,Gerhardt,Male,K. Gerhardt,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-04-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,31.0,active,yes,NaN,NaN,NaN
a6eqckdoa2jncisc138dslrzd,Yari,Otto,Yari,Otto,Male,Y. Otto,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-05-27,Wolfsburg,Germany,36min0qztu8eydwvpv8t1is0m,180.0,71.0,right,28.0,active,yes,NaN,NaN,Yari Otto
ajx87mriaideq6urhokoikjmy,Fabian,Pekruhl,Fabian,Pekruhl,Male,F. Pekruhl,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1999-02-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,32.0,active,yes,NaN,NaN,NaN
bcl3cr8j3eo0fbhg9617jhtyh,Timur,Gayret,Timur,Gayret,Male,T. Gayret,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-08-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,176.0,73.0,NaN,30.0,active,yes,NaN,NaN,NaN
bo5dasbo9bz4xnziogez5mnoq,Julian,Stark,Julian,Stark,Male,J. Stark,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-03-08,Überlingen,Germany,36min0qztu8eydwvpv8t1is0m,184.0,73.0,NaN,7.0,active,yes,NaN,NaN,NaN
c6gtrfmyox0wpsu9tdvdyntg,Marlon,Zacharias,Marlon,Zacharias,Male,M. Zacharias,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2005-02-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,40.0,active,yes,NaN,NaN,NaN
cbc8ue8bqu2ovajblknkx0yqx,Tom,Baack,Tom,Baack,Male,T. Baack,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-03-13,Essen,Germany,36min0qztu8eydwvpv8t1is0m,186.0,79.0,left,5.0,active,yes,NaN,NaN,NaN
cdc9bh24us1n5691jeseuok8a,Lars,Lokotsch,Lars,Lokotsch,Male,L. Lokotsch,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1996-05-17,Bad Honnef,Germany,36min0qztu8eydwvpv8t1is0m,190.0,80.0,both,13.0,active,yes,NaN,NaN,NaN
ciks4dkw33w5f4n3juleggr9w,Max,Scholze,Max,Scholze,Male,M. Scholze,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-04-30,NaN,Germany,36min0qztu8eydwvpv8t1is0m,192.0,76.0,NaN,16.0,active,yes,NaN,NaN,NaN
dmmvtfxdbolx1bih0y14xux91,Patrick,Kammerbauer,Patrick,Kammerbauer,Male,P. Kammerbauer,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-02-11,Raitenbuch,Germany,36min0qztu8eydwvpv8t1is0m,175.0,74.0,right,8.0,active,yes,NaN,NaN,NaN
dtxvcab5euwc892ozab78i2qy,Eduard,Probst,Eduard,Probst,Male,E. Probst,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2001-03-24,Moers,Germany,36min0qztu8eydwvpv8t1is0m,184.0,80.0,right,17.0,active,yes,Russia,7kfg68kh6n16fs4ap3xjiudr,NaN
ehqyitm28tdv1orik3ylzenmc,Chilohem Chukwuma,Onuoha,Chilohem,Onuoha,Male,C. Onuoha,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2005-05-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,188.0,NaN,both,27.0,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
1x31yxm68qxel6095pq33sdzp,Philip Michael,Heise,Philip,Heise,Male,P. Heise,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1991-06-20,Düsseldorf,Germany,36min0qztu8eydwvpv8t1is0m,184.0,78.0,left,16.0,active,yes,NaN,NaN,NaN
2e5buyhiwaps1qloetwufkru1,Robin Maximilian,Meißner,Robin,Meißner,Male,R. Meißner,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-10-08,Hamburg,Germany,36min0qztu8eydwvpv8t1is0m,182.0,78.0,both,21.0,active,yes,NaN,NaN,NaN
2tp9dxwnr9o1xfw7xmddr4b8p,Claudio Matthias,Kammerknecht,Claudio,Kammerknecht,Male,C. Kammerknecht,Sri Lanka,5yei7oqz4ku57trm484fgw1gr,Defender,player,1999-07-07,Emmendingen,Germany,36min0qztu8eydwvpv8t1is0m,187.0,78.0,right,15.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
366ke6v06ijfq33k0gxy7zkoa,Aljaž,Casar,Aljaz,Casar,Male,A. Casar,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,2000-09-17,Murska,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,190.0,78.0,NaN,17.0,active,yes,NaN,NaN,NaN
3cxerw84vigo2iz3yrarphdzo,Phillip,Böhm,Phillip,Böhm,Male,P. Böhm,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2002-02-12,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,31.0,active,yes,NaN,NaN,NaN
3n4ju4f2shaqdsegqrafi4vf8,Tony,Menzel,Tony,Menzel,Male,T. Menzel,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-03-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,24.0,active,yes,NaN,NaN,NaN
42ounta8vuqzh8xy2g6ymgjro,Dmytro,Bohdanov,Dmytro,Bohdanov,Male,D. Bohdanov,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,2007-03-06,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,NaN,34.0,active,yes,NaN,NaN,NaN
48wkoketoi76s1368fpunng89,Lars,Bünning,Lars,Bünning,Male,L. Bünning,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-02-27,Hamburg,Germany,36min0qztu8eydwvpv8t1is0m,187.0,78.0,left,23.0,active,yes,NaN,NaN,NaN
4d2p86dk4bugxla1yqltvx9pm,Dennis,Duah,Dennis,Duah,Male,D. Duah,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-08-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,183.0,NaN,NaN,4.0,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
5a4vvymm0ab6nr8bqr1xi532t,Daniel,Mesenhöler,Daniel,Mesenhöler,Male,D. Mesenhöler,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1995-07-24,Engelskirchen,Germany,36min0qztu8eydwvpv8t1is0m,188.0,83.0,right,37.0,active,yes,NaN,NaN,NaN
5dbqh9emnlpzgq54dwkqp5je2,Jakob,Lemmer,Jakob,Lemmer,Male,J. Lemmer,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2000-04-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,10.0,active,yes,NaN,NaN,NaN
5pwahrhgx0mvfl5gnd30o9w16,Tom,Zimmerschied,Tom,Zimmerschied,Male,T. Zimmerschied,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1998-09-22,NaN,Germany,36min0qztu8eydwvpv8t1is0m,180.0,69.0,both,22.0,active,yes,NaN,NaN,NaN
67v6i95r4489a5hnuunef0s0l,Stefan,Kutschke,Stefan,Kutschke,Male,S. Kutschke,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1988-11-03,Dresden,Germany,36min0qztu8eydwvpv8t1is0m,194.0,95.0,right,30.0,active,yes,NaN,NaN,NaN
71s0465utw4sf58z9qrz6u1p0,Paul,Lehmann,Paul,Lehmann,Male,P. Lehmann,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-07-22,Dresden,Germany,36min0qztu8eydwvpv8t1is0m,190.0,NaN,right,14.0,active,yes,NaN,NaN,NaN
7n0bgphc9ex9irwqvikocryay,Jonas,Oehmichen,Jonas,Oehmichen,Male,J. Oehmichen,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-03-03,Dresden,Germany,36min0qztu8eydwvpv8t1is0m,177.0,69.0,NaN,25.0,active,yes,NaN,NaN,NaN
