id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,status,active,height,foot,endDate,secondNationality,secondNationalityId,placeOfBirth,knownName,weight
4ciqzc2b0xfc24hha0bnp3eqy,Jayden Andrew,Reid,Jayden,Reid,Male,J. Reid,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2001-04-22,England,1fk5l4hkqk12i7zske6mcqju6,11.0,2024-01-24Z,active,yes,185.0,NaN,NaN,NaN,NaN,Luton,NaN,73.0
4zizd9804wk2k5v0l7ph0u0kq,Anttoni,Huttunen,Anttoni,Huttunen,Male,A. Huttunen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2001-12-17,Finland,2u07e54v5dprsugdvddpq5ync,16.0,2025-01-01Z,active,yes,172.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56vfepyyajg136iydn1xmhyei,Matías Alberto,Kivikko Arraño,Matias,Kivikko,Male,M. Kivikko,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-12-05,Finland,2u07e54v5dprsugdvddpq5ync,22.0,2025-01-29Z,active,yes,NaN,right,2025-12-31Z,Chile,32tb8d7824xg4i0ybxzssczu0,NaN,NaN,NaN
596d6ros8xtxb2hhy2zh7xf6c,Max Thulani,Peterson,Max,Peterson,Male,M. Peterson,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-04-13,USA,7hr2f89v44y65dyu9k92vprwn,19.0,2023-01-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64pptq46unjnsxn6wc3avhtec,Eemil,Toivonen,Eemil,Toivonen,Male,E. Toivonen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2006-12-12,Finland,2u07e54v5dprsugdvddpq5ync,35.0,2025-03-31Z,active,yes,NaN,NaN,2025-12-31Z,NaN,NaN,NaN,NaN,NaN
6uc4990c77l42figaho29ml90,Otto,Pajunen,Otto,Pajunen,Male,O. Pajunen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2009-05-14,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-05-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7mtrb2q1po3bwtkfp1w4w2qxh,Jelle,van der Heyden,Jelle,van der Heyden,Male,J. van der Heyden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1995-08-31,Netherlands,6hzi5pltnz67q4la8yli9qfv6,23.0,2025-03-03Z,active,yes,180.0,right,NaN,NaN,NaN,Arnhem,NaN,NaN
838qmht4vr302b22in8587fh0,Emir Akram,El Kathemi,Emir,El Kathemi,Male,E. El Kathemi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2006-07-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,27.0,2025-07-19Z,active,yes,NaN,NaN,2025-12-31Z,NaN,NaN,NaN,NaN,NaN
8tzmahdp1kkbot7nulpirqhh,Jiri,Nissinen,Jiri,Nissinen,Male,J. Nissinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1997-05-30,Finland,2u07e54v5dprsugdvddpq5ync,28.0,2022-01-01Z,active,yes,180.0,right,NaN,NaN,NaN,NaN,NaN,NaN
8v9ms04dm6d99xb9lt5qdk74k,Leo,Andersson,Leo,Andersson,Male,L. Andersson,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-06-11,Finland,2u07e54v5dprsugdvddpq5ync,43.0,2022-07-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9184a77akqe3pinkdqdkbzuy2,Noah Kristian,Nurmi,Noah,Nurmi,Male,N. Nurmi,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-02-06,Finland,2u07e54v5dprsugdvddpq5ync,2.0,2024-03-05Z,active,yes,181.0,NaN,NaN,NaN,NaN,NaN,NaN,76.0
9vdi394umuumkq4hg5rnj5tzo,Gabriel,Tallblom,Gabriel,Kolodziejczyk,Male,G. Tallblom,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2006-04-06,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aoa60lf22i1v66vmyf7sfiay,Dylan Ayrton,Garcia da Silva,Dylan Ayrton,Garcia da Silva,Male,Dylan Silva,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Goalkeeper,player,1999-02-10,France,7gww28djs405rfga69smki84o,NaN,2025-05-08Z,active,no,194.0,right,2025-08-03Z,Portugal,1nbm5i9a0403zzvltn17lxinc,Marseille,Dylan Silva,86.0
aqrc1jdlfxx4ukmkngx75lcr9,Gary,Williams,Gary,Wiliams,Male,G. Williams,England,1fk5l4hkqk12i7zske6mcqju6,NaN,coach,1977-12-07,England,1fk5l4hkqk12i7zske6mcqju6,NaN,2024-08-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,Ashford,NaN,NaN
b7594v117himyndjrpkval8us,Chukwuemeka Emmanuel,Okereke,Emmanuel,Okereke,Male,E. Okereke,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2003-07-30,Nigeria,63pvdwrsiq5b07mzi8igqei9p,30.0,2024-01-24Z,active,yes,190.0,right,NaN,NaN,NaN,Lagos,NaN,NaN
bboslspmgrlysvtol90dpfzzd,Admiral Dalindlela,Muskwe,Admiral,Muskwe,Male,A. Muskwe,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,Attacker,player,1998-08-21,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,15.0,2025-02-05Z,active,no,183.0,right,2025-08-11Z,England,1fk5l4hkqk12i7zske6mcqju6,Harare,NaN,75.0
bcjrathd4m2s4xcv1vcs13swk,Kevin Eric,Lund,Kevin,Lund,Male,K. Lund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2000-06-30,Sweden,1z6l2c33w2kyz9rdefs1d68nb,1.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cikb5rw9wtq5th334wj89dhey,Matias,Riikonen,Matias,Riikonen,Male,M. Riikonen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2002-02-24,Finland,2u07e54v5dprsugdvddpq5ync,32.0,2024-01-24Z,active,yes,187.0,NaN,NaN,NaN,NaN,NaN,NaN,72.0
cnf3yzk0zcrlrfejwd2iebbpw,Wille,Nuñez,Wille,Nuñez,Male,W. Nuñez,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2007-01-07,Finland,2u07e54v5dprsugdvddpq5ync,9.0,2024-02-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e44b06wsnvq3sjrvwk76dh6nd,Patrik Matias,Raitanen,Patrik,Raitanen,Male,P. Raitanen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-06-13,Finland,2u07e54v5dprsugdvddpq5ync,29.0,2024-02-02Z,active,yes,NaN,right,NaN,NaN,NaN,Ulvila,NaN,NaN
e45figz6iqhooav5b5wscmp5h,Henrik Daniel,Sjölund,Daniel,Sjölund,Male,D. Sjölund,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1983-04-22,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2023-09-07Z,active,yes,179.0,left,NaN,NaN,NaN,Finström,NaN,80.0
eklpacb4xe0yb13zxi642gys4,Johannes,Viitala,Johannes,Viitala,Male,J. Viitala,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2006-08-10,Finland,2u07e54v5dprsugdvddpq5ync,80.0,2025-01-29Z,active,no,NaN,NaN,2025-07-31Z,NaN,NaN,NaN,NaN,NaN
eyxig53mzy4qlf208vpchs7is,Michael,Fonsell,Michael,Fonsell,Male,M. Fonsell,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-07-26,Finland,2u07e54v5dprsugdvddpq5ync,14.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f5f9sfvtizyppg8kqtmp9y3ca,Muhamed Tehe,Olawale,Tehe,Olawale,Male,T. Olawale,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,1999-02-20,Côte d'Ivoire,tin6kf561ywonqan0mettr98,18.0,2022-07-29Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
q8lwl7i2zyt72utqaihknfh0,Hampus,Dahlgren,Hampus,Dahlgren,Male,H. Dahlgren,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-07-26,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-04-14Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
u8remrfu8ug41xu71brhukmh,Sebastian,Dahlström,Sebastian,Dahlström,Male,S. Dahlström,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1996-11-05,Finland,2u07e54v5dprsugdvddpq5ync,8.0,2024-01-24Z,active,yes,180.0,NaN,NaN,NaN,NaN,Helsinki,NaN,NaN
11xqkd2im28nwotbqeuhflcd1,Joni Onni Kristian,Mäkelä,Joni,Mäkelä,Male,J. Mäkelä,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1993-09-28,Finland,2u07e54v5dprsugdvddpq5ync,7.0,2022-02-10Z,active,yes,175.0,NaN,NaN,NaN,NaN,NaN,NaN,65.0
197bjrdxo8qscw0b22je0s9as,Aaro,Toivonen,Aaro,Toivonen,Male,A. Toivonen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2005-04-19,Finland,2u07e54v5dprsugdvddpq5ync,24.0,2025-07-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1ds8j4s1h4fydkkhl9qe9l5yi,Constantine,Edlund,Constantine,Edlund,Male,C. Edlund,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2004-07-20,USA,7hr2f89v44y65dyu9k92vprwn,15.0,2024-01-29Z,active,yes,178.0,both,2025-12-31Z,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,NaN
1nww1pe0ouxnuwt8q9zy4xrmc,Assane,Seck,Assane,Seck,Male,A. Seck,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,2004-01-13,Senegal,6hhqyhr5cwq2pfprlazyposyk,18.0,2025-01-01Z,active,yes,NaN,both,NaN,NaN,NaN,NaN,NaN,NaN
23yj26f5kapxyx90glndxs3kk,Mitchell John,Glasson,Mitchell,Glasson,Male,M. Glasson,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,2006-05-04,Australia,u5ieemi69z72c3bgczyy68lo,19.0,2025-01-05Z,active,yes,NaN,NaN,2025-12-31Z,NaN,NaN,NaN,NaN,NaN
2c4lqno6q9hrin5ywos5rt9uc,Urho,Huhtamäki,Urho,Huhtamäki,Male,U. Huhtamäki,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-04-18,Finland,2u07e54v5dprsugdvddpq5ync,2.0,2024-02-01Z,active,no,NaN,NaN,2025-08-01Z,NaN,NaN,NaN,NaN,NaN
3uh2fn4alikfvi75j9jvmyhux,Lucas Rangel,Nunes Gonçalves,Lucas Rangel,Nunes Gonçalves,Male,Rangel,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1994-12-29,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,28.0,2025-06-28Z,active,yes,184.0,right,NaN,NaN,NaN,Alvorada,Rangel,74.0
41fgl6geucap62xgimc78e238,Madou,Diakité Koumah,Madou,Diakité,Male,M. Diakité,Mali,d0v29nncgikdswlxpdq553zz,Goalkeeper,player,2004-07-22,Mali,d0v29nncgikdswlxpdq553zz,16.0,2025-03-21Z,active,yes,188.0,left,2025-12-31Z,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,82.0
46vhs4ayic1lam0ekm7xh007o,Huugo,Kauhanen,Huugo,Kauhanen,Male,H. Kauhanen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2008-07-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-02-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4lgvhmh5otjikwqiwbc2yu8kp,Bile-Enoch,Banza,Bile-Enoch,Banza,Male,E. Banza,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2000-02-04,Finland,2u07e54v5dprsugdvddpq5ync,12.0,2024-02-28Z,active,yes,176.0,right,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Helsinki,NaN,NaN
4m7qbjhm8zl0z7px053siv6j9,Jani Petteri,Forsell,Petteri,Forsell,Male,P. Forsell,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1990-10-16,Finland,2u07e54v5dprsugdvddpq5ync,10.0,2025-02-18Z,active,yes,170.0,both,NaN,NaN,NaN,Kokkola,NaN,77.0
5wtugxjwq7fvbeqcak5j5l5nt,Marius,Bustgaard Larsen,Marius,Bustgaard Larsen,Male,M. Larsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2000-05-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,23.0,2025-01-01Z,active,no,NaN,NaN,2025-07-16Z,NaN,NaN,NaN,NaN,NaN
5xh9dk4vted5t3yzvnc1o3a7e,Brian Safo,Oddei,Brian,Oddei,Male,B. Oddei,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,2002-09-18,Italy,25f2cmb2r8mk5rj92tzer6kvv,22.0,2025-06-11Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6qgfzh7ijmj01m5mvxhtiq2ok,Luka,Puhakainen,Luka,Puhakainen,Male,L. Puhakainen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2008-03-03,Finland,2u07e54v5dprsugdvddpq5ync,30.0,2025-01-17Z,active,yes,185.0,left,NaN,NaN,NaN,NaN,NaN,75.0
7dvn6m2z49c2n1ev0o9rvk93o,Luca,Weckström,Luca,Weckström,Male,L. Weckström,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-06-05,Finland,2u07e54v5dprsugdvddpq5ync,77.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7q2s7e1o1sxrt2omrwwbkr2dx,Joni Ensio,Kauko,Joni,Kauko,Male,J. Kauko,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1990-07-12,Finland,2u07e54v5dprsugdvddpq5ync,8.0,2025-08-21Z,active,yes,186.0,right,NaN,NaN,NaN,Turku,NaN,85.0
8bk1u1zlolcgphg6dwdezdre,Juho,Lehtiranta,Juho,Lehtiranta,Male,J. Lehtiranta,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2002-09-27,Finland,2u07e54v5dprsugdvddpq5ync,14.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8igk37zt3ixjxdtr1t9kwfnit,Luc,Landry Tabi Manga,Tabi,Manga,Male,T. Manga,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,1994-11-17,Cameroon,4eb9feio6u267dd1jcwaf38mt,17.0,2024-01-01Z,active,no,186.0,right,2025-07-30Z,NaN,NaN,Yaoundé,NaN,84.0
91c1ud1vk02de6uexycm07ml0,Thomas,Lahdensuo,Thomas,Lahdensuo,Male,T. Lahdensuo,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-06-08,Finland,2u07e54v5dprsugdvddpq5ync,11.0,2025-08-14Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9bd4vf4tdzfipobqzp2r7gbft,Matias,Paavola,Matias,Paavola,Male,M. Paavola,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2000-06-30,Finland,2u07e54v5dprsugdvddpq5ync,26.0,2024-01-01Z,active,yes,185.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9hf3cqj9cd6m2x4sb05e0n1t5,Oscar Carl,Linnér,Oscar,Linnér,Male,O. Linnér,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1997-02-23,Sweden,1z6l2c33w2kyz9rdefs1d68nb,31.0,2025-07-01Z,active,yes,200.0,right,NaN,NaN,NaN,Stockholm,NaN,84.0
9uynvf6ziq9ksfa4yzya13wmh,Albin Eric,Linnér,Albin,Linnér,Male,A. Linnér,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1999-02-14,Sweden,1z6l2c33w2kyz9rdefs1d68nb,34.0,2025-07-01Z,active,yes,187.0,NaN,NaN,NaN,NaN,NaN,NaN,69.0
9zor7k35sljux4ezoyecca8d1,Jonas,Nyholm,Jonas,Nyholm,Male,J. Nyholm,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1992-06-23,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2023-12-23Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aksd92m1et7bs1miu6cfdcfyt,Matias Antero,Lindfors,Matias,Lindfors,Male,M. Lindfors,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1997-02-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
apryim5dle6o29qp6hpio06sq,Franck-Landry,Ellé Essouma,Franck,Ellé,Male,F. Ellé,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,2000-06-16,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,2025-01-01Z,active,yes,181.0,right,NaN,France,7gww28djs405rfga69smki84o,Yaoundé,NaN,74.0
b9s6ecsxs323kktg3cs3pisk4,Arttu,Tulehmo,Arttu,Tulehmo,Male,A. Tulehmo,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2007-05-02,Finland,2u07e54v5dprsugdvddpq5ync,27.0,2025-01-01Z,active,yes,NaN,NaN,2025-12-31Z,NaN,NaN,NaN,NaN,NaN
btr893a8ljoe8av97ji8kwr11,Aleksi,Tarvonen,Aleksi,Tarvonen,Male,A. Tarvonen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1994-07-19,Finland,2u07e54v5dprsugdvddpq5ync,9.0,2024-01-01Z,active,yes,181.0,NaN,NaN,NaN,NaN,NaN,NaN,68.0
bxd2pse7enn5c11fu8jlqjcwk,Nathaniel,Tahmbi,Nathaniel,Tahmbi,Male,N. Tahmbi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2003-07-20,Nigeria,63pvdwrsiq5b07mzi8igqei9p,6.0,2025-07-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
byudescfxvi1kxlpncbv0mymt,Mikko,Sumusalo,Mikko,Sumusalo,Male,M. Sumusalo,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1990-03-12,Finland,2u07e54v5dprsugdvddpq5ync,21.0,2024-01-09Z,active,yes,176.0,left,NaN,NaN,NaN,Porvoo,NaN,71.0
c538ewmcaz4z73gcftzedbob9,Atomu,Tanaka,Atomu,Tanaka,Male,A. Tanaka,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,1987-10-04,Japan,lxyibh89lpdc0bfian1nx0xq,37.0,2025-01-06Z,active,yes,167.0,right,NaN,NaN,NaN,Niigata,NaN,68.0
c5oixwvc8sk4fxliorsk7a311,Joona Marko Aleksi,Toivio,Joona,Toivio,Male,J. Toivio,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1988-03-10,Finland,2u07e54v5dprsugdvddpq5ync,4.0,2025-01-17Z,active,yes,186.0,right,NaN,NaN,NaN,Sipoo,NaN,87.0
cayn625x26mewt9gp2xrmh4ut,Felipe,Aspegren Berhönnr,Felipe,Aspegren,Male,F. Aspegren,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-02-12,Colombia,6kby8rq1p01fg5ds38ckkrcs5,42.0,2025-07-22Z,active,yes,172.0,right,2025-12-31Z,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,72.0
dl6lfojhwzis2gboqxonxu904,Maksym,Zhuk,Maksym,Zhuk,Male,M. Zhuk,Ukraine,315w6fk6umfzf4qvba3t55u61,Goalkeeper,player,2003-08-18,Ukraine,315w6fk6umfzf4qvba3t55u61,33.0,2023-10-20Z,active,no,191.0,NaN,2025-07-08Z,NaN,NaN,NaN,NaN,75.0
e7mg2hccr1pqnai6u291nlx5g,Aapo,Ruohio,Aapo,Ruohio,Male,A. Ruohio,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2008-07-05,Finland,2u07e54v5dprsugdvddpq5ync,29.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eomg9p2mo39ce40d1elkxerpx,Jiri,Koski,Jiri,Koski,Male,J. Koski,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1995-04-20,Finland,2u07e54v5dprsugdvddpq5ync,1.0,2025-01-01Z,active,yes,188.0,right,NaN,NaN,NaN,Helsinki,NaN,NaN
r5n3luq7z03736jbjqxbtox6,Joshua Oghene Ochukwu,Akpudje,Joshua,Akpudje,Male,J. Akpudje,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,1998-07-23,Nigeria,63pvdwrsiq5b07mzi8igqei9p,44.0,2025-07-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ro21tqqaeslyebto6ukon5zo,Armaan Mark,Wilson,Armaan,Wilson,Male,A. Wilson,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2002-05-29,Canada,1iaoypzp6syf32cz9l15pzp7e,5.0,2024-03-28Z,active,no,190.0,right,2025-07-03Z,NaN,NaN,Kleinburg,NaN,NaN
1c0kwoefxqhfv6h598g14ncb8,Roopert,Tahkola,Roopert,Tahkola,Male,R. Tahkola,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,NaN,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-01-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1p8qp744v6uor8li9wfcwi0dm,Aatu Aabraham,Hakala,Aatu,Hakala,Male,A. Hakala,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2000-07-28,Finland,2u07e54v5dprsugdvddpq5ync,12.0,2024-01-08Z,active,yes,182.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27tqgrgwe7bvct5ffmr0sqdey,Dion,Krasniqi,Dion,Krasniqi,Male,D. Krasniqi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,2003-08-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,19.0,2025-04-01Z,active,no,188.0,right,2025-08-29Z,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,78.0
289f8ysumkm0ilmx2z472cei2,Ibrahim,Cissé,Ibrahim,Cissé,Male,I. Cissé,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,1999-01-11,Côte d'Ivoire,tin6kf561ywonqan0mettr98,15.0,2023-03-17Z,active,yes,188.0,right,NaN,NaN,NaN,Kounfao,NaN,84.0
2c6ht1co6sbekan5jd0guvh1w,Samuel,Pasanen,Samuel,Pasanen,Male,S. Pasanen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2006-01-02,Germany,36min0qztu8eydwvpv8t1is0m,14.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,Bremen,NaN,NaN
2ctzd5fn63b0cty9yosyjlhck,Tatu,Hukkanen,Tatu,Hukkanen,Male,T. Hukkanen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2008-04-27,Finland,2u07e54v5dprsugdvddpq5ync,31.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2eibwkyep3uk1zbe1u1lyo4fe,Taneli,Hämäläinen,Taneli,Hämäläinen,Male,T. Hämäläinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-04-16,Finland,2u07e54v5dprsugdvddpq5ync,33.0,2025-08-16Z,active,yes,184.0,right,2026-06-30Z,NaN,NaN,Kuopio,NaN,79.0
2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,Ferreira,Paulo Ricardo,Ferreira,Male,Paulo Ricardo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,1994-07-13,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,4.0,2025-06-01Z,active,yes,186.0,right,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,Laguna,Paulo Ricardo,80.0
2vvnbkdgeje34aivohozzvm5l,Arttu,Heinonen,Arttu,Heinonen,Male,A. Heinonen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1999-04-22,Finland,2u07e54v5dprsugdvddpq5ync,17.0,2023-01-01Z,active,yes,180.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2yyodldan4gscxb0jjrpkygyy,Joslyn,Luyeye-Lutumba,Joslyn,Luyeye-Lutumba,Male,J. Luyeye-Lutumba,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2002-12-07,Finland,2u07e54v5dprsugdvddpq5ync,21.0,2024-01-01Z,active,yes,NaN,NaN,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN,NaN
2z3qtvpnuakbbzmwvhro4bbv9,Sixten,Boström,Sixten,Boström,Male,S. Boström,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1963-09-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2023-05-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,Helsinki,NaN,NaN
3alfw3kf3bv1d4g1dr93kxno4,Miilo,Pitkänen,Miilo,Pitkänen,Male,M. Pitkänen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2006-06-29,Finland,2u07e54v5dprsugdvddpq5ync,37.0,2022-10-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3ani6i6zvyyz715jalqfbcvoq,Arttu Mikael,Lötjönen,Arttu,Lötjönen,Male,A. Lötjönen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-01-28,Finland,2u07e54v5dprsugdvddpq5ync,23.0,2024-12-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59d5otjevb4zussjofufdg4ph,Petteri Henri Juhana,Pennanen,Petteri,Pennanen,Male,P. Pennanen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1990-09-19,Finland,2u07e54v5dprsugdvddpq5ync,8.0,2024-02-28Z,active,yes,181.0,right,NaN,NaN,NaN,Kuopio,NaN,73.0
5irotktf4k5ynobf0zugdom0a,Clinton,Antwi,Clinton,Antwi,Male,C. Antwi,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1999-11-06,Ghana,2q2sw72utw5gu9t5y4knckwba,25.0,2022-01-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5skki9qedwo05d1scee0obu1h,Saku,Savolainen,Saku,Savolainen,Male,S. Savolainen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1996-08-13,Finland,2u07e54v5dprsugdvddpq5ync,6.0,2022-03-01Z,active,yes,183.0,right,NaN,NaN,NaN,NaN,NaN,NaN
