id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,shirtNumber,status,active,placeOfBirth,knownName,secondNationality,secondNationalityId,weight,foot
3zwqcq88lbvg1rp2ribofi47p,Rokas,Lekiatas,Rokas,Lekiatas,R. Lekiatas,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,Defender,player,1998-11-07,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,NaN,3.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
40ofnenn4ohsvusxpjpqe2t5g,Valentin,David,Valentin,David,V. David,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,assistant coach,1969-08-06,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,yes,Caracal,NaN,NaN,NaN,NaN,NaN
4zpfiouzqk8sdos2celmcv8ix,Ionuț Cristian,Gurău,Ionut,Gurau,I. Gurău,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,1999-03-27,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,50.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
568t9np31z2iwbsfkissys3fu,Constantin Dragoș,Albu,Dragos,Albu,D. Albu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2001-03-15,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,8.0,active,yes,Plenița,NaN,NaN,NaN,NaN,NaN
5ly2ru393bwnqx9nbs1uzvalm,Dimitrie Robert,Popa,Robert,Popa,R. Popa,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,2003-03-05,Romania,17oj2qrzqlkhdjvazum10sx2i,190.0,31.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
6wow1w2oanx8wpeo2bo7j2nhm,Amar,Kvakić,Amar,Kvakic,A. Kvakić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2002-10-30,Austria,hcs1bd49qliqqity6o268jyt,191.0,5.0,active,yes,Graz,NaN,Austria,hcs1bd49qliqqity6o268jyt,83.0,both
6xkjdanc26qrq1rzx38mwafh1,Samuel,Asamoah,Samuel,Asamoah,S. Asamoah,Togo,3jiuckrqd0zejkm452st5dyq7,Midfielder,player,1994-03-23,Ghana,2q2sw72utw5gu9t5y4knckwba,166.0,77.0,active,no,Accra,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,right
73c82v0i8sj5t0hzdf0y6d6nd,Yassine,Bahassa,Yassine,Bahassa,Y. Bahassa,France,7gww28djs405rfga69smki84o,Attacker,player,1992-05-21,France,7gww28djs405rfga69smki84o,187.0,28.0,active,yes,Sauveterre-de-Guyenne,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN
775kem9vzj93r00ixitc0rrx0,Jibril,Ibrahim,Jibril,Ibrahim,J. Ibrahim,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2002-12-01,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,9.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
7rrl9tq9rlr4rmtc6qui1h6vo,Alexandru Florin,Iordache,Alexandru,Iordache,A. Iordache,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2003-05-27,Romania,17oj2qrzqlkhdjvazum10sx2i,183.0,19.0,active,no,NaN,NaN,NaN,NaN,75.0,right
7uxl0ncxmbic0s8nqhuvnxvu2,Idris,Bounaas,Idris,Bounaas,I. Bounaas,Algeria,1ayprcriqhb8iv10ch70clppu,Midfielder,player,2003-01-10,France,7gww28djs405rfga69smki84o,NaN,NaN,active,yes,NaN,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN
8broau66kspgnxy114odoywpg,Bogdan Gabriel,Duță,Bogdan,Duta,B. Duță,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2005-02-16,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,26.0,active,yes,NaN,Bogdan Duta,NaN,NaN,NaN,NaN
8fln8blx5eq33niti6apuchcl,Eugen,Trică,Eugen,Trica,E. Trică,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1976-08-05,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,yes,Teslui,NaN,NaN,NaN,NaN,NaN
8kgdvy555xa2rck648guw4zit,Giovanni,Piccolomo,Giovanni,Piccolomo,Giovanni,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1994-04-04,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,174.0,7.0,active,no,Sorocaba,Giovanni,Italy,25f2cmb2r8mk5rj92tzer6kvv,72.0,right
8lzao0waglriw4sr59cepmb1m,Mario Daniel,Enache,Mario,Enache,M. Enache,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,2003-10-08,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,22.0,active,yes,Craiova,NaN,NaN,NaN,NaN,NaN
8w2hspz1nddf62m5qvkj8dm1h,Vlad Alexandru,Achim,Vlad,Achim,V. Achim,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1989-04-07,Romania,17oj2qrzqlkhdjvazum10sx2i,183.0,6.0,active,yes,Ovidiu,NaN,NaN,NaN,71.0,right
91svq9lxabpt5nu8ts5qgghsk,Moses,Abbey,Moses,Abbey,M. Abbey,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2002-08-18,Ghana,2q2sw72utw5gu9t5y4knckwba,164.0,NaN,active,no,Accra,NaN,NaN,NaN,NaN,left
9h7wmot6cr3g7hxkp7mg705w5,Nicolae Constantin,Dică,Nicolae,Dica,N. Dică,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1980-05-09,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,NaN,active,no,Piteşti,NaN,NaN,NaN,73.0,NaN
aqmfun6cqcallrm8h7uh1suzt,Andrea,Padula,Andrea,Padula,A. Padula,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1996-04-04,Switzerland,3bh70jgvc5mn58x0byjkuda17,183.0,72.0,active,yes,NaN,NaN,Switzerland,3bh70jgvc5mn58x0byjkuda17,73.0,right
azd0r6oich4kligc8tk95rd91,Aurelian Ionuț,Chițu,Aurelian,Chitu,A. Chițu,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1991-03-25,Romania,17oj2qrzqlkhdjvazum10sx2i,183.0,11.0,active,yes,Ţăndărei,NaN,NaN,NaN,80.0,left
b6i9y486a29s6r1vjmsiqdjis,Vladislav,Blănuță,Vladislav,Blanuta,V. Blănuță,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2002-01-12,Romania,17oj2qrzqlkhdjvazum10sx2i,190.0,99.0,active,yes,Hîncești,NaN,Moldova,389mdnq78a55g2gr040a3mmtj,NaN,right
b7zqtxwadsomhi6tdiug6pizu,Marius Florian,Ciobanu-Vanghele,Marius,Ciobanu,M. Ciobanu-Vanghele,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2003-03-31,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,74.0,active,no,București,NaN,NaN,NaN,NaN,NaN
bc7avgti695imawd2c5gsak89,Sékou,Sidibé,Sekou,Sidibe,S. Sidibe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2001-05-05,Côte d'Ivoire,tin6kf561ywonqan0mettr98,172.0,51.0,active,yes,NaN,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,both
bdoz65tezzn4p7we3r5usasfe,Vlad Marian,Pop,Vlad,Pop,V. Pop,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2000-08-31,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,23.0,active,yes,Târgu Mureș,NaN,NaN,NaN,NaN,NaN
bgsjqt1w8f74382mjl5fycy6s,Florin,Anton,Florin,Anton,F. Anton,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
cbpf20ic19ld6qe7du5fk2hp0,Florin Anton,Drăgan,Florin,Dragan,F. Drăgan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1980-02-17,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
ct2i7smjd6eg6bah5lyjxu5uc,Mario Eduard,Ilie,Mario,Ilie,M. Ilie,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2007-01-17,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,27.0,active,yes,Craiova,NaN,NaN,NaN,NaN,NaN
d01f9rklfo8h22ujbomsypa09,Benjamin Andre,Van Durmen,Benjamin,Van Durmen,B. Van Durmen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1997-03-20,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,30.0,active,yes,NaN,NaN,NaN,NaN,NaN,left
d2uf0kwnlsf0csmboaacvy2y2,Danny,Agostinho Henriques,Danny,Henriques,D. Henriques,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1997-07-29,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,14.0,active,no,Rotterdam,NaN,NaN,NaN,82.0,left
d2xblktxmr8illac50p2gcmhh,Léo Sébastien,Lacroix,Léo,Lacroix,L. Lacroix,Switzerland,3bh70jgvc5mn58x0byjkuda17,Defender,player,1992-02-27,Switzerland,3bh70jgvc5mn58x0byjkuda17,195.0,4.0,active,yes,Lausanne,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,85.0,right
dhcvvs72sqc4qzzwh6kouxaeh,William Guido,Baeten,William,Baeten,W. Baeten,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1997-02-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,24.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
dn77eekunpk4ed3pp8852gh61,Giovanni,Costantino,Giovanni,Costantino,G. Costantino,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,coach,1984-10-03,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,active,no,Messina,NaN,NaN,NaN,NaN,NaN
dswxynpecynzxii8om2kjvg2c,Alexandru Krisztián,Blidar,Alexandru,Blidar,A. Blidar,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2002-12-19,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,15.0,active,yes,Budapest,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN
dvtudwu2a9wwsfzwguq3h6yg9,Juan Francisco,Bauza,Juan,Bauza,J. Bauza,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,1996-05-03,Argentina,2vovxa97k7v7ofa85dah2xktb,177.0,10.0,active,yes,Gualeguaychú,NaN,NaN,NaN,70.0,right
e3nrmypim6xlrqbtrd3oom06i,Alexandru Ionuț,Vodă,Alexandru,Voda,A. Vodă,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1998-07-22,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,98.0,active,no,Craiova,NaN,NaN,NaN,NaN,NaN
e65ubv92a1j8a5om5ba8pg844,Paul Nelu,Răducan,Paul,Raducan,P. Răducan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1967-12-14,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,Craiova,NaN,NaN,NaN,NaN,NaN
eav6wesodvcrupxlbqhlyzn6c,Dan,Vasilică,Dan Dumitru,Vasilica,D. Vasilică,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1977-07-10,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,Târgu Jiu,NaN,NaN,NaN,NaN,NaN
ekssiukg61z4lkm1728qszjoq,Ionuț Marius,Zanfir,Ionut,Zanfir,I. Zanfir,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2000-08-21,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,20.0,active,yes,Craiova,NaN,NaN,NaN,NaN,NaN
emj36bsu41mzsniti1yd8uyhg,Hristu Ilie Clidy,Sofianu,Hristu,Sofianu,H. Sofianu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2004-01-22,Romania,17oj2qrzqlkhdjvazum10sx2i,187.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN,both
eq2un9bs7ii40ge4qoy6qagwk,Lucian Mihai,Duță,Lucian,Duta,L. Duță,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2005-02-16,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,29.0,active,yes,NaN,Lucian Duta,NaN,NaN,NaN,NaN
erthqbgec4nk27gwjsfkgqswl,Nicolò,Napoli,Nicolò,Napoli,N. Napoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,coach,1962-02-07,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,active,no,Palermo,NaN,NaN,NaN,NaN,NaN
f5gjxj686na129tn78h5rivvt,Apostolos,Diamantis,Apostolos,Diamantis,A. Diamantis,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,2000-05-20,Greece,6lpgd60z890no2v46zdecrcss,NaN,25.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
wcy53akmtt496uo693lfy25m,Gabriel Nicolae,Buta,Gabriel,Buta,G. Buta,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2002-01-29,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,79.0,active,yes,Oradea,NaN,NaN,NaN,NaN,left
1burdmmtt0xlp4i0yx1nmux1x,Daniel Iliuță,Popa,Daniel,Popa,D. Popa,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1995-07-14,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,19.0,active,yes,Pietroşiţa,NaN,NaN,NaN,80.0,right
1t3gl0bsoimov02jifpaxwm3t,Răzvan Alin,Trif,Razvan,Trif,R. Trif,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1997-10-09,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,24.0,active,no,Jidvei,NaN,NaN,NaN,NaN,left
29zjv6zzf6mtw1vcitd280q8l,Federico Marcelo,Anselmo,Federico,Anselmo,F. Anselmo,Argentina,2vovxa97k7v7ofa85dah2xktb,Attacker,player,1994-06-11,Argentina,2vovxa97k7v7ofa85dah2xktb,188.0,32.0,active,yes,Las Acequias,NaN,NaN,NaN,86.0,right
2pcouxpkx09dap0t3nfgo5fbp,Radoslav Bonchev,Dimitrov,Radoslav,Dimitrov,R. Dimitrov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Defender,player,1988-08-12,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,175.0,88.0,active,no,Lovech,NaN,NaN,NaN,71.0,both
3ca270plx35v9b2fknfip2aga,Marco Alin,Rus,Marco,Rus,M. Rus,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2003-01-23,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,18.0,active,yes,Florești,NaN,NaN,NaN,67.0,right
3tuaik0yt50goyo00m1hewqy2,George Alexandru,Cîmpanu,George,Cîmpanu,G. Cîmpanu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2000-10-08,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,28.0,active,no,București,NaN,NaN,NaN,NaN,NaN
3xjw8mfh6acvfal7r9ajazqc4,Matei Leonard,Moraru,Matei,Moraru,M. Moraru,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2005-07-31,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,31.0,active,no,Cluj-Napoca,NaN,NaN,NaN,NaN,NaN
4rfwk5gqxld4nhn5fkqdz4445,Marco Ezio,Fossati,Marco,Fossati,M. Fossati,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1992-10-05,Italy,25f2cmb2r8mk5rj92tzer6kvv,178.0,21.0,active,yes,Monza,NaN,NaN,NaN,74.0,right
4wrzdsn4meppq1el3pepe3z10,Luca,Nagy,Luca,Nagy,L. Nagy,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2006-02-20,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,30.0,active,yes,Satu Mare,NaN,NaN,NaN,NaN,NaN
5was4yl2naef09li7umy4m311,Bogdan Ilie,Vătăjelu,Bogdan,Vatajelu,B. Vătăjelu,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1993-04-24,Romania,17oj2qrzqlkhdjvazum10sx2i,171.0,5.0,active,no,Râmnicu Vâlcea,NaN,NaN,NaN,65.0,NaN
62ey1w5mwivj8y07i2vbjbpqs,Ionel Alin,Techereș,Alin,Techeres,A. Techereș,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2007-01-05,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,41.0,active,yes,Câmpia Turzii,NaN,NaN,NaN,NaN,NaN
6lnsr00btsn51fooadijl6xnt,Valentin,Gheorghe,Valentin,Gheorghe,V. Gheorghe,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1997-02-14,Romania,17oj2qrzqlkhdjvazum10sx2i,175.0,20.0,active,yes,Ploieşti,NaN,NaN,NaN,64.0,right
6oq3iylq81ndspvubgbpl17o4,Alin Marian,Chinteș,Alin,Chintes,A. Chinteș,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2006-02-07,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,43.0,active,yes,Bistrița,NaN,NaN,NaN,NaN,NaN
6v6i9zsd0twkyibbab8ro06qc,Tudor,Pojar,Tudor,Pojar,T. Pojar,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2006-05-02,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,22.0,active,no,Cluj-Napoca,NaN,NaN,NaN,NaN,NaN
6y5pwrxzxh51cxbpam42ahnth,Bogdan Alexandru,Mitrea,Bogdan,Mitrea,B. Mitrea,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1987-09-29,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,3.0,active,yes,Cluj-Napoca,NaN,NaN,NaN,79.0,left
6ywt9wenyv68t02vn9pp4dexh,Dan Nicolae,Nistor,Dan,Nistor,D. Nistor,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1988-05-06,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,10.0,active,yes,Rucăr,NaN,NaN,NaN,72.0,right
7d0i58g4ee6fd68ze419jg0l,Ioan Ovidiu,Sabău,Ioan,Sabau,I. Sabău,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1968-02-12,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,NaN,active,yes,Câmpia Turzii,NaN,NaN,NaN,NaN,NaN
7gpq6hfol261qlbstz1hqxhhx,Alexandru Mihăiță,Chipciu,Alexandru,Chipciu,A. Chipciu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1989-05-18,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,27.0,active,yes,Brăila,NaN,NaN,NaN,74.0,right
7vxoqw134oeuwgw0eqm5rnnbp,Doru,Popadiuc,Doru,Popadiuc,D. Popadiuc,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1995-02-18,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,59.0,active,no,Suceava,NaN,NaN,NaN,74.0,left
85pw7q2msf1u35ivrk860le22,Kevin,Doukoure Grobry,Kevin,Doukoure,K. Doukoure,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,1999-03-30,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,4.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
8hr3jk79yj13b1gjwdl4bu8oa,Dragoș Sebastian,Tescan,Dragos,Tescan,D. Tescan,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1999-09-15,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,11.0,active,yes,Craiova,NaN,NaN,NaN,NaN,NaN
8j28hi3yo7qw6dibkqbwtmtx,Ionuţ Andrei,Peteleu,Andrei,Peteleu,A. Peteleu,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1992-08-20,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,77.0,active,yes,Bistrița,NaN,NaN,NaN,76.0,both
8mvqg59yze2ixlojan8w2j7xl,Gabriel Bogdan,Simion,Gabriel,Simion,G. Simion,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1998-05-22,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,98.0,active,yes,Călăraşi,NaN,NaN,NaN,71.0,NaN
8zmxsixeoe1gmas31bzss7ljp,Elvis,Manu,Elvis,Manu,E. Manu,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1993-08-13,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,45.0,active,no,Dordrecht,NaN,NaN,NaN,64.0,right
9aa8860gae7blevmdun2ut87p,Ioan Constantin,Filip,Ioan,Filip,I. Filip,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1989-05-20,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,16.0,active,no,Criştioru de Jos,NaN,NaN,NaN,79.0,right
9atu0taf4r5uw7bm299en2bbp,George Andrei,Miron,Andrei,Miron,A. Miron,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1994-05-28,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,6.0,active,no,Galaţi,NaN,NaN,NaN,80.0,right
9qnv6dwroctj0mt4jv13x33e1,Roger Junio,Rodrigues Ferreira,Roger Junio,Rodrigues Ferreira,Roger Junio,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1996-03-01,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,180.0,8.0,active,yes,Goiânia,Roger,NaN,NaN,74.0,left
9tfhug8q4ydcd4j6bp7mcx3o5,Ovidiu Alexandru,Bic,Ovidiu,Bic,O. Bic,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1994-02-23,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,94.0,active,yes,Abrud,NaN,NaN,NaN,74.0,left
9w074kbnsf0pny09g1hbej015,Thalisson Kelven,da Silva,Thalisson Kelven,da Silva,Thalisson Kelven,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,1998-05-07,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,189.0,2.0,active,yes,Ji-Paraná,Thalisson Kelven,NaN,NaN,79.0,right
9yk8by0fmn5yvtt1cller7k5x,Andrei Ovidiu,Pițian,Andrei,Pitian,A. Pițian,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1995-11-16,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,17.0,active,yes,Târgu Jiu,NaN,NaN,NaN,74.0,right
aa723c1yqiz4y14ecdr4lcqhg,Antonio,Suciu,Antonio,Suciu,A. Suciu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2006-12-16,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,6.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
ajopyzvn1l3jyoq7ktufu611x,Edvinas,Gertmonas,Edvinas,Gertmonas,E. Gertmonas,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,Goalkeeper,player,1996-06-01,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,192.0,NaN,active,yes,Silalé,NaN,NaN,NaN,92.0,right
ak2p1ryk06emr2ggol77s1k9h,Mihai Cătălin,Bordeianu,Mihai,Bordeianu,M. Bordeianu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1991-11-18,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,37.0,active,no,Flămânzi,NaN,NaN,NaN,NaN,NaN
bf12w44ndq105vw0m1kea6rfu,Ovidiu Ioan,Perianu,Ovidiu,Perianu,O. Perianu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2002-04-16,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,18.0,active,no,Bârlad,NaN,NaN,NaN,67.0,right
bknrovlwp8lnndznaurqox756,Dorinel Gabriel,Oancea,Dorinel,Oancea,D. Oancea,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1997-04-02,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,26.0,active,yes,Câmpulung Muscel,NaN,NaN,NaN,NaN,NaN
bp7v4n7jsoypi9cwyohnkjxwq,Andrei Cristian,Gorcea,Andrei,Gorcea,A. Gorcea,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,2001-08-02,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,33.0,active,yes,Cluj-Napoca,NaN,NaN,NaN,NaN,NaN
btlxpoq7tkoht13ikmjop2ymt,Ante,Roguljić,Ante,Roguljic,A. Roguljić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1996-03-11,Croatia,37hlakrwxyuzovaeoo4sezusp,179.0,24.0,active,yes,Split,NaN,NaN,NaN,70.0,left
c01una0rjmuysfv0u0ih39tjp,Anton,Petrea,Anton,Petrea,A. Petrea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1975-03-09,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
c88bdd2gdtssuheujeir4eiok,Robert Mihai,Silaghi,Robert,Silaghi,R. Silaghi,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2002-04-02,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,96.0,active,yes,Gherla,NaN,NaN,NaN,NaN,NaN
ceat5wp5demb6cwj6ribrnkyx,Lucas Gabriel,Masoero Masi,Lucas,Masoero,L. Masoero,Argentina,2vovxa97k7v7ofa85dah2xktb,Defender,player,1995-02-01,Argentina,2vovxa97k7v7ofa85dah2xktb,188.0,25.0,active,yes,Mendoza,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,84.0,right
dm1zwd2vb5clq5fv23df0ucd0,Răzvan,Călugăr,Razvan,Calugar,R. Călugăr,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2006-04-06,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,93.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
dpkjnnna29y54hs4fl8eoqmtw,Iustin Constantin,Chirilă,Iustin,Chirila,I. Chirilă,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,2006-05-21,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,12.0,active,yes,Sibiu,NaN,NaN,NaN,NaN,NaN
dwblfeebw4wvqyhq7167hmlsl,Plamen,Ivanov Iliev,Plamen,Iliev,P. Iliev,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Goalkeeper,player,1991-11-30,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,180.0,23.0,active,yes,Botevgrad,NaN,NaN,NaN,70.0,right
