id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,endDate,status,active,placeOfBirth,foot,secondNationality,secondNationalityId,knownName
54yx5xkqrktd2hp0sxjx6hm8l,James Mzamo,Musa,James,Musa,Male,J. Musa,New Zealand,wcq2y28a27syx5do1k2i2nj8,Defender,player,1992-04-01,England,1fk5l4hkqk12i7zske6mcqju6,183.0,82.0,41.0,2024-07-04Z,NaN,active,yes,Plymouth,left,England,1fk5l4hkqk12i7zske6mcqju6,NaN
5fhb206czgy2ul5j0tsqeo7ah,Elvis Takyi,Amoh,Elvis,Amoh,Male,E. Amoh,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1992-02-02,Ghana,2q2sw72utw5gu9t5y4knckwba,191.0,79.0,22.0,2025-01-31Z,NaN,active,yes,Accra,NaN,NaN,NaN,NaN
637c2iedo7modc3ekt36c2m7d,Aedan,Stanley,Aedan,Stanley,Male,A. Stanley,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-12-13,USA,7hr2f89v44y65dyu9k92vprwn,180.0,78.0,16.0,2024-01-31Z,NaN,active,yes,Columbia,NaN,NaN,NaN,NaN
76od5yfsh53j6fbfosb36cwoa,Sean,McAuley,Sean,McAuley,Male,S. McAuley,England,1fk5l4hkqk12i7zske6mcqju6,NaN,coach,1972-06-23,England,1fk5l4hkqk12i7zske6mcqju6,183.0,NaN,NaN,2024-01-31Z,NaN,active,yes,Sheffield,NaN,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,NaN
7ad4uvgwiwtjy23nt3yjsmctm,Oliver Bertil,Brynéus,Oliver,Brynéus,Male,O. Brynéus,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1998-09-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,21.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
8delieh6jv1cgaukmgcwfjsic,Edward,Kizza,Edward,Kizza,Male,E. Kizza,Uganda,1j6yonplolalz6goyopv7xd1k,Attacker,player,1998-12-17,Uganda,1j6yonplolalz6goyopv7xd1k,175.0,77.0,19.0,2025-01-31Z,NaN,active,yes,Kampala,NaN,NaN,NaN,NaN
97d0drjb3zqkh5ozfufg17nys,Patrick,Hogan,Patrick,Hogan,Male,P. Hogan,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1997-09-17,USA,7hr2f89v44y65dyu9k92vprwn,191.0,87.0,3.0,2025-01-31Z,NaN,active,yes,Charlotte,NaN,NaN,NaN,NaN
9tispdm7tc3te31awsfcmd905,Aodhan,Quinn,Aodhan,Quinn,Male,A. Quinn,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1992-03-22,USA,7hr2f89v44y65dyu9k92vprwn,183.0,76.0,14.0,2023-03-09Z,NaN,active,yes,San Diego,right,NaN,NaN,NaN
a2bwi8risp0a9q88cno5wlihh,Romario Garfield,Williams,Romario,Williams,Male,R. Williams,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1994-08-15,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,180.0,77.0,9.0,2024-06-14Z,NaN,active,yes,Portmore,right,NaN,NaN,NaN
arxprecroj7kqwx1tmkhhfsdm,Benjamin,Ofeimu,Ben,Ofeimu,Male,B. Ofeimu,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-09-30,USA,7hr2f89v44y65dyu9k92vprwn,193.0,93.0,30.0,2024-04-11Z,NaN,active,yes,West Bloomfield Township,right,NaN,NaN,NaN
blts89a19itip4gjeagcwc1xx,Cameron,Lindley,Cam,Lindley,Male,C. Lindley,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1997-07-18,USA,7hr2f89v44y65dyu9k92vprwn,175.0,72.0,6.0,2023-03-09Z,NaN,active,yes,Carmel,NaN,NaN,NaN,NaN
cv7nd9tnk6j2ixvnlibiip2vp,Reice Jordan,Charles-Cook,Reice,Charles-Cook,Male,R. Charles-Cook,Grenada,187lxllgvpivhdcyw002tue8m,Goalkeeper,player,1994-04-08,England,1fk5l4hkqk12i7zske6mcqju6,185.0,80.0,23.0,2025-01-31Z,NaN,active,yes,Lewisham,left,England,1fk5l4hkqk12i7zske6mcqju6,NaN
d38osra1p83cgtmrwqt6w60yy,Hunter Pendleton,Sulte,Hunter,Sulte,Male,H. Sulte,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2002-04-25,USA,7hr2f89v44y65dyu9k92vprwn,201.0,88.0,98.0,2025-02-04Z,2025-12-31Z,active,yes,Anchorage,NaN,NaN,NaN,NaN
d50x000h9o6i8kd8aihie4lx,Maalique Nathanael,Foster,Maalique,Foster,Male,M. Foster,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1996-11-05,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,170.0,70.0,99.0,2024-08-23Z,NaN,active,yes,NaN,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN
ddszr3eumcoos2r3cb2dtiq6s,Ryan,Hunsucker,Ryan,Hunsucker,Male,R. Hunsucker,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2007-07-29,USA,7hr2f89v44y65dyu9k92vprwn,191.0,79.0,44.0,2025-01-30Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
dr544s11qpyo2mg32cvq6g6vp,Abrahim Mohamed,Soumaoro,Brem,Soumaoro,Male,B. Soumaoro,Liberia,78fh41lat89a3xaqjqcdzb4ul,Midfielder,player,1996-08-08,Guinea,4i9sg55wigitrfx7290f59ceo,185.0,86.0,32.0,2024-08-28Z,NaN,active,yes,N'zekerkore,right,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN
e93nozniig2wriw9doit6a4tl,James Vincent,Murphy,James,Murphy,Male,J. Murphy,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1997-09-17,USA,7hr2f89v44y65dyu9k92vprwn,180.0,77.0,5.0,2025-01-31Z,NaN,active,yes,Scotch Plains,NaN,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN
k8fxkk7wc7m7cdq80hdfniwa,Joseph,Zalinsky,Joseph,Zalinsky,Male,J. Zalinsky,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-01-03,USA,7hr2f89v44y65dyu9k92vprwn,178.0,75.0,71.0,2025-09-05Z,2026-06-30Z,active,yes,NaN,NaN,NaN,NaN,NaN
n6ubi9lw3fjau0xzvd09myqy,Joshua Manfred,O'Brien,Josh,O'Brien,Male,J. O'Brien,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Defender,player,2003-02-07,Republic of Ireland,63nepb66un7juhglo2g6rezcl,193.0,79.0,2.0,2024-01-31Z,NaN,active,yes,Dublin,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN
1o7iht0ow216jvo5qm64akup6,Stefan,Stojanovic,Stefan,Stojanovic,Male,S. Stojanovic,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2001-03-03,USA,7hr2f89v44y65dyu9k92vprwn,183.0,79.0,30.0,2025-06-11Z,NaN,active,yes,NaN,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
1xvnwuyq5p0e98o6ajqmebxuc,Maximiliano,Rabinovich,Maximiliano,Rabinovich,Male,M. Rabinovich,USA,7hr2f89v44y65dyu9k92vprwn,NaN,assistant coach,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2025-07-19Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
20z2nx7xh9mgty7qp6xur14yy,Gennaro Michael,Nigro,Gennaro,Nigro,Male,G. Nigro,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-05-29,USA,7hr2f89v44y65dyu9k92vprwn,180.0,74.0,33.0,2024-03-05Z,NaN,active,yes,Livingston,both,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
272w5ezobn1o53b3yxnbgjckq,Kobe Andre,Hernández-Foster,Kobe,Hernández-Foster,Male,K. Hernández-Foster,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2002-06-26,USA,7hr2f89v44y65dyu9k92vprwn,173.0,68.0,16.0,2025-07-26Z,2025-07-30Z,active,no,NaN,NaN,Honduras,56ftnqeq3x3j77uone8qm5ow6,NaN
2jxho5va9q638vkklji2n8cx6,Shaft Keith,Brewer Jr.,Shaft,Brewer,Male,S. Brewer,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-10-28,USA,7hr2f89v44y65dyu9k92vprwn,175.0,70.0,28.0,2025-01-31Z,2025-06-24Z,active,no,Sacramento,right,England,1fk5l4hkqk12i7zske6mcqju6,NaN
3nvijn3ctkplajtt1dd23wycp,Orrin McKinze,Gaines II,McKinze,Gaines,Male,M. Gaines,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1998-03-02,USA,7hr2f89v44y65dyu9k92vprwn,183.0,72.0,98.0,2025-07-25Z,NaN,active,yes,Austin,right,NaN,NaN,NaN
3u22kckqpecmgcw7ee3xrdppm,Maliek Zidan,Anelca Howell,Maliek,Howell,Male,M. Howell,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1999-01-27,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,188.0,80.0,24.0,2024-03-08Z,2025-07-26Z,active,no,Kingston,right,NaN,NaN,NaN
40qi53orb0eur2jevowkvrcb8,Patrick Thomas,Leal,Patrick,Leal,Male,P. Leal,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-02-21,USA,7hr2f89v44y65dyu9k92vprwn,185.0,80.0,17.0,2025-01-31Z,NaN,active,yes,Newton,right,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN
432qk6fgq4y8ss1zqzh4y9us4,Giorgio,Probo,Giorgio,Probo,Male,G. Probo,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1999-07-19,Italy,25f2cmb2r8mk5rj92tzer6kvv,173.0,72.0,21.0,2025-09-03Z,NaN,active,yes,Bergamo,right,NaN,NaN,NaN
470xuwiwevwy86l2ararrkyga,Raiko,Arozarena González,Raiko,Arozarena,Male,R. Arozarena,Cuba,ws166hrbk0nwte3ypn8mm36g,Goalkeeper,player,1997-03-27,Cuba,ws166hrbk0nwte3ypn8mm36g,181.0,85.0,56.0,2024-03-07Z,NaN,active,yes,Pinar del Río,right,NaN,NaN,NaN
4nwnrf33mdxscx5rdaw1529cl,Younes,Boudadi,Younes,Boudadi,Male,Y. Boudadi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,1996-01-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,75.0,23.0,2025-04-18Z,NaN,active,yes,Ieper,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN
4wr32d93f1q1v8qjq2ywmnbze,Carver Garrett,Miller,Carver,Miller,Male,C. Miller,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2004-06-26,USA,7hr2f89v44y65dyu9k92vprwn,192.0,97.0,96.0,2025-02-27Z,NaN,active,yes,Charlottesville,right,NaN,NaN,NaN
5vt3tmawbb1c87csuukwtr9at,Thomas Liam,McNamara,Tommy,McNamara,Male,T. McNamara,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1991-02-06,USA,7hr2f89v44y65dyu9k92vprwn,176.0,75.0,22.0,2025-08-15Z,NaN,active,yes,Clarkstown,NaN,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN
613kkjtvfyf7mbvrqt9pcizmd,Joseph-Claude,Agyeman Gyau,Joe,Gyau,Male,J. Gyau,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1992-09-16,USA,7hr2f89v44y65dyu9k92vprwn,175.0,77.0,7.0,2024-02-16Z,NaN,active,yes,Tampa,both,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
65jctzcct9irz3wre08c2v2wa,Edison Alexander,Azcona Vélez,Edison,Azcona,Male,E. Azcona,Dominican Republic,za9wn9847gulllfsey917tmk,Midfielder,player,2003-11-21,Dominican Republic,za9wn9847gulllfsey917tmk,168.0,63.0,10.0,2024-07-09Z,NaN,active,yes,La Romana,right,USA,7hr2f89v44y65dyu9k92vprwn,NaN
6alkn634twleisjerzadrwfmc,Giovanni,Troise,Giovanni,Troise,Male,G. Troise,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,coach,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,2025-06-14Z,2025-08-04Z,active,no,NaN,NaN,NaN,NaN,NaN
6fgrix1m2a1zkn8kvd29nbcvd,Daouda,Peeters,Daouda,Peeters,Male,D. Peeters,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1999-01-26,Guinea,4i9sg55wigitrfx7290f59ceo,185.0,NaN,42.0,2025-02-19Z,NaN,active,yes,Kamsar,right,NaN,NaN,NaN
6jrqnhmo2ovbulsfhvps48lw5,Antonio,Nocerino,Antonio,Nocerino,Male,A. Nocerino,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,coach,1985-04-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,75.0,NaN,2025-01-09Z,2025-06-10Z,active,no,Napoli,right,NaN,NaN,NaN
7im0ak1zd8rk6bmnnq41cgcbu,Ashish,Chattha,Ashish,Chattha,Male,A. Chattha,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-01-06,USA,7hr2f89v44y65dyu9k92vprwn,178.0,75.0,15.0,2025-02-27Z,2025-04-03Z,active,no,NaN,NaN,India,pu2isxryiewd7pvejah6oqex,NaN
7wbwaew3d712kxl54ztdxe87o,Shawn,Smart,Shawn,Smart,Male,S. Smart,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2004-02-24,USA,7hr2f89v44y65dyu9k92vprwn,173.0,70.0,20.0,2024-02-26Z,NaN,active,yes,Apopka,NaN,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN
8hamv2lpjznz8mettx8dc5tsk,Nighte,Pickering,Nighte,Pickering,Male,N. Pickering,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2005-01-26,USA,7hr2f89v44y65dyu9k92vprwn,183.0,70.0,9.0,2025-01-31Z,NaN,active,yes,Birmingham,both,NaN,NaN,NaN
8i5k1tx7x5hx4kk3qzyvrfj84,Elias,Normand Gärtig,Elias,Gärtig,Male,E. Gärtig,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-10-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,NaN,5.0,2024-08-02Z,NaN,active,yes,NaN,left,NaN,NaN,NaN
8p3y7tm4lzwp39tojonnohaay,Nathaniel,Jones,Nate,Jones,Male,N. Jones,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-08-23,USA,7hr2f89v44y65dyu9k92vprwn,191.0,NaN,3.0,2025-01-31Z,2025-11-30Z,active,yes,Gig Harbor,left,NaN,NaN,NaN
9elhnfsovx9efu5f92mkkls7o,Christopher Ricardo Junior,Pearson,Christopher,Pearson,Male,C. Pearson,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Midfielder,player,2003-01-21,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,188.0,89.0,6.0,2025-02-27Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
a1v4h4gcsepnaknru3jjnwl5g,Jack,Singer,Jack,Singer,Male,J. Singer,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-01-11,USA,7hr2f89v44y65dyu9k92vprwn,185.0,82.0,18.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
a4staqjshva5lhcr0dw744nze,Rory,O'Driscoll,Rory,O'Driscoll,Male,R. O'Driscoll,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-02-16,USA,7hr2f89v44y65dyu9k92vprwn,178.0,72.0,34.0,2025-02-27Z,NaN,active,yes,Minneapolis,NaN,NaN,NaN,NaN
ab6eo33yedw1bbguan6nrkoyy,Gaoussou,Samaké,Gaoussou,Samaké,Male,G. Samaké,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,1997-11-04,Côte d'Ivoire,tin6kf561ywonqan0mettr98,170.0,73.0,72.0,2024-02-23Z,NaN,active,yes,Dabou,NaN,NaN,NaN,NaN
abwz38jw9ye3d0vnr5yp6lxck,Devin,Rensing,Devin,Rensing,Male,D. Rensing,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1978-08-25,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2025-08-04Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
bnsuxef1oaaye5fise5qlur8q,Vaughn Patrick,Covil,Vaughn,Covil,Male,V. Covil,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2003-07-26,England,1fk5l4hkqk12i7zske6mcqju6,179.0,56.0,41.0,2024-08-08Z,NaN,active,yes,Salisbury,right,England,1fk5l4hkqk12i7zske6mcqju6,NaN
c5xcmwzyq3g1tvtyj8i5ud65m,Anthony Dwight,Herbert,Anthony,Herbert,Male,A. Herbert,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Defender,player,1998-04-18,USA,7hr2f89v44y65dyu9k92vprwn,193.0,84.0,4.0,2025-07-24Z,NaN,active,yes,New York,left,USA,7hr2f89v44y65dyu9k92vprwn,NaN
c7i11l9181wd0o5m0t33melm,Coleman,Small Gannon,Coleman,Gannon,Male,C. Gannon,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2002-11-21,USA,7hr2f89v44y65dyu9k92vprwn,173.0,70.0,8.0,2024-02-13Z,NaN,active,yes,Atlanta,left,NaN,NaN,NaN
catp73eq6wn8hxggfcpzks3u2,Nicholas Liam,Ammeter,Nicholas,Ammeter,Male,N. Ammeter,Switzerland,3bh70jgvc5mn58x0byjkuda17,Goalkeeper,player,2000-12-11,USA,7hr2f89v44y65dyu9k92vprwn,188.0,80.0,1.0,2024-02-22Z,NaN,active,yes,New York,right,USA,7hr2f89v44y65dyu9k92vprwn,NaN
e6gr1t1rp2x7waywgzlrj8yqx,Valentin,Noël,Valentin,Noël,Male,V. Noël,France,7gww28djs405rfga69smki84o,Midfielder,player,1999-04-27,France,7gww28djs405rfga69smki84o,175.0,72.0,27.0,2024-03-08Z,2025-07-24Z,active,no,Niort,NaN,NaN,NaN,NaN
e7vsajjh4e7t51ciycjg0skd0,Turner,Humphrey,Turner,Humphrey,Male,T. Humphrey,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-10-16,USA,7hr2f89v44y65dyu9k92vprwn,188.0,86.0,13.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
f3ftrudyp33naykboqmua0jro,Jonathan,Rodriguez,Jonathan,Rodriguez,Male,J. Rodriguez,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1998-06-13,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,14.0,2025-02-25Z,NaN,active,yes,Madera,NaN,NaN,NaN,NaN
o0a1acp618ig9detdym1m0pg,Christian,Pinzón Barajas,Christian,Pinzón,Male,C. Pinzón,Mexico,5trdr3jf42i20zj1hnkvcytr6,Attacker,player,1998-06-24,USA,7hr2f89v44y65dyu9k92vprwn,175.0,72.0,11.0,2024-02-13Z,NaN,active,yes,Bellflower,right,USA,7hr2f89v44y65dyu9k92vprwn,NaN
16ndalf4kfr7e6rd9mwj7gfmc,Kendall,Burks,Kendall,Burks,Male,K. Burks,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-10-08,USA,7hr2f89v44y65dyu9k92vprwn,188.0,87.0,5.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
1b9b97pxox77ia41cilqqm4iy,Elio Nicolas,de Araujo Firmino,Elio Nicolas,de Araujo Firmino,Male,Nick Firmino,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,2001-01-30,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,180.0,79.0,8.0,2025-01-31Z,NaN,active,yes,Mantena,right,USA,7hr2f89v44y65dyu9k92vprwn,Nick Firmino
1rknkp6cfxg6powoea2tttoiy,Brooks,Thompson,Brooks,Thompson,Male,B. Thompson,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2002-05-28,USA,7hr2f89v44y65dyu9k92vprwn,191.0,84.0,31.0,2025-01-31Z,NaN,active,yes,Jefferson,NaN,NaN,NaN,NaN
1xpjec3sk3ykvgcg67jkxtzo,Michael,Adedokun,Michael,Adedokun,Male,M. Adedokun,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2001-05-27,Nigeria,63pvdwrsiq5b07mzi8igqei9p,173.0,77.0,71.0,2025-03-20Z,NaN,active,yes,Eruwa,NaN,NaN,NaN,NaN
21e6x1g01njkbvcunz7k2bug9,Yannick,Yankam,Yannick,Yankam,Male,Y. Yankam,Malta,52j1myzb4go3nqu8crtu7ulc1,Midfielder,player,1997-12-12,Malta,52j1myzb4go3nqu8crtu7ulc1,183.0,88.0,10.0,2024-01-31Z,2025-05-30Z,active,no,Qormi,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN
2l6v8ab245wzmb1litvkir1ii,Gaël,Gibert,Gaël,Gibert,Male,G. Gibert,France,7gww28djs405rfga69smki84o,Defender,player,2000-07-31,France,7gww28djs405rfga69smki84o,183.0,82.0,27.0,2025-02-24Z,NaN,active,yes,Thiers,NaN,NaN,NaN,NaN
2wj1w4opn7f0jyz1ps6ebvc6i,Kieran,Sargeant,Kieran,Sargeant,Male,K. Sargeant,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-05-15,USA,7hr2f89v44y65dyu9k92vprwn,182.0,75.0,24.0,2025-01-31Z,NaN,active,yes,League City,NaN,NaN,NaN,NaN
2yflerah2shma2hzhm99msez9,Devon Chesterton,Williams,Speedy,Williams,Male,S. Williams,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Midfielder,player,1992-04-08,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,173.0,70.0,80.0,2025-01-31Z,NaN,active,yes,Kingston,right,NaN,NaN,NaN
441plehxckmdj5gb2mr6y8ne2,Eliot,Goldthorp,Eliot,Goldthorp,Male,E. Goldthorp,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,2001-11-03,England,1fk5l4hkqk12i7zske6mcqju6,180.0,78.0,37.0,2025-01-31Z,2025-06-06Z,active,no,Leeds,NaN,NaN,NaN,NaN
47ootnzi4i6wxj8oz9656tqms,Dylan Michael-Frank,Borczak,Dylan,Borczak,Male,D. Borczak,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1999-06-13,USA,7hr2f89v44y65dyu9k92vprwn,178.0,72.0,7.0,2025-01-31Z,NaN,active,yes,Detroit,NaN,NaN,NaN,NaN
4f03usm5tnljkqleajmz9kmol,Cameron Paul,Lancaster,Cameron,Lancaster,Male,C. Lancaster,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,1992-11-05,England,1fk5l4hkqk12i7zske6mcqju6,185.0,87.0,17.0,2024-01-31Z,2025-05-24Z,active,no,London,NaN,NaN,NaN,NaN
4o2odluv4usimcdtryht04zjd,Logan,Ketterer,Logan,Ketterer,Male,L. Ketterer,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1993-11-09,USA,7hr2f89v44y65dyu9k92vprwn,191.0,82.0,1.0,2025-01-01Z,NaN,active,yes,Madison,NaN,NaN,NaN,NaN
5m3bxdstyhzoplpzam8c94t90,Forster Wekem,Ajago,Forster,Ajago,Male,F. Ajago,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2001-08-16,Ghana,2q2sw72utw5gu9t5y4knckwba,188.0,87.0,33.0,2025-04-29Z,2025-12-31Z,active,yes,NaN,NaN,NaN,NaN,NaN
5u1bw6y3l6w8co1ftvvxtly3t,Christian,Volesky,Christian,Volesky,Male,C. Volesky,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1992-09-15,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,13.0,2025-03-14Z,2025-04-09Z,active,no,Henderson,NaN,NaN,NaN,NaN
64amlcisr3cr924jwy25rjs9h,Lucas Ryan,Stauffer,Lucas,Stauffer,Male,L. Stauffer,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-04-21,USA,7hr2f89v44y65dyu9k92vprwn,170.0,71.0,4.0,2025-01-31Z,2025-04-23Z,active,no,NaN,NaN,NaN,NaN,NaN
6bywbm52yjhmgxmwmrohlpvro,Javier,Cano Gallego,Javier,Cano,Male,Javier Cano,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,assistant coach,1983-08-19,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,2024-01-29Z,NaN,active,yes,Utiel,NaN,NaN,NaN,NaN
6dp8o244dh2d06tiaee72ooo9,Blaine,Ferri,Blaine,Ferri,Male,B. Ferri,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-09-29,USA,7hr2f89v44y65dyu9k92vprwn,178.0,76.0,13.0,2025-07-31Z,NaN,active,yes,Southlake,left,NaN,NaN,NaN
6pqyqf9v6g60ci7jjggalqsq1,Joseph,Hafferty,Joe,Hafferty,Male,J. Hafferty,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1998-03-21,USA,7hr2f89v44y65dyu9k92vprwn,175.0,77.0,6.0,2025-01-31Z,NaN,active,yes,Tukwila,right,NaN,NaN,NaN
75ya8t62q1sp6ew1nlanfdduy,Azaad,Liadi,Azaad,Liadi,Male,A. Liadi,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1998-05-14,USA,7hr2f89v44y65dyu9k92vprwn,185.0,84.0,9.0,2024-01-31Z,2025-03-17Z,active,no,Detroit,NaN,NaN,NaN,NaN
7bodno8j3qjiqp9wy8kobwmqc,Christopher James,Olney,CJ,Olney,Male,C. Olney,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-12-16,USA,7hr2f89v44y65dyu9k92vprwn,175.0,70.0,10.0,2025-07-12Z,NaN,active,yes,Chicago,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
7oxivwr2b7bq70t35dgsjloiy,Hugo-Hilaire Thomas Henry,Mbongue Mbongue,Hugo,Mbongue,Male,H. Mbongue,Canada,1iaoypzp6syf32cz9l15pzp7e,Attacker,player,2004-07-27,Canada,1iaoypzp6syf32cz9l15pzp7e,180.0,85.0,83.0,2025-03-29Z,2025-07-23Z,active,no,NaN,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN
7ryen5rxs6y6uk93saq7vyd7u,Daniel,Wu,Daniel,Wu,Male,D. Wu,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-11-02,USA,7hr2f89v44y65dyu9k92vprwn,183.0,75.0,15.0,2025-01-31Z,NaN,active,yes,Cary,NaN,NaN,NaN,NaN
97rumgrdtahzassy8weq13dyi,Edrey Abdiel,Cáceres Cruz,Edrey,Cáceres,Male,E. Cáceres,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,2001-05-29,El Salvador,6jovhn8du7uhbedi92voitt3k,173.0,68.0,16.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
