id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,foot,shirtNumber,startDate,status,active,placeOfBirth,height,weight,endDate,knownName
245vfdkls3ky1r384cdma6fis,Hugo,Masaki Muadi-Dado,Hugo,Masaki,Male,H. Masaki,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2004-05-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,77.0,2024-07-01Z,active,yes,NaN,190.0,NaN,NaN,NaN
36u3tovqdi3885wk3139wczfu,Luc,Marijnissen,Luc,Marijnissen,Male,L. Marijnissen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2003-01-09,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,3.0,2023-07-07Z,active,yes,Roosendaal,182.0,79.0,NaN,NaN
36v0zb761rfywb2em9fwrcsgk,Noah,Hartmann,Noah,Hartmann,Male,N. Hartmann,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2005-09-03,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,17.0,2024-07-01Z,active,yes,NaN,175.0,NaN,NaN,NaN
389l5vu05vvucpbz8t31pxo9g,Dirk Junior,Asare,Dirk,Asare,Male,D. Asare,Belgium,4wbzjcclyefma1ourvjsu4q2j,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2004-07-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,18.0,2024-07-29Z,active,yes,NaN,180.0,70.0,NaN,NaN
4dhtda6cgghjsyjp7ekh1reac,Bryan,Ekmen,Bryan,Ekmen,Male,B. Ekmen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2006-04-11,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,80.0,2025-03-13Z,active,yes,NaN,178.0,NaN,NaN,NaN
4e9qh4g9y7py4sc631be4g445,Ransford,Addo,Ransford,Addo,Male,R. Addo,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN,assistant coach,1983-07-21,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,2024-12-22Z,active,yes,Accra,182.0,79.0,NaN,NaN
4qvf8tffqwt7cxwgpri3kpk6i,Niklo,Dailly,Niklo,Dailly,Male,N. Dailly,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2001-11-06,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,81.0,2024-07-30Z,active,yes,NaN,185.0,NaN,2025-06-30Z,NaN
4rd074ih7brltyckdrhx1they,Wout Didier,De Buyser,Wout,De Buyser,Male,W. De Buyser,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2001-06-29,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,14.0,2025-02-03Z,active,yes,NaN,183.0,67.0,NaN,NaN
4tgjdo154fe75ajp408eskn4k,Sam,Vanderhallen,Sam,Vanderhallen,Male,S. Vanderhallen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-01-12,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,4.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
56ahrnqrgkzaxdn5ooc5ucqtx,Jens,Teunckens,Jens,Teunckens,Male,J. Teunckens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1998-01-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,1.0,2022-07-01Z,active,yes,Geel,186.0,76.0,NaN,NaN
5gqaiafhczisxja9veyd64a38,Yassin,Aouriaghel,Yassin,Aouriaghel,Male,Y. Aouriaghel,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2007-07-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,34.0,2024-09-07Z,active,yes,NaN,NaN,NaN,NaN,NaN
5ij3lihqstdvan823sdjr85qs,Camilo,Pinillo Esquivel,Camilo,Pinillo,Male,C. Pinillo,Cuba,ws166hrbk0nwte3ypn8mm36g,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2005-02-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,37.0,2025-01-23Z,active,yes,NaN,189.0,NaN,NaN,NaN
5l64r1r92gcwxr84ogi8mp0id,Nicolas,Van Kerckhoven,Nico,Van Kerckhoven,Male,N. Van Kerckhoven,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,1970-12-14,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,NaN,2022-03-04Z,active,yes,Lier,190.0,81.0,NaN,NaN
5y0sayx6vitxvr3sddniibqhh,Christophe,Grégoire,Christophe,Grégoire,Male,C. Grégoire,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,coach,1980-04-20,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,2024-07-01Z,active,no,Liège,187.0,70.0,2024-12-16Z,NaN
6evh45km0morb1z8epgrobf9w,Bo,De Kerf,Bo,De Kerf,Male,B. Kerf,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2003-11-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,21.0,2025-01-07Z,active,yes,NaN,NaN,NaN,NaN,NaN
6q0sol36drf5yad7l6coc5250,Aboubacar,Conte,Aboubacar,Conte,Male,A. Conte,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2006-04-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,28.0,2025-01-23Z,active,yes,NaN,175.0,NaN,2025-06-30Z,NaN
6z1isgjrlx4gbcjp5ekawdi39,Pietro,Perdichizzi,Pietro,Perdichizzi,Male,P. Perdichizzi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1992-12-16,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,5.0,2024-06-28Z,active,yes,Charleroi,182.0,74.0,NaN,NaN
7g6lbdmw4uevst4dry3shimay,Brent,Laes,Brent,Laes,Male,B. Laes,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2000-04-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,31.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
7l4xvcejmxy212ajhigbcsrje,Victor,Daguin,Victor,Daguin,Male,V. Daguin,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,2000-03-08,France,7gww28djs405rfga69smki84o,right,8.0,2024-07-01Z,active,yes,Nantes,185.0,NaN,NaN,NaN
859ahv91tsp3i2oxtfk2xf310,Emmanuel,Da Costa Mutela Tshimbalanga,Emmanuel,Da Costa,Male,E. Da Costa,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,2004-06-19,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,85.0,2024-07-01Z,active,yes,NaN,189.0,NaN,NaN,NaN
8m0slcfeyhx0yl7oihs7tuz2s,Tiago,Vermeulen,Tiago,Vermeulen,Male,T. Vermeulen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Philippines,2bn52u7dpgfatwqumx224cczx,Attacker,player,2008-06-14,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,19.0,2024-07-01Z,active,yes,NaN,172.0,NaN,NaN,NaN
926uvcvygsb7fnxye779ogn2t,Jamath,Shoffner,Jamath,Shoffner,Male,J. Shoffner,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1978-07-10,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,2024-12-24Z,active,yes,NaN,NaN,NaN,NaN,NaN
967w5z7zm8bvz9td066oeauc4,Lander,Verbist,Lander,Verbist,Male,L. Verbist,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2006-03-09,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,44.0,2024-08-31Z,active,yes,NaN,NaN,NaN,NaN,NaN
9p5afumq5prtxuq277j2sjl78,Samih,El Touile,Samih,El Touile,Male,S. El Touile,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2004-05-28,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,70.0,2023-01-31Z,active,yes,NaN,174.0,60.0,NaN,NaN
a2r7b642vp8zhpxhp3fnhlzx0,Lennard,Leyssens,Lennard,Leyssens,Male,L. Leyssens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2006-10-17,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,36.0,2023-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
a88rrp1upovghzjs5lc9rcoic,Mauro,Lenaerts,Mauro,Lenaerts,Male,M. Lenaerts,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2007-09-06,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,15.0,2025-03-07Z,active,yes,NaN,NaN,NaN,NaN,NaN
aax4cgpd9gm3zf6bgcv164t1w,Beni Christophe,Mpanzu,Beni,Mpanzu,Male,B. Mpanzu,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-05-15,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,15.0,2024-07-01Z,active,no,Brussel,185.0,NaN,2025-02-03Z,NaN
b7of1979o295ztx2fv8vywpas,Daan,De Peuter,Daan,De Peuter,Male,D. De Peuter,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2007-06-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,27.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
bjwge1e002y6i1zo230oktlhw,Pieter Steven,De Schrijver,Pieter,De Schrijver,Male,P. De Schrijver,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2000-09-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,2.0,2020-10-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
brymnus2aisah3pazq92y02dw,Ousmane,Sow,Ousmane,Sow,Male,O. Sow,France,7gww28djs405rfga69smki84o,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,2000-07-05,Senegal,6hhqyhr5cwq2pfprlazyposyk,left,11.0,2024-01-03Z,active,no,Dakar,185.0,NaN,2025-02-05Z,NaN
cclqq6kcvqz5zvxbzt62dyolw,Aske,Sampers,Aske,Sampers,Male,A. Sampers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2001-05-20,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,42.0,2023-02-01Z,active,yes,NaN,184.0,68.0,NaN,NaN
cogytf2z31jx4f1kr9gmuslm2,Bryan,Adinany,Bryan,Adinany,Male,B. Adinany,Comoros,40fy8dkxp9lwfufwmbnctzlz6,France,7gww28djs405rfga69smki84o,Attacker,player,2000-03-13,France,7gww28djs405rfga69smki84o,right,9.0,2024-07-01Z,active,yes,Marseille,187.0,75.0,NaN,NaN
6cjseusxm0ymfi8wtl2d82z8,Stef,Kempeneers,Stef,Kempeneers,Male,S. Kempeneers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2006-02-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,26.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
d3pfq27e52xsbaxev7tnevuhg,Noah Emmanuel,Mawete Kinsiona,Noah,Mawete,Male,N. Mawete,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,2005-10-17,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,26.0,2024-08-27Z,active,yes,NaN,NaN,NaN,2025-06-30Z,NaN
d470k4286zjy5mjvrs5if6hg5,Mamadou Obbi,Oularé,Obbi,Oularé,Male,O. Oularé,Belgium,4wbzjcclyefma1ourvjsu4q2j,Guinea,4i9sg55wigitrfx7290f59ceo,Attacker,player,1996-01-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,7.0,2023-07-01Z,active,yes,Waregem,196.0,94.0,NaN,NaN
di4t8degvfr83cmcso19mwcfd,Jarno,De Smet,Jarno,De Smet,Male,J. De Smet,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1999-02-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,12.0,2020-07-01Z,active,yes,NaN,186.0,80.0,NaN,NaN
iexm93yyblnrtx8d6rqqrdux,Viktor Luc,Boone,Viktor,Boone,Male,V. Boone,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1998-01-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,23.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
il1kboq1hb43309qoeuzsqy2,Che,Krabbendam,Che,Krabbendam,Male,C. Krabbendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Guinea,4i9sg55wigitrfx7290f59ceo,Midfielder,player,1999-08-13,Netherlands,6hzi5pltnz67q4la8yli9qfv6,right,24.0,2024-08-09Z,active,yes,Rotterdam,183.0,NaN,NaN,NaN
139u9uuuwl5q7fm4180nr8idw,Jhon Andersson,Banguera Riascos,Jhon,Banguera,Male,J. Banguera,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Defender,player,2004-04-03,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,13.0,2023-07-26Z,active,yes,Buenaventura,192.0,86.0,NaN,NaN
1e62ufp0mqtz0xfooimhfc1lg,Filip,Kujović,Filip,Kujovic,Male,F. Kujović,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2005-01-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,57.0,2024-08-16Z,active,yes,NaN,NaN,NaN,NaN,NaN
1hu3iacu14vimpwmzs42rpnh0,Zalán,Vancsa,Zalán,Vancsa,Male,Z. Vancsa,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Midfielder,player,2004-10-27,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,right,30.0,2022-07-01Z,active,no,Budapest,175.0,70.0,2024-09-04Z,NaN
21cvvr6mbwvntz8nl4omiff85,Stijn,Wuytens,Stijn,Wuytens,Male,S. Wuytens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1989-10-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,4.0,2020-07-01Z,active,yes,Eksel,183.0,74.0,NaN,NaN
27oqrenibu7guji4mwcm4k8wk,Matthias,Pieklak,Matthias,Pieklak,Male,M. Pieklak,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2006-09-14,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,23.0,2024-07-04Z,active,yes,NaN,193.0,93.0,NaN,NaN
2czdtvqp0392800x9fkek0hjp,Stephen Andrew,Bould,Steve,Bould,Male,S. Bould,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,coach,1962-11-16,England,1fk5l4hkqk12i7zske6mcqju6,right,NaN,2022-07-01Z,active,no,Stoke-on-Trent,193.0,89.0,2025-01-14Z,NaN
2gek3shxyc91h8bth9q8opyei,Diego Gabriel,Silva Rosa,Diego Gabriel,Silva Rosa,Male,Diego Rosa,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Midfielder,player,2002-10-12,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,33.0,2024-02-01Z,active,no,NaN,NaN,NaN,2025-02-26Z,Diego Rosa
2zo1hevzos5iwq9vzbzpxz3e1,Rik Robert,Vercauteren,Rik,Vercauteren,Male,R. Vercauteren,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2001-06-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,31.0,2024-09-05Z,active,yes,Beveren,184.0,82.0,NaN,NaN
4v4apt20bba429lme218ksiui,Yeboah,Amankwah,Yeboah,Amankwah,Male,Y. Amankwah,Ghana,2q2sw72utw5gu9t5y4knckwba,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,2000-10-19,England,1fk5l4hkqk12i7zske6mcqju6,right,38.0,2022-09-06Z,active,yes,London,190.0,74.0,NaN,NaN
5oe0z2pxkgmdt2y3e69u8kb9w,Mohamed,Salah El Boukammiri,Mohamed,Salah,Male,M. Salah,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2004-05-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,98.0,2024-08-15Z,active,yes,NaN,180.0,NaN,NaN,NaN
6cbb70pk6oeeweqp20se11pwq,Jesper Mikael,Tolinsson,Jesper,Tolinsson,Male,J. Tolinsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2003-02-28,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,14.0,2024-01-17Z,active,yes,NaN,NaN,NaN,NaN,NaN
6e2bq2hfzc5kdqccdk3s7iluc,Lucas,Vanhoof,NaN,NaN,Male,L. Vanhoof,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
6m85ntwegbkk9zkodmxka76dw,Dermane,Karim,Dermane,Karim,Male,D. Karim,Togo,3jiuckrqd0zejkm452st5dyq7,NaN,NaN,Midfielder,player,2003-12-26,Togo,3jiuckrqd0zejkm452st5dyq7,NaN,17.0,2023-06-15Z,active,no,NaN,NaN,NaN,2025-01-14Z,NaN
6w8x7mkbl8pm459cwgxievfh0,Nicolás Hernán,Siri Cagno,Nicolás,Siri,Male,N. Siri,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,NaN,NaN,Attacker,player,2004-04-17,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,right,20.0,2025-01-27Z,active,yes,Montevideo,177.0,77.0,2025-06-30Z,NaN
77y7ms53djcxo0t7ky64m6bkk,Arthur,Windmolders,NaN,NaN,Male,A. Windmolders,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2006-03-01,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,2024-09-07Z,active,no,NaN,NaN,NaN,2024-12-31Z,NaN
7uwe0kxpzg271d8ocms7l2kno,Jason,van Duiven,Jason,van Duiven,Male,J. van Duiven,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2005-02-24,Netherlands,6hzi5pltnz67q4la8yli9qfv6,right,9.0,2024-08-12Z,active,yes,NaN,175.0,65.0,NaN,NaN
7v2xvz7ukwshhry3icu0tah62,Kluiverth Miguel,Aguilar Díaz,Kluiverth,Aguilar,Male,K. Aguilar,Peru,2uib9hdovpcye4re2l3omr4dl,NaN,NaN,Defender,player,2003-05-05,Peru,2uib9hdovpcye4re2l3omr4dl,right,2.0,2023-07-01Z,active,yes,Lima,180.0,76.0,NaN,NaN
7y2fbdkqsz35hgsib6rail1hx,Igor,Mavuba Vetokele,Igor,Vetokele,Male,Igor Vetokele,Angola,3k53bkrjx5zsxchc6e3mcd834,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1992-03-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,10.0,2023-07-01Z,active,yes,Oostende,173.0,68.0,NaN,Igor Vetokele
8gd9jid1ta3z4cdvj2t0la6tw,Henry,Oware,Henry,Oware,Male,H. Oware,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Defender,player,2004-04-01,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,34.0,2024-01-12Z,active,yes,NaN,NaN,NaN,NaN,NaN
8pi18f4gln3pc66122yee4qok,Hugo Isaac,Weckmann Ortega,Hugo,Weckmann,Male,H. Weckmann,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN,Attacker,player,2004-04-10,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,99.0,2024-08-16Z,active,yes,NaN,NaN,NaN,NaN,NaN
8tljgz58qdudswm7ct5xwjl78,Théo,Pene Mununga,Théo,Mununga,Male,T. Mununga,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2007-01-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,7.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN,NaN
9svafwvk8lle1ex1m2y279905,Dries,Wouters,Dries,Wouters,Male,D. Wouters,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1997-01-28,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,5.0,2023-07-01Z,active,yes,Tongeren,191.0,80.0,NaN,NaN
9waku6qeyp3on6xum86g0igwk,Álvaro,Santos Correa,Álvaro,Santos,Male,Álvaro Santos,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Attacker,player,2005-12-19,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,21.0,2023-07-01Z,active,yes,Marín,NaN,NaN,NaN,NaN
af2wh4rkc0afejo4au39ebyms,Toon,Franssen,Toon,Franssen,Male,T. Franssen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2006-01-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,66.0,2024-02-09Z,active,yes,NaN,NaN,NaN,NaN,NaN
an90dw81nd33ufxe9a83tq590,Djaier Cleon,Prijor,Djaier,Prijor,Male,D. Prijor,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,NaN,Attacker,player,2005-02-26,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,54.0,2025-01-25Z,active,yes,Paramaribo,178.0,NaN,NaN,NaN
b4vfyfmx1g8bex4qfn25vl2ei,Ibrahima,Kébé,Ibrahima,Kébé,Male,I. Kébé,Mali,d0v29nncgikdswlxpdq553zz,NaN,NaN,Midfielder,player,2000-08-02,Mali,d0v29nncgikdswlxpdq553zz,right,8.0,2024-07-24Z,active,yes,NaN,180.0,78.0,2025-06-30Z,NaN
bd7tbf9v2bn47wgv3n23v3hg4,John Edwin,Montaño Preciado,John,Montaño,Male,J. Montaño,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Attacker,player,2006-10-04,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,17.0,2025-01-07Z,active,yes,NaN,175.0,68.0,NaN,NaN
ckkiaimo82fod6lezexdkafh1,Vladan,Kujović,Vladan,Kujovic,Male,V. Kujović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,assistant coach,1978-08-23,Serbia,5w4ve503bjdsshwx9ho6jxzx0,right,NaN,2021-02-14Z,active,yes,Niš,185.0,81.0,NaN,NaN
cmvd2rnp22e1c5cgf6lw2cxec,Sam,de Grand,Sam,de Grand,Male,S. de Grand,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2004-10-05,Netherlands,6hzi5pltnz67q4la8yli9qfv6,left,79.0,2023-01-31Z,active,yes,NaN,NaN,NaN,NaN,NaN
cs8chviezq7sr6ox9y5wuzo16,Peter,van der Veen,Peter,van der Veen,Male,P. van der Veen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,assistant coach,1972-06-28,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2020-07-13Z,active,yes,NaN,NaN,NaN,NaN,NaN
d08k8d5fytf3yl4fb6n2f76z8,Faniel Temesgen,Tewelde,Faniel,Tewelde,Male,F. Tewelde,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Attacker,player,2006-09-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,77.0,2024-07-25Z,active,yes,NaN,NaN,NaN,NaN,NaN
dmod2hltxwhlmuto4hex4wgr9,Lee David,Johnson,Lee,Johnson,Male,L. Johnson,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,coach,1981-06-07,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,2025-03-05Z,active,yes,Newmarket,168.0,66.0,NaN,NaN
e51mdys5vrlra4novokxw8i96,Nikola,Ivezić,Nikola,Ivezic,Male,N. Ivezić,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,Goalkeeper,player,2003-04-01,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,1.0,2022-06-23Z,active,yes,NaN,NaN,NaN,NaN,NaN
e5kpw4k4tyss5ch8ehfi7nk5x,Joey Mathijs,Pelupessy,Joey,Pelupessy,Male,J. Pelupessy,Indonesia,1zi2c00k6skx48tn692uem0n6,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1993-05-15,Netherlands,6hzi5pltnz67q4la8yli9qfv6,right,6.0,2025-01-19Z,active,yes,Almelo,180.0,63.0,NaN,NaN
ebbbhg19k853x5cxjlr6ubevo,Tsoanelo,Letsosa,Tsoanelo,Letsosa,Male,T. Letsosa,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Lesotho,7bif2q3mk2x38qpil3e5ri2ef,Attacker,player,2004-06-06,Lesotho,7bif2q3mk2x38qpil3e5ri2ef,NaN,64.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
ed3egpysg5a7t04vax6dxqs5w,Leon,Lalić,Leon,Lalic,Male,L. Lalić,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Midfielder,player,2006-01-23,Austria,hcs1bd49qliqqity6o268jyt,NaN,27.0,2023-08-23Z,active,yes,NaN,NaN,NaN,NaN,NaN
enas42jhp8o60ai97refiv7kk,Daniel,Negry-McGrath,Daniel,McGrath,Male,D. Negry-McGrath,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,NaN,Midfielder,player,2006-01-28,Republic of Ireland,63nepb66un7juhglo2g6rezcl,both,18.0,2023-09-06Z,active,yes,NaN,173.0,NaN,NaN,NaN
es75u7djersp0p9nefh0wx756,Filip,Stevanović,Filip,Stevanovic,Male,F. Stevanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2002-09-25,Serbia,5w4ve503bjdsshwx9ho6jxzx0,right,80.0,2024-09-05Z,active,yes,Užice,177.0,72.0,NaN,NaN
etv71frsyado4q82acsax9n2s,Yvann,Titi,Yvann,Titi,Male,Y. Titi,France,7gww28djs405rfga69smki84o,Angola,3k53bkrjx5zsxchc6e3mcd834,Defender,player,2006-05-05,France,7gww28djs405rfga69smki84o,right,44.0,2024-07-06Z,active,yes,Strasbourg,188.0,76.0,2025-06-30Z,NaN
ewmjy077ohfn37lut9cc8fj10,Josias,Lama,Josias,Lama,Male,J. Lama,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN,Midfielder,player,2005-03-05,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,56.0,2024-08-16Z,active,yes,NaN,NaN,NaN,NaN,NaN
