id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,shirtNumber,startDate,endDate,status,active,dateOfBirth,height,placeOfBirth,weight,foot,knownName,secondNationality,secondNationalityId
2lsv3xzudv78cddzsvl76zgx6,Pontus Karl Algot,Lindgren,Pontus,Lindgren,Male,P. Lindgren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,15.0,2022-04-15Z,2023-04-17Z,active,no,2000-12-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2q6sb58hub7xdy96endeu5v1m,Jóhannes Kristinn,Bjarnason,Jóhannes,Bjarnason,Male,J. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,2023-02-14Z,NaN,active,yes,2005-02-24,NaN,NaN,NaN,right,NaN,NaN,NaN
4arnwf84ujrp9m3eap6u02plg,Viktor Orri,Guðmundsson,Viktor,Gudmundsson,Male,V. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,2022-07-01Z,2025-02-05Z,active,no,2007-03-22,NaN,NaN,NaN,NaN,Viktor Gudmundsson,NaN,NaN
4kxcncxtl34rjdsvg6nem9re1,Simen,Lillevik Kjellevold,Simen,Lillevik,Male,S. Lillevik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,Norway,7f16iy4w8u8ogyn6pfooqwv5z,1.0,2023-03-02Z,2024-01-19Z,active,no,1994-11-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4vpytltbg9ojlh4zp8qtifoq1,Sigurður Bjartur,Hallsson,Sigurdur,Hallsson,Male,S. Hallsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,33.0,2022-02-17Z,2024-03-06Z,active,no,1999-09-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5iizc6makgt9rxoz8un3hjv1l,Ægir Jarl,Jónasson,Ægir,Jónasson,Male,Æ. Jónasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2019-02-21Z,2024-07-11Z,active,no,1998-03-08,NaN,NaN,NaN,right,NaN,NaN,NaN
5rx96hv9nc6oub1cvua5h26i2,Ole Martin,Nesselquist,NaN,NaN,Male,O. Nesselquist,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,assistant coach,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2023-01-01Z,2023-12-31Z,active,no,1993-06-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6vvif14zd0corqwdfzsnbx6hg,Rúrik,Gunnarsson,Rúrik,Gunnarsson,Male,R. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-09-30Z,2024-12-11Z,active,no,2005-03-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6wl9x60uqcaqmkqjykwclt1m2,Luke Morgan Conrad,Rae,Luke,Rae,Male,L. Rae,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,England,1fk5l4hkqk12i7zske6mcqju6,17.0,2023-02-02Z,NaN,active,yes,2000-12-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6zkf8tic6nro08uaklod19t61,Stefán Árni,Geirsson,Stefán,Geirsson,Male,S. Geirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,2019-10-16Z,NaN,active,yes,2000-11-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71blmimt1xkib6l1oerimsefo,Jón Arnar,Sigurðsson,Jón,Sigurdsson,Male,J. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,2022-04-19Z,2023-07-28Z,active,no,2007-05-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7djiu062df2mock06lrukjw0l,Aron Snær,Friðriksson,Aron,Fridriksson,Male,A. Friðriksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,13.0,2022-02-17Z,2024-01-25Z,active,no,1997-01-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82r01yf1nmp0goby07719ln11,Beitir,Ólafsson,Beitir,Ólafsson,Male,B. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-08-12Z,2023-12-31Z,active,no,1986-07-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8cujog9nbsn2kafq1yw809rai,Birgir Steinn,Styrmisson,Birgir,Styrmisson,Male,B. Styrmisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2020-06-19Z,NaN,active,yes,2004-06-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90wkclyap4w8q4qv29btwzh05,Grétar Snær,Gunnarsson,Grétar,Gunnarsson,Male,G. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,2021-02-18Z,2023-07-30Z,active,no,1997-01-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92mfx74bv9bd1cqi34i9wf40k,Benoný Breki,Andrésson,Benoný,Andrésson,Male,B. Andrésson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,2023-04-01Z,2024-12-31Z,active,no,2005-08-03,NaN,NaN,NaN,NaN,Benoný Andrésson,NaN,NaN
94t1sbb9p3vaw296h86gmxv8q,Jakob Franz,Pálsson,Jakob,Pálsson,Male,J. Pálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,2023-02-25Z,2023-12-31Z,active,no,2003-01-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9o5q2frdb3ah9fzeyhgumftre,Benedikt,Jóhannsson,Benedikt,Jóhannsson,Male,B. Jóhannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-08-16Z,2023-12-31Z,active,no,2001-12-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a1q3qx9smyrvy53n8e30wcr85,Rúnar,Kristinsson,Rúnar,Kristinsson,Male,R. Kristinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2018-01-01Z,2023-12-31Z,active,no,1969-09-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c5cp8m7dagu09rr6vgwnp4tsl,Kennie,Knak Chopart,Kennie,Chopart,Male,K. Chopart,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,11.0,2016-02-22Z,2024-02-01Z,active,no,1990-06-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c7vt71wbrxc5csp2crih30c7p,Olav,Øby,Olav,Øby,Male,O. Øby,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,Norway,7f16iy4w8u8ogyn6pfooqwv5z,8.0,2023-02-10Z,2024-01-31Z,active,no,1994-10-13,181.0,Sarpsborg,76.0,right,NaN,NaN,NaN
ckzczxjb1jmzz6gby40l6onbo,Lúkas Magni,Magnason,Lúkas Magni,Magnason,Male,L. Magnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,2023-05-06Z,2024-08-01Z,active,no,2005-02-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d00nw11kd9t8dg42btdx3ou8k,Hrafn,Tómasson,Hrafn,Tómasson,Male,H. Tómasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,2022-10-17Z,NaN,active,yes,2003-07-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dugvnlvkjsqwmhha5q8eox6uh,Aron Kristófer,Lárusson,Aron,Lárusson,Male,A. Lárusson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,2022-02-21Z,2024-07-31Z,active,no,1998-09-17,NaN,Akureyri,NaN,NaN,NaN,NaN,NaN
eeg5vkl134psossocp3qz3x05,Theodór Elmar,Bjarnason,Elmar,Bjarnason,Male,E. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,2021-06-03Z,2025-02-14Z,active,no,1987-03-04,183.0,Reykjavík,78.0,right,Elmar Bjarnason,NaN,NaN
eupf0h6o7w45uhw0wqolrvjrp,Aron Þórður,Albertsson,Aron,Albertsson,Male,A. Albertsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,2022-05-07Z,NaN,active,yes,1996-06-27,NaN,NaN,NaN,right,NaN,NaN,NaN
qfggmfva5mhl3qu9p6v5h87p,Kristján Flóki,Finnbogason,Kristján,Finnbogason,Male,K. Finnbogason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2019-08-01Z,2024-08-06Z,active,no,1995-01-12,190.0,NaN,NaN,right,NaN,NaN,NaN
183rchl3bu6k1j1y06b1qas4,Ísak Daði,Ívarsson,Ísak,Ívarsson,Male,Í. Ívarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,2023-07-01Z,2024-02-01Z,active,no,2004-07-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18v62rks61r7osny0b6qxslhx,Mathias,Brinch Rosenørn,Mathias,Rosenørn,Male,M. Rosenørn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,13.0,2023-02-04Z,2023-12-31Z,active,no,1993-05-11,184.0,NaN,81.0,NaN,NaN,NaN,NaN
1yqqli8y1nso9zdvjnt9749w4,Aron Örn,Hákonarson,Aron,Hákonarson,Male,A. Hákonarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-01-01Z,NaN,active,yes,2004-01-20,NaN,NaN,NaN,NaN,Aron Hákonarson,NaN,NaN
23vk4ogajs0wgg4vn35limk0l,Bergsteinn,Magnússon,NaN,NaN,Male,B. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-08-08Z,2023-12-31Z,active,no,1994-03-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2m1zn1nokma0lavziwy0z68a2,Edon,Osmani,Edon,Osmani,Male,E. Osmani,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,19.0,2020-01-01Z,NaN,active,yes,2000-03-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2v69e834xm2zqlq9bi7580k8a,Sebastian Freyr,Karlsson,NaN,NaN,Male,S. Karlsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-10-16Z,2023-12-31Z,active,no,2002-07-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47gz95zp1bfjucbeawajfvnys,Valur Þór,Hákonarson,Valur,Hákonarson,Male,V. Hákonarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,99.0,2022-07-01Z,NaN,active,yes,2004-01-20,NaN,NaN,NaN,NaN,Valur Hákonarson,NaN,NaN
4msx4y1c0chsky7zideqg3zzd,Ásgeir Páll,Magnússon,Ásgeir,Magnússon,Male,Ásgeir Páll Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2022-02-17Z,NaN,active,yes,2000-09-07,NaN,NaN,NaN,NaN,Ásgeir Magnússon,NaN,NaN
4wenei4x070s1wp5zsbexr76c,Dagur,Margeirsson,Dagur,Margeirsson,Male,D. Margeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,2022-07-01Z,NaN,active,yes,2003-05-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58zfakiiuk7f10t858r1qyyqy,Jóhann Þór,Arnarsson,Jóhann,Arnarsson,Male,J. Arnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,38.0,2023-02-02Z,2023-12-31Z,active,no,2002-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5r73t5v03uuuq67e5zjj15u51,Ernir,Bjarnason,Ernir,Bjarnason,Male,E. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,2022-02-17Z,2023-12-31Z,active,no,1997-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67iuqfijm1h3db1j85g111rf8,Ásgeir Orri,Magnússon,Ásgeir,Magnússon,Male,Á. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,2022-07-29Z,NaN,active,yes,2004-03-03,NaN,NaN,NaN,NaN,Ásgeir Magnússon,NaN,NaN
6turn4ldmbtm70gxsnwgdelpm,Jordan Thomas William,Smylie,Jordan,Smylie,Male,J. Smylie,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,Australia,u5ieemi69z72c3bgczyy68lo,89.0,2023-02-24Z,2023-07-18Z,active,no,2000-02-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7m5o6a6qalbd18ryisbzqbufp,Frans,Elvarsson,Frans,Elvarsson,Male,F. Elvarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,2011-06-01Z,NaN,active,yes,1990-08-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87xbu9wj5uqfr9fskjyn3ofrp,Daníel,Gylfason,Daníel,Gylfason,Male,D. Gylfason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,2023-02-11Z,2023-08-02Z,active,no,1993-07-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8c7nl7ybyfsp38g0dn2ewm31l,Sindri Þór,Guðmundsson,Sindri,Gudmundsson,Male,S. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,2017-05-01Z,2024-02-16Z,active,no,1997-08-11,NaN,NaN,NaN,NaN,Sindri Gudmundsson,NaN,NaN
8fvp91foejpy4x8l25npzpih,Marley,Blair,Marley,Blair,Male,M. Blair,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,England,1fk5l4hkqk12i7zske6mcqju6,86.0,2021-02-24Z,2023-06-30Z,active,no,1999-10-05,190.0,Huddersfield,NaN,right,NaN,Jamaica,gimxu1vjwoa2xrecyd9gtyoc
8giy2szh3h88wvvm3ds87r7bp,Robert,Hehedosh,Robert,Gegedosh,Male,R. Hehedosh,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,Ukraine,315w6fk6umfzf4qvba3t55u61,89.0,2023-07-29Z,2024-02-27Z,active,no,1993-05-02,180.0,Svaliava,73.0,NaN,NaN,NaN,NaN
8l5fo4sm2uw0c3xei3grv8x5h,Gunnlaugur Fannar,Guðmundsson,Gunnlaugur,Gudmundsson,Male,G. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,2023-02-02Z,2024-02-01Z,active,no,1994-07-17,NaN,NaN,NaN,NaN,Gunnlaugur Gudmundsson,NaN,NaN
8utyte6jg6whtfb4ewlm22yok,Róbert,Ingi Njarðarson,Róbert,Njardarson,Male,R. Ingi Njarðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2021-07-01Z,2023-12-31Z,active,no,2003-05-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
916j042acxb82ppwez74ydplh,Oleksii,Kovtun,Oleksii,Kovtun,Male,O. Kovtun,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,Ukraine,315w6fk6umfzf4qvba3t55u61,50.0,2023-04-01Z,2025-02-28Z,active,no,1995-02-05,186.0,Kyiv,79.0,NaN,NaN,NaN,NaN
9i6im6c4e5lxcpws03mtrqtck,Gabríel Máni,Sævarsson,Gabriel,Sævarsson,Male,Gabríel Máni Sævarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,2023-02-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,Gabriel Máni Sævarsson,NaN,NaN
a8latkrmxfihv73vprqqo3fqi,Viktor Andri,Hafþórsson,Viktor,Hafthórsson,Male,V. Hafþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2023-03-02Z,2024-02-01Z,active,no,2001-08-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aqx4m5zk87mqwrqt6icromtw5,Magnús Þór,Magnússon,Magnús,Magnússon,Male,M. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,2019-02-21Z,2023-12-31Z,active,no,1992-02-20,192.0,NaN,NaN,right,Magnús Magnússon,NaN,NaN
avzhip8lc0f1i3aqo9dufpj9x,Ignacio,Heras Anglada,Ignacio,Heras Anglada,Male,Nacho Heras,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,Spain,49ih1pwv3ahshdf8uzrimi54c,4.0,2020-02-22Z,NaN,active,yes,1991-08-27,180.0,Madrid,75.0,NaN,Nacho Heras,NaN,NaN
bd6v0zvpshxanjumvot2c1h49,Dagur Ingi,Valsson,Dagur,Valsson,Male,D. Valsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2019-02-21Z,2024-08-17Z,active,no,1999-09-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
brqjclsjoxcm5w66dym463hex,Sami,Kamel,Sami,Kamel,Male,S. Kamel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Iraq,1uzblzx1s42jn6zk6hivjzby8,23.0,2023-02-22Z,2024-12-31Z,active,no,1993-12-16,184.0,NaN,82.0,NaN,NaN,Iraq,1uzblzx1s42jn6zk6hivjzby8
c0jna5jixq8825fb11g871kgl,Sigurður Ragnar,Eyjólfsson,Siggi,Eyjólfsson,Male,S. Eyjólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2020-07-20Z,2023-08-12Z,active,no,1973-12-01,NaN,Reykjavík,NaN,NaN,NaN,NaN,NaN
c7mlqi1mvxuymdtywwl132vv9,Rúnar,Gissurarson,Rúnar,Gissurarson,Male,R. Gissurarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,12.0,2022-02-17Z,NaN,active,yes,1986-11-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c9cs9ic1sizffj37x9o0d2rit,Jóhann Birnir,Gudmundsson,Jóhann,Gudmundsson,Male,J. Gudmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2015-06-01Z,NaN,active,yes,1977-12-05,NaN,Reykjavík,NaN,NaN,Jóhann Gudmundsson,NaN,NaN
c9gidoefx390qjw37pec1k4r8,Gabríel Aron,Sævarsson,Gabríel,Sævarsson,Male,Gabríel Aron Sævarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,28.0,2023-02-02Z,NaN,active,yes,2006-03-07,190.0,NaN,NaN,right,NaN,NaN,NaN
d53xw3ekoi1qa5068wcvj5x5g,Axel Ingi,Jóhannesson,Axel,Jóhannesson,Male,A. Jóhannesson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,2021-06-19Z,NaN,active,yes,2004-06-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dbz91v9etwx6o9bejc4g5czpx,Haraldur Freyr,Guðmundsson,Haraldur,Gudmundsson,Male,H. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-01-01Z,2023-10-08Z,active,no,1981-12-14,189.0,Keflavík,NaN,NaN,NaN,NaN,NaN
dz7jp2ldh6dvywahohvelfqsq,Helgi Bergmann,Hermannsson,Helgi Bergmann,Hermannsson,Male,H. Hermannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-10-16Z,2023-12-31Z,active,no,2002-03-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e5ctptboh5equ0yexosqpoo2x,Stefan Alexander,Ljubicic,Stefan,Ljubicic,Male,S. Ljubicic,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2023-04-03Z,2024-03-28Z,active,no,1999-10-05,194.0,Keflavík,89.0,NaN,NaN,NaN,NaN
e8diyluv86kix6yzccub4ljis,Alex Þór,Reynisson,Alex,Reynisson,Male,A. Reynisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,2023-09-19Z,2024-06-30Z,active,no,2006-06-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e8zfzcc6q2jznkkwpmisjlfro,Guðjón Pétur,Stefánsson,Gudjón,Stefánsson,Male,G. Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2021-08-10Z,NaN,active,yes,2003-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
elvkl0bd6qkjradopnd6u0vdh,Sindri Snær,Magnússon,Sindri,Magnússon,Male,S. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,2022-02-17Z,NaN,active,yes,1992-02-18,NaN,NaN,NaN,NaN,Sindri Magnússon,NaN,NaN
j990hw2e0o7spu9c98w7tu51,Muhamed,Alghoul,Muhamed,Alghoul,Male,M. Alghoul,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,Croatia,37hlakrwxyuzovaeoo4sezusp,9.0,2023-08-18Z,2024-02-13Z,active,no,1996-04-09,164.0,Zagreb,60.0,NaN,NaN,Palestine,1iq272xbm8xx01hiu7thq4tgt
1pjcqjqqgmh70fwjbbqn2q0ut,Guðmundur,Kristjánsson,Gudmundur,Kristjánsson,Male,G. Kristjánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,2023-02-02Z,NaN,active,yes,1989-03-01,181.0,Kópavogur,84.0,right,NaN,NaN,NaN
23qcsn2ydkdoytx15gtdoy6p6,Sigurbergur Áki,Jörundsson,Sigurbergur,Jörundsson,Male,S. Jörundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,2022-10-16Z,2023-07-31Z,active,no,2004-03-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2q00nmrl2v3qic916ejnli6i2,Adolf Daði,Birgisson,Adolf,Birgisson,Male,A. Birgisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2019-09-01Z,NaN,active,yes,2004-06-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3crf22n61xvt82prs00qqkwr9,Hilmar Árni,Halldórsson,Hilmar,Halldórsson,Male,H. Halldórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2016-02-22Z,2024-12-31Z,active,no,1992-02-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3m2o0t6siupip9y3sco71fe5m,Eggert Aron,Guðmundsson,Eggert,Gudmundsson,Male,E. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2019-08-01Z,2024-02-01Z,active,no,2004-02-08,177.0,NaN,70.0,right,NaN,NaN,NaN
3ncpzmu2wa4pte56k15zlad7u,Tristan Freyr,Ingólfsson,Tristan,Ingólfsson,Male,T. Ingólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,2021-01-01Z,2024-12-31Z,active,no,1999-04-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3s9oqau9g5k7uqyq38p8a9jpw,Gunnar Orri,Olsen,Gunnar,Olsen,Male,G. Olsen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-08-25Z,2024-06-30Z,active,no,2008-03-15,NaN,NaN,NaN,right,NaN,NaN,NaN
3u0424q9qh6oee1r27nt72f9x,Fjalar,Þorgeirsson,NaN,NaN,Male,F. Þorgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2019-08-30Z,2024-12-31Z,active,no,1977-01-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
