id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,weight,placeOfBirth,knownName
5gf24ds4ejjztxyj8b5rs3tnt,Torbjørn,Lysaker Heggem,Torbjørn,Heggem,Male,T. Heggem,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Defender,player,1999-01-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,192.0,left,NaN,active,no,73.0,Trondheim,NaN
5uek9dtfn577w1mv9w83oznbp,Åke Hugo Lucas,Hägg-Johansson,Lucas,Hägg-Johansson,Male,L. Hägg-Johansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1994-07-11,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,1.0,active,yes,79.0,NaN,NaN
68cir10fi2s3rmnbn5qaeye7e,Paya,Pichkah,Paya,Pichkah,Male,P. Pichkah,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Iran,e53g9hr2d3kasm34uumbg8r4,Midfielder,player,2000-03-21,Iran,e53g9hr2d3kasm34uumbg8r4,189.0,right,15.0,active,yes,76.0,Qaemshahr,NaN
6a6ki8j5n8w1oa3wvdc00chqt,Nils Eric Roland,Björkander,Eric,Björkander,Male,E. Björkander,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1996-06-11,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,4.0,active,yes,72.0,Karlskrona,NaN
6slvqtdpllnwviwj0ykgw7xn8,Nathan Otega,Ekperuoh,Otega,Ekperuoh,Male,O. Ekperuoh,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Goalkeeper,player,2004-10-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,31.0,active,yes,NaN,NaN,NaN
70lyipfn8aid9cjzhsqc16sd0,Liam Jonatan,Tahwildaran,Liam,Tahwildaran,Male,L. Tahwildaran,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Iran,e53g9hr2d3kasm34uumbg8r4,Defender,player,2004-03-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,NaN,22.0,active,yes,NaN,NaN,NaN
74rqympe5uuab87psxt8y5mcq,Jonas Alexander,Johansson,Alexander,Johansson,Male,A. Johansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2000-01-27,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,right,14.0,active,no,73.0,NaN,Alexander Johansson
7srm9q1vlw55g0p0tugtlr3ai,Martin,Vetkal,Martin,Vetkal,Male,M. Vetkal,Estonia,64smib5liu1qh78iaylufxj99,NaN,NaN,Midfielder,player,2004-02-21,Estonia,64smib5liu1qh78iaylufxj99,181.0,NaN,20.0,active,yes,NaN,Tallinn,NaN
89ow55pri5urh5lk857koiihg,Karl Leo,Cavallius,Leo,Cavallius,Male,L. Cavallius,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2005-02-20,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,NaN,NaN
950x9v0qx1pqgkc67e6hnbpt6,Nils Oscar Alexander,Abrahamsson,Alexander,Abrahamsson,Male,A. Abrahamsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1999-08-07,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,3.0,active,yes,NaN,NaN,NaN
9vxzrtu5nu36h49hxjtakxqwa,Andreas,Engelmark,Andreas,Engelmark,Male,A. Engelmark,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
a50t6mmm9lljdt0b9vp1w7vu1,Liam Jonathan,Jordan,Liam,Jordan,Male,L. Jordan,South Africa,1kiwby3xmt97m3ejw76qs4i6k,New Zealand,wcq2y28a27syx5do1k2i2nj8,Attacker,player,1998-07-30,South Africa,1kiwby3xmt97m3ejw76qs4i6k,178.0,right,8.0,active,yes,73.0,Durban,NaN
aqjwz3wm0it916o2vb5tz9vxl,Alex Emilio,Timossi Andersson,Alex,Timossi Andersson,Male,A. Timossi Andersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2001-01-19,Sweden,1z6l2c33w2kyz9rdefs1d68nb,170.0,right,21.0,active,yes,70.0,Helsingborg,NaN
aw75jdzi3u012jkwj7t0eln2s,Carl Peter Wilmer,Odefalk,Wilmer,Odefalk,Male,W. Odefalk,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2004-11-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,right,10.0,active,yes,70.0,NaN,NaN
btkupfjt9isuywcwqcbl1pgid,André Jack,Calisir,André,Calisir,Male,A. Calisir,Armenia,687vx665s4d88stgnq72a84k6,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1990-06-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,26.0,active,yes,76.0,Stockholm,NaN
bv9o313obie1sjmi7v1044u8k,Charlie Emil Seth,Antonelius,Charlie,Antonelius,Male,C. Antonelius,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2006-10-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,NaN,NaN,active,yes,NaN,NaN,NaN
c9qk8n9d4130okk9go1brzskq,Kevin Robert,Ackermann,Kevin,Ackermann,Male,K. Ackermann,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2001-05-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,right,24.0,active,yes,83.0,Göteborg,NaN
ci5y030e6r9umgyjbupwske7d,Daleho Mohsen,Irandust,Daleho Mohsen,Irandust,Male,Daleho Irandust,Syria,3tsnzfkszhsktmhsmwar1tvp8,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1998-06-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,left,19.0,active,yes,73.0,Göteborg,Daleho Irandust
csd7qb9u0a9am2ltse9w31uz8,Theo Andreas,Bergvall,Theo,Bergvall,Male,T. Bergvall,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2004-09-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,14.0,active,yes,NaN,Stockholm,NaN
d83agzjsghnwbm4mq9b3x8dbe,Alexander,Jensen,Alexander,Jensen,Male,A. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Midfielder,player,2001-08-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,right,17.0,active,yes,78.0,NaN,NaN
dxjb3lzx9qudbom1zbgyupt78,Kaare,Brøckner Barslund,Kaare,Barslund,Male,K. Barslund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,2004-03-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,27.0,active,yes,70.0,NaN,NaN
e1ogqatdx34wgtmvvq28ft39x,Tim Roger,Waker,Tim,Waker,Male,T. Waker,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1994-01-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,23.0,active,yes,76.0,Stockholm,NaN
emu9b7x0mtz4rp5p1fvd9wm39,Dennis Anders Rasmus,Örqvist,Rasmus,Örqvist,Male,R. Örqvist,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1998-10-18,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,11.0,active,yes,80.0,NaN,NaN
hm7w2b4a6j0q3bprq118r5uy,Adam Emil,Skaanning Jakobsen,Adam,Jakobsen,Male,A. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Attacker,player,1999-04-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,16.0,active,yes,81.0,københavn,NaN
18m0hkgbsvq0axzflltkyylsl,Johan Erik,Liebert Larsson,Johan,Larsson,Male,J. Larsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1990-05-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,13.0,active,yes,75.0,Kinna,NaN
1r70aen40xklkn6ck6fl59gr8,Tor Melker Amandus,Uppenberg,Melker,Uppenberg,Male,M. Uppenberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2002-03-22,Sweden,1z6l2c33w2kyz9rdefs1d68nb,191.0,right,1.0,active,yes,84.0,NaN,NaN
21abg7evjtjt6kzisu43jckmi,Besfort,Zeneli,Besfort,Zeneli,Male,B. Zeneli,Kosovo,86u6edbqifdjsn49mbp2anw7p,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-11-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,27.0,active,yes,71.0,NaN,Besfort Zeneli
27tqgrgwe7bvct5ffmr0sqdey,Dion,Krasniqi,Dion,Krasniqi,Male,D. Krasniqi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-08-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,22.0,active,no,78.0,NaN,NaN
2d1dh619cfgvel4bv7tpfxjo5,Bo Niklas,Hult,Niklas,Hult,Male,N. Hult,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1990-02-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,173.0,left,23.0,active,yes,63.0,Värnamo,NaN
32bvga34o0hleev3duw2342ui,Noah Alexander,Söderberg,Noah,Söderberg,Male,N. Söderberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2001-08-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,28.0,active,no,80.0,Borås,NaN
3m2o0t6siupip9y3sco71fe5m,Eggert Aron,Guðmundsson,Eggert,Gudmundsson,Male,E. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Midfielder,player,2004-02-08,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,177.0,right,11.0,active,yes,70.0,NaN,NaN
41rqawrpfkxlg34pnqnw93xed,Oscar Karl Niclas,Hiljemark,Oscar,Hiljemark,Male,O. Hiljemark,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,1992-06-28,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,NaN,active,yes,77.0,Gislaved,NaN
4qqaok0kamm887gckta83gv6d,Jens Jakob,Dyhr Thomasen,Jens,Thomasen,Male,J. Thomasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Midfielder,player,1996-06-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,both,7.0,active,yes,65.0,Sanderum,NaN
4wbflb2rvkttnk2af8vnlw5qs,Camil Abdelhakim,Jebara,Camil,Jebara,Male,C. Jebara,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Palestine,1iq272xbm8xx01hiu7thq4tgt,Attacker,player,2003-01-19,Palestine,1iq272xbm8xx01hiu7thq4tgt,183.0,right,24.0,active,no,75.0,NaN,NaN
57sb1ucemao2x9b7zsvzb3i8k,Timothy Noor,Ouma,Timothy,Ouma,Male,T. Ouma,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,NaN,NaN,Midfielder,player,2004-06-10,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,183.0,right,16.0,active,yes,75.0,Nairobi,NaN
5gs941kssav1ie8ss2q99tizu,Ahmed,Qasem,Ahmed,Qasem,Male,A. Qasem,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-07-12,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,left,18.0,active,yes,72.0,NaN,NaN
5h0by2ot7i2z6daqdqj6nyiqy,André Peder,Boman,André,Boman,Male,A. Boman,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2001-11-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,right,21.0,active,no,71.0,Varberg,NaN
5kgu7z697mnyizf6pbaf5j5zo,Ludvig Johan Bertil,Richtnér,Ludvig,Richtnér,Male,L. Richtnér,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2005-04-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,26.0,active,yes,67.0,NaN,NaN
5l4q2q8nszqp6k8exo9eyqnrp,Simon Fredrik,Hedlund,Simon,Hedlund,Male,S. Hedlund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1993-03-11,Sweden,1z6l2c33w2kyz9rdefs1d68nb,173.0,right,15.0,active,yes,70.0,Trollhättan,NaN
5w0p51an11m21e5hnpjtukx04,Wolji Jalal,Abdullai,Jalal,Abdullai,Male,J. Abdullai,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,2005-01-05,Ghana,2q2sw72utw5gu9t5y4knckwba,186.0,right,14.0,active,yes,80.0,NaN,NaN
6fdonzmquo52fmpsb05s8yklx,Bo Jimmy,Thelin,Jimmy,Thelin,Male,J. Thelin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,1978-03-14,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,Jönköping,NaN
6legryh9z8lvc4bq4s456m09h,Rasmus Sebastian,Holmén,Sebastian,Holmén,Male,S. Holmén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1992-04-29,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,8.0,active,yes,77.0,Borås,NaN
6lxkawhg9z2jyh7u8d6hp3g15,Andri Fannar,Baldursson,Andri,Baldursson,Male,A. Baldursson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Midfielder,player,2002-01-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,187.0,right,6.0,active,yes,77.0,Kópavogur,NaN
6on1coqb8yeebnwqyazkooa1,Gustav Niklas,Henriksson,Gustav,Henriksson,Male,G. Henriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1998-02-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,4.0,active,yes,80.0,NaN,NaN
6tqclthbz4m9kqiukixum1mhg,Gottfrid Ebbe,Rapp,Gottfrid,Rapp,Male,G. Rapp,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2005-08-18,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,right,20.0,active,yes,78.0,NaN,NaN
7sz8doeyg28ddueulae0phisq,Michael,Baidoo,Michael,Baidoo,Male,M. Baidoo,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Midfielder,player,1999-05-14,Ghana,2q2sw72utw5gu9t5y4knckwba,174.0,right,10.0,active,yes,72.0,Accra,NaN
85mzxov9sqq8gec4e0wwt8h78,Ibrahim,Buhari,Ibrahim,Buhari,Male,I. Buhari,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Defender,player,2001-10-08,Nigeria,63pvdwrsiq5b07mzi8igqei9p,190.0,right,29.0,active,yes,78.0,NaN,NaN
8zvc2mjym1u4uev3t60rhmvis,Frode Iann Pontus,Aronsson,Frode,Aronsson,Male,F. Aronsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2005-10-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,right,5.0,active,yes,85.0,NaN,NaN
9hybzhhut4ac2xinqk7kzzpwp,Rami,Kaib,Rami,Kaib,Male,R. Kaib,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1997-05-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,left,19.0,active,yes,63.0,NaN,NaN
aao8343i7tkb0i8og5pibyfis,Enzo Karl,Andrén,Enzo,Andrén,Male,E. Andrén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2005-03-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,right,25.0,active,yes,NaN,NaN,NaN
agsollzstr45ee0z17tle8d1w,Terry,Yegbe,Terry,Yegbe,Male,T. Yegbe,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Defender,player,2001-01-25,Ghana,2q2sw72utw5gu9t5y4knckwba,195.0,left,2.0,active,yes,88.0,Akatsi,NaN
agwvouyocx93y39g7tmwaojx1,Arbër,Zeneli,Arbër,Zeneli,Male,A. Zeneli,Kosovo,86u6edbqifdjsn49mbp2anw7p,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1995-02-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,right,9.0,active,yes,72.0,Säter,Arbër Zeneli
b7ll3wkkoal0a7eh3ab6keg2d,Emir,Bajrami,Emir,Bajrami,Male,E. Bajrami,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,assistant coach,1988-03-07,Kosovo,86u6edbqifdjsn49mbp2anw7p,178.0,left,NaN,active,yes,77.0,Priština,NaN
c6xakidja1353l11ws0apj1t5,Carl Isak Emanuel,Pettersson,Isak,Pettersson,Male,I. Pettersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1997-06-06,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,left,31.0,active,yes,84.0,Laholm,NaN
dcocgxtuabo0rwzwukvqky9uy,Marcus,Bundgaard Sørensen,Marcus,Bundgaard,Male,M. Bundgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Goalkeeper,player,2001-08-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,197.0,right,30.0,active,yes,75.0,NaN,NaN
dczigjj5jklu5214hs3rw1mvo,Rufai,Mohammed,Rufai,Mohammed,Male,R. Mohammed,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Defender,player,2006-03-15,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,32.0,active,yes,NaN,NaN,NaN
dkuinrikn3htd1kilcsce2bit,Emil,Frost Holten,Emil,Holten,Male,E. Holten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Attacker,player,1996-08-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,12.0,active,yes,78.0,NaN,NaN
eyn7izezzer5izneismz7dm8l,Per Samuel,Frick,Per,Frick,Male,P. Frick,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1992-04-14,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,right,17.0,active,yes,81.0,Kil,NaN
wv67qz43iwolqireq2ttfx1w,Leo Håkan,Östman,Leo,Östman,Male,L. Östman,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2006-03-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,28.0,active,yes,NaN,NaN,NaN
1dy0207jxgg8gvuygsd95wdn8,David,Kjær Kruse,David,Kruse,Male,D. Kruse,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Midfielder,player,2002-05-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,15.0,active,yes,80.0,NaN,NaN
1k2svnzs4woe6gpegqlrxjjf8,Elis Ștefan,Bishesari,Elis,Bishesari,Male,E. Bishesari,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Iran,e53g9hr2d3kasm34uumbg8r4,Goalkeeper,player,2005-05-19,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,left,25.0,active,yes,83.0,Stockholm,NaN
1n4yo2riltjwcxdyu20jiaxhw,Malick Junior,Yalcouyé,Malick,Yalcouyé,Male,M. Yalcouyé,Mali,d0v29nncgikdswlxpdq553zz,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2005-11-18,Mali,d0v29nncgikdswlxpdq553zz,169.0,right,30.0,active,no,NaN,Bandiagara,NaN
1og11mnu4mo5msr2rsjv5oewa,Jens Berthel,Askou,Jens,Askou,Male,J. Askou,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,coach,1982-08-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,right,NaN,active,no,85.0,Videbæk,NaN
2erjnb3l5mngpxyicnzhk7phx,Karl Gustav Johan,Svensson,Gustav,Svensson,Male,G. Svensson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1987-02-07,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,13.0,active,yes,83.0,Göteborg,NaN
2iilejdfp99cpd2gwehoe5nv8,Melvin,Koliqi,Melvin,Koliqi,Male,M. Koliqi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2006-11-01,Sweden,1z6l2c33w2kyz9rdefs1d68nb,172.0,right,32.0,active,yes,72.0,NaN,NaN
2vfhae70oyyzm0qttlckworqi,Adam Erik,Carlén,Adam,Carlén,Male,A. Carlén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2000-06-27,Sweden,1z6l2c33w2kyz9rdefs1d68nb,194.0,right,21.0,active,yes,87.0,NaN,NaN
2y89r1uyyagwssn9m67ihdo7p,Jacob,Karlstrøm,Jacob,Karlstrøm,Male,J. Karlstrøm,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Goalkeeper,player,1997-01-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,200.0,right,12.0,active,yes,90.0,NaN,NaN
3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian,Ohlsson,Sebastian,Ohlsson,Male,S. Ohlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1993-05-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,5.0,active,yes,76.0,Göteborg,NaN
3tbz518udos9vb9bqypn9il7t,Jan August,Erlingmark,August,Erlingmark,Male,A. Erlingmark,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1998-04-22,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,3.0,active,yes,90.0,NaN,NaN
3zuutaowhz53ivr0i5sg5y8t0,Hussein,Carneil,Hussein,Carneil,Male,H. Carneil,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Afghanistan,6xne7xe59eujck02uovziom7p,Attacker,player,2003-05-09,Afghanistan,6xne7xe59eujck02uovziom7p,176.0,right,10.0,active,yes,74.0,NaN,NaN
45rssbwxy4kmge5ff85dm7bop,Suleiman,Abdullahi,Suleiman,Abdullahi,Male,S. Abdullahi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,1996-12-10,Nigeria,63pvdwrsiq5b07mzi8igqei9p,185.0,right,20.0,active,yes,86.0,NaN,NaN
49ivimgxshcxfyf28o7frc02y,Lucas Carl-Fredrik,Kåhed,Lucas,Kåhed,Male,L. Kåhed,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2002-07-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,167.0,right,28.0,active,yes,60.0,NaN,NaN
4ssf8wk5cjjqhohqb5u14vrh1,Mattias Erik,Johansson,Mattias,Johansson,Male,M. Johansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1992-02-16,Sweden,1z6l2c33w2kyz9rdefs1d68nb,174.0,right,4.0,active,no,66.0,Jönköping,NaN
5bzpfjpix1vxsen5vvboxpkpg,Oliver Lennart,Thoreson,Oliver,Thoreson,Male,O. Thoreson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2006-02-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,173.0,NaN,35.0,active,yes,65.0,NaN,NaN
5k4gsy5f7ius93bbks9wbvqei,Andreas,Pyndt Andersen,Andreas,Pyndt,Male,A. Pyndt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Midfielder,player,2001-03-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,right,8.0,active,no,68.0,NaN,NaN
5lu7bn7uec3zjqpoi1x81gbu1,Sebastian,Lund Hausner,Sebastian,Hausner,Male,S. Hausner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,2000-04-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,15.0,active,no,78.0,Horsens,NaN
7hi9yit8aifyojt7i0kg69as5,Jonas,Valentin Bager,Jonas,Bager,Male,J. Bager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1996-07-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,8.0,active,yes,79.0,Hadsten,NaN
8e6zj6d817geh9g8f94ig99m1,Arbnor,Muçolli,Arbnor,Muçolli,Male,A. Muçolli,Albania,17zsm8shejejls2on1ffil3op,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-09-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,left,19.0,active,yes,70.0,Fredericia,NaN
8hq0so8nzsuzmsffae5nwdwmi,Paulos Johannes,Abraham,Paulos,Abraham,Male,P. Abraham,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Eritrea,76fkjar42okgr6loos2xb6ka1,Attacker,player,2002-07-16,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,both,11.0,active,yes,68.0,Solna,NaN
8lnksuku11t9oyvqs0pwx45jo,Benjamin Gustav,Brantlind,Benjamin,Brantlind,Male,B. Brantlind,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2008-08-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,right,26.0,active,yes,70.0,Göteborg,NaN
8s2p8s6huogpkao0lce8m5n8,Noah Klas,Tolf,Noah,Tolf,Male,N. Tolf,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2005-08-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,33.0,active,yes,NaN,NaN,NaN
930dsqwxik1m9vy5zdr544jpx,Anders,Kristiansen,Anders,Kristiansen,Male,A. Kristiansen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Goalkeeper,player,1990-03-17,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,right,34.0,active,yes,83.0,Stavanger,NaN
94i0qwhb3xu4pu37gofme9mnd,Kolbeinn,Þórðarson,Kolbeinn,Thórdarson,Male,K. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Midfielder,player,2000-03-12,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,177.0,right,23.0,active,yes,68.0,NaN,NaN
