id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,weight,placeOfBirth,secondNationality,secondNationalityId,knownName
9tt9eo9bsff7dp7aqjal1obo4,Frederik,Rask Høgh Jensen,NaN,NaN,Male,F. Høgh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1995-05-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,9.0,active,yes,NaN,NaN,NaN,NaN,NaN
a30gduuv9d1s4pkthgu2jhyol,Daniel,Stenderup,Daniel,Stenderup,Male,D. Stenderup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,2.0,active,yes,71.0,København,NaN,NaN,NaN
bcdp9e3dezuaybm8ndrsanbx0,Marc,Nielsen,Marc,Nielsen,Male,M. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-05-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,26.0,active,no,NaN,Rønne,NaN,NaN,Marc Nielsen
bfvdr7ckiersz26ya2kq9f1g4,Ahmed,Iljazovski,Ahmed,Iljazovski,Male,A. Iljazovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Defender,player,1997-07-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,15.0,active,yes,67.0,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
bods9n6ynuqy3s39f0f6cj1zp,Per,Frandsen,Per,Frandsen,Male,P. Frandsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1970-02-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
d4w0nytrfhhtw8xqh7rofq6z9,Mathias,Krathmann Gehrt,Mathias,Gehrt,Male,M. Gehrt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1992-06-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,174.0,right,8.0,active,yes,75.0,København,NaN,NaN,NaN
d9hh01mit4geyadol3gmzco9,Filip,Đukić,Filip,Djukic,Male,F. Đukić,Montenegro,1411jebgwo2ja1erogsq81lg9,Goalkeeper,player,1999-08-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,NaN,1.0,active,yes,72.0,Hvidovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
dncrhma6gwcn6pxiu7hfc6qz8,Andreas,Kiel Smed,Andreas,Smed,Male,A. Smed,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-03-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,NaN,22.0,active,yes,73.0,NaN,NaN,NaN,NaN
dshwz1df0rbe0fztksawvd0wl,Matti,Bøge Olsen,Matti,Olsen,Male,M. Olsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-06-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,5.0,active,yes,NaN,København,NaN,NaN,NaN
dwpns7gcg4s1c35df5td9ow7o,Marius,Holst Papuga,Marius,Papuga,Male,M. Papuga,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-05-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN,NaN
expisj0yt6l9v1kof4or2ak4q,Elias,Rusborg,Elias,Rusborg,Male,E. Rusborg,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,2003-01-10,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,193.0,right,20.0,active,yes,NaN,NaN,NaN,NaN,NaN
g2cgdv428rmpmb0om40ldses,Magnus,Lysholm Carsten Petersen,Magnus,Lysholm,Male,M. Lysholm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-01-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,198.0,both,12.0,active,yes,NaN,Hvidovre,NaN,NaN,NaN
mi9seytqwwsg48dfji4u7ok4,Christian,Grönbaek,Christian,Grönbaek,Male,C. Grönbaek,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1975-12-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
1nn1wc14k9zd3wtu73loj7kes,Paul,Ngongo Iversen,NaN,NaN,Male,P. Ngongo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-05-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,7.0,active,yes,NaN,NaN,NaN,NaN,NaN
1uqyed3w4uitn3iuzca5oi7yt,Lasse,Holmgaard,NaN,NaN,Male,L. Holmgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1981-04-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
2qedb8t85t1ieeed9613c9crt,Christian,Enemark,Christian,Enemark,Male,C. Enemark,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-01-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,NaN,15.0,active,yes,78.0,NaN,NaN,NaN,NaN
3xz0h3d6r2qgmv9egms8yaz56,Christian,Vestergaard,Christian,Vestergaard,Male,C. Vestergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-04-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,193.0,NaN,4.0,active,yes,NaN,NaN,NaN,NaN,NaN
3ywgt5v070xudujs9f7cuqm7d,Jacob,Vetter Laursen,NaN,NaN,Male,J. Vetter,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-08-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,32.0,active,yes,NaN,NaN,NaN,NaN,NaN
4uuqid6t4nspn0wspyltz3bx0,Jamiu Olaide,Musbaudeen,Jamiu,Musbaudeen,Male,J. Musbaudeen,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2004-07-09,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,33.0,active,yes,NaN,NaN,NaN,NaN,NaN
52vwj2s29n7wngablotd7pboq,Jonathan,Risbjerg Ægidius,Jonathan,Ægidius,Male,J. Ægidius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2002-04-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,NaN,active,yes,71.0,NaN,NaN,NaN,NaN
5moycfv7blzfnjqiruao7dv6c,Casper,Holmelund,NaN,NaN,Male,C. Holmelund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-07-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,19.0,active,yes,NaN,NaN,NaN,NaN,NaN
6bajck5osvj7trnwt2a5mc3dg,Isak Frederik,Tånnander,NaN,NaN,Male,I. Tånnander,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-06-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,22.0,active,yes,NaN,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN
6sdv4s8oz558wfhx72vwlpvu2,Lennart Franklin,Moser,Lennart,Moser,Male,L. Moser,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1999-12-06,Germany,36min0qztu8eydwvpv8t1is0m,196.0,left,99.0,active,yes,88.0,Berlin,NaN,NaN,NaN
7165hb1x2ygl2j5weox7hy6i2,Jeppe,Pedersen,Jeppe,Pedersen,Male,J. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-03-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,right,21.0,active,yes,72.0,Hirtshals,NaN,NaN,NaN
77ukg02lmfn6r70xfkw9607op,Sebastian Sommer,Sørensen,NaN,NaN,Male,S. Sommer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-04-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,NaN,6.0,active,yes,72.0,NaN,NaN,NaN,NaN
7xde75gwrng67wvjkugv9xih,Christoffer Felix,Cornelius Petersen,Christoffer,Petersen,Male,C. Petersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1997-10-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN
8ewvm6ux4yvpwgrzjkc1chqwa,Albert,Nørager,NaN,NaN,Male,A. Nørager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-10-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN,NaN
8h3cyhuw5049gcxrsld3rw1ec,Villads,Westh,Villads,Westh,Male,V. Westh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,left,18.0,active,yes,73.0,NaN,NaN,NaN,NaN
9618hk1lq7i6see347k7plkyy,Momodou,Sarr,Momodou,Sarr,Male,M. Sarr,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2000-03-31,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,9.0,active,yes,NaN,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN
9fvf8z6p8ok0n5vu999ysfywa,Casper,Jørgensen,NaN,NaN,Male,C. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-08-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,left,24.0,active,yes,NaN,NaN,NaN,NaN,NaN
9ircna8pbskreztmy1wiqwx9m,Sterling Siloe,Yatéké,Sterling,Yatéké,Male,S. Yatéké,Central African Republic,4grlavjd5jd86praiug1voxmd,Attacker,player,1999-09-15,Central African Republic,4grlavjd5jd86praiug1voxmd,184.0,right,17.0,active,yes,80.0,Bangui,NaN,NaN,NaN
ae86fel4p9nioy219v3lg62hg,Kyrylo,Shushman,NaN,NaN,Male,K. Shushman,Ukraine,315w6fk6umfzf4qvba3t55u61,Goalkeeper,player,2004-08-05,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,27.0,active,yes,NaN,NaN,NaN,NaN,NaN
aszp26w7k6ycpwmcpvfteov84,Malthe,Johnsen Bøndergaard,Malthe,Bøndergaard,Male,M. Bøndergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-10-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
b55jtl3ixolidn6cvc4t90efo,Jakob,Vadstrup Larsen,Jakob,Vadstrup,Male,J. Vadstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-07-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,2.0,active,yes,NaN,NaN,NaN,NaN,NaN
b6l4m6bmqgil9bjjov4tnuivo,Christoffer,Palm,NaN,NaN,Male,C. Palm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-03-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,14.0,active,yes,NaN,NaN,NaN,NaN,NaN
dqssvdpt2iwg8qn9wto3miind,Ari,Leifsson,Ari,Leifsson,Male,A. Leifsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1998-04-19,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,193.0,NaN,5.0,active,yes,NaN,Reykjavík,NaN,NaN,NaN
dvnd5025v01tme7xzayw6jhn8,Nicolai,Bossen,NaN,NaN,Male,N. Bossen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-02-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,25.0,active,yes,NaN,NaN,NaN,NaN,NaN
dyzzo6n83rg4fpvmqqa69moes,Asker,Beck Jensen,Asker,Beck,Male,A. Beck,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-07-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,16.0,active,yes,NaN,NaN,NaN,NaN,NaN
e3546n3qj447qgmizao50zx1w,Frederik,Brinch Møller,NaN,NaN,Male,F. Møller,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-12-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,12.0,active,yes,NaN,NaN,NaN,NaN,NaN
ekx0wotp433tuaw4g93nybjmc,Sami,Jalal Karchoud,NaN,NaN,Male,S. Jalal,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-03-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,29.0,active,yes,NaN,NaN,NaN,NaN,NaN
f1ba9g771s0zeel0titcj3omi,Abdoulie,Njai,NaN,NaN,Male,A. Njai,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-07-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,NaN,11.0,active,yes,NaN,København,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN
f58yr2jmfp8kpgprfxbokt1t6,Mike,Vestergård,NaN,NaN,Male,M. Vestergård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-11-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN,NaN
zjklvm2eeuit947oxvxc2o0k,Valdemar,Philip,NaN,NaN,Male,V. Philip,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,30.0,active,yes,NaN,NaN,NaN,NaN,NaN
15jhbyn4wsbd865fd9djcwaok,William Christian,Martin,William,Martin,Male,W. Martin,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Attacker,player,2007-04-23,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,NaN,40.0,active,yes,NaN,NaN,NaN,NaN,NaN
19wdr5lrjw3aqm0ap9nklwefo,Yahya,Bojang,Yahya,Bojang,Male,Y. Bojang,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2004-09-10,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,185.0,right,24.0,active,yes,NaN,NaN,NaN,NaN,NaN
1b32j0lqi7ggcabdra4tygxzo,Markus Gustav,Jensen,Markus,Jensen,Male,M. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-07-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,both,11.0,active,yes,NaN,NaN,NaN,NaN,NaN
1mml4inucvyomv1dcog3c1pt5,Look Saa Nicholas,Kengkhetkid Mickelson,Nicholas,Mickelson,Male,N. Mickelson,Thailand,71wqq15l0mvpl4lneayzzh44g,Defender,player,1999-07-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,179.0,right,2.0,active,yes,70.0,Skien,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
1rmox6tf7r283dca2vi844kr8,Aske Emil,Berg Adelgaard,Aske,Adelgaard,Male,A. Adelgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-11-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,23.0,active,yes,NaN,Odense,NaN,NaN,NaN
1vt9w739g9cui1qrjhld5jgt1,Sauli Aapo Kasperi,Väisänen,Sauli,Väisänen,Male,S. Väisänen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-06-05,Finland,2u07e54v5dprsugdvddpq5ync,190.0,right,25.0,active,yes,75.0,Helsinki,NaN,NaN,NaN
2g019dl7zougqjo7usig0rf11,Martin,Hansen,Martin,Hansen,Male,M. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1990-06-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,both,1.0,active,yes,85.0,Brøndby,NaN,NaN,NaN
2uw6m0yavlvkkiob73hoywb56,Gustav,Grubbe Madsen,Gustav,Grubbe,Male,G. Grubbe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-01-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,14.0,active,yes,74.0,Odense,NaN,NaN,NaN
2z8u8kyv91shp0la8alkn6kus,Max Isaac,Ejdum,Max,Ejdum,Male,M. Ejdum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-10-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,18.0,active,yes,NaN,NaN,NaN,NaN,NaN
3l692jwch4m0k1cfehyhmnl5h,Søren,Krogh,Søren,Krogh,Male,S. Krogh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1977-04-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,Lemvig,NaN,NaN,NaN
3vbc9fkmc8rypz1l5n2ln8efo,Tobias Oskar,Elnegaard,Tobias,Elnegaard,Male,T. Elnegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2008-07-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
4clmd8g8jogdfvauhijd7n55h,Viljar,Røsholt Myhra,Viljar,Myhra,Male,V. Myhra,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1996-07-21,Norway,7f16iy4w8u8ogyn6pfooqwv5z,194.0,right,16.0,active,yes,94.0,Skien,NaN,NaN,NaN
4n002w0ii1wqwx8t5xc1bzf2s,Julius,Berthel Askou Harvey,Julius,Berthel Askou,Male,J. Berthel Askou,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-05-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,13.0,active,yes,NaN,NaN,NaN,NaN,NaN
5wmik73cqursg7sv3w14ue5pm,Louicius Don,Deedson,Louicius,Deedson,Male,L. Deedson,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,player,2001-02-11,Haiti,5mp58o38d0mr5qt8g4o6l7efg,178.0,left,10.0,active,yes,NaN,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN
6eg3kxxg5aneckolraz03xzpw,Nikolaj,Juul-Sandberg,Nikolaj,Juul-Sandberg,Male,N. Juul-Sandberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-04-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,21.0,active,yes,NaN,NaN,NaN,NaN,NaN
80s55a7uw8kypoikefwhtdm5m,Max Johannes,Whitta Fenger,Max,Fenger,Male,M. Fenger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-08-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,30.0,active,yes,75.0,Roskilde,NaN,NaN,NaN
8f1mw21tbkct0slelpdznf7dg,Marcus,McCoy,Marcus,McCoy,Male,M. McCoy,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-08-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,15.0,active,yes,NaN,NaN,NaN,NaN,NaN
97xbmht3t4t1p9iu6598oq7l5,Alasana,Manneh,Alasana,Manneh,Male,A. Manneh,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Midfielder,player,1998-04-08,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,176.0,left,8.0,active,yes,61.0,Banjul,NaN,NaN,NaN
ap5tk7hqni7e79nshgc6axk44,Noah,Hovgaard Lassen,Noah,Lassen,Male,N. Lassen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-01-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,41.0,active,yes,NaN,NaN,NaN,NaN,NaN
axyrfq1u8nwcj2ss5498u8qhg,Luca,Tange Kjerrumgaard,Luca,Kjerrumgaard,Male,L. Kjerrumgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-02-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,NaN,17.0,active,yes,NaN,Odense,NaN,NaN,NaN
b6h33b82fqk8rc31a8k5sg60a,Alen,Mustafić,Alen,Mustafic,Male,A. Mustafić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1999-07-05,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,right,NaN,active,no,78.0,Tuzla,NaN,NaN,NaN
cvtxbvkvayqwjapabzbhl7h0,Valdemar,Grymer,NaN,NaN,Male,V. Grymer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-06-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
dpv6emcsq35lv8fr67816yzje,Tyler David Sylvester,Burey,Tyler,Burey,Male,T. Burey,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2001-01-09,England,1fk5l4hkqk12i7zske6mcqju6,187.0,right,27.0,active,yes,NaN,London,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN
dqtarwrqvkopmzbt2ovp2dln9,Bjørn,Iversen Paulsen,Bjørn,Paulsen,Male,B. Paulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1991-07-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,right,4.0,active,yes,85.0,Augustenborg,NaN,NaN,NaN
ef7l91pb4w6yk7lijxjxlievp,Mads,Juul Greve,Mads,Greve,Male,M. Greve,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-09-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,5.0,active,yes,NaN,NaN,NaN,NaN,NaN
e42jh6bbwn4aybdnysonrvutx,Leeroy,Owusu,Leeroy,Owusu,Male,L. Owusu,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1996-08-13,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,right,20.0,active,yes,68.0,Purmerend,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
e9o7q10wnhex4e8eo47mobbvt,Jakob,Bonde Jensen,Jakob,Bonde,Male,J. Bonde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-12-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,left,6.0,active,yes,75.0,Nykøbing Falster,NaN,NaN,NaN
ejv587h08dn1hgxhfgib3reqy,Rami,Al Hajj,Rami,Al Hajj,Male,R. Al Hajj,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2001-09-17,Lebanon,x78kryrxd9j9dfj4mtec292b,180.0,right,22.0,active,yes,69.0,Beirut,Lebanon,x78kryrxd9j9dfj4mtec292b,NaN
eq15hjcxpdrl5vca2q7s4tr3e,Mihajlo,Ivančević,Mihajlo,Ivancevic,Male,M. Ivančević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1999-04-07,Serbia,5w4ve503bjdsshwx9ho6jxzx0,190.0,left,NaN,active,yes,80.0,Bačka Topola,NaN,NaN,NaN
ev2s21ogvpjtata4fndi868ve,James,Gomez,James,Gomez,Male,J. Gomez,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2001-11-14,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,189.0,right,29.0,active,yes,80.0,Bakary Sambouya,NaN,NaN,NaN
ewh6t7yo6clfewu89uznll9uc,Elias,Hansborg-Sørensen,Elias,Hansborg-Sørensen,Male,E. Hansborg-Sørensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-07-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,26.0,active,yes,NaN,NaN,NaN,NaN,NaN
rbk7g9mpasw3edltliscyzv8,Johannes Daniel Erik,Selvén,Johannes,Selvén,Male,J. Selvén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-07-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,170.0,left,19.0,active,yes,64.0,NaN,NaN,NaN,NaN
wrckom9vy4352nos44600ydw,Tobias,Slotsager,Tobias,Slotsager,Male,T. Slotsager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-01-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,right,28.0,active,yes,NaN,Morud,NaN,NaN,NaN
11cna826ls27ahux2w0ckapqt,Kasper,Kusk Vangsgaard,Kasper,Kusk,Male,K. Kusk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1991-11-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,left,17.0,active,yes,67.0,Aalborg,NaN,NaN,NaN
139g7ilwvcpl519v3scnweg2d,Lucas Tomas,Jensen,Lucas,Jensen,Male,L. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1994-10-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,right,7.0,active,yes,77.0,Holstebro,NaN,NaN,NaN
18vvlxsaoloypja4fdddj687o,Omar,Jebali,Omar,Jebali,Male,O. Jebali,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Defender,player,2000-02-19,Tunisia,2um1icx6ftp1auliaxyw0ou6y,NaN,NaN,34.0,active,yes,NaN,NaN,NaN,NaN,NaN
4csz412vb3lquessbnf999ct0,Adam,Ahmad,NaN,NaN,Male,A. Ahmad,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-06-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,23.0,active,yes,NaN,NaN,NaN,NaN,NaN
5hr1cb6e6xb3eyjnau7w4825l,Rasmus,Thellufsen Pedersen,Rasmus,Thellufsen,Male,R. Thellufsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-01-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,both,22.0,active,yes,70.0,Sæby,NaN,NaN,NaN
64vlnkuqfh7rnymg8qku8amwa,Lasse William,Schulz,Lasse,Schulz,Male,L. Schulz,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2003-03-29,Finland,2u07e54v5dprsugdvddpq5ync,198.0,right,1.0,active,yes,84.0,Helsinki,Germany,36min0qztu8eydwvpv8t1is0m,NaN
6gi9kejni27hjp7b43djczz6d,Philip,Rejnhold Olsen,Philip,Rejnhold,Male,P. Rejnhold,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-03-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,both,3.0,active,yes,75.0,København,NaN,NaN,NaN
6t6k24gn6zwxz1g6c3n4ph0q,Mathias,Haarup,Mathias,Haarup,Male,M. Haarup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-02-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,NaN,27.0,active,yes,NaN,NaN,NaN,NaN,NaN
