id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,startDate,endDate,status,active,placeOfBirth,weight,knownName,shirtNumber
afsin57n25r53ifmqyfmbzqol,Roberts,Uldriķis,Roberts,Uldrikis,Male,R. Uldriķis,Latvia,6s9bglosczqlp9cxh3ze5hdm5,NaN,NaN,Attacker,player,1998-04-03,Latvia,6s9bglosczqlp9cxh3ze5hdm5,198.0,right,2021-08-31Z,2024-06-30Z,active,no,Rīga,92.0,NaN,9.0
aq4ypcg8yalofchi7z7197f9w,Sybrand,Veldhuis,Sybrand,Veldhuis,Male,S. Veldhuis,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2005-09-24,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,2024-02-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
bfhj4yeso25qr6uzcx4ayu6fo,Jeroen,Burghout,Jeroen,Burghout,Male,J. Burghout,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,assistant coach,1984-10-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-07-01Z,2025-06-30Z,active,no,NaN,NaN,NaN,NaN
blzp9qbpturqntnisbkg0ddlg,Floris,Smand,Floris,Smand,Male,F. Smand,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2003-01-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,right,2022-08-04Z,2024-08-26Z,active,no,Utrecht,77.0,NaN,3.0
bq0rdhx6oolpkt9xqekrukvf8,Youns Gabriele,El Hilali,Youns,El Hilali,Male,Y. El Hilali,Italy,25f2cmb2r8mk5rj92tzer6kvv,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,2003-06-08,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,right,2023-07-12Z,2024-02-01Z,active,no,Milan,NaN,NaN,12.0
bw10e3zz1g0e4gomq2saqcb9w,Vincent,Pichel,Vincent,Pichel,Male,V. Pichel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2001-11-12,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,NaN,2023-01-07Z,2024-06-28Z,retired,no,NaN,70.0,NaN,20.0
bwfqvyn5oz3fbeoqs587lzl04,Matthias,Nartey,Matthias,Nartey,Male,M. Nartey,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2004-08-28,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,left,2024-01-11Z,NaN,active,yes,Leeuwarden,82.0,NaN,40.0
c46xp363o8m76eswzfmlsel4a,Thomas,Poll,Thomas,Poll,Male,T. Poll,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2001-08-28,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,left,2023-09-01Z,2024-06-30Z,active,no,Amsterdam,79.0,NaN,5.0
c6ufljjgl050g9xn7e9ma7hg4,Milan,Smit,Milan,Smit,Male,M. Smit,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2003-02-13,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,both,2022-04-02Z,2024-08-26Z,active,no,Hollandscheveld,75.0,NaN,19.0
dbsq7txvska0heiq0jw2gdlhw,Myles,Veldman,Myles,Veldman,Male,M. Veldman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,2003-08-01,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,2023-08-01Z,2024-06-30Z,active,no,Utrecht,NaN,NaN,35.0
drxyi6exopjshvbjo43knd8t1,Vito Nova,Wormgoor,Vito,Wormgoor,Male,V. Wormgoor,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1988-11-16,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,right,2024-01-30Z,2024-06-24Z,active,no,Leersum,81.0,NaN,17.0
e1wk520xrgbtriixo4kj3pnje,Remco,Balk,Remco,Balk,Male,R. Balk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2001-03-02,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,2023-06-28Z,NaN,active,yes,Zuidhorn,65.0,NaN,7.0
ecgxbnrjqcbpn7f3hy7dx41cl,Henk,de Jong,Henk,de Jong,Male,H. de Jong,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,coach,1964-08-27,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-10-11Z,NaN,active,yes,NaN,NaN,NaN,NaN
eyx1wga1fue6lb5a0ak5f32i2,Sékou Oumar,Sylla,Sékou,Sylla,Male,S. Sylla,Guinea,4i9sg55wigitrfx7290f59ceo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-01-09,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,left,2022-01-07Z,2024-06-30Z,active,no,Schiedam,74.0,NaN,27.0
xtm05zpnl3zjmhpgx49wwufo,Bram,Marsman,Bram,Marsman,Male,B. Marsman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2003-01-29,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,left,2024-01-24Z,NaN,active,yes,Vroomshoop,NaN,NaN,44.0
11sxalz1nikiipmp7bxvz33rp,Danzell Orlando Marcelino,Gravenberch,Danzell,Gravenberch,Male,D. Gravenberch,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1994-02-13,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,2023-08-30Z,2024-06-30Z,active,no,Amsterdam,80.0,NaN,39.0
1e4hzcn11hv3u4ociuq16y1hw,Ayoub,Hamdani,Ayoub,Hamdani,Male,A. Hamdani,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,Goalkeeper,player,2003-07-31,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,both,2023-09-08Z,2024-06-30Z,active,no,Rotterdam,NaN,NaN,NaN
1rskobs1g7sask1vble87jpwp,Lassana,Faye,Lassana,Faye,Male,L. Faye,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,1998-06-15,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,left,2023-06-28Z,2023-12-30Z,active,no,Rotterdam,79.0,NaN,NaN
1y11u5wowvq64m5sl6af6woic,Tim,van de Loo,Tim,van de Loo,Male,T. van de Loo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2003-03-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,171.0,left,2022-01-22Z,2024-06-24Z,active,no,Nieuw-Vennep,66.0,NaN,26.0
1yq05jyncxgrvf1cu2aftjjyt,Mike,Snoei,Mike,Snoei,Male,M. Snoei,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,coach,1963-12-04,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2022-07-01Z,2024-02-05Z,active,no,NaN,NaN,NaN,NaN
21l9jcplp1jvyirdys7e8ocno,Yamano,Olfers,Mano,Olfers,Male,M. Olfers,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,NaN,Defender,player,2006-08-02,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,NaN,2023-08-11Z,2023-08-13Z,active,no,NaN,NaN,NaN,NaN
26zb8bickwhc54721d9u434lw,Damian,van Dijk,Damian,van Dijk,Male,D. van Dijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2004-03-19,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,NaN,2024-02-25Z,2024-06-30Z,active,no,Haarlem,NaN,NaN,18.0
2fulky6lcfs2hagclqlsi9ez8,Mike,Bakker,Mike,Bakker,Male,M. Bakker,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2003-11-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,NaN,2023-11-16Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN
2i6co2eek9s6wr1fyqcsp2m8k,Alae-Eddine,Bouyaghlafen,Alae-Eddine,Bouyaghlafen,Male,A. Bouyaghlafen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2002-05-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,2023-08-11Z,2024-06-30Z,active,no,NaN,NaN,NaN,21.0
2pva2d9if0phol0efqnur68a2,Christos,Giousis,Christos,Giousis,Male,C. Giousis,Greece,6lpgd60z890no2v46zdecrcss,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,1999-02-08,Greece,6lpgd60z890no2v46zdecrcss,176.0,right,2022-08-29Z,2024-06-30Z,active,no,Athína,66.0,NaN,10.0
3h8gqv4l0lrls9day28t1sw0k,Jayden Kelsey,Turfkruier,Jayden,Turfkruier,Male,J. Turfkruier,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-09-25,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,left,2022-11-10Z,2025-06-30Z,active,no,Amsterdam,72.0,NaN,8.0
476jyuzjm08o0d5g3t4nh1cyd,Mitch,Apau,Mitch,Apau,Male,M. Apau,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1990-04-27,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,2022-08-07Z,2025-06-30Z,active,no,Amsterdam,75.0,NaN,3.0
4bkb8qjb5n33wxfopju8r1mtx,Danny,Bakker,Danny,Bakker,Male,D. Bakker,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1995-01-16,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,left,2023-09-28Z,NaN,active,yes,Voorburg,70.0,NaN,25.0
4j7mtyvi7jg9e4ontiyt9vwbu,Cain,Seedorf,Cain,Seedorf,Male,C. Seedorf,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Attacker,player,2000-01-19,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,right,2022-08-07Z,2024-09-02Z,active,no,Almere,NaN,NaN,7.0
4mz9mhuv21kti5x38fb36q2g9,Youssef,El Kachati,Youssef,El Kachati,Male,Y. El Kachati,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1999-11-30,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,right,2023-07-01Z,2025-06-30Z,active,no,Leiden,NaN,NaN,9.0
4ta54oc0umdr1kigtzkuxayhg,Ulrich,Landvreugd,Ulrich,Landvreugd,Male,U. Landvreugd,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,coach,1971-11-07,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2024-02-06Z,2024-06-30Z,active,no,Amsterdam,NaN,NaN,NaN
53c63f5ekinmj6bquc3rbsbxm,Joey,Houweling,Joey,Houweling,Male,J. Houweling,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2000-04-07,Netherlands,6hzi5pltnz67q4la8yli9qfv6,197.0,right,2022-07-01Z,2025-06-30Z,active,no,NaN,87.0,NaN,20.0
5pa2n5nlvexr6z7nu65uz0qqy,Robin,Polley,Robin,Polley,Male,R. Polley,Ghana,2q2sw72utw5gu9t5y4knckwba,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-12-28,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,2023-08-31Z,2024-06-30Z,active,no,Rotterdam,74.0,NaN,5.0
5t2yht2zjn4g7otqpaer3ia22,Quinten,van den Heerik,Quinten,van den Heerik,Male,Q. van den Heerik,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2002-03-18,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,right,2022-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,19.0
5wg2ysvwk3q67osv2nnbav4yx,Thomas,Oude Kotte,Thomas,Oude Kotte,Male,T. Oude Kotte,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1996-03-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,left,2022-07-20Z,2024-06-24Z,active,no,Apeldoorn,80.0,NaN,4.0
673xny9ozqe978emdytscm5pm,Mohammed,Tahiri,Mohammed,Tahiri,Male,M. Tahiri,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2001-01-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,right,2023-08-09Z,2024-06-17Z,active,no,Rotterdam,NaN,NaN,27.0
88vryegnhss2q5xz8aoj2phey,Jay,Kruiver,Jay,Kruiver,Male,J. Kruiver,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2001-05-02,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,2022-01-31Z,2024-06-24Z,active,no,Zaandam,NaN,NaN,2.0
89plvrt8pzppcclh4axvii0ru,Alex,Plat,Alex,Plat,Male,A. Plat,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1998-02-04,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,right,2023-08-31Z,2024-06-24Z,active,no,Volendam,71.0,NaN,24.0
8kqetcv52r962hqpw7uaysljo,Sebastiaan,Hagedoorn,Sebastiaan,Hagedoorn,Male,S. Hagedoorn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2004-11-30,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-10-25Z,NaN,active,yes,NaN,NaN,NaN,NaN
8l31bne12p5cp51o46h92zjrp,Ronald,Koeman Jr.,Ronald,Koeman,Male,R. Koeman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Spain,49ih1pwv3ahshdf8uzrimi54c,Goalkeeper,player,1995-05-23,Spain,49ih1pwv3ahshdf8uzrimi54c,188.0,right,2021-07-01Z,NaN,active,yes,Barcelona,80.0,NaN,1.0
8zewrjdmkri7d1j12kmlji978,Peter Abraham Sandy,Guinari,Peter,Guinari,Male,P. Guinari,Central African Republic,4grlavjd5jd86praiug1voxmd,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2001-06-02,Central African Republic,4grlavjd5jd86praiug1voxmd,188.0,right,2024-01-09Z,2024-07-17Z,active,no,NaN,90.0,NaN,29.0
966zvkdd0k251tziv7fwvmbfu,Rychaintelo,Knoll,Rychaintelo,Knoll,Male,R. Knoll,Curaçao,5im58ram567ao2fbnz39sm8vk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-03-09,Curaçao,5im58ram567ao2fbnz39sm8vk,NaN,right,2021-12-16Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN
9jx0oun9o3zqncgu9axt2qxka,Jorginho,Soares,Jorginho,Soares,Male,J. Soares,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-07-18,Netherlands,6hzi5pltnz67q4la8yli9qfv6,194.0,right,2022-07-14Z,2024-02-01Z,active,no,Spijkenisse,NaN,NaN,18.0
9uuauzry847hfrj712j7bugic,Achraf,Oughcha,Achraf,Oughcha,Male,A. Oughcha,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2004-02-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,2023-10-25Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN
a49duk4f5m5zmyvwht0ikal05,Thomas,Overtoom,Tom,Overtoom,Male,T. Overtoom,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1990-11-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,2020-11-15Z,2025-06-30Z,active,no,Amsterdam,74.0,NaN,12.0
ag4gnhbvomc0q9ohvkyroftas,Yaël,Liesdek,Yaël,Liesdek,Male,Y. Liesdek,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,2001-10-21,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,right,2020-08-29Z,2024-06-30Z,active,no,Amsterdam,NaN,NaN,16.0
ajt9gf8zqsc3m6z4kof5m99ii,Yahya,Boussakou,Yahya,Boussakou,Male,Y. Boussakou,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,2000-03-04,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,right,2022-08-11Z,2024-06-30Z,active,no,Den Haag,66.0,NaN,11.0
bpy23jyx57znprh0f28qwz9w5,Anthony,Correia,Anthony,Correia,Male,A. Correia,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,assistant coach,1982-05-02,Suriname,31vay1njxmbs7vtbfp1wo2dx1,179.0,NaN,2023-05-11Z,2024-06-30Z,active,no,Paramaribo,76.0,NaN,NaN
bzajzlkiffu1t48lxjzxc8cq2,Zakaria,Eddahchouri,Zakaria,Eddahchouri,Male,Z. Eddahchouri,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,2000-05-11,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,right,2023-07-13Z,2025-01-30Z,active,no,Papendrecht,78.0,NaN,17.0
cglskkkycbja9rjybhui9hdrd,Mees,Kaandorp,Mees,Kaandorp,Male,M. Kaandorp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1998-06-08,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,2023-08-03Z,2025-06-30Z,active,no,Alkmaar,66.0,NaN,14.0
dltjumosk5kv9xw8yju2e1hqs,Zakaria,Fatihi,Zakaria,Fatihi,Male,Z. Fatihi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2003-06-25,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-01-04Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
dnx640ob8fk9qrysuf31244k4,Leonardo,Rocha de Almeida,Leonardo,Rocha de Almeida,Male,L. Rocha de Almeida,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,2003-06-06,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,2023-08-11Z,2024-06-30Z,active,no,Rotterdam,NaN,NaN,23.0
f5am20z0q4vgcu9434o9wy904,Lukas Ilija,van Ingen Drasoviç,Lukas,van Ingen,Male,L. van Ingen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2004-03-21,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,right,2022-11-10Z,2025-01-24Z,active,no,NaN,75.0,NaN,28.0
f5pgdha5h37xytbk1zq8q710,Devon,Koswal,Devon,Koswal,Male,D. Koswal,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,2003-08-21,Netherlands,6hzi5pltnz67q4la8yli9qfv6,192.0,right,2023-08-11Z,NaN,active,yes,Rotterdam,NaN,NaN,15.0
w32h1te98uqq53j053qm3pm2,Sebbe,Augustijns,Sebbe,Augustijns,Male,S. Augustijns,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1999-09-03,Belgium,4wbzjcclyefma1ourvjsu4q2j,179.0,right,2023-06-21Z,2023-12-31Z,active,no,NaN,74.0,NaN,NaN
1pyg87b2dbhdf5dbv36j5o296,Maximilian,Schmid,Maximilian,Schmid,Male,M. Schmid,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2003-03-05,Germany,36min0qztu8eydwvpv8t1is0m,184.0,right,2023-08-08Z,2024-06-30Z,active,no,Hanau,72.0,NaN,9.0
2yivr64anye4c0p62m16l78yc,Sami,Ouaissa,Sami,Ouaissa,Male,S. Ouaissa,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2004-10-02,Netherlands,6hzi5pltnz67q4la8yli9qfv6,170.0,left,2024-02-01Z,2024-06-30Z,active,no,Sittard,68.0,NaN,25.0
3epda2hg43s8uxvf9xno74d4a,Arjen,van der Heide,Arjen,van der Heide,Male,A. van der Heide,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2001-11-19,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,left,2022-07-30Z,2024-09-02Z,active,no,Heerenveen,70.0,NaN,26.0
3of6006vsu0udxkyhw65ga0pg,Fabio,Sposito,Fabio,Sposito,Male,F. Sposito,Belgium,4wbzjcclyefma1ourvjsu4q2j,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2002-04-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,179.0,left,2021-08-06Z,2024-06-30Z,active,no,NaN,69.0,NaN,18.0
3srfsqdutc0w34579ojlai7kl,Bas,Sibum,Bas,Sibum,Male,B. Sibum,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,coach,1982-12-26,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,both,2023-07-01Z,2025-06-01Z,active,no,Nieuw-Amsterdam,79.0,NaN,NaN
3ypxn1nvgv8e321sq5394w3my,Matisse,Didden,Matisse,Didden,Male,M. Didden,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2001-10-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,198.0,right,2023-07-03Z,2024-06-24Z,active,no,NaN,91.0,NaN,3.0
4686z9423glbk0rbf24lkjnkk,Leroy,Been,Leroy,Been,Male,L. Been,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2003-03-24,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,2023-08-31Z,2024-07-13Z,active,no,NaN,NaN,NaN,20.0
49vbyk5qvhihphrqfnmmz8woa,Jamil,Takidine,Jamil,Takidine,Male,J. Takidine,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2002-06-01,Belgium,4wbzjcclyefma1ourvjsu4q2j,170.0,right,2021-08-12Z,2023-08-28Z,active,no,Genk,71.0,NaN,17.0
4j1q9t5qivp1pw0shncu1tzah,Metehan,Güçlü,Metehan,Güçlü,Male,M. Güçlü,Türkiye,6kd6webenogylfgwt2aa9l6vx,France,7gww28djs405rfga69smki84o,Attacker,player,1999-04-02,France,7gww28djs405rfga69smki84o,182.0,left,2023-09-04Z,2024-06-30Z,active,no,Montfermeil,77.0,NaN,29.0
4qj88r9cjfbu05ly92vfhpi39,Niek,Vossebelt,Niek,Vossebelt,Male,N. Vossebelt,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1991-08-08,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,right,2020-08-01Z,2024-06-30Z,retired,no,Harderwijk,86.0,NaN,8.0
4xe0jo68fvhy9jnp1htp45m2,Enrique Manuel,Peña Zauner,Enrique,Peña Zauner,Male,E. Peña Zauner,Venezuela,1er0616j12s9yghuzvsx76d5v,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2000-03-04,Germany,36min0qztu8eydwvpv8t1is0m,177.0,both,2023-07-27Z,2025-01-23Z,active,no,Offenbach am Main,68.0,NaN,7.0
4xw53nccs5e36es4045pnuvis,Jordy,Steins,Jordy,Steins,Male,J. Steins,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2005-09-09,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,2023-07-01Z,NaN,active,yes,NaN,75.0,NaN,23.0
5i445i6fkoh6yf02twdnrbl04,Ovando,Hoever,Ovando,Hoever,Male,O. Hoever,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,2003-04-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,right,2024-02-22Z,2024-06-30Z,active,no,Amsterdam,NaN,NaN,32.0
5nnfio6xxy6gb2ke7shskze38,Thibo,van Den Branden,Thibo,van Den Branden,Male,T. van Den Branden,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-05-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,right,2023-08-10Z,2024-07-01Z,active,no,NaN,NaN,NaN,NaN
5o2qt1tdkcnuhyq63t57onj6d,Marvin,Pourié,Marvin,Pourié,Male,M. Pourié,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,1991-01-08,Germany,36min0qztu8eydwvpv8t1is0m,184.0,right,2023-08-12Z,2024-01-25Z,active,no,Werne,80.0,NaN,NaN
5vam05k331sdf9fv541kew5m2,Sam Jean Willem,Krawczyk,Sam,Krawczyk,Male,S. Krawczyk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2003-02-01,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,both,2023-12-14Z,2024-10-23Z,active,no,Echt,NaN,NaN,28.0
6clycir6laxvycsr4yjh9iwa1,Orhan,Džepar,Orhan,Dzepar,Male,O. Džepar,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1996-06-13,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,left,2023-08-30Z,2025-06-30Z,active,no,Eefde,78.0,NaN,17.0
6crszhqnwr4gto77qbvqvvxii,Joey Paul,Müller,Joey,Müller,Male,J. Müller,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2000-08-30,Germany,36min0qztu8eydwvpv8t1is0m,180.0,left,2024-01-30Z,NaN,active,yes,Gütersloh,72.0,NaN,2.0
6eccwl9cpgmq7pp6d90lbi6wa,Loek,Hamers,Loek,Hamers,Male,L. Hamers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2000-04-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,right,2018-12-13Z,2024-06-17Z,active,no,Roermond,78.0,NaN,22.0
7797kpi7lkhc9dasfxuv9h7f9,Lennerd,Daneels,Lennerd,Daneels,Male,L. Daneels,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,1998-04-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,172.0,right,2022-08-30Z,2024-06-27Z,active,no,Gierle,74.0,NaN,14.0
