id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,startDate,status,active,shortFirstName,shortLastName,height,foot,shirtNumber,placeOfBirth,weight,secondNationality,secondNationalityId,endDate,knownName
e0u730to91qqtvvx16uhajz10,Saman Sebastean,Jalaei,Male,S. Jalaei,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-06-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-21Z,active,yes,NaN,NaN,170.0,NaN,22.0,NaN,NaN,Iran,e53g9hr2d3kasm34uumbg8r4,NaN,NaN
e2157naqwp1qdsgaxre307cb8,Hjalte,Toftegaard,Male,H. Toftegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-06-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-06-16Z,active,yes,Hjalte,Toftegaard,NaN,NaN,16.0,NaN,NaN,NaN,NaN,NaN,NaN
ekbi29eljngvxgx9scbzwygwk,Andreas Frederik,Dithmer,Male,A. Dithmer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-08-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-06-26Z,active,yes,Andreas,Dithmer,198.0,right,26.0,København,82.0,NaN,NaN,NaN,NaN
elsygne5tjybbxrqgehtovnro,Lucas,Bøje-Larsen,Male,L. Bøje-Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-02-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN,NaN,NaN
eubjlxwqsk71ecwvbedspt7v8,Oliver Sejer,Lauritsen,Male,O. Lauritsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-11-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-19Z,active,yes,NaN,NaN,196.0,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ezbixgm2km8iapnsl57bn4wkp,Mikkel,Mouritz Jensen,Male,M. Mouritz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-01-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-08Z,active,yes,NaN,NaN,176.0,NaN,11.0,NaN,NaN,NaN,NaN,NaN,NaN
khqldwfq14b7giakss24l9t5,Kasper,Enghardt Pedersen,Male,K. Enghardt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-05-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-01Z,active,yes,Kasper,Enghardt,186.0,NaN,21.0,NaN,79.0,NaN,NaN,NaN,NaN
uiyol728wan4mxco2foplknp,Adrian,Rúnason Justinussen,Male,A. Justinussen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Attacker,player,1998-07-21,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,2024-01-19Z,active,yes,Adrian,Justinussen,NaN,NaN,17.0,NaN,NaN,NaN,NaN,NaN,NaN
1sbw8m2kmj943asyzl6my5brp,Jens,Gjesing,Male,J. Gjesing,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1986-01-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-11Z,active,yes,NaN,NaN,187.0,NaN,NaN,NaN,77.0,NaN,NaN,NaN,NaN
1xcf8y3egy8j0g2c6xkcx6o6h,Frederik,Mortensen,Male,F. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-10-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-07-01Z,active,yes,NaN,NaN,176.0,NaN,6.0,NaN,77.0,NaN,NaN,NaN,NaN
2f0p63eeg2yc4jsyotle88q38,Valdemar Bach,Schmølker,Male,V. Schmølker,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-01-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-05-12Z,active,yes,NaN,NaN,NaN,NaN,77.0,NaN,NaN,NaN,NaN,NaN,NaN
2qedb8t85t1ieeed9613c9crt,Christian,Enemark,Male,C. Enemark,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-01-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2026-01-01Z,active,no,Christian,Enemark,183.0,NaN,3.0,NaN,78.0,NaN,NaN,NaN,NaN
3d9d8vugyje4gmyngicnb2mms,Albert,Heyde,Male,A. Heyde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-11-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-26Z,active,yes,NaN,NaN,NaN,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3i9ak1jcw07wfgcrxqw29632s,Jonathan Filho,Lind Rasmussen,Male,J. Lind,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-11-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-21Z,active,yes,Jonathan,Lind,186.0,right,NaN,NaN,78.0,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN
3sog1gsk11bwwrf7l7wm2j7dg,Mikkel,Kannegaard Kristensen,Male,M. Kannegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-07-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-03Z,active,yes,Mikkel,Kannegaard,184.0,left,5.0,NaN,72.0,NaN,NaN,NaN,NaN
4dmz3u7j1eoz4ofr1o8tbxedw,Oscar,Nørgaard Meedom,Male,O. Meedom,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-08-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-26Z,active,yes,Oscar,Meedom,NaN,NaN,16.0,NaN,NaN,NaN,NaN,NaN,NaN
4iwabfgtbuz5xmm2d99ov6v6y,Runar,Hauge,Male,R. Hauge,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2001-09-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2025-08-25Z,active,yes,Runar,Hauge,175.0,right,11.0,NaN,NaN,NaN,NaN,NaN,NaN
4qyfoq5fjiochtj89w426lm21,Søren,Skals Andreasen,Male,S. Andreasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1996-03-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-09-01Z,active,yes,Søren,Andreasen,NaN,NaN,9.0,NaN,NaN,NaN,NaN,NaN,NaN
4wae98fs0ge04vvkane1cqswl,Emil,Antonsen,Male,E. Antonsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1986-09-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-28Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2025-08-10Z,NaN
5jyv1dctfxa6335l1mlifwavo,Mikkel,Boye,Male,M. Boye,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2007-04-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-05-25Z,active,yes,NaN,NaN,192.0,right,40.0,NaN,NaN,NaN,NaN,NaN,NaN
6bv0j0ezhh9u5u5hqz64p790q,Marius Haudrum,Jacobsen,Male,M. Jacobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-01-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-06-25Z,active,yes,Marius,Haudrum Jacobsen,NaN,NaN,12.0,NaN,NaN,NaN,NaN,NaN,NaN
8gqvlydur0v4cpmz1ozqkejh0,Marco,Bruhn,Male,M. Bruhn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-11-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-09-02Z,active,yes,NaN,NaN,NaN,right,23.0,NaN,NaN,NaN,NaN,NaN,NaN
8q8yol44e42o9hwttlopznvh0,Max,Nielsen,Male,M. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-10-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-06-15Z,active,yes,NaN,NaN,NaN,right,22.0,NaN,NaN,NaN,NaN,NaN,NaN
8uqsrzfe8mnhs8v3ii2v7b2tw,Gustav,Bjerge,Male,G. Bjerge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-04-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-12Z,active,yes,Gustav,Bjerge,186.0,NaN,NaN,NaN,NaN,NaN,NaN,2026-06-30Z,NaN
9xub4z9b3bog8wqhn5yfihecp,Mikkel,Mejlstrup Pedersen,Male,M. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-01-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-23Z,active,yes,Mikkel,Pedersen,182.0,right,8.0,Hobro,80.0,NaN,NaN,NaN,Mikkel Pedersen
9yxhg70gpwi3e9s84c8qwg0yx,Jonas,Dakir,Male,J. Dakir,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1997-04-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-25Z,active,yes,Jonas,Dakir,191.0,NaN,25.0,Aarhus,76.0,NaN,NaN,NaN,NaN
amvm93zs602wkpm7i74qfkmj8,Nikolai,Ankerstjerne,Male,N. Ankerstjerne,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-01-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-05-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ao1wnwvf7m3swnt85cs5w3sb8,Vedad,Halilović,Male,V. Halilović,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2008-05-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-04-24Z,active,yes,NaN,NaN,NaN,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ayhdul772mr22qoly04psb3f8,Oliver,Friis Dorph,Male,O. Dorph,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-01-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-16Z,active,yes,Oliver,Dorph,178.0,right,4.0,NaN,NaN,NaN,NaN,NaN,NaN
b0yv1pcxifawqx6r1cfqq3otm,Zander,Hyltoft,Male,Z. Hyltoft,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-09-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-17Z,active,yes,Zander,Hyltoft,190.0,right,17.0,NaN,NaN,NaN,NaN,NaN,NaN
beu3ypladd5dexnm9x946kjkk,Alexander,Nathan,Male,A. Nathan,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-03-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-09-01Z,active,yes,NaN,NaN,NaN,NaN,43.0,NaN,NaN,NaN,NaN,NaN,NaN
c999181s4iz7aj63kokl43h0p,Jakob,Hjorth,Male,J. Hjorth,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1994-09-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-28Z,active,no,NaN,NaN,193.0,NaN,NaN,NaN,NaN,NaN,NaN,2025-08-10Z,NaN
cflwegqpzch8y30pb3dhigqnd,Emil,Søgaard Jensen,Male,E. Søgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-11-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-09-15Z,active,yes,NaN,NaN,NaN,NaN,18.0,NaN,NaN,NaN,NaN,NaN,NaN
d15dtwvizu35wrpgviagx54b8,Konrad,Lyngø Gaardsøe,Male,K. Lyngø Gaardsøe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-07-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-03-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dwuxps3jv2852642q000wep6,Villads,Rasmussen,Male,V. Rasmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-11-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-07-14Z,active,yes,NaN,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN,NaN,NaN
dxv40hh07gxq4hn0i6dwb2l4a,Andreas,Søndergaard,Male,A. Søndergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-01-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-01-27Z,active,yes,Andreas,Söndergaard,189.0,right,1.0,NaN,NaN,NaN,NaN,NaN,NaN
e0rgqk3gxzs005m9ok9hvp1ck,Théo,Puggaard Ekié Hansen,Male,T. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-08-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-20Z,active,yes,Théo,Hansen,NaN,right,26.0,NaN,NaN,NaN,NaN,NaN,Théo Hansen
e19g5bz7s9wqcvj8mttztxi0a,Oliver Augustus,Sparre Klitten,Male,O. Klitten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-05-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-06-15Z,active,yes,Oliver,Klitten,NaN,NaN,7.0,NaN,NaN,NaN,NaN,NaN,NaN
ea2x4o6ufsqoz2zz7tqcnvo16,Lukas,Sparre Klitten,Male,L. Klitten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-05-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-09-01Z,active,yes,Lukas,Klitten,193.0,left,27.0,Aalborg,70.0,NaN,NaN,NaN,Lukas Klitten
ebd3uvtt54wkdsahc2127j02c,Frederik,Dietz Nielsen,Male,F. Dietz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-10-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-05-01Z,active,yes,NaN,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN,NaN,NaN
ebddkdhm6fhar2ir2h7azhslw,Magnus,Rosengreen,Male,M. Rosengreen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-09-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-18Z,active,yes,NaN,NaN,NaN,NaN,37.0,NaN,NaN,NaN,NaN,NaN,NaN
ew927mi250fb7j5nf7scu16fp,Martin,Thomsen,Male,M. Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1982-08-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-07-01Z,active,no,NaN,NaN,183.0,NaN,NaN,Hobro,84.0,NaN,NaN,2025-07-28Z,NaN
izewe5fthjad6hv14xgpm3v8,August Andreas,Rømer Bryld,Male,A. Bryld,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-10-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-04-03Z,active,yes,NaN,NaN,NaN,NaN,47.0,NaN,NaN,NaN,NaN,NaN,NaN
xd4gm9uiq807dri1gs3ltclw,Joachim,Justsen Andersen,Male,J. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-04-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-04-19Z,active,yes,NaN,NaN,195.0,right,NaN,NaN,77.0,NaN,NaN,NaN,NaN
1basznqpux0hkrrd06eaxodsl,Morten,Brander Knudsen,Male,M. Knudsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-04-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-26Z,active,yes,NaN,NaN,178.0,both,18.0,NaN,NaN,NaN,NaN,NaN,NaN
1cumsropo1r0msfzxxteml1w,Jeffrey Papayaw,Adjei-Broni,Male,J. Adjei-Broni,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-04-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-06-28Z,active,no,Jeffrey,Adjei-Broni,NaN,left,16.0,Rødovre,NaN,NaN,NaN,2025-09-01Z,NaN
21i8eq6dgpzydeyrame6xp05w,Mathias,Andreasen,Male,M. Andreasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-10-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-07-01Z,active,no,Mathias,Andreasen,NaN,right,27.0,NaN,NaN,NaN,NaN,2025-08-18Z,NaN
2cup1vjw8n43kbzzxfflnmplg,Jagvir,Singh Sidhu,Male,J. Singh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-01-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2026-01-01Z,active,no,Jagvir,Singh Sidhu,175.0,NaN,NaN,NaN,NaN,India,pu2isxryiewd7pvejah6oqex,NaN,NaN
317s1y0ppnwhnw23a5obz6z2s,Alexander John Titov,Hansen,Male,A. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2007-02-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-09-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3njsc9nturnshsiofmiy19gr8,Emil,Borella Jensen,Male,E. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-02-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-05Z,active,yes,NaN,NaN,185.0,right,26.0,NaN,NaN,NaN,NaN,NaN,NaN
3pk6hii2s8tbv2zux8mvbapec,Nicolaj,Jungvig,Male,N. Jungvig,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-10-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-03-11Z,active,yes,Nicolaj,Jungvig,185.0,right,28.0,NaN,NaN,NaN,NaN,NaN,NaN
3th83n9qum31wu53g68j5iwic,Carl Alfred,Maslen,Male,A. Maslen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2004-03-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-08Z,active,yes,NaN,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN,NaN,NaN
3xbn4aym0k2nt9zbeblcd8dsl,Martin,Retov,Male,M. Retov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1980-05-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,Martin,Retov,178.0,NaN,NaN,Rødovre,82.0,NaN,NaN,NaN,NaN
45dqseup0cmujyl4nprr29y0a,Magnus,Fredslund,Male,M. Fredslund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-07-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2018-07-01Z,active,yes,Magnus,Fredslund,185.0,right,30.0,NaN,83.0,NaN,NaN,NaN,NaN
4m9sp9mxlsjk6fv7v218yqfv9,Marvin,Egho,Male,M. Egho,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1994-05-09,Austria,hcs1bd49qliqqity6o268jyt,2025-07-15Z,active,yes,Marvin,Egho,188.0,left,45.0,Wien,75.0,NaN,NaN,NaN,NaN
4qz1pnlx3d0m5wkhpocl0euj8,Anders,Ravn Olsen,Male,A. Ravn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-04-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-01-01Z,active,yes,Anders,Ravn,NaN,NaN,29.0,NaN,NaN,NaN,NaN,NaN,NaN
615e0bjcd0tyge047sy43y5sl,Martin,Spelmann,Male,M. Spelmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1987-03-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-07-01Z,active,yes,Martin,Spelmann,175.0,right,10.0,Hvidovre,72.0,NaN,NaN,NaN,NaN
630daj1ef34rczbhng0eoncvd,Malte,Kiilerich Hansen,Male,M. Kiilerich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-10-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-09-01Z,active,yes,Malte,Kiilerich,188.0,right,25.0,København,82.0,NaN,NaN,NaN,NaN
6c2isptqoy4cq5c8rlr9s1roq,Marius,Elvius Kolind-Jørgensen,Male,M. Elvius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-06-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-21Z,active,yes,Marius,Elvius,185.0,right,59.0,Taarnby,73.0,NaN,NaN,NaN,NaN
6dzg820946z4848whaa6ny2nd,Nicolai,Clausen,Male,N. Clausen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-06-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-09-07Z,active,yes,Nicolai,Clausen,NaN,left,23.0,NaN,NaN,NaN,NaN,NaN,NaN
6uwvbagahvoavs630k8uksxjp,Mads,Kaalund Larsen,Male,M. Kaalund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-08-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-06-29Z,active,yes,Mads,Kaalund,183.0,right,11.0,København,75.0,NaN,NaN,NaN,NaN
7ymn0ytcqi6l43nqraxt9s1zo,Alexander,Johansen,Male,A. Johansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-09-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-09-04Z,active,yes,NaN,NaN,NaN,NaN,19.0,NaN,NaN,NaN,NaN,NaN,NaN
8j4dopnj90j99t46el27ettjp,Frederik Lucas,Holst,Male,F. Holst,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1994-09-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-21Z,active,yes,Frederik,Holst,177.0,right,12.0,NaN,70.0,NaN,NaN,NaN,NaN
8r9iqig43yjty7l1oq6yg73mc,Marco,Brylov,Male,M. Brylov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1995-11-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-16Z,active,yes,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN
8viazilbghyogmhd7w3lg2six,Sebastian,Koch,Male,S. Koch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1996-10-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-16Z,active,yes,Sebastian,Koch,186.0,right,20.0,NaN,NaN,NaN,NaN,NaN,NaN
907vtkod58b7986k7u1619gr8,Emmanuel,Aby,Male,E. Aby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-09Z,active,yes,NaN,NaN,NaN,NaN,24.0,NaN,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN
9tt9eo9bsff7dp7aqjal1obo4,Frederik,Rask Høgh Jensen,Male,F. Høgh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1995-05-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-23Z,active,yes,NaN,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN,NaN,NaN
a30gduuv9d1s4pkthgu2jhyol,Daniel Kenn,Stenderup,Male,D. Stenderup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2019-08-16Z,active,yes,Daniel,Stenderup,183.0,right,2.0,København,71.0,NaN,NaN,NaN,NaN
a7eramyy1bd8msxmg84ctc8ut,Ayo Simon,Okosun,Male,A. Okosun,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-07-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-07Z,active,yes,Ayo Simon,Okosun,198.0,right,6.0,Kopenhagen,85.0,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN
aajgld24isoem1ycoysyxxp1w,Zamir,Aliji,Male,Z. Aliji,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-03Z,active,yes,NaN,NaN,177.0,NaN,4.0,NaN,74.0,Albania,17zsm8shejejls2on1ffil3op,NaN,NaN
bfvdr7ckiersz26ya2kq9f1g4,Ahmed,Iljazovski,Male,A. Iljazovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Defender,player,1997-07-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2020-09-02Z,active,yes,Ahmed,Iljazovski,188.0,right,15.0,NaN,67.0,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
cl4xl80n4gew1ox03r3ooshrd,Oliver,Kjærgaard,Male,O. Kjærgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-07-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-25Z,active,yes,Oliver,Kjærgaard,184.0,NaN,14.0,NaN,76.0,NaN,NaN,NaN,NaN
db671oj1jx2uknf12t8b3s7x0,Mehmet,Coşkun,Male,M. Coşkun,Türkiye,6kd6webenogylfgwt2aa9l6vx,Defender,player,1998-11-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-21Z,active,yes,Mehmet,Coskun,175.0,left,42.0,Hvidovre,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
dm6xpphbyyooqriwaambi7njd,Fredrik,Krogstad,Male,F. Krogstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1995-06-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2024-09-21Z,active,yes,Fredrik,Krogstad,181.0,right,8.0,Oslo,80.0,NaN,NaN,NaN,NaN
dncrhma6gwcn6pxiu7hfc6qz8,Andreas,Kiel Smed,Male,A. Smed,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-03-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-07-23Z,active,yes,Andreas,Smed,182.0,NaN,22.0,NaN,73.0,NaN,NaN,NaN,NaN
dwpns7gcg4s1c35df5td9ow7o,Marius,Holst Papuga,Male,M. Papuga,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-05-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-01Z,active,yes,Marius,Papuga,NaN,NaN,17.0,NaN,NaN,NaN,NaN,NaN,NaN
g2cgdv428rmpmb0om40ldses,Magnus,Lysholm Carsten Petersen,Male,M. Lysholm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-01-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,no,Magnus,Lysholm,198.0,both,12.0,Hvidovre,NaN,NaN,NaN,2025-08-20Z,NaN
mi9seytqwwsg48dfji4u7ok4,Christian,Grönbaek,Male,C. Grönbaek,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1975-12-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-01-01Z,active,yes,Christian,Grönbaek,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
