id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,shirtNumber,status,active,dateOfBirth,height,placeOfBirth,weight,foot,knownName,secondNationality,secondNationalityId
eupf0h6o7w45uhw0wqolrvjrp,Aron Þórður,Albertsson,Aron,Albertsson,A. Albertsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,active,yes,1996-06-27,NaN,NaN,NaN,right,NaN,NaN,NaN
qfggmfva5mhl3qu9p6v5h87p,Kristján Flóki,Finnbogason,Kristján,Finnbogason,K. Finnbogason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,active,yes,1995-01-12,190.0,NaN,NaN,right,NaN,NaN,NaN
183rchl3bu6k1j1y06b1qas4,Ísak Daði,Ívarsson,Ísak,Ívarsson,Í. Ívarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,active,no,2004-07-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18v62rks61r7osny0b6qxslhx,Mathias,Brinch Rosenørn,Mathias,Rosenørn,M. Rosenørn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,13.0,active,no,1993-05-11,184.0,NaN,81.0,NaN,NaN,NaN,NaN
1yqqli8y1nso9zdvjnt9749w4,Aron Örn,Hákonarson,Aron,Hákonarson,A. Hákonarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,2004-01-20,NaN,NaN,NaN,NaN,Aron Hákonarson,NaN,NaN
23vk4ogajs0wgg4vn35limk0l,Bergsteinn,Magnússon,NaN,NaN,B. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,1994-03-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2m1zn1nokma0lavziwy0z68a2,Edon,Osmani,Edon,Osmani,E. Osmani,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,19.0,active,yes,2000-03-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2v69e834xm2zqlq9bi7580k8a,Sebastian Freyr,Karlsson,NaN,NaN,S. Karlsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2002-07-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47gz95zp1bfjucbeawajfvnys,Valur Þór,Hákonarson,Valur,Hákonarson,V. Hákonarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,99.0,active,yes,2004-01-20,NaN,NaN,NaN,NaN,Valur Hákonarson,NaN,NaN
4msx4y1c0chsky7zideqg3zzd,Ásgeir Páll,Magnússon,Ásgeir,Magnússon,Ásgeir Páll Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,active,yes,2000-09-07,NaN,NaN,NaN,NaN,Ásgeir Magnússon,NaN,NaN
4wenei4x070s1wp5zsbexr76c,Dagur,Margeirsson,Dagur,Margeirsson,D. Margeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,active,no,2003-05-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58zfakiiuk7f10t858r1qyyqy,Jóhann Þór,Arnarsson,Jóhann,Arnarsson,J. Arnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,38.0,active,no,2002-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5r73t5v03uuuq67e5zjj15u51,Ernir,Bjarnason,Ernir,Bjarnason,E. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,active,no,1997-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67iuqfijm1h3db1j85g111rf8,Ásgeir Orri,Magnússon,Ásgeir,Magnússon,Ásgeir Orri Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,active,yes,2004-03-03,NaN,NaN,NaN,NaN,Ásgeir Magnússon,NaN,NaN
6turn4ldmbtm70gxsnwgdelpm,Jordan Thomas William,Smylie,Jordan,Smylie,J. Smylie,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,Australia,u5ieemi69z72c3bgczyy68lo,89.0,active,no,2000-02-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7m5o6a6qalbd18ryisbzqbufp,Frans,Elvarsson,Frans,Elvarsson,F. Elvarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,active,yes,1990-08-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87xbu9wj5uqfr9fskjyn3ofrp,Daníel,Gylfason,Daníel,Gylfason,D. Gylfason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,active,no,1993-07-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8c7nl7ybyfsp38g0dn2ewm31l,Sindri Þór,Guðmundsson,Sindri,Gudmundsson,S. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,active,no,1997-08-11,NaN,NaN,NaN,NaN,Sindri Gudmundsson,NaN,NaN
8fvp91foejpy4x8l25npzpih,Marley,Blair,Marley,Blair,M. Blair,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,England,1fk5l4hkqk12i7zske6mcqju6,86.0,active,no,1999-10-05,190.0,Huddersfield,NaN,right,NaN,Jamaica,gimxu1vjwoa2xrecyd9gtyoc
8giy2szh3h88wvvm3ds87r7bp,Robert,Hehedosh,Robert,Gegedosh,R. Hehedosh,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,Ukraine,315w6fk6umfzf4qvba3t55u61,89.0,active,no,1993-05-02,180.0,Svaliava,73.0,NaN,NaN,NaN,NaN
8l5fo4sm2uw0c3xei3grv8x5h,Gunnlaugur Fannar,Guðmundsson,Gunnlaugur,Gudmundsson,G. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,active,no,1994-07-17,NaN,NaN,NaN,NaN,Gunnlaugur Gudmundsson,NaN,NaN
8utyte6jg6whtfb4ewlm22yok,Róbert,Ingi Njarðarson,Róbert,Njardarson,R. Ingi Njarðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,active,no,2003-05-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
916j042acxb82ppwez74ydplh,Oleksii,Kovtun,Oleksii,Kovtun,O. Kovtun,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,Ukraine,315w6fk6umfzf4qvba3t55u61,50.0,active,yes,1995-02-05,186.0,Kyiv,79.0,NaN,NaN,NaN,NaN
9i6im6c4e5lxcpws03mtrqtck,Gabríel Máni,Sævarsson,Gabriel,Sævarsson,Gabríel Máni Sævarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,active,yes,NaN,NaN,NaN,NaN,NaN,Gabriel Máni Sævarsson,NaN,NaN
a8latkrmxfihv73vprqqo3fqi,Viktor Andri,Hafþórsson,Viktor,Hafthórsson,V. Hafþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,active,no,2001-08-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aqx4m5zk87mqwrqt6icromtw5,Magnús Þór,Magnússon,Magnús,Magnússon,M. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,active,no,1992-02-20,192.0,NaN,NaN,right,Magnús Magnússon,NaN,NaN
avzhip8lc0f1i3aqo9dufpj9x,Ignacio,Heras Anglada,Ignacio,Heras Anglada,Nacho Heras,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,Spain,49ih1pwv3ahshdf8uzrimi54c,4.0,active,yes,1991-08-27,180.0,Madrid,75.0,NaN,Nacho Heras,NaN,NaN
bd6v0zvpshxanjumvot2c1h49,Dagur Ingi,Valsson,Dagur,Valsson,D. Valsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,active,yes,1999-09-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
brqjclsjoxcm5w66dym463hex,Sami,Kamel,Sami,Kamel,S. Kamel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Iraq,1uzblzx1s42jn6zk6hivjzby8,23.0,active,yes,1993-12-16,184.0,NaN,82.0,NaN,NaN,Iraq,1uzblzx1s42jn6zk6hivjzby8
c0jna5jixq8825fb11g871kgl,Sigurður Ragnar,Eyjólfsson,Siggi,Eyjólfsson,S. Eyjólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,1973-12-01,NaN,Reykjavík,NaN,NaN,NaN,NaN,NaN
c7mlqi1mvxuymdtywwl132vv9,Rúnar,Gissurarson,Rúnar,Gissurarson,R. Gissurarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,12.0,active,yes,1986-11-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c9cs9ic1sizffj37x9o0d2rit,Jóhann Birnir,Gudmundsson,Jóhann,Gudmundsson,J. Gudmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1977-12-05,NaN,Reykjavík,NaN,NaN,Jóhann Gudmundsson,NaN,NaN
c9gidoefx390qjw37pec1k4r8,Gabríel Aron,Sævarsson,Gabríel,Sævarsson,Gabríel Aron Sævarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,28.0,active,yes,2006-03-07,190.0,NaN,NaN,right,NaN,NaN,NaN
d53xw3ekoi1qa5068wcvj5x5g,Axel Ingi,Jóhannesson,Axel,Jóhannesson,A. Jóhannesson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,active,yes,2004-06-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dbz91v9etwx6o9bejc4g5czpx,Haraldur Freyr,Guðmundsson,Haraldur,Gudmundsson,H. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,1981-12-14,189.0,Keflavík,NaN,NaN,NaN,NaN,NaN
dz7jp2ldh6dvywahohvelfqsq,Helgi Bergmann,Hermannsson,Helgi Bergmann,Hermannsson,H. Hermannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2002-03-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e5ctptboh5equ0yexosqpoo2x,Stefan Alexander,Ljubicic,Stefan,Ljubicic,S. Ljubicic,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,active,no,1999-10-05,194.0,Keflavík,89.0,NaN,NaN,NaN,NaN
e8diyluv86kix6yzccub4ljis,Alex Þór,Reynisson,Alex,Reynisson,A. Reynisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,active,yes,2006-06-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e8zfzcc6q2jznkkwpmisjlfro,Guðjón Pétur,Stefánsson,Gudjón,Stefánsson,G. Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,active,yes,2003-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
elvkl0bd6qkjradopnd6u0vdh,Sindri Snær,Magnússon,Sindri,Magnússon,S. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,active,yes,1992-02-18,NaN,NaN,NaN,NaN,Sindri Magnússon,NaN,NaN
j990hw2e0o7spu9c98w7tu51,Muhamed,Alghoul,Muhamed,Alghoul,M. Alghoul,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,Croatia,37hlakrwxyuzovaeoo4sezusp,9.0,active,no,1996-04-09,164.0,Zagreb,60.0,NaN,NaN,Palestine,1iq272xbm8xx01hiu7thq4tgt
1pjcqjqqgmh70fwjbbqn2q0ut,Guðmundur,Kristjánsson,Gudmundur,Kristjánsson,G. Kristjánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,active,yes,1989-03-01,181.0,Kópavogur,84.0,right,NaN,NaN,NaN
23qcsn2ydkdoytx15gtdoy6p6,Sigurbergur Áki,Jörundsson,Sigurbergur,Jörundsson,S. Jörundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,active,no,2004-03-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2q00nmrl2v3qic916ejnli6i2,Adolf Daði,Birgisson,Adolf,Birgisson,A. Birgisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,active,yes,2004-06-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3crf22n61xvt82prs00qqkwr9,Hilmar Árni,Halldórsson,Hilmar,Halldórsson,H. Halldórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,active,yes,1992-02-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3m2o0t6siupip9y3sco71fe5m,Eggert Aron,Guðmundsson,Eggert,Gudmundsson,E. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,active,no,2004-02-08,177.0,NaN,70.0,right,NaN,NaN,NaN
3ncpzmu2wa4pte56k15zlad7u,Tristan Freyr,Ingólfsson,Tristan,Ingólfsson,T. Ingólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,active,yes,1999-04-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3s9oqau9g5k7uqyq38p8a9jpw,Gunnar Orri,Olsen,Gunnar,Olsen,G. Olsen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2008-03-15,NaN,NaN,NaN,right,NaN,NaN,NaN
3u0424q9qh6oee1r27nt72f9x,Fjalar,Þorgeirsson,NaN,NaN,F. Þorgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1977-01-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4glcn5w97vlm0phedmrjk8d79,Haraldur,Björnsson,Haraldur,Björnsson,H. Björnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,active,no,1989-01-11,192.0,Reykjavík,95.0,right,NaN,NaN,NaN
5dpd9ax8lpgnpo5f7zeoi0t05,Emil,Atlason,Emil,Atlason,E. Atlason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,active,yes,1993-07-22,189.0,NaN,NaN,right,NaN,NaN,NaN
5i0xqzky9nw3mh6xbhkybzt2h,Sindri Þór,Ingimarsson,Sindri,Ingimarsson,S. Ingimarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,active,yes,1998-11-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5jv1cz5aukp60cmigju9x4tbe,Þorbergur Þór,Steinarsson,Thorbergur,Steinarsson,Þ. Steinarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,active,no,2000-07-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5zutmrdtp207dz89p8io8nxpm,Jóhann Árni,Gunnarsson,Jóhann,Gunnarsson,J. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,active,yes,2001-04-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
626hpe19ahgh1tcvlb53gym7d,Sigurður Sveinn,Þórðarson,NaN,NaN,S. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6i0o4wiye3mj6n84krywcz2s5,Heiðar,Ægisson,Heidar,Ægisson,H. Ægisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,active,yes,1995-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6o0hhlp0c4m61qdm6bzlm6dxw,Helgi Fróði,Ingason,Helgi,Ingason,H. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,35.0,active,yes,2005-12-06,NaN,NaN,NaN,NaN,Helgi Ingason,NaN,NaN
7f27b2vpbb41wldxjxio29o7p,Jökull,Ingason Elísabetarson,Jökull,Elisabetarson,J. Elísabetarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1984-04-26,175.0,NaN,65.0,NaN,NaN,NaN,NaN
7ibfw77zng0sh9dv2h0srauol,Árni Snær,Ólafsson,Árni,Ólafsson,Á. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,12.0,active,yes,1991-08-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82l5nfs4tbphdh1w7415grbbo,Henrik Máni B.,Hilmarsson,Henrik,Hilmarsson,H. Hilmarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,31.0,active,no,2003-02-16,NaN,NaN,NaN,NaN,Henrik Hilmarsson,NaN,NaN
8t7m5ta7wnh0kjo3yvxdgc7h1,Joseph,Arthur Gibbs,Joey,Gibbs,J. Gibbs,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,Australia,u5ieemi69z72c3bgczyy68lo,23.0,active,no,1992-06-13,173.0,Gosford,70.0,NaN,NaN,NaN,NaN
9lc9ufqy9qvu0158o4s3pekus,Elvar Máni,Guðmundsson,Elvar,Gudmundsson,E. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,2006-01-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9lwlp05boa032ettcmgexynkl,Þórarinn Ingi,Valdimarsson,Thórarinn,Valdimarsson,Þ. Valdimarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,active,yes,1990-04-23,175.0,Vestmannaeyjar,73.0,left,NaN,NaN,NaN
9shzoahw01069twqf1vu6nb4k,Róbert Frosti,Þorkelsson,Róbert,Thorkelsson,R. Þorkelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,80.0,active,yes,2005-08-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9ug79z9viwockmrnfv1haw44,Örvar Logi,Örvarsson,Örvar,Örvarsson,Ö. Örvarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,32.0,active,yes,2003-07-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ab02e16m1xjpvikw2umu1mjo4,Kjartan Már,Kjartansson,Kjartan,Kjartansson,K. Kjartansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,active,yes,2006-07-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ay6mgdylpu08d9pydxejbd562,Ísak Andri,Sigurgeirsson,Ísak,Sigurgeirsson,Í. Sigurgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2003-09-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b4iq9a4k9m5oikufzz92x7mdw,Guðmundur Baldvin,Nökkvason,Gudmundur,Nökkvason,G. Nökkvason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2004-04-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bmal77uood5fpsa99uqik25uc,Haukur Örn,Brink,Haukur,Brink,H. Brink,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,37.0,active,yes,2005-05-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bo0etfb8vquovjp4fxr8a6dp1,Kristian Dirks,Riis,Kristian,Riis,K. Riis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,active,no,1997-02-17,189.0,Haderslev,84.0,right,NaN,NaN,NaN
byxmq0h2ohlvpibkay898pf4l,Ágúst Þór,Gylfason,Ágúst,Gylfason,Á. Gylfason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,1971-08-01,180.0,NaN,NaN,NaN,NaN,NaN,NaN
c4y7xn20n4t53v5d1zrjeh2sq,Baldur Logi,Guðlaugsson,Baldur,Gudlaugsson,B. Guðlaugsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,28.0,active,yes,2002-01-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN
clp5nng5i4qyi9iq1vzwgu1ud,Daníel,Laxdal,Daníel,Laxdal,D. Laxdal,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,active,yes,1986-09-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dak9whre8q75xl1b1l728amwa,Viktor Reynir,Oddgeirsson,Viktor,Oddgeirsson,V. Oddgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,33.0,active,yes,2003-02-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
em8puitxzajrp033t572fvlcl,Andri,Adolphsson,Andri,Adolphsson,A. Adolphsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,active,yes,1992-12-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
uvb76ed5n6rhkbevd0kee311,Björn,Berg Bryde,Björn,Bryde,B. Bryde,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,active,no,1992-07-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14f0iv65bjzpviz5ln4zz4uz9,Kristinn Freyr,Sigurðsson,Kristinn,Sigurdsson,K. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,active,yes,1991-12-25,177.0,NaN,76.0,NaN,Kristinn Sigurdsson,NaN,NaN
1m50a598kkw0yrk3a0aujchyh,Guðmundur Andri,Tryggvason,Gudmundur,Tryggvason,G. Tryggvason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,active,yes,1999-11-04,182.0,Tromsø,NaN,right,NaN,NaN,NaN
253za05jf3mmaqkjndm10d2lm,Hlynur Freyr,Karlsson,Hlynur,Karlsson,H. Karlsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,active,no,2004-04-06,NaN,NaN,NaN,right,NaN,NaN,NaN
25dqdc2ov6okt4wop1czi5nv8,Kristján,Hjörvar Sigurkarlsson,Kristján,Sigurkarlsson,K. Sigurkarlsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2005-04-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2ks2c22tnwq41pp68qin07bl6,Lúkas Logi,Heimisson,Lúkas,Heimisson,L. Heimisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,active,yes,2003-04-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2ppcnb8wrmck0rzncnpffzpck,Djordje,Biberdzic,Djordje,Biberdzic,D. Biberdzic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,Serbia,5w4ve503bjdsshwx9ho6jxzx0,34.0,active,no,2004-04-30,NaN,Kragujevac,NaN,NaN,NaN,NaN,NaN
