id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,startDate,endDate,status,active,secondNationality,secondNationalityId,position,shirtNumber,knownName,dateOfDeath
4xzasu4k0063qmz1tep7wpfdg,Mihai Vlăduț,Toma,Mihai,Toma,Male,M. Toma,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-02-17,București,Romania,17oj2qrzqlkhdjvazum10sx2i,172.0,64.0,right,2022-12-01Z,NaN,active,yes,NaN,NaN,Midfielder,22.0,NaN,NaN
5frmkufg8wohp3yeswrhls8ut,Juri,Cisotti,Juri,Cisotti,Male,J. Cisotti,Italy,25f2cmb2r8mk5rj92tzer6kvv,player,1993-05-05,Tolmezzo,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,64.0,NaN,2025-01-04Z,NaN,active,yes,NaN,NaN,Midfielder,31.0,NaN,NaN
5w1mkqmuz984n0txvcetiyu0a,Baba,Alhassan,Baba,Alhassan,Male,B. Alhassan,Ghana,2q2sw72utw5gu9t5y4knckwba,player,2000-01-03,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN,2024-01-16Z,NaN,active,yes,NaN,NaN,Midfielder,42.0,NaN,NaN
6gw55ad4t92it0zevzwzuni8k,Matei Alexandru,Popa,Matei,Popa,Male,M. Popa,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-04-27,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-12-04Z,NaN,active,yes,NaN,NaN,Goalkeeper,13.0,Matei Popa,NaN
6se7wd1ehvud0xixncdq991t6,Alexandru Grigoraş,Pantea,Alexandru,Pantea,Male,A. Pantea,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2003-09-11,București,Romania,17oj2qrzqlkhdjvazum10sx2i,172.0,63.0,both,2022-07-01Z,NaN,active,yes,NaN,NaN,Defender,28.0,NaN,NaN
6w8tdanxas1ip6qyonsfgsnl6,Marius,Ștefănescu,Marius,Stefanescu,Male,M. Ștefănescu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1998-08-14,Caracal,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,72.0,left,2024-06-18Z,2025-07-30Z,active,no,NaN,NaN,Attacker,15.0,NaN,NaN
7ayrzy4oi1iqtfic5g4tmjpbd,Andrei Daniel,Vlad,Andrei,Vlad,Male,A. Vlad,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1999-04-15,Târgovişte,Romania,17oj2qrzqlkhdjvazum10sx2i,190.0,85.0,right,2017-07-09Z,2024-12-31Z,active,no,NaN,NaN,Goalkeeper,99.0,NaN,NaN
7g8lt0nwtawqpf6rrrf4z0vyt,Valentin Iulian,Crețu,Valentin,Cretu,Male,V. Crețu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1989-01-02,Buzău,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,71.0,right,2019-08-01Z,NaN,active,yes,NaN,NaN,Defender,2.0,NaN,NaN
7if5fyfjlfx6d1iugfctxi6fo,Matei Ștefan,Manolache,Matei,Manolache,Male,M. Manolache,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-01-29,Suceava,Romania,17oj2qrzqlkhdjvazum10sx2i,187.0,NaN,right,2024-02-04Z,2025-06-30Z,active,no,NaN,NaN,Defender,26.0,NaN,NaN
7puribdeg99x9sqm05ig3h82c,Octavian George,Popescu,Octavian,Popescu,Male,O. Popescu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-12-27,Târgoviște,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,NaN,right,2020-08-01Z,NaN,active,yes,NaN,NaN,Attacker,10.0,Octavian Popescu,NaN
8064l93eotfu04drtwy9i9d5,Darius,Dumitru Olaru,Darius,Olaru,Male,D. Olaru,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1998-03-03,Mediaș,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,71.0,right,2020-01-01Z,NaN,active,yes,NaN,NaN,Midfielder,27.0,NaN,NaN
8an0m8fplclrpaboavuqnxr10,Ricardo Alexandru,Pădurariu,Ricardo,Padurariu,Male,R. Pădurariu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-05-23,București,Romania,17oj2qrzqlkhdjvazum10sx2i,170.0,NaN,left,2024-05-18Z,2025-02-05Z,active,no,NaN,NaN,Defender,NaN,NaN,NaN
8dfudq63tw7kvz8xrz8wupi50,Alexandru Marian,Musi,Alexandru,Musi,Male,A. Musi,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-07-17,București,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,70.0,right,2024-06-18Z,2025-06-10Z,active,no,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,29.0,NaN,NaN
8iu8bdd3b347g93ib4d736bxl,Denis Graţian,Haruţ,Denis,Harut,Male,D. Haruţ,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1999-02-25,Timişoara,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2022-07-01Z,2024-09-12Z,active,no,NaN,NaN,Defender,6.0,NaN,NaN
a2ekc7aw8t4auy09vkuaaqz2s,Ianis,Vencu,Ianis,Vencu,Male,I. Vencu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2006-11-12,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-07-01Z,2024-08-01Z,active,no,NaN,NaN,Midfielder,NaN,NaN,NaN
ac82hlsomeb7icpqcsvll321g,Robert Andrei,Necșulescu,Robert,Necsulescu,Male,R. Necșulescu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-05-17,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-11-20Z,2025-06-30Z,active,no,NaN,NaN,Attacker,98.0,NaN,NaN
aianahl18ooxmlr5ok6v321d6,George Daniel,Bîrligea,Daniel,Bîrligea,Male,D. Bîrligea,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2000-04-19,Brăila,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,80.0,right,2024-09-03Z,NaN,active,yes,NaN,NaN,Attacker,9.0,NaN,NaN
ajpvhku0rooazltyxduwdrrsa,Joyskim Aurélien,Dawa Tchakonte,Joyskim,Dawa,Male,J. Dawa,Cameroon,4eb9feio6u267dd1jcwaf38mt,player,1996-04-09,Colombes,France,7gww28djs405rfga69smki84o,194.0,93.0,right,2022-07-01Z,2025-06-30Z,active,no,France,7gww28djs405rfga69smki84o,Defender,5.0,NaN,NaN
b7igi48wjvb0f80l9qj499t5h,Risto,Radunović,Risto,Radunovic,Male,R. Radunović,Montenegro,1411jebgwo2ja1erogsq81lg9,player,1992-05-04,Podgorica,Montenegro,1411jebgwo2ja1erogsq81lg9,184.0,75.0,left,2021-01-01Z,NaN,active,yes,NaN,NaN,Defender,33.0,NaN,NaN
c6et7ulf1i8cxep34pt0yu4lx,Jordan Youri,Gele,Jordan,Gele,Male,J. Gele,France,7gww28djs405rfga69smki84o,player,1992-09-16,Houilles,France,7gww28djs405rfga69smki84o,192.0,91.0,right,2025-02-10Z,2025-06-30Z,active,no,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,39.0,NaN,NaN
capp2vkwg9u5nsrnbyw67nx1w,Ionuț Darius,Cercel,Ionut,Cercel,Male,I. Cercel,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2006-11-14,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-02-10Z,NaN,active,yes,NaN,NaN,Defender,23.0,NaN,NaN
cfkt66k2y8appnggquh1gob56,Ilias,Charalampous,Ilias,Charalampous,Male,I. Charalampous,Cyprus,3om8cj5nhmq1rzzkykubm5icj,coach,1980-09-25,Johannesburg,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN,NaN,NaN,2023-04-02Z,NaN,active,yes,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN,NaN,NaN,NaN
cg52k77xhvi8scq76ijcn5ixg,Denis Andrei,Colibășanu,Denis,Colibasanu,Male,D. Colibășanu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-03-10,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-11-19Z,2025-06-30Z,active,no,NaN,NaN,Attacker,20.0,NaN,NaN
cwbaofrklfcba48am3z2lsaqy,Luis Phelipe,de Souza Figueiredo,Luis Phelipe,de Souza Figueiredo,Male,Luis Phelipe,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,player,2001-02-12,Santos,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,175.0,72.0,right,2024-01-16Z,2025-02-03Z,active,no,NaN,NaN,Attacker,70.0,Luis Phelipe,NaN
cxyks8fit2qo9hpmt7fmgql90,Mihai Daniel,Lixandru,Mihai,Lixandru,Male,M. Lixandru,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2001-06-05,București,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,NaN,NaN,2023-07-01Z,NaN,active,yes,NaN,NaN,Midfielder,16.0,NaN,NaN
dhb6r3msmmayy7v0b1gb40445,Lukáš,Zima,Lukás,Zima,Male,L. Zima,Czechia,5md5tpwr2nmqao528prx43jr7,player,1994-01-09,Hradec Kralove,Czechia,5md5tpwr2nmqao528prx43jr7,196.0,82.0,right,2025-01-03Z,NaN,active,yes,NaN,NaN,Goalkeeper,38.0,NaN,NaN
dhcvvs72sqc4qzzwh6kouxaeh,William Guido,Baeten,William,Baeten,Male,W. Baeten,Belgium,4wbzjcclyefma1ourvjsu4q2j,player,1997-02-07,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,2024-07-15Z,2025-06-30Z,active,no,NaN,NaN,Attacker,24.0,NaN,NaN
die8ml5x5lfzofulcfsn0g3c9,Adrian Gheorghe,Șut,Adrian,Sut,Male,A. Șut,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1999-04-30,Cociuba Mare,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,77.0,right,2020-08-15Z,NaN,active,yes,NaN,NaN,Midfielder,8.0,NaN,NaN
djc1zud620ypb6umfs616o0yd,Malcom Sylas,Edjouma Laouari,Malcom,Edjouma,Male,M. Edjouma,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,1996-10-08,Toulouse,France,7gww28djs405rfga69smki84o,189.0,84.0,right,2024-07-01Z,NaN,active,yes,France,7gww28djs405rfga69smki84o,Midfielder,18.0,NaN,NaN
dmvbwn3jbawmeaiz55jidyb8q,Andrei Vlăduț,Pandele,Andrei,Pandele,Male,A. Pandele,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2003-07-09,București,Romania,17oj2qrzqlkhdjvazum10sx2i,181.0,67.0,both,2023-07-01Z,2024-09-03Z,active,no,NaN,NaN,Midfielder,88.0,NaN,NaN
egzn9cab3yvh5xp5avt3akycp,Mihai Cristian,Popescu,Mihai,Popescu,Male,M. Popescu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1993-05-07,Câmpulung Muscel,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,79.0,right,2024-09-03Z,NaN,active,yes,NaN,NaN,Defender,17.0,Mihai Popescu,NaN
evsxd4obrqzq9xt5wg3e1axre,Ștefan,Târnovanu,Stefan,Târnovanu,Male,Ș. Târnovanu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2000-05-09,Iași,Romania,17oj2qrzqlkhdjvazum10sx2i,197.0,81.0,right,2020-09-19Z,NaN,active,yes,NaN,NaN,Goalkeeper,32.0,NaN,NaN
phcm76f9jlpuyr4br88i6ulm,Nana Kwame,Antwi,Nana,Antwi,Male,N. Antwi,Ghana,2q2sw72utw5gu9t5y4knckwba,player,2000-08-10,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,180.0,68.0,NaN,2024-01-16Z,2024-09-15Z,active,no,Armenia,687vx665s4d88stgnq72a84k6,Defender,20.0,NaN,NaN
xl7x8w2i6th3o6haa3rrz0lx,Florin Lucian,Tănase,Florin,Tanase,Male,F. Tănase,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1994-12-30,Găeşti,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,72.0,right,2024-08-07Z,NaN,active,yes,NaN,NaN,Midfielder,7.0,NaN,NaN
1g1u7nfg7960d7ik9f3lzlh49,Stipe,Jurić,Stipe,Juric,Male,S. Jurić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1998-11-19,Livno,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,79.0,right,2025-01-14Z,2025-06-30Z,active,no,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,99.0,NaN,NaN
1j9mt9acjyny8lqk3y5irlvbp,Armend,Thaqi,Armend,Thaqi,Male,A. Thaqi,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,1992-10-10,Prishtinë,Kosovo,86u6edbqifdjsn49mbp2anw7p,179.0,NaN,right,2024-07-01Z,2024-08-31Z,active,no,NaN,NaN,Defender,2.0,NaN,NaN
1xcabr7fffzs9rrv8cphob9t6,Robert Constantin,Filip,Robert,Filip,Male,R. Filip,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-03-02,Piatra Neamț,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-02-14Z,2025-02-10Z,active,no,NaN,NaN,Midfielder,8.0,NaN,NaN
1y9ay5z4z8fdhkhvb9gej2f9x,Ciprian Ioan,Deac,Ciprian,Deac,Male,C. Deac,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1986-02-16,Dej,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,74.0,left,2017-01-14Z,NaN,active,yes,NaN,NaN,Midfielder,10.0,NaN,NaN
217t1f5tv0pa6cy05cgym4fmc,Valentin,Yacabo Serebe,Valentin,Serebe,Male,V. Serebe,Côte d'Ivoire,tin6kf561ywonqan0mettr98,player,2002-12-12,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,181.0,NaN,right,2024-01-16Z,2025-01-30Z,active,no,NaN,NaN,Attacker,14.0,NaN,NaN
27znd0dg1q6cn756rf8zycez9,Luka,Juričić,Luka,Juricic,Male,L. Juričić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1996-11-25,Neustadt a.d.Aisch,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,189.0,85.0,NaN,2025-01-01Z,2025-06-30Z,active,no,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,NaN,NaN,NaN
2f4c2fpufuvpqob4nj3tbmyac,Isaac,Nortey,Isaac,Nortey,Male,I. Nortey,Ghana,2q2sw72utw5gu9t5y4knckwba,player,2000-04-13,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,183.0,NaN,right,2024-07-01Z,2024-07-30Z,active,no,NaN,NaN,Midfielder,NaN,NaN,NaN
2vhwmyxajk9wfyc1s048vm7zd,Karlo,Muhar,Karlo,Muhar,Male,K. Muhar,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1996-01-17,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,188.0,83.0,both,2022-07-01Z,2024-08-22Z,active,no,NaN,NaN,Midfielder,73.0,NaN,NaN
3kfeazpv3d1wy6e333pudwkid,Damjan,Đoković,Damjan,Djokovic,Male,D. Đoković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1990-04-18,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,174.0,74.0,left,2024-08-21Z,NaN,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,88.0,NaN,NaN
3ukue20iawe2ws8v359z7ut7u,Moustapha,Name,Moustapha,Name,Male,M. Name,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,1995-05-05,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,183.0,73.0,left,2025-02-04Z,2025-06-30Z,active,no,NaN,NaN,Midfielder,25.0,NaN,NaN
3uvek737jr8909is4vi1d9nxm,Leonardo,da Costa Bolgado,Leonardo,da Costa Bolgado,Male,Léo Bolgado,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,player,1998-08-20,Cuiabá,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,190.0,84.0,right,2024-07-06Z,NaN,active,yes,NaN,NaN,Defender,4.0,Léo Bolgado,NaN
46z6ddrhqyy3izfizkz8t3ahh,Arlind,Ajeti,Arlind,Ajeti,Male,A. Ajeti,Albania,17zsm8shejejls2on1ffil3op,player,1993-09-25,Basel,Switzerland,3bh70jgvc5mn58x0byjkuda17,184.0,77.0,right,2023-07-01Z,2024-09-10Z,active,no,Switzerland,3bh70jgvc5mn58x0byjkuda17,Defender,6.0,NaN,NaN
5oq1grv2gc37hndeyzu8hbpck,Rareș Florian,Gal,Rares,Gal,Male,R. Gal,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2001-01-25,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,NaN,NaN,2022-07-01Z,NaN,active,yes,NaN,NaN,Goalkeeper,1.0,NaN,NaN
5sgg3pbp6npe6mqysfqrhiu50,Kalifa,Kujabi,Kalifa,Kujabi,Male,K. Kujabi,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,player,2000-03-05,Abuko Sachaba,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,185.0,NaN,left,2024-06-26Z,2024-08-05Z,active,no,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,NaN,NaN,NaN
5wsoadhwu7nj9qafnnfax9g16,Alin Răzvan,Fică,Alin,Fica,Male,A. Fică,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2001-06-14,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-01-29Z,NaN,active,yes,NaN,NaN,Midfielder,82.0,NaN,NaN
655symknmlldx1j5s27o8zfqi,Alexandru Mircea,Țîrlea,Alexandru,Tirlea,Male,A. Țîrlea,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2000-03-28,Alcalá de Henares,Spain,49ih1pwv3ahshdf8uzrimi54c,182.0,65.0,right,2025-01-14Z,NaN,active,yes,NaN,NaN,Defender,20.0,NaN,NaN
6kw14jkr7phhvjfcbtyn9xfmy,Laley,Lensalio Bemetogoma Fofana,Laley,Fofana,Male,L. Fofana,France,7gww28djs405rfga69smki84o,player,2000-08-15,Montpellier,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,2024-02-01Z,2024-09-08Z,active,no,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Defender,76.0,NaN,NaN
6n7mtbajqldc2a0591foek8ic,Andres Emil,Sfait,Andres,Sfait,Male,A. Sfait,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-12-09,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,NaN,right,2025-01-08Z,NaN,active,yes,NaN,NaN,Midfielder,97.0,NaN,NaN
74x4p1dpfu4w8fzsgdewyrnc9,Yacoub Aly,Abeid,Aly,Abeid,Male,A. Abeid,Mauritania,fddgtcs6irg28x9oqietkb6x,player,1997-12-11,Riyadh,Saudi Arabia,639nv0r2ixeusx4nzqyzb5iuq,174.0,70.0,left,2024-02-13Z,NaN,active,yes,Saudi Arabia,639nv0r2ixeusx4nzqyzb5iuq,Defender,3.0,NaN,NaN
7kj1yqyn2vuea0si1mxsx95p0,Theo Julien Guigui,Yolou,Theo,Yolou,Male,T. Yolou,Côte d'Ivoire,tin6kf561ywonqan0mettr98,player,2005-05-10,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,NaN,2023-10-18Z,2025-06-30Z,active,no,NaN,NaN,Attacker,NaN,NaN,NaN
7krk49qk7pkfhurqbgsbyc2l0,Gheorghe Alin,Ferenți,Alin,Ferenti,Male,A. Ferenți,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-06-06,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-07-01Z,2025-02-09Z,active,no,NaN,NaN,Midfielder,NaN,NaN,NaN
7m9s93xiwa6g8d9imbtrszpp1,Vasile,Mogoș,Vasile,Mogos,Male,V. Mogoș,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1992-10-31,Vaslui,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,84.0,right,2023-07-04Z,2024-12-31Z,active,no,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,19.0,NaN,NaN
8fepesxit7uwubd2uphw1iw9h,Andrei Viorel,Artean,Andrei,Artean,Male,A. Artean,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1993-08-14,Hunedoara,Romania,17oj2qrzqlkhdjvazum10sx2i,183.0,78.0,right,2024-06-18Z,2025-01-16Z,active,no,NaN,NaN,Midfielder,26.0,NaN,NaN
8gkysmvjjqr8h548plw2m3dp0,Ioan,Barstan,Ioan,Barstan,Male,I. Barstan,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-06-24,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,175.0,NaN,left,2025-01-01Z,2025-06-23Z,active,no,NaN,NaN,Attacker,16.0,NaN,NaN
8j28hi3yo7qw6dibkqbwtmtx,Ionuţ Andrei,Peteleu,Andrei,Peteleu,Male,A. Peteleu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1992-08-20,Bistrița,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,76.0,both,2024-07-01Z,NaN,active,yes,NaN,NaN,Defender,71.0,NaN,NaN
8jf9kxs1i8hh3ttx24nfpp695,Sheriff,Sinyan,Sheriff,Sinyan,Male,S. Sinyan,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,player,1996-07-19,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,84.0,right,2025-01-17Z,NaN,active,yes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,6.0,NaN,NaN
8pwfefsiuvgliyy8nwrrgqaz8,Emmanuel,Mensah,Emmanuel,Mensah,Male,E. Mensah,Ghana,2q2sw72utw5gu9t5y4knckwba,player,2004-07-10,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN,2024-10-28Z,2024-12-31Z,active,no,NaN,NaN,Attacker,NaN,NaN,NaN
8pzfnwsss6ldnhm7rt3fnwudx,Daniel,Graovac,Daniel,Graovac,Male,D. Graovac,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1993-08-08,Novi Grad,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,NaN,right,2024-07-29Z,2025-06-30Z,active,no,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,5.0,NaN,NaN
8ulsljs8s7n77lzs32wug9tlg,Tudor,Lucaci,Tudor,Lucaci,Male,T. Lucaci,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2003-12-09,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-07-01Z,2025-01-17Z,active,no,NaN,NaN,Midfielder,70.0,NaN,NaN
90tmyuxdzortsejddrvdnl756,Alan,Aussi,Alan,Aussi,Male,A. Aussi,Ukraine,315w6fk6umfzf4qvba3t55u61,player,2001-06-30,Donetsk,Ukraine,315w6fk6umfzf4qvba3t55u61,187.0,NaN,NaN,2024-01-08Z,2024-12-31Z,active,no,Syria,3tsnzfkszhsktmhsmwar1tvp8,Defender,22.0,NaN,NaN
91sy9itmcopqza5cvoffkeyhg,Mihai,Pînzariu,Mihai,Pînzariu,Male,M. Pînzariu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-09-14,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-07-01Z,NaN,active,yes,NaN,NaN,Goalkeeper,12.0,NaN,NaN
9dgyvnlwvfqgfe12vq1ytbi8k,Mihai Florin,Răcășan,Florin,Racasan,Male,M. Răcășan,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-07-01,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-04-05Z,2025-02-08Z,active,no,NaN,NaN,Goalkeeper,83.0,NaN,NaN
9g6z86dp2kxhoqs9z5rux5lg5,Laurențiu Daniel,Rus,Laurentiu,Rus,Male,L. Rus,Romania,17oj2qrzqlkhdjvazum10sx2i,assistant coach,1985-05-07,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,70.0,right,2024-06-14Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
9kp0q3f77gz8f5e2qumj6kpyi,Răzvan Sergiu,Sava,Razvan,Sava,Male,R. Sava,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-06-21,Timișoara,Romania,17oj2qrzqlkhdjvazum10sx2i,195.0,84.0,right,2022-01-28Z,2024-08-23Z,active,no,NaN,NaN,Goalkeeper,90.0,NaN,NaN
a1egjsmfqyf4eo8b4quiq24no,Dominik,Soptirean,Dominik,Soptirean,Male,D. Soptirean,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-04-28,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,2024-08-29Z,2024-08-30Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,Defender,NaN,NaN,NaN
a6sdddkcqo97j3n9sy6mounyt,Daniel Vasile,Petrescu,Dan,Petrescu,Male,D. Petrescu,Romania,17oj2qrzqlkhdjvazum10sx2i,coach,1967-12-22,București,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,70.0,NaN,2024-05-04Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
abjm6vpcgiyhl3njvuvcvpo0l,Mário Jorge,Malico Paulino,Mário,Camora,Male,M. Camora,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1986-11-10,Samora Correia,Portugal,1nbm5i9a0403zzvltn17lxinc,177.0,69.0,left,2011-07-01Z,NaN,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,45.0,NaN,NaN
aed83l77tmnw82o8cx7b95v8q,Ottó,Hindrich,Ottó,Hindrich,Male,O. Hindrich,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-08-05,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,193.0,NaN,NaN,2023-07-01Z,NaN,active,yes,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Goalkeeper,89.0,NaN,NaN
agdvbtd0p70ivx3uoyyz77h90,Viktor Gyorgy,Kun,Viktor,Kun,Male,V. Kun,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-07-18,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-07-01Z,2025-01-27Z,active,no,NaN,NaN,Midfielder,86.0,NaN,NaN
aianahl18ooxmlr5ok6v321d6,George Daniel,Bîrligea,Daniel,Bîrligea,Male,D. Bîrligea,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2000-04-19,Brăila,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,80.0,right,2022-01-26Z,2024-09-03Z,active,no,NaN,NaN,Attacker,NaN,NaN,NaN
aswbkplsvy59k6rmzxbiec3x1,Matija,Boben,Matija,Boben,Male,M. Boben,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,player,1994-02-26,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,191.0,83.0,right,2023-07-01Z,2025-02-10Z,active,no,NaN,NaN,Defender,42.0,NaN,NaN
