id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,startDate,endDate,status,active,position,shirtNumber,secondNationality,secondNationalityId,height,weight,foot,knownName,dateOfDeath
eas85ut4933kwf8dm554niiok,Matej,Momčilovski,Matej,Momcilovski,Male,M. Momčilovski,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-01-11,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-09-20Z,2024-02-15Z,active,no,Attacker,NaN,NaN,NaN,181.0,NaN,left,NaN,NaN
ebg9iqmpi4pn3ivg83a5qqcq1,David Samuel,Nwolokor,David,Nwolokor,Male,D. Nwolokor,Nigeria,63pvdwrsiq5b07mzi8igqei9p,player,1996-01-10,Port Harcourt,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2022-07-01Z,2024-07-06Z,active,no,Goalkeeper,31.0,NaN,NaN,185.0,83.0,right,NaN,NaN
16wudcl1ooat7lv82n82pddec,Raul,Kumar,Raul,Kumar,Male,R. Kumar,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2008-02-06,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-04-19Z,NaN,active,yes,Defender,38.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1af55z6gocxv178g6ywc8c0lw,Antonio,Maurić,NaN,NaN,Male,A. Maurić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-11-04,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-01-27Z,NaN,active,yes,Midfielder,35.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1bufat0ubgsc88lkybvxb1bs9,Chovanie Shakur,Amatkarijo,Chovanie,Amatkarijo,Male,C. Amatkarijo,Sint Maarten,gnkn1sv5xekg2ys63m9omyid,player,1999-05-20,Den Haag,Netherlands,6hzi5pltnz67q4la8yli9qfv6,2023-07-01Z,2023-08-30Z,active,no,Attacker,10.0,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,69.0,right,NaN,NaN
1uykn67wy3wq8zajxv5mbgfmc,Tomislav,Glavan,Tomislav,Glavan,Male,T. Glavan,Australia,u5ieemi69z72c3bgczyy68lo,player,2004-10-09,Werribee,Australia,u5ieemi69z72c3bgczyy68lo,2024-01-29Z,2024-06-25Z,active,no,Attacker,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,198.0,NaN,left,NaN,NaN
224vb7g84v22isj89r7th0bu1,Paolo,Tramezzani,Paolo,Tramezzani,Male,P. Tramezzani,Italy,25f2cmb2r8mk5rj92tzer6kvv,coach,1970-07-30,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,2024-02-08Z,2024-12-22Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2f5biho1yp7savanyjzmyjvxm,Tomislav,Duvnjak,Tomislav,Duvnjak,Male,T. Duvnjak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-02-05,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-19Z,2024-01-20Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2uwdb45ouv0xo9lre0mimz5sk,Israel Isaac,Ayuma,Israel,Ayuma,Male,I. Ayuma,Nigeria,63pvdwrsiq5b07mzi8igqei9p,player,2005-08-08,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2023-08-12Z,NaN,active,yes,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31l72oft24b9b1vl0lcwtgmei,Iurie,Iovu,Iurie,Iovu,Male,I. Iovu,Moldova,389mdnq78a55g2gr040a3mmtj,player,2002-07-06,NaN,Moldova,389mdnq78a55g2gr040a3mmtj,2022-08-31Z,2025-01-30Z,active,no,Defender,20.0,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,NaN,NaN
36vtsnz3ifmeyi6m1katae5pm,Moris,Valinčić,Moris,Valincic,Male,M. Valinčić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-11-17,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-07Z,2025-06-26Z,active,no,Defender,23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3ct3yy0236jrcdd2qeox5d7mx,Mladen,Devetak,Mladen,Devetak,Male,M. Devetak,Serbia,5w4ve503bjdsshwx9ho6jxzx0,player,1999-03-12,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-07-13Z,2024-06-30Z,active,no,Defender,34.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,NaN
3phx4279cey1kpn50q60anbx0,Luka,Đuranović,NaN,NaN,Male,L. Đuranović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-05-11,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-05-16Z,2024-06-25Z,active,no,Midfielder,32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3z1702em1l50h91npun0xqort,Sergej,Banović,NaN,NaN,Male,S. Banović,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1977-11-22,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-08-09Z,2023-08-14Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3zgymvx4m08bts8cmjw0bttcl,Slavko,Blagojević,Slavko,Blagojevic,Male,S. Blagojević,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1987-03-21,Otok,Croatia,37hlakrwxyuzovaeoo4sezusp,2020-01-07Z,2025-06-30Z,retired,no,Midfielder,7.0,NaN,NaN,178.0,74.0,both,NaN,NaN
470emj7e89jyufk9ftw4tj9xw,Marin,Žgomba,NaN,NaN,Male,M. Žgomba,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-05-30,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-11Z,NaN,active,yes,Attacker,36.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4az5n8aekw6ipzu7fagqhkys4,Emmanuel,Ekong,Emmanuel,Ekong,Male,E. Ekong,Sweden,1z6l2c33w2kyz9rdefs1d68nb,player,2002-06-25,Reggio Emilia,Italy,25f2cmb2r8mk5rj92tzer6kvv,2023-09-08Z,2024-06-30Z,active,no,Midfielder,14.0,Nigeria,63pvdwrsiq5b07mzi8igqei9p,176.0,70.0,right,NaN,NaN
50kass84g0cof9xd2np2b8iga,Darwin Daniel,Matheus Tovar,Darwin,Matheus,Male,D. Matheus,Venezuela,1er0616j12s9yghuzvsx76d5v,player,2001-04-09,Barinas,Venezuela,1er0616j12s9yghuzvsx76d5v,2022-12-09Z,2024-06-11Z,active,no,Attacker,15.0,NaN,NaN,170.0,63.0,left,NaN,NaN
5byb20i0b89towxd54ex370et,Ante,Erceg,Ante,Erceg,Male,A. Erceg,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1989-12-12,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-08-05Z,2024-03-27Z,active,no,Attacker,50.0,NaN,NaN,179.0,76.0,right,NaN,NaN
5c5t927jz7ga1tns77u8i0zkk,Elias Zaïan,Filet,Elias,Filet,Male,E. Filet,France,7gww28djs405rfga69smki84o,player,2002-03-06,Paris,France,7gww28djs405rfga69smki84o,2023-08-18Z,2025-01-17Z,active,no,Attacker,75.0,NaN,NaN,186.0,83.0,NaN,NaN,NaN
5ol17485ecah0trdmkw3byqne,Ville Aleksi,Jukanpoika Koski,Ville,Koski,Male,V. Koski,Finland,2u07e54v5dprsugdvddpq5ync,player,2002-01-27,NaN,Finland,2u07e54v5dprsugdvddpq5ync,2024-01-18Z,NaN,active,yes,Defender,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65aewljrlnaritfgi91zhpnmx,Dario,Marešić,Dario,Maresic,Male,D. Marešić,Austria,hcs1bd49qliqqity6o268jyt,player,1999-09-29,Graz,Austria,hcs1bd49qliqqity6o268jyt,2023-07-27Z,NaN,active,yes,Defender,13.0,Croatia,37hlakrwxyuzovaeoo4sezusp,183.0,74.0,right,NaN,NaN
6a6ki8j5n8w1oa3wvdc00chqt,Nils Eric Roland,Björkander,Eric,Björkander,Male,E. Björkander,Sweden,1z6l2c33w2kyz9rdefs1d68nb,player,1996-06-11,Karlskrona,Sweden,1z6l2c33w2kyz9rdefs1d68nb,2023-07-17Z,2024-02-01Z,active,no,Defender,NaN,NaN,NaN,185.0,72.0,right,NaN,NaN
6d7dv0z12gayrj7ms96wywoic,Dukan,Ahmeti,Dukan,Ahmeti,Male,D. Ahmeti,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-10-26,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-25Z,NaN,active,yes,Midfielder,31.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6h5nb6smul96u3zsfuxdwxdec,Jovan,Ivanišević,Jovan,Ivanisevic,Male,J. Ivanišević,Canada,1iaoypzp6syf32cz9l15pzp7e,player,2005-01-19,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,2024-05-11Z,2025-01-21Z,active,no,Defender,39.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,NaN
6vxucvj17fyi50b1ce4k43sb8,Salim Fago,Lawal,Salim,Lawal,Male,S. Lawal,Nigeria,63pvdwrsiq5b07mzi8igqei9p,player,2003-01-15,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2023-08-01Z,NaN,active,yes,Attacker,70.0,NaN,NaN,171.0,NaN,NaN,NaN,NaN
7joketqhv90x0eyr2cuyxa25m,Sebastian,Nebyla,Sebastian,Nebyla,Male,S. Nebyla,Slovakia,7dybe8679n9bgyrcxi383pq3y,player,2002-01-25,Gütersloh,Germany,36min0qztu8eydwvpv8t1is0m,2023-07-01Z,2024-01-29Z,active,no,Midfielder,77.0,Germany,36min0qztu8eydwvpv8t1is0m,183.0,75.0,NaN,NaN,NaN
7jxdtcer0xi56eaxetb43u1hw,Mihael,Rovis,Mihael,Rovis,Male,M. Rovis,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-01-18,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-01Z,2024-01-22Z,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7u3lo51moi6mqep07uya2232s,Irfan,Ramić,Irfan,Ramic,Male,I. Ramić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2004-03-05,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-07-01Z,2025-06-30Z,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7xcsfz3nobwwefpma0wq0qkiy,Ivan,Ćalušić,Ivan,Calusic,Male,I. Ćalušić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-09-12,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-06-20Z,2025-07-21Z,active,no,Defender,27.0,NaN,NaN,187.0,82.0,right,NaN,NaN
7zr6hj3p6drolv4lvmrxopnu1,Oleksandr,Petrusenko,Oleksandr,Petrusenko,Male,O. Petrusenko,Ukraine,315w6fk6umfzf4qvba3t55u61,player,1998-03-26,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,2022-08-04Z,2024-09-16Z,active,no,Midfielder,16.0,NaN,NaN,181.0,71.0,right,NaN,NaN
817ex1blqonl0ha0ddxxys07o,Fran,Vujnović,NaN,NaN,Male,F. Vujnović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-06-23,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2023-12-31Z,active,no,Defender,31.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8jpi00d2x13qk1x0i7aw8j71m,Matej,Vuk,Matej,Vuk,Male,M. Vuk,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-06-10,Čakovec,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-12-08Z,2025-01-27Z,active,no,Attacker,22.0,NaN,NaN,182.0,75.0,right,NaN,NaN
8opxajyzvx2en8oor0biz6jth,Marijan,Ćorić,Marijan,Coric,Male,M. Ćorić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-02-06,Čapljina,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-01-05Z,2025-01-08Z,active,no,Goalkeeper,1.0,NaN,NaN,204.0,NaN,right,NaN,NaN
90i5od6dhxdrq4bejiuymyz85,David,Català Jiménez,David,Catalá,Male,David Català,Spain,49ih1pwv3ahshdf8uzrimi54c,coach,1980-05-03,Barcelona,Spain,49ih1pwv3ahshdf8uzrimi54c,2023-08-14Z,2024-02-07Z,active,no,NaN,NaN,NaN,NaN,184.0,77.0,left,NaN,NaN
90wyta6l6mfp2aa0egoqy5nxm,Mateo,Lisica,Mateo,Lisica,Male,M. Lisica,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-07-09,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,2020-06-29Z,2025-06-26Z,active,no,Attacker,11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9dqqt4i2ypmbctwt6hp5m5ic4,Marko,Juršić,Marko,Jursic,Male,M. Juršić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-01-09,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-03-28Z,2024-06-25Z,active,no,Goalkeeper,41.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9hq2uyvs644x2343owzuhxfbp,Ante,Majstorović,Ante,Majstorovic,Male,A. Majstorović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1993-11-06,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-02-22Z,2024-06-15Z,active,no,Defender,NaN,NaN,NaN,185.0,78.0,right,NaN,NaN
9s85lkd1qi525r4horgbtostl,Luka,Hujber,Luka,Hujber,Male,L. Hujber,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-06-16,Nova Gradiška,Croatia,37hlakrwxyuzovaeoo4sezusp,2020-09-01Z,2024-07-08Z,active,no,Defender,2.0,NaN,NaN,180.0,73.0,right,NaN,NaN
9sn23ki81kwmjual0ubz0bgus,Jan,Paus-Kunšt,Jan,Paus-Kunst,Male,J. Paus-Kunšt,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-08-17,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-08-31Z,NaN,active,yes,Goalkeeper,40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9wq1v55gctxpe1gb89fs5udhx,Advan,Kadušić,Advan,Kadusic,Male,A. Kadušić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1997-10-14,Zenica,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2022-07-28Z,NaN,active,yes,Defender,97.0,NaN,NaN,178.0,NaN,both,NaN,NaN
a7607gv9dvulyvfaj5whbyfl6,Lovro,Majkić,Lovro,Majkic,Male,L. Majkić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-10-08,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2018-08-01Z,2025-07-01Z,active,no,Goalkeeper,21.0,NaN,NaN,190.0,NaN,NaN,NaN,NaN
a7x2di1rbhiz231cgur2do89h,Frano,Mlinar,Frano,Mlinar,Male,F. Mlinar,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1992-03-30,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-06-08Z,2024-06-30Z,active,no,Midfielder,4.0,NaN,NaN,182.0,75.0,right,NaN,NaN
avhqao94g25640r835w2yyx3o,Luka,Bradarić,Luka,Bradaric,Male,L. Bradarić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-09-08,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-20Z,2024-02-14Z,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c2cf9ezjdl6lfz2p8hf336plg,Lorenzo,Travaglia,NaN,NaN,Male,L. Travaglia,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-01-12,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-07-16Z,2024-06-30Z,active,no,Attacker,37.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cjrlr2xr333xb2j25yy54jzhm,Mario,Čuić,Mario,Cuic,Male,M. Čuić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-04-22,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-05Z,2025-02-11Z,active,no,Midfielder,8.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,NaN,NaN
ctxk3yjb66z6yggo63ee1zluy,Mislav,Karoglan,Mislav,Karoglan,Male,M. Karoglan,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1982-04-14,Imotski,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-06-11Z,2023-08-09Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cyj0ahewjt6uri1bhi4t9hyj8,Antonio,Siljan,NaN,NaN,Male,A. Siljan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-12-20,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2023-08-02Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d62k9thj6pxd560a3cgsfn1g4,Hamza,Jaganjac,Hamza,Jaganjac,Male,H. Jaganjac,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2004-02-27,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2024-02-06Z,2024-06-29Z,active,no,Attacker,9.0,NaN,NaN,192.0,NaN,right,NaN,NaN
eibukyjnk7kh635peyny1iuxg,Marino,Bulat,NaN,NaN,Male,M. Bulat,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-06-26,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-11Z,2024-06-30Z,active,no,Goalkeeper,99.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
h0vv3077t2s4kb8w1wnhiket,Zoran,Josipović,Zoran,Josipovic,Male,Z. Josipović,Switzerland,3bh70jgvc5mn58x0byjkuda17,player,1995-08-25,Mendrisio,Switzerland,3bh70jgvc5mn58x0byjkuda17,2023-01-16Z,2024-01-12Z,active,no,Attacker,18.0,NaN,NaN,191.0,75.0,left,NaN,NaN
ma3my4q4wln06xyl1z3v9fmy,Terrence John,Douglas,Terrence,Douglas,Male,T. Douglas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,player,2001-09-14,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,2023-07-19Z,2024-08-29Z,active,no,Defender,17.0,Suriname,31vay1njxmbs7vtbfp1wo2dx1,186.0,72.0,left,NaN,NaN
1749v7alq0jjng7nfql3ko8ru,Lirim,Kastrati,Lirim,Kastrati,Male,L. Kastrati,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,1999-01-16,Hogosht,Kosovo,86u6edbqifdjsn49mbp2anw7p,2024-02-15Z,2024-06-30Z,active,no,Attacker,16.0,Albania,17zsm8shejejls2on1ffil3op,165.0,NaN,right,NaN,NaN
1gjdc0foqnir1vqbf1gmqqsr8,Duje,Biuk,NaN,NaN,Male,D. Biuk,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-06-25,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-02-01Z,2025-01-09Z,active,no,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1yejqfq11x9qsg4sgurutctn8,Joško,Rendulić,NaN,NaN,Male,J. Rendulić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-12-25,Karlovac,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-18Z,2024-01-25Z,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
259cvka29jsjjd3n3b0u3rv1l,Mateo,Marić,Mateo,Maric,Male,M. Marić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1998-03-18,Grude,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2021-01-10Z,2024-06-26Z,active,no,Midfielder,14.0,Croatia,37hlakrwxyuzovaeoo4sezusp,178.0,NaN,right,NaN,NaN
2hrw7annfsep6pwvfmosllyc4,Art,Smakaj,Art,Smakaj,Male,A. Smakaj,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,2003-02-04,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-12-09Z,2025-07-18Z,active,no,Midfielder,15.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,NaN
2yuntws503qs5o9er31diwmp5,Sandro,Kulenović,Sandro,Kulenovic,Male,S. Kulenović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-12-04,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-08-31Z,2023-09-04Z,active,no,Attacker,9.0,NaN,NaN,188.0,76.0,right,NaN,NaN
2zbhh5sasfhsez0bfa1suk8ic,Lukas,Kačavenda,Lukas,Kacavenda,Male,L. Kačavenda,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-03-02,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-20Z,2024-01-31Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3dlspwk1hmy10sakswrwz7zyt,Robert,Mudražija,Robert,Mudrazija,Male,R. Mudražija,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-05-05,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2025-06-26Z,active,no,Midfielder,8.0,NaN,NaN,177.0,NaN,NaN,NaN,NaN
3j93uenr0zllimq37fx6921p0,Eldar,Mehmedović,Eldar,Mehmedovic,Male,E. Mehmedović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2003-04-10,Tuzla,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-07-20Z,2024-01-14Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3qlq5els7fba4s68yv1x7k4x5,Zvonimir,Šubarić,Zvonimir,Subaric,Male,Z. Šubarić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-05-25,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-09-01Z,NaN,active,yes,Goalkeeper,31.0,NaN,NaN,187.0,79.0,NaN,NaN,NaN
3wor84rvp0w4iehykluyj8b9w,Anes,Krdžalić,Anes,Krdzalic,Male,A. Krdžalić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2004-08-28,Doboj,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-08-29Z,2024-01-10Z,active,no,Midfielder,24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43zkrend635nitbtab4xekpnt,Silvijo,Čabraja,Silvijo,Cabraja,Male,S. Čabraja,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1968-06-04,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-06-08Z,2025-03-19Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48fntlw6fwvo4lvin2csoegdm,Marko,Vranjković,Marko,Vranjkovic,Male,M. Vranjković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-02-05,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-07-01Z,2025-06-30Z,active,no,Defender,27.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4t6dsx435tb97l41smmzt7iz9,Marin,Leovac,Marin,Leovac,Male,M. Leovac,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1988-08-07,Jajce,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-07-01Z,NaN,active,yes,Defender,4.0,Austria,hcs1bd49qliqqity6o268jyt,180.0,71.0,left,NaN,NaN
693znni96t46q4bbifjx3xm1h,Leonardo Germán,Sigali,Leonardo,Sigali,Male,L. Sigali,Argentina,2vovxa97k7v7ofa85dah2xktb,player,1987-05-29,Campana,Argentina,2vovxa97k7v7ofa85dah2xktb,2024-01-11Z,NaN,active,yes,Defender,NaN,NaN,NaN,180.0,72.0,right,NaN,NaN
6bv3aso9wybjffk2md4gr026s,Moreno,Živković,Moreno,Zivkovic,Male,M. Živković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-05-22,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2024-01-17Z,active,no,Defender,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6p339338dvqgivchtrmzas6ad,Karlo,Bartolec,Karlo,Bartolec,Male,K. Bartolec,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-04-20,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-09-14Z,2024-06-28Z,active,no,Defender,NaN,NaN,NaN,178.0,78.0,right,NaN,NaN
6x92etecq26qwuk9cmptvndas,Antonio,Baždarić,Antonio,Bazdaric,Male,A. Baždarić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-01-08,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,2023-06-19Z,2025-07-10Z,active,no,Midfielder,18.0,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,NaN,NaN,NaN
6xijebzgsvrp9cir9e9sg4xgq,Vinko,Bičanić,Vinko,Bicanic,Male,V. Bičanić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-04-16,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2023-08-08Z,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
756ve59maeflzu6rap8hdi784,Lovro,Stanić,NaN,NaN,Male,L. Stanić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-04-06,Slavonski Brod,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2025-01-09Z,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7lydi378rv3aw42w60nzugx78,Anes,Huskić,Anes,Huskic,Male,A. Huskić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-03-05,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-22Z,NaN,active,yes,Midfielder,11.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,175.0,NaN,right,NaN,NaN
7zb2c6348k4oeh8dap1bwwpp0,Matej,Matić,Matej,Matic,Male,M. Matić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-06-05,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-10-29Z,2024-06-30Z,active,no,Defender,3.0,NaN,NaN,187.0,NaN,left,NaN,NaN
828zwk02b3vmbuamleomgzp7u,Jon,Mersinaj,Jon,Mersinaj,Male,J. Mersinaj,Albania,17zsm8shejejls2on1ffil3op,player,1999-02-08,Tiranë,Albania,17zsm8shejejls2on1ffil3op,2019-07-01Z,2025-02-14Z,active,no,Defender,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87dx16pfahf5a9zlao9y4m8kp,Marko,Hanuljak,Marko,Hanuljak,Male,M. Hanuljak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-01-31,Đakovo,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-02-15Z,2024-01-15Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
