id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,status,active,secondNationality,secondNationalityId,height,weight,shirtNumber,placeOfBirth,foot,knownName
a2bwi8risp0a9q88cno5wlihh,Romario Garfield,Williams,Romario,Williams,Male,R. Williams,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1994-08-15,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,active,yes,NaN,NaN,180.0,77.0,NaN,Portmore,NaN,NaN
arxprecroj7kqwx1tmkhhfsdm,Benjamin,Ofeimu,Ben,Ofeimu,Male,B. Ofeimu,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-09-30,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,193.0,93.0,30.0,West Bloomfield Township,right,NaN
blts89a19itip4gjeagcwc1xx,Cameron,Lindley,Cam,Lindley,Male,C. Lindley,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1997-07-18,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,175.0,72.0,6.0,Carmel,NaN,NaN
bqmln8wgwt0uazirmw682kt4a,Roberto,Molina Montano,Roberto,Molina,Male,R. Molina,El Salvador,6jovhn8du7uhbedi92voitt3k,Attacker,player,2001-01-28,El Salvador,6jovhn8du7uhbedi92voitt3k,active,no,NaN,NaN,176.0,65.0,50.0,NaN,NaN,NaN
byen3nil262jq5s77zchv2j8p,Macauley,King,Macauley,King,Male,M. King,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1995-10-04,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,NaN,NaN,180.0,75.0,44.0,Narborough,right,NaN
cujkrjaqaizwr771ist04uaj9,Sebastián Ignacio,Guenzatti Varela,Sebastián,Guenzatti,Male,S. Guenzatti,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Attacker,player,1991-07-08,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,180.0,76.0,13.0,Montevideo,NaN,NaN
d36khr0io3lnpg7xruqy5uihg,Jai,Dindiyal,Jai,Dindiyal,Male,J. Dindiyal,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-10-25,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,25.0,NaN,NaN,NaN
d38osra1p83cgtmrwqt6w60yy,Hunter Pendleton,Sulte,Hunter,Sulte,Male,H. Sulte,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2002-04-25,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,201.0,88.0,26.0,Anchorage,NaN,NaN
dv4dlgd88th26wz9m5lcn17ca,Laurence Thomas,Wootton,Laurence,Wootton,Male,L. Wootton,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,2000-01-10,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,NaN,NaN,175.0,72.0,16.0,Halstead,NaN,NaN
f1gj1qng7x6nxfi8lbxa7tvpx,Douglas Francisco,Martínez Juárez,Douglas,Martínez,Male,D. Martínez,Honduras,56ftnqeq3x3j77uone8qm5ow6,Attacker,player,1997-06-05,Honduras,56ftnqeq3x3j77uone8qm5ow6,active,yes,NaN,NaN,188.0,82.0,42.0,Olanchito,NaN,NaN
n6ubi9lw3fjau0xzvd09myqy,Joshua Manfred,O'Brien,Josh,O'Brien,Male,J. O'Brien,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Defender,player,2003-02-07,Republic of Ireland,63nepb66un7juhglo2g6rezcl,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,193.0,79.0,2.0,Dublin,NaN,NaN
rtercnq9nn7y0814ghe7wo2x,Daniel Jacob,Barbir,Daniel,Barbir,Male,D. Barbir,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1998-01-31,USA,7hr2f89v44y65dyu9k92vprwn,active,no,Romania,17oj2qrzqlkhdjvazum10sx2i,191.0,84.0,4.0,Atlanta,left,NaN
1vejkjn3z3wgdcmr2e3lrgd90,All Branly Mesbury,Gue,All,Gue,Male,A. Gue,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Midfielder,player,2005-10-19,Haiti,5mp58o38d0mr5qt8g4o6l7efg,active,yes,NaN,NaN,180.0,78.0,79.0,NaN,NaN,NaN
20z2nx7xh9mgty7qp6xur14yy,Gennaro Michael,Nigro,Gennaro,Nigro,Male,G. Nigro,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-05-29,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,180.0,74.0,33.0,Livingston,both,NaN
26uulzcbbpgdrvnf5msmqidck,Grayson Patrick,Doody,Grayson,Doody,Male,G. Doody,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2002-03-20,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,178.0,75.0,NaN,Hermosa Beach,right,NaN
30me1zjey2l8lywfm3k5rkhsk,Dominic,Pereira,Dominic,Pereira,Male,D. Pereira,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2005-02-26,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3e7yquwm1vxf3bj8legzjq9nu,Alexander Cruz,Romero Yakubik,Alexander,Romero,Male,A. Romero,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,2004-09-24,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,175.0,66.0,77.0,NaN,NaN,NaN
3my2fxybaxfqoofh89bwixg8a,Hayden,Sargis,Hayden,Sargis,Male,H. Sargis,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2002-05-02,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,183.0,77.0,3.0,Turlock,NaN,NaN
3u22kckqpecmgcw7ee3xrdppm,Maliek,Howell,Maliek,Howell,Male,M. Howell,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1999-01-27,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,active,yes,NaN,NaN,188.0,80.0,24.0,Kingston,right,NaN
470xuwiwevwy86l2ararrkyga,Raiko,Arozarena González,Raiko,Arozarena,Male,R. Arozarena,Cuba,ws166hrbk0nwte3ypn8mm36g,Goalkeeper,player,1997-03-27,Cuba,ws166hrbk0nwte3ypn8mm36g,active,yes,NaN,NaN,181.0,85.0,56.0,Pinar del Río,right,NaN
4x8eu2y112ini9hx6b72bh46i,Edward,Berumen,Edward,Berumen,Male,E. Berumen,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-05-19,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,173.0,66.0,2.0,NaN,NaN,NaN
613kkjtvfyf7mbvrqt9pcizmd,Joseph-Claude,Agyeman Gyau,Joe,Gyau,Male,J. Gyau,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1992-09-16,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,175.0,77.0,7.0,Tampa,both,NaN
65jctzcct9irz3wre08c2v2wa,Edison Alexander,Azcona Vélez,Edison,Azcona,Male,E. Azcona,Dominican Republic,za9wn9847gulllfsey917tmk,Midfielder,player,2003-11-21,Dominican Republic,za9wn9847gulllfsey917tmk,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,168.0,63.0,NaN,La Romana,right,NaN
6lehq7bt5okf4y9lbxan577x1,Charles James,Adams,Charlie,Adams,Male,C. Adams,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1994-05-16,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,NaN,NaN,170.0,62.0,6.0,Hendon,left,NaN
6pqyqf9v6g60ci7jjggalqsq1,Joseph,Hafferty,Joe,Hafferty,Male,J. Hafferty,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1998-03-21,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,175.0,77.0,22.0,Tukwila,right,NaN
7wbwaew3d712kxl54ztdxe87o,Shawn,Smart,Shawn,Smart,Male,S. Smart,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2004-02-24,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,173.0,70.0,20.0,Apopka,NaN,NaN
9959uu24xcrt5jr6x7xsw8aac,Sawyer,Crisostomo,Sawyer,Crisostomo,Male,S. Crisostomo,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-03-25,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Philippines,2bn52u7dpgfatwqumx224cczx,173.0,72.0,60.0,NaN,NaN,NaN
9waikywgp7x5mx2g32k3yp239,Solomon,Asante Wiafe,Solomon,Asante,Male,S. Asante,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1990-03-06,Ghana,2q2sw72utw5gu9t5y4knckwba,active,yes,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,157.0,60.0,14.0,Kumasi,right,NaN
ab6eo33yedw1bbguan6nrkoyy,Gaoussou,Samaké,Gaoussou,Samaké,Male,G. Samaké,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,1997-11-04,Côte d'Ivoire,tin6kf561ywonqan0mettr98,active,yes,NaN,NaN,170.0,73.0,72.0,Dabou,NaN,NaN
ak8qtklu33xyv7o3ze3b8usq1,Khori,Bennett,Khori,Bennett,Male,K. Bennett,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1997-12-13,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,90.0,Kingston,NaN,NaN
alwijv1siqfw9uqoh6wkdg0r9,Andre Sherman,Fortune II,Andre,Fortune II,Male,A. Fortune,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Midfielder,player,1996-07-03,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,78.0,NaN,Raleigh,right,NaN
biru7c22u25uao9frj7hs5wph,Fabien,Garcia,Fabien,Garcia,Male,F. Garcia,France,7gww28djs405rfga69smki84o,Defender,player,1994-07-14,France,7gww28djs405rfga69smki84o,active,no,NaN,NaN,178.0,77.0,4.0,Colomiers,right,NaN
bnsuxef1oaaye5fise5qlur8q,Vaughn Patrick,Covil,Vaughn,Covil,Male,V. Covil,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2003-07-26,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,179.0,56.0,NaN,Salisbury,right,NaN
c2p156qbtkqv3aui2h5r8mvp,Emrah,Klimenta,Emrah,Klimenta,Male,E. Klimenta,Montenegro,1411jebgwo2ja1erogsq81lg9,Defender,player,1991-02-13,Montenegro,1411jebgwo2ja1erogsq81lg9,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,185.0,82.0,23.0,Rozaje,both,NaN
c7i11l9181wd0o5m0t33melm,Coleman,Small Gannon,Coleman,Gannon,Male,C. Gannon,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2002-11-21,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,173.0,70.0,8.0,Atlanta,left,NaN
catp73eq6wn8hxggfcpzks3u2,Nicholas Liam,Ammeter,Nicholas,Ammeter,Male,N. Ammeter,Switzerland,3bh70jgvc5mn58x0byjkuda17,Goalkeeper,player,2000-12-11,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,188.0,80.0,1.0,New York,right,NaN
ckdicmotrgmgbm3aleu999yol,Riki Tomas,Alba,Riki,Alba,Male,R. Alba,Dominican Republic,za9wn9847gulllfsey917tmk,Attacker,player,1995-03-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,active,yes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,184.0,78.0,9.0,Oslo,right,NaN
d3m79w9atfjsv3ygf97s67jtg,Austin,Wormell,Austin,Wormell,Male,A. Wormell,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-05-26,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,185.0,77.0,31.0,Tulsa,NaN,NaN
djau5chcmoyiyq28jt9ypzh4a,Ousman Saikou,Jabang,Ousman,Jabang,Male,O. Jabang,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2001-03-29,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,187.0,73.0,NaN,NaN,NaN,NaN
e6gr1t1rp2x7waywgzlrj8yqx,Valentin,Noël,Valentin,Noël,Male,V. Noël,France,7gww28djs405rfga69smki84o,Midfielder,player,1999-04-27,France,7gww28djs405rfga69smki84o,active,yes,NaN,NaN,175.0,72.0,27.0,Niort,NaN,NaN
efma0zrimza00ykod1yqmatm2,Giovanni,Aguilar Herrera,Giovanni,Aguillar,Male,G. Aguilar,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1998-03-08,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,183.0,79.0,13.0,NaN,NaN,NaN
f2ljfjpu8uqmt3p3833jz692i,Jean-Claude,Ngando Mbende,Jean-Claude,Ngando,Male,J. Ngando,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,1999-11-20,Cameroon,4eb9feio6u267dd1jcwaf38mt,active,yes,France,7gww28djs405rfga69smki84o,175.0,79.0,26.0,Douala,NaN,NaN
o0a1acp618ig9detdym1m0pg,Christian,Pinzón Barajas,Christian,Pinzón,Male,C. Pinzón,Mexico,5trdr3jf42i20zj1hnkvcytr6,Midfielder,player,1998-06-24,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,175.0,72.0,11.0,Bellflower,right,NaN
rykgvcch93zs7858967tzpqs,Dennis,Sanchez,Dennis,Sanchez,Male,D. Sanchez,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,NaN,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1tbl2exehg6y2g45mqmjyy710,William Graham,Jones,Graham,Jones,Male,G. Jones,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2006-01-21,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,72.0,31.0,NaN,NaN,NaN
1vo3wyy3qg9rcsf9e18u7vgus,Justin,Melly,Justin,Melly,Male,J. Melly,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2006-07-27,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,175.0,70.0,36.0,NaN,NaN,NaN
21vmi7qtrujzez3ziux0wa4et,Florian,Valot,Florian,Valot,Male,F. Valot,France,7gww28djs405rfga69smki84o,Midfielder,player,1993-02-12,France,7gww28djs405rfga69smki84o,active,yes,NaN,NaN,175.0,69.0,8.0,Pau,both,NaN
2cu5uohq2rwhe2hy3y72zhc2y,Alex,Nagy,Alex,Nagy,Male,A. Nagy,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-03-22,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,185.0,82.0,13.0,Bow,NaN,NaN
2sg3itwumbmdtm4cwd48sdedw,Brett,St. Martin,Brett,St. Martin,Male,B. St. Martin,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-10-23,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,185.0,77.0,20.0,NaN,NaN,NaN
3iygln7x6y336sb1qa3lfpa3u,Surafel,Dagnachew Mengistu,Surafel,Dagnachew,Male,S. Dagnachew,Ethiopia,5rbnsdndc8mp36d76dwuzd2ow,Midfielder,player,1997-09-11,Ethiopia,5rbnsdndc8mp36d76dwuzd2ow,active,yes,NaN,NaN,NaN,NaN,19.0,NaN,NaN,NaN
3rds32zf2fsx776oekol5wz1m,Dane,Jacomen,Dane,Jacomen,Male,D. Jacomen,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2001-02-25,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,193.0,84.0,1.0,Pittsburgh,NaN,NaN
48zkj46u3tohx3ilswdxbi4gk,Luke,Peacock,Luke,Peacock,Male,L. Peacock,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2006-03-25,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,191.0,77.0,98.0,NaN,NaN,NaN
4vakuxmddvxbbcnpkxdflm1ka,Ryan,Martin,Ryan,Martin,Male,R. Martin,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1983-05-19,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
500j4sgpmr70mtfg8vtz4e5be,Thomas,Williamson,Tommy,Williamson,Male,T. Williamson,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1999-05-05,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Iran,e53g9hr2d3kasm34uumbg8r4,185.0,79.0,9.0,Villa Park,NaN,NaN
59kky4fyi0w9bdz4ow3gs95yi,Keegan Kelly,Tingey,Keegan,Tingey,Male,K. Tingey,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-08-17,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,178.0,75.0,3.0,Danville,right,NaN
59lwxugpehgpevbqui1xpv3vu,Nelson,Martinez,Nelson,Martinez,Male,N. Martinez,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,2001-03-03,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,175.0,70.0,21.0,Woodbridge,NaN,NaN
6j5qn2b7t0165vl1t26v001zo,Wesley,Leggett,Wesley,Leggett,Male,W. Leggett,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2001-03-16,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,178.0,77.0,7.0,Lawrence,NaN,NaN
6qsj0qaeroaoxi5o41d8sz310,Matai,Akinmboni,Matai,Akinmboni,Male,M. Akinmboni,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2006-10-17,USA,7hr2f89v44y65dyu9k92vprwn,active,no,Nigeria,63pvdwrsiq5b07mzi8igqei9p,191.0,77.0,45.0,Upper Marlboro,NaN,NaN
6y662vq8bfnph92p3u4vvyd7u,Elias,Norris,Elias,Norris,Male,E. Norris,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-03-20,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,178.0,70.0,37.0,NaN,NaN,NaN
6z58yyouaevipxrmrmorcz0no,Isaiah,Johnston,Isaiah,Johnston,Male,I. Johnston,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2001-12-16,Canada,1iaoypzp6syf32cz9l15pzp7e,active,yes,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,173.0,84.0,NaN,Milton,NaN,NaN
72upvctajyq3fix38nc9mahre,Keegan Monroe,Hughes,Keegan,Hughes,Male,K. Hughes,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-07-22,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,191.0,81.0,2.0,Newark,NaN,NaN
7ehcrcdv82ib5fkpo3498gpgp,Kwame,Awuah,Kwame,Awuah,Male,K. Awuah,Canada,1iaoypzp6syf32cz9l15pzp7e,Defender,player,1995-12-02,Canada,1iaoypzp6syf32cz9l15pzp7e,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,173.0,72.0,6.0,Toronto,NaN,NaN
7lmf6beyvhncglhw9avm40qju,Hugo Alain,Fauroux,Hugo,Fauroux,Male,H. Fauroux,France,7gww28djs405rfga69smki84o,Goalkeeper,player,1996-08-23,France,7gww28djs405rfga69smki84o,active,yes,NaN,NaN,185.0,84.0,23.0,Cannes,NaN,NaN
87n7hmq7f1q1avazbmwmcg222,Andrew,Skundrich,Drew,Skundrich,Male,A. Skundrich,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1995-09-17,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,74.0,12.0,Lancaster,NaN,NaN
87pe681vhgbb6plpej3tr74oa,Kalil,ElMedkhar,Kalil,ElMedkhar,Male,K. ElMedkhar,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-08-18,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Syria,3tsnzfkszhsktmhsmwar1tvp8,183.0,78.0,10.0,Middletown,NaN,NaN
88zx6h1d5bubuw0h1peqk0kyc,Pape,Amadou Wane,Pape,Wane,Male,P. Wane,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,2005-07-27,Senegal,6hhqyhr5cwq2pfprlazyposyk,active,yes,NaN,NaN,NaN,NaN,18.0,NaN,NaN,NaN
8xte0mzawblk2ufasxalijk2y,Riley Joshua,Bidois,Riley,Bidois,Male,R. Bidois,New Zealand,wcq2y28a27syx5do1k2i2nj8,Attacker,player,2002-03-12,New Zealand,wcq2y28a27syx5do1k2i2nj8,active,yes,NaN,NaN,184.0,81.0,15.0,Tauranga,left,NaN
906pdcavtipx0q93b1ed1lrai,Cole,Turner,Cole,Turner,Male,C. Turner,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2001-07-07,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,188.0,82.0,16.0,Churchville,NaN,NaN
9d2gsb50qdkgm7s4l7xcvjcpg,Gavin,Turner,Gavin,Turner,Male,G. Turner,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2007-01-05,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,168.0,64.0,40.0,NaN,NaN,NaN
9iviruhnm02p8et2t9cbvbk7o,Isaac,Espinal,Isaac,Espinal,Male,I. Espinal,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2005-10-06,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Honduras,56ftnqeq3x3j77uone8qm5ow6,163.0,63.0,11.0,Fairfax,NaN,NaN
abdlyfqkgv99u6578v3cb1wb9,Christiano,Jr. François,Christiano,François,Male,C. François,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,player,1993-07-17,Haiti,5mp58o38d0mr5qt8g4o6l7efg,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,171.0,75.0,17.0,Cabaret,right,NaN
agl19e1fx5123lk28avksxb3e,Abdellatif,Aboukoura,Abdellatif,Aboukoura,Male,A. Aboukoura,Egypt,42vt7mha0thcwd0ihw3p29x5i,Midfielder,player,2004-10-16,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,173.0,75.0,30.0,NaN,NaN,NaN
awlhkoqc0vuqgejtd510oihre,Trevor Antonius,Zwetsloot,Trevor,Zwetsloot,Male,T. Zwetsloot,New Zealand,wcq2y28a27syx5do1k2i2nj8,Midfielder,player,1999-10-16,New Zealand,wcq2y28a27syx5do1k2i2nj8,active,yes,NaN,NaN,NaN,NaN,20.0,NaN,NaN,NaN
b24uzkixokobb7k59mt4okiga,Sandor,Bustamante,Sandor,Bustamante,Male,S. Bustamante,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-09-30,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,170.0,75.0,54.0,NaN,NaN,NaN
b6t0f1g03ixymivs4fbaiewic,Jacob,Erlandson,Jacob,Erlandson,Male,J. Erlandson,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-03-14,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,186.0,79.0,24.0,NaN,NaN,NaN
caeg1a6mrwrgknibgyjq66jh0,Alessandro Ramón,Maldonado Lopez,Alessadro,Maldonado Lopez,Male,A. Maldonado,Honduras,56ftnqeq3x3j77uone8qm5ow6,Midfielder,player,2006-03-23,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,175.0,69.0,77.0,NaN,NaN,NaN
db1h2huu8z1quj816wol1wgkp,Thomas Martin,McCabe,Tommy,McCabe,Male,T. McCabe,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1998-04-04,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,86.0,4.0,South Orange,NaN,NaN
dek9c2ef9ahynvfrk60d9tm5m,Yanis,Leerman,Yanis,Leerman,Male,Y. Leerman,France,7gww28djs405rfga69smki84o,Defender,player,1998-06-15,France,7gww28djs405rfga69smki84o,active,yes,NaN,NaN,188.0,80.0,5.0,Troyes,NaN,NaN
e0i0n47bol0sigq7s1zdiay1,Robert,Dambrot,Robby,Dambrot,Male,R. Dambrot,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1994-10-19,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,188.0,78.0,22.0,Akron,NaN,NaN
ekzwxb68vg0w7o14zcq8n4vs9,Zachary Thomas,Ryan,Zach,Ryan,Male,Z. Ryan,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1999-01-14,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,185.0,79.0,14.0,Chatham,NaN,NaN
1xb2wmuzlhgo6vt7f9yl2rnkk,Carlos,Moguel Jr.,Carlos,Moguel Jr.,Male,C. Moguel,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-06-21,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,170.0,63.0,8.0,NaN,NaN,NaN
1yszyfo2vvro5hq0tjsj4znmy,Sebastian,Sanchez,Sebastian,Sanchez,Male,Sebastian Sanchez,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-12-20,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,188.0,75.0,63.0,Akron,right,Sebastian Sanchez
2ekg8ntkxc3szd8d9bnv20npw,Brandon,Dayes,Brandon,Dayes,Male,B. Dayes,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2008-12-17,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2g5s1bd38e3v7j8h11xq3uo6h,Jake Francis,Morris,Jake,Morris,Male,J. Morris,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-03-03,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Canada,1iaoypzp6syf32cz9l15pzp7e,188.0,86.0,3.0,Fort Lauderdale,left,NaN
2lkasajm52puoopsfq2mtewru,Jorge,González Asensi,Jorge,González,Male,Jorge González,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1998-10-29,Spain,49ih1pwv3ahshdf8uzrimi54c,active,yes,NaN,NaN,180.0,79.0,21.0,Valencia,right,NaN
3hb6yji6u8ftefif91lfrbtre,Jansen,Wilson,Jansen,Wilson,Male,J. Wilson,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2001-06-14,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,70.0,25.0,Elizabethtown,NaN,NaN
